temporal_metric_status,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,translation_spike_threshold,rotation_spike_threshold_rad,translation_acceleration_max,rotation_acceleration_max,high_speed_event_windows,high_speed_recall,oversmooth_rate,static_tail_drift_m,temporal_failure_intervals,event_frame_count,event_window_frame_count,temporal_accel_at_events,temporal_accel_in_flight,source_pose,source_events
ok,9,0,9,0,0.10173598390497537,0.05,0.1579485708746327,0.0,31,0.8709677419354839,0.12903225806451613,,[],31,183,0.03218434894075001,0.026696687366945377,samples_known_object/01_basketball/results/pose6d_object_proxy_anchor_refined/object_pose6d_sharedcam_contactphase_trajectory.csv,samples_known_object/01_basketball/results/human_audio_semantics/contact_records.csv
