frame,observed_mask,rendered_mask,iou,coverage,render_false_coverage,observed_area_px,rendered_area_px
1,samples_known_object/01_basketball/results/segmentation/masks/00001_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00001_mask.pgm,0.8258952431854624,1.0,0.1741047568145377,6181.0,7484.0
2,samples_known_object/01_basketball/results/segmentation/masks/00002_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00002_mask.pgm,0.8221153846153846,0.9978926892527152,0.17645484949832776,6169.0,7475.0
3,samples_known_object/01_basketball/results/segmentation/masks/00003_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00003_mask.pgm,0.8137398482226068,0.9949536057300993,0.18288770053475936,6143.0,7480.0
4,samples_known_object/01_basketball/results/segmentation/masks/00004_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00004_mask.pgm,0.8138319260152794,1.0,0.18616807398472054,6072.0,7461.0
5,samples_known_object/01_basketball/results/segmentation/masks/00005_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00005_mask.pgm,0.8283612040133779,0.9982266645171691,0.17041800643086816,6203.0,7464.0
6,samples_known_object/01_basketball/results/segmentation/masks/00006_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00006_mask.pgm,0.8438868976503385,0.9891084487319123,0.14819777569342088,6427.0,7463.0
7,samples_known_object/01_basketball/results/segmentation/masks/00007_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00007_mask.pgm,0.7981686871292236,0.9528868360277136,0.16903866809881848,6495.0,7448.0
8,samples_known_object/01_basketball/results/segmentation/masks/00008_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00008_mask.pgm,0.7780602006688964,0.9962315861596437,0.21964309673956797,5838.0,7453.0
9,samples_known_object/01_basketball/results/segmentation/masks/00009_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00009_mask.pgm,0.7610916913148695,1.0,0.2389083086851304,5661.0,7438.0
10,samples_known_object/01_basketball/results/segmentation/masks/00010_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00010_mask.pgm,0.762736927006318,0.9998237885462555,0.23716052702339338,5675.0,7438.0
11,samples_known_object/01_basketball/results/segmentation/masks/00011_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00011_mask.pgm,0.6913031771674745,1.0,0.3086968228325256,5135.0,7428.0
12,samples_known_object/01_basketball/results/segmentation/masks/00012_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00012_mask.pgm,0.7796632996632996,1.0,0.22033670033670033,5789.0,7425.0
13,samples_known_object/01_basketball/results/segmentation/masks/00013_mask.png,final_result/evaluation/basketball/evaluation/render_masks/00013_mask.pgm,0.8121546961325967,1.0,0.1878453038674033,6027.0,7421.0
