overlay_hard_score,overlay_hard_metric_source,overlay_mask_pair_count,overlay_generated_render_mask_count,overlay_generated_proxy_render_mask_count,overlay_generated_full_geometry_mask_count,overlay_mask_coverage,overlay_render_false_coverage,overlay_vlm_is_primary,overlay_conflict_flag
0.7890288777845806,generated_eval_proxy_render_mask_iou,192,192,192,0,0.9824272766844154,0.19979854326319527,False,
