penetration_frame_ratio,penetration_depth_mean_mm,penetration_depth_max_mm,non_collision_ratio,floating_rate,floating_gap_mean_mm,tradeoff_score,source
0.2135,13.3,49.01,0.7865,,,0.3562224085795198,samples_known_object/01_basketball/results/hoi_eval/hoi_interaction_metrics.json
