frame,time,object_support_v_raw,object_support_v,support_v_raw,support_v,signed_gap,gap,floor_score,proposal_score,confidence_level,is_candidate,floor_contact_state
1,0.000000,868.000,868.000,868.718,868.718,-0.717939,0.717939,0.976220,0.876404,strong,0,0
2,0.033333,869.000,868.300,868.734,868.723,-0.422666,0.422666,1.000000,0.885284,strong,1,1
3,0.066667,869.000,868.510,868.766,868.736,-0.225687,0.225687,1.000000,0.895209,strong,1,1
4,0.100000,869.000,868.657,868.789,868.752,-0.094600,0.094600,1.000000,0.902982,strong,1,1
5,0.133333,868.850,868.715,868.841,868.779,-0.063624,0.063624,0.996433,0.904795,strong,1,0
6,0.166667,868.000,868.500,868.875,868.807,-0.306899,0.306899,0.976220,0.924804,strong,0,0
7,0.200000,868.850,868.605,868.892,868.833,-0.227425,0.227425,0.996433,0.927848,strong,0,0
8,0.233333,868.850,868.679,868.908,868.855,-0.176611,0.176611,0.996433,0.929270,strong,0,0
9,0.266667,868.850,868.730,868.928,868.877,-0.147080,0.147080,0.996433,0.928050,strong,0,0
10,0.300000,868.850,868.766,868.950,868.899,-0.132872,0.132872,0.996433,0.933434,strong,0,0
11,0.333333,868.850,868.791,868.965,868.919,-0.127452,0.127452,0.996433,0.937114,strong,0,0
12,0.366667,869.000,868.854,868.975,868.936,-0.081825,0.081825,1.000000,0.937750,strong,1,1
13,0.400000,869.000,868.898,868.983,868.950,-0.052104,0.052104,1.000000,0.945529,strong,1,1
14,0.433333,868.850,868.883,868.988,868.961,-0.077851,0.077851,0.996433,0.951292,strong,0,0
15,0.466667,869.000,868.918,868.992,868.970,-0.051961,0.051961,1.000000,0.949986,strong,1,1
16,0.500000,869.000,868.943,868.994,868.977,-0.034598,0.034598,1.000000,0.953203,strong,1,1
17,0.533333,869.000,868.960,868.996,868.983,-0.022976,0.022976,1.000000,0.953933,strong,1,1
18,0.566667,869.000,868.972,868.997,868.987,-0.015214,0.015214,1.000000,0.954441,strong,1,1
19,0.600000,869.000,868.980,868.998,868.990,-0.010041,0.010041,1.000000,0.963805,strong,1,1
20,0.633333,869.000,868.986,868.999,868.993,-0.006603,0.006603,1.000000,0.962545,strong,1,1
21,0.666667,869.000,868.990,868.999,868.995,-0.004324,0.004324,1.000000,0.964126,strong,1,1
22,0.700000,869.000,868.993,868.999,868.996,-0.002818,0.002818,1.000000,0.970601,strong,1,1
23,0.733333,869.000,868.995,869.000,868.997,-0.001826,0.001826,1.000000,0.974389,strong,1,1
24,0.766667,869.000,868.997,869.000,868.998,-0.001176,0.001176,1.000000,0.974360,strong,1,1
25,0.800000,869.000,868.998,869.000,868.998,-0.000752,0.000752,1.000000,0.975528,strong,1,1
26,0.833333,869.000,868.998,869.000,868.999,-0.000476,0.000476,1.000000,0.978317,strong,1,1
27,0.866667,869.000,868.999,869.000,868.999,-0.000298,0.000298,1.000000,0.980068,strong,1,1
28,0.900000,869.000,868.999,869.000,868.999,-0.000184,0.000184,1.000000,0.981800,strong,1,1
29,0.933333,869.000,868.999,869.000,869.000,-0.000112,0.000112,1.000000,0.981071,strong,1,1
30,0.966667,869.000,869.000,869.000,869.000,-0.000066,0.000066,1.000000,0.982985,strong,1,1
31,1.000000,869.000,869.000,869.000,869.000,-0.000038,0.000038,1.000000,0.984402,strong,1,1
32,1.033333,869.000,869.000,869.000,869.000,-0.000018,0.000018,1.000000,0.986499,strong,1,1
33,1.066667,869.000,869.000,869.000,869.000,-0.000004,0.000004,1.000000,0.978352,strong,1,1
34,1.100000,869.000,869.000,869.000,869.000,0.000005,0.000005,1.000000,0.975325,strong,1,1
35,1.133333,869.000,869.000,869.000,869.000,0.000012,0.000012,1.000000,0.974154,strong,1,1
36,1.166667,869.000,869.000,869.000,869.000,0.000017,0.000017,1.000000,0.968180,strong,1,1
37,1.200000,869.000,869.000,869.000,869.000,0.000020,0.000020,1.000000,0.943704,strong,1,1
38,1.233333,869.000,869.000,869.000,869.000,0.000023,0.000023,1.000000,0.936457,strong,1,1
39,1.266667,869.000,869.000,869.000,869.000,0.000024,0.000024,1.000000,0.922397,strong,1,1
40,1.300000,868.850,868.955,869.000,869.000,-0.044975,0.044975,0.996433,0.694838,strong,0,0
41,1.333333,868.000,868.668,869.000,869.000,-0.331474,0.331474,0.976220,0.554284,strong,0,0
42,1.366667,868.850,868.723,869.000,869.000,-0.277023,0.277023,0.996433,0.445762,strong,0,0
43,1.400000,869.000,868.806,869.000,869.000,-0.193908,0.193908,1.000000,0.377834,strong,1,1
44,1.433333,869.000,868.864,874.651,870.695,-1.830895,1.830895,1.000000,0.300782,strong,1,1
45,1.466667,869.000,868.905,874.651,871.882,-2.976787,2.976787,1.000000,0.281889,strong,1,1
46,1.500000,869.000,868.933,874.651,872.712,-3.778911,3.778911,1.000000,0.313527,strong,1,1
47,1.533333,869.000,868.953,874.651,873.294,-4.340397,4.340397,1.000000,0.293029,strong,1,1
48,1.566667,869.000,868.967,874.651,873.701,-4.733438,4.733438,1.000000,0.311105,strong,1,1
49,1.600000,869.000,868.977,874.651,873.986,-5.008567,5.008567,1.000000,0.294062,strong,1,1
50,1.633333,869.000,868.984,874.651,874.185,-5.201157,5.201157,1.000000,1.000000,strong,1,1
51,1.666667,868.000,868.689,874.651,874.325,-5.635970,5.635970,0.976220,1.000000,strong,0,0
52,1.700000,822.700,854.892,874.651,874.423,-19.530339,19.530339,0.000001,0.284570,none,0,0
53,1.733333,822.000,845.025,874.651,874.491,-29.466397,29.466397,0.000000,1.000000,none,0,0
54,1.766667,747.000,815.617,874.651,874.539,-58.921638,58.921638,0.000000,1.000000,none,0,0
55,1.800000,673.000,772.832,874.651,874.572,-101.740306,101.740306,0.000000,0.873166,none,0,0
56,1.833333,622.000,727.582,874.651,874.596,-147.013374,147.013374,0.000000,0.339028,none,0,0
57,1.866667,571.000,680.608,874.651,874.612,-194.004522,194.004522,0.000000,0.965298,none,0,0
58,1.900000,518.000,631.825,874.651,874.624,-242.798325,242.798325,0.000000,1.000000,none,0,0
59,1.933333,517.000,597.378,874.651,874.632,-277.253988,277.253988,0.000000,0.292851,none,0,0
60,1.966667,475.000,560.664,874.651,874.637,-313.972951,313.972951,0.000000,0.220070,none,0,0
61,2.000000,440.000,524.465,874.651,874.641,-350.176226,350.176226,0.000000,0.113911,none,0,0
62,2.033333,408.000,489.526,874.651,874.644,-385.118518,385.118518,0.000000,0.686196,none,0,0
63,2.066667,381.000,456.968,874.651,874.646,-417.678123,417.678123,0.000000,0.828292,none,0,0
64,2.100000,381.000,434.178,874.651,874.647,-440.469846,440.469846,0.000000,0.000000,none,0,0
65,2.133333,360.000,411.924,874.651,874.648,-462.724052,462.724052,0.000000,0.157051,none,0,0
66,2.166667,343.850,391.502,874.651,874.649,-483.146996,483.146996,0.000000,0.071387,none,0,0
67,2.200000,334.000,374.251,874.651,874.649,-500.398057,500.398057,0.000000,0.324859,none,0,0
68,2.233333,334.000,362.176,874.651,874.650,-512.473800,512.473800,0.000000,0.000000,none,0,0
69,2.266667,328.850,352.178,874.651,874.650,-522.471820,522.471820,0.000000,0.000000,none,0,0
70,2.300000,329.000,345.225,874.651,874.650,-529.425434,529.425434,0.000000,0.000000,none,0,0
71,2.333333,333.850,341.812,874.651,874.650,-532.837964,532.837964,0.000000,0.093957,none,0,0
72,2.366667,342.850,342.124,874.651,874.650,-532.526734,532.526734,0.000000,0.000000,none,0,0
73,2.400000,357.850,346.842,874.651,874.650,-527.808874,527.808874,0.000000,0.000000,none,0,0
74,2.433333,357.000,349.889,874.651,874.650,-524.761372,524.761372,0.000000,0.134569,none,0,0
75,2.466667,375.850,357.677,874.651,874.650,-516.973120,516.973120,0.000000,0.445306,none,0,0
76,2.500000,398.850,370.029,874.651,874.650,-504.621344,504.621344,0.000000,0.082246,none,0,0
77,2.533333,427.850,387.375,874.651,874.651,-487.275101,487.275101,0.000000,0.101600,none,0,0
78,2.566667,458.850,408.818,874.651,874.651,-465.832730,465.832730,0.000000,0.154237,none,0,0
79,2.600000,458.850,423.827,874.651,874.651,-450.823071,450.823071,0.000000,0.624719,none,0,0
80,2.633333,495.000,445.179,874.651,874.651,-429.471310,429.471310,0.000000,0.714127,none,0,0
81,2.666667,534.000,471.825,874.651,874.651,-402.825077,402.825077,0.000000,0.233849,none,0,0
82,2.700000,581.000,504.578,874.651,874.651,-370.072714,370.072714,0.000000,0.366946,none,0,0
83,2.733333,581.000,527.504,874.651,874.651,-347.146060,347.146060,0.000000,0.983679,none,0,0
84,2.766667,630.000,558.253,874.651,874.651,-316.397402,316.397402,0.000000,1.000000,none,0,0
85,2.800000,677.000,593.877,874.651,874.651,-280.773341,280.773341,0.000000,0.022477,none,0,0
86,2.833333,735.000,636.214,874.651,874.651,-238.436499,238.436499,0.000000,1.000000,none,0,0
87,2.866667,757.000,672.450,874.651,874.651,-202.200709,202.200709,0.000000,1.000000,none,0,0
88,2.900000,731.000,690.015,874.651,874.651,-184.635656,184.635656,0.000000,0.051913,none,0,0
89,2.933333,731.000,702.310,874.651,874.651,-172.340119,172.340119,0.000000,0.009777,none,0,0
90,2.966667,710.850,704.872,874.651,874.651,-169.778243,169.778243,0.000000,0.064878,none,0,0
91,3.000000,678.000,696.811,874.651,874.651,-177.839930,177.839930,0.000000,0.016357,none,0,0
92,3.033333,667.000,687.867,874.651,874.651,-186.783111,186.783111,0.000000,0.365643,none,0,0
93,3.066667,662.000,680.107,874.651,874.651,-194.543338,194.543338,0.000000,0.212353,none,0,0
94,3.100000,661.850,674.630,874.651,874.651,-200.020496,200.020496,0.000000,0.000000,none,0,0
95,3.133333,657.000,669.341,874.651,874.651,-205.309507,205.309507,0.000000,0.000000,none,0,0
96,3.166667,661.000,666.839,874.651,874.651,-207.811815,207.811815,0.000000,0.000000,none,0,0
97,3.200000,665.850,666.542,874.651,874.651,-208.108430,208.108430,0.000000,0.000000,none,0,0
98,3.233333,665.850,666.334,874.651,874.651,-208.316061,208.316061,0.000000,0.000000,none,0,0
99,3.266667,673.000,668.334,874.651,874.651,-206.316403,206.316403,0.000000,0.590888,none,0,0
100,3.300000,691.000,675.134,874.651,874.651,-199.516642,199.516642,0.000000,0.495404,none,0,0
101,3.333333,721.000,688.894,874.651,874.651,-185.756809,185.756809,0.000000,0.000000,none,0,0
102,3.366667,747.850,706.581,874.651,874.651,-168.069926,168.069926,0.000000,0.290704,none,0,0
103,3.400000,777.000,727.706,874.651,874.651,-146.944108,146.944108,0.000000,1.000000,none,0,0
104,3.433333,776.000,742.194,874.651,874.651,-132.456036,132.456036,0.000000,1.000000,none,0,0
105,3.466667,744.000,742.736,874.651,874.651,-131.914385,131.914385,0.000000,0.222533,none,0,0
106,3.500000,720.000,735.915,874.651,874.651,-138.735229,138.735229,0.000000,0.000000,none,0,0
