frame,time,human_part,human_side,object_part,object_local_id,expected,observed,persistent,rel_static,min_distance_m,surface_gap_m,penetration_depth_m,contact_confidence,contact_state,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_u,contact_v,contact_depth_offset_m,local_s_drift,source
65,2.666667,hand,right,ball_boundary,boundary_002,1,1,1,0,0.108294,0.108294,,0.608825,persistent_anchor,1,1,,,,,,,,,604.000,498.000,0.108294,,hand_floor_from_anchor_floor_candidates
66,2.708333,hand,right,ball_boundary,boundary_004,1,1,1,0,-0.085508,-0.085508,,0.813949,persistent_anchor,1,1,,,,,,,,,596.000,464.000,-0.085508,,hand_floor_from_anchor_floor_candidates
76,3.125000,floor,,floor_support,boundary_000,1,1,1,0,0.079477,0.079477,,0.570351,persistent_anchor,1,1,,,,,,,,,556.000,567.000,0.079477,,hand_floor_from_anchor_floor_candidates
77,3.166667,hand,right,ball_boundary,boundary_000,1,1,1,0,0.068826,0.068826,,0.35888,persistent_anchor,1,1,,,,,,,,,531.000,527.000,0.068826,,hand_floor_from_anchor_floor_candidates
78,3.208333,hand,right,ball_boundary,boundary_001,1,1,1,0,0.065381,0.065381,,0.701963,persistent_anchor,1,1,,,,,,,,,521.000,486.000,0.065381,,hand_floor_from_anchor_floor_candidates
79,3.250000,hand,right,ball_boundary,boundary_001,1,1,1,0,0.070002,0.070002,,0.810662,persistent_anchor,1,1,,,,,,,,,509.000,453.000,0.070002,,hand_floor_from_anchor_floor_candidates
86,3.541667,hand,right,ball_boundary,boundary_063,1,1,1,0,0.028685,0.028685,,0.412507,persistent_anchor,1,1,,,,,,,,,492.000,502.000,0.028685,,hand_floor_from_anchor_floor_candidates
87,3.583333,hand,right,ball_boundary,boundary_063,1,1,1,0,0.03782,0.03782,,0.704345,persistent_anchor,1,1,,,,,,,,,497.000,561.000,0.037820,,hand_floor_from_anchor_floor_candidates
88,3.625000,hand,right,ball_boundary,boundary_062,1,1,1,0,0.069121,0.069121,,0.668963,persistent_anchor,1,1,,,,,,,,,499.000,561.000,0.069121,,hand_floor_from_anchor_floor_candidates
89,3.666667,hand,right,ball_boundary,boundary_062,1,1,1,0,0.001846,0.001846,,0.472969,persistent_anchor,1,1,,,,,,,,,493.000,505.000,0.001846,,hand_floor_from_anchor_floor_candidates
90,3.708333,hand,right,ball_boundary,boundary_000,1,1,1,0,0.011691,0.011691,,0.738136,persistent_anchor,1,1,,,,,,,,,493.000,474.000,0.011691,,hand_floor_from_anchor_floor_candidates
99,4.083333,floor,,floor_support,boundary_000,1,1,1,0,0.031334,0.031334,,0.579463,persistent_anchor,1,1,,,,,,,,,527.000,566.000,0.031334,,hand_floor_from_anchor_floor_candidates
101,4.166667,hand,right,ball_boundary,boundary_000,1,1,1,0,0.079231,0.079231,,0.335393,persistent_anchor,1,1,,,,,,,,,537.000,525.000,0.079231,,hand_floor_from_anchor_floor_candidates
102,4.208333,hand,right,ball_boundary,boundary_004,1,1,1,0,0.015823,0.015823,,0.582728,persistent_anchor,1,1,,,,,,,,,538.000,491.000,0.015823,,hand_floor_from_anchor_floor_candidates
103,4.250000,hand,right,ball_boundary,boundary_001,1,1,1,0,0.016402,0.016402,,0.821955,persistent_anchor,1,1,,,,,,,,,542.000,453.000,0.016402,,hand_floor_from_anchor_floor_candidates
112,4.625000,floor,,floor_support,boundary_000,1,1,1,0,0.271235,0.271235,,0.204214,persistent_anchor,1,1,,,,,,,,,590.000,586.000,0.271235,,hand_floor_from_anchor_floor_candidates
114,4.708333,hand,right,ball_boundary,boundary_000,1,1,1,0,0.126232,0.126232,,0.430705,persistent_anchor,1,1,,,,,,,,,592.000,508.000,0.126232,,hand_floor_from_anchor_floor_candidates
115,4.750000,hand,right,ball_boundary,boundary_002,1,1,1,0,-0.045283,-0.045283,,0.658184,persistent_anchor,1,1,,,,,,,,,586.000,473.000,-0.045283,,hand_floor_from_anchor_floor_candidates
124,5.125000,hand,right,ball_boundary,boundary_060,1,1,1,0,0.216301,0.216301,,0.272891,persistent_anchor,1,1,,,,,,,,,582.000,528.000,0.216301,,hand_floor_from_anchor_floor_candidates
125,5.166667,hand,right,ball_boundary,boundary_062,1,1,1,0,0.098557,0.098557,,0.343017,persistent_anchor,1,1,,,,,,,,,569.000,580.000,0.098557,,hand_floor_from_anchor_floor_candidates
126,5.208333,hand,right,ball_boundary,boundary_061,1,1,1,0,0.063411,0.063411,,0.256343,persistent_anchor,1,1,,,,,,,,,562.000,553.000,0.063411,,hand_floor_from_anchor_floor_candidates
127,5.250000,hand,right,ball_boundary,boundary_062,1,1,1,0,0.007837,0.007837,,0.553565,persistent_anchor,1,1,,,,,,,,,561.000,501.000,0.007837,,hand_floor_from_anchor_floor_candidates
128,5.291667,hand,right,ball_boundary,boundary_002,1,1,1,0,-0.013268,-0.013268,,0.804661,persistent_anchor,1,1,,,,,,,,,559.000,457.000,-0.013268,,hand_floor_from_anchor_floor_candidates
135,5.583333,hand,right,ball_boundary,boundary_063,1,1,1,0,0.00696,0.00696,,0.655785,persistent_anchor,1,1,,,,,,,,,496.000,486.000,0.006960,,hand_floor_from_anchor_floor_candidates
136,5.625000,hand,right,ball_boundary,boundary_000,1,1,1,0,0.088491,0.088491,,0.587508,persistent_anchor,1,1,,,,,,,,,516.000,557.000,0.088491,,hand_floor_from_anchor_floor_candidates
137,5.666667,hand,right,ball_boundary,boundary_000,1,1,1,0,0.082445,0.082445,,0.681514,persistent_anchor,1,1,,,,,,,,,511.000,563.000,0.082445,,hand_floor_from_anchor_floor_candidates
138,5.708333,hand,right,ball_boundary,boundary_000,1,1,1,0,0.120969,0.120969,,0.290797,persistent_anchor,1,1,,,,,,,,,514.000,524.000,0.120969,,hand_floor_from_anchor_floor_candidates
139,5.750000,hand,right,ball_boundary,boundary_004,1,1,1,0,0.03435,0.03435,,0.711883,persistent_anchor,1,1,,,,,,,,,504.000,477.000,0.034350,,hand_floor_from_anchor_floor_candidates
148,6.125000,floor,,floor_support,boundary_000,1,1,1,0,0.14735,0.14735,,0.30406,persistent_anchor,1,1,,,,,,,,,580.000,584.000,0.147350,,hand_floor_from_anchor_floor_candidates
150,6.208333,hand,right,ball_boundary,boundary_061,1,1,1,0,0.06937,0.06937,,0.441776,persistent_anchor,1,1,,,,,,,,,582.000,506.000,0.069370,,hand_floor_from_anchor_floor_candidates
151,6.250000,hand,right,ball_boundary,boundary_003,1,1,1,0,-0.004045,-0.004045,,0.631676,persistent_anchor,1,1,,,,,,,,,585.000,474.000,-0.004045,,hand_floor_from_anchor_floor_candidates
159,6.583333,hand,right,ball_boundary,boundary_058,1,1,1,0,0.151311,0.151311,,0.297895,persistent_anchor,1,1,,,,,,,,,574.000,528.000,0.151311,,hand_floor_from_anchor_floor_candidates
160,6.625000,hand,right,ball_boundary,boundary_062,1,1,1,0,0.094263,0.094263,,0.413224,persistent_anchor,1,1,,,,,,,,,568.000,587.000,0.094263,,hand_floor_from_anchor_floor_candidates
161,6.666667,hand,right,ball_boundary,boundary_062,1,1,1,0,0.069803,0.069803,,0.351501,persistent_anchor,1,1,,,,,,,,,559.000,555.000,0.069803,,hand_floor_from_anchor_floor_candidates
162,6.708333,hand,right,ball_boundary,boundary_000,1,1,1,0,0.034854,0.034854,,0.522521,persistent_anchor,1,1,,,,,,,,,546.000,509.000,0.034854,,hand_floor_from_anchor_floor_candidates
163,6.750000,hand,right,ball_boundary,boundary_001,1,1,1,0,0.012669,0.012669,,0.741511,persistent_anchor,1,1,,,,,,,,,542.000,469.000,0.012669,,hand_floor_from_anchor_floor_candidates
172,7.125000,hand,right,ball_boundary,boundary_000,1,1,1,0,0.026801,0.026801,,0.42819,persistent_anchor,1,1,,,,,,,,,494.000,506.000,0.026801,,hand_floor_from_anchor_floor_candidates
173,7.166667,hand,right,ball_boundary,boundary_000,1,1,1,0,0.015339,0.015339,,0.821046,persistent_anchor,1,1,,,,,,,,,501.000,568.000,0.015339,,hand_floor_from_anchor_floor_candidates
174,7.208333,hand,right,ball_boundary,boundary_000,1,1,1,0,0.076518,0.076518,,0.633557,persistent_anchor,1,1,,,,,,,,,514.000,564.000,0.076518,,hand_floor_from_anchor_floor_candidates
175,7.250000,hand,right,ball_boundary,boundary_000,1,1,1,0,0.08362,0.08362,,0.478264,persistent_anchor,1,1,,,,,,,,,507.000,510.000,0.083620,,hand_floor_from_anchor_floor_candidates
176,7.291667,hand,right,ball_boundary,boundary_001,1,1,1,0,0.016181,0.016181,,0.724014,persistent_anchor,1,1,,,,,,,,,508.000,476.000,0.016181,,hand_floor_from_anchor_floor_candidates
185,7.666667,hand,right,ball_boundary,boundary_063,1,1,1,0,0.038978,0.038978,,0.65563,persistent_anchor,1,1,,,,,,,,,584.000,490.000,0.038978,,hand_floor_from_anchor_floor_candidates
186,7.708333,hand,right,ball_boundary,boundary_063,1,1,1,0,0.201714,0.201714,,0.251229,persistent_anchor,1,1,,,,,,,,,581.000,573.000,0.201714,,hand_floor_from_anchor_floor_candidates
187,7.750000,hand,right,ball_boundary,boundary_062,1,1,1,0,0.217583,0.217583,,0.258338,persistent_anchor,1,1,,,,,,,,,583.000,574.000,0.217583,,hand_floor_from_anchor_floor_candidates
188,7.791667,hand,right,ball_boundary,boundary_000,1,1,1,0,-0.01947,-0.01947,,0.37459,persistent_anchor,1,1,,,,,,,,,567.000,525.000,-0.019470,,hand_floor_from_anchor_floor_candidates
189,7.833333,hand,right,ball_boundary,boundary_002,1,1,1,0,-0.036593,-0.036593,,0.680983,persistent_anchor,1,1,,,,,,,,,573.000,487.000,-0.036593,,hand_floor_from_anchor_floor_candidates
