frame,time,contact_active,human_contact_state,contact_label,contact_part,contact_conf,anchor_score,anchor_update,visibility,source
131,5.416667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
132,5.458333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
133,5.500000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
134,5.541667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
135,5.583333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
136,5.625000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
137,5.666667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
138,5.708333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
139,5.750000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
140,5.791667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
141,5.833333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
142,5.875000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
143,5.916667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
144,5.958333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
145,6.000000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
146,6.041667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
147,6.083333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
148,6.125000,1,1,audio_timed_impact,practice_wall,0.814104,0.814104,1,visible,joint_audio_motion_impact_state_no_metric_contact
149,6.166667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
150,6.208333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
151,6.250000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
152,6.291667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
153,6.333333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
154,6.375000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
155,6.416667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
156,6.458333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
157,6.500000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
158,6.541667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
159,6.583333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
160,6.625000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
161,6.666667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
162,6.708333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
163,6.750000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
164,6.791667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
165,6.833333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
166,6.875000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
167,6.916667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
168,6.958333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
169,7.000000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
170,7.041667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
171,7.083333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
172,7.125000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
173,7.166667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
174,7.208333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
175,7.250000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
176,7.291667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
177,7.333333,1,1,audio_timed_impact,paddle_face,1.000000,1.000000,1,visible,joint_audio_motion_impact_state_no_metric_contact
178,7.375000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
179,7.416667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
180,7.458333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
181,7.500000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
182,7.541667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
183,7.583333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
184,7.625000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
185,7.666667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
186,7.708333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
187,7.750000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
188,7.791667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
189,7.833333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
190,7.875000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
191,7.916667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
192,7.958333,1,1,audio_timed_impact,practice_wall,0.900870,0.900870,1,visible,joint_audio_motion_impact_state_no_metric_contact
193,8.000000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
194,8.041667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
195,8.083333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
196,8.125000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
197,8.166667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
198,8.208333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
199,8.250000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
200,8.291667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
201,8.333333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
202,8.375000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
203,8.416667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
204,8.458333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
205,8.500000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
206,8.541667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
207,8.583333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
208,8.625000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
209,8.666667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
210,8.708333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
211,8.750000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
212,8.791667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
213,8.833333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
214,8.875000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
215,8.916667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
216,8.958333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
217,9.000000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
218,9.041667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
219,9.083333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
220,9.125000,1,1,audio_timed_impact,paddle_face,0.826568,0.826568,1,visible,joint_audio_motion_impact_state_no_metric_contact
221,9.166667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
222,9.208333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
223,9.250000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
224,9.291667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
225,9.333333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
226,9.375000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
227,9.416667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
228,9.458333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
229,9.500000,1,1,audio_timed_impact,practice_wall,0.507171,0.507171,1,visible,joint_audio_motion_impact_state_no_metric_contact
230,9.541667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
231,9.583333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
232,9.625000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
233,9.666667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
234,9.708333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
235,9.750000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
236,9.791667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
237,9.833333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
238,9.875000,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
239,9.916667,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
240,9.958333,0,0,none,none,0.000000,0.000000,0,visible,joint_audio_motion_impact_state_no_metric_contact
