case,result_name,frame,time,object_tx,object_ty,object_tz,object_qw,object_qx,object_qy,object_qz,object_pose_source,human_site_id,human_body_part,human_side,human_x,human_y,human_z,human_coordinate_frame,human_confidence,human_source,contact_state,contact_type,contact_part,audio_score,audio_anchor_type
14_pingpong_wall,pingpong_stage0_audit,1,0.0,0.183435164,-0.237164352,3.494999959,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.850791,0.099604,3.185733,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,1,0.0,0.183435164,-0.237164352,3.494999959,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.060013,-0.086895,3.152240,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,2,0.041667,0.168262690,-0.224388931,3.241641164,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.849439,0.096691,3.193254,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,2,0.041667,0.168262690,-0.224388931,3.241641164,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.065907,-0.073013,3.133952,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,3,0.083333,0.153132165,-0.204869226,2.988387881,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.847435,0.088954,3.209163,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,3,0.083333,0.153132165,-0.204869226,2.988387881,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.079577,-0.046267,3.100538,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,4,0.125,0.138078980,-0.175327261,2.735222570,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.844821,0.077091,3.230911,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,4,0.125,0.138078980,-0.175327261,2.735222570,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.102610,-0.008362,3.056493,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,5,0.166667,0.123426129,-0.135857882,2.482040927,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.840987,0.065464,3.251866,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,5,0.166667,0.123426129,-0.135857882,2.482040927,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.133767,0.038460,3.006538,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,6,0.208333,0.106969355,-0.090635374,2.228713905,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.835656,0.058626,3.265594,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,6,0.208333,0.106969355,-0.090635374,2.228713905,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.169783,0.091117,2.955696,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,7,0.25,0.091915619,-0.042869198,1.975073420,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.829366,0.059000,3.270002,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,7,0.25,0.091915619,-0.042869198,1.975073420,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.208133,0.144989,2.908408,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,8,0.291667,0.078565785,0.004825075,1.721073544,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.822707,0.066492,3.268597,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,8,0.291667,0.078565785,0.004825075,1.721073544,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.246630,0.194556,2.868280,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,9,0.333333,0.064849247,0.052292309,1.466813049,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.815893,0.077915,3.267344,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,9,0.333333,0.064849247,0.052292309,1.466813049,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.281210,0.235941,2.838717,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,10,0.375,0.050982103,0.092084418,1.212463486,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.809699,0.088737,3.268943,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,10,0.375,0.050982103,0.092084418,1.212463486,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.305689,0.267295,2.821075,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,11,0.416667,0.064209810,0.183718655,1.527369678,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.804904,0.096208,3.271998,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,11,0.416667,0.064209810,0.183718655,1.527369678,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.313197,0.286656,2.813797,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,12,0.458333,0.074323604,0.168725553,1.843652728,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.801416,0.099494,3.275692,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,12,0.458333,0.074323604,0.168725553,1.843652728,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.298434,0.291253,2.816437,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,13,0.5,0.086680276,0.141571872,2.160397525,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.798829,0.098743,3.281503,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,13,0.5,0.086680276,0.141571872,2.160397525,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.260534,0.278498,2.832509,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,14,0.541667,0.099919491,0.108501494,2.477373811,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.796828,0.095388,3.289058,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,14,0.541667,0.099919491,0.108501494,2.477373811,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.205515,0.248160,2.864895,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,15,0.583333,0.111477464,0.077401535,2.794391418,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.795348,0.091600,3.294382,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,15,0.583333,0.111477464,0.077401535,2.794391418,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.145545,0.204498,2.909913,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,16,0.625,0.114717467,0.042540408,2.757764452,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.795037,0.088822,3.294427,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,16,0.625,0.114717467,0.042540408,2.757764452,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.093114,0.153952,2.960603,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,17,0.666667,0.141729010,-0.001722000,2.720912651,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.797481,0.087341,3.289193,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,17,0.666667,0.141729010,-0.001722000,2.720912651,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.054680,0.100232,3.014019,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,18,0.708333,0.177913358,-0.062553290,2.684066373,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.803975,0.086835,3.278788,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,18,0.708333,0.177913358,-0.062553290,2.684066373,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.030478,0.044690,3.069705,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,19,0.75,0.209095371,-0.114379563,2.647542225,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.813356,0.087746,3.261912,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,19,0.75,0.209095371,-0.114379563,2.647542225,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.018861,-0.010090,3.124272,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,20,0.791667,0.233029561,-0.151296010,2.611235648,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.822666,0.091908,3.237577,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,20,0.791667,0.233029561,-0.151296010,2.611235648,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.018338,-0.060770,3.172465,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,21,0.833333,0.252073880,-0.176565308,2.574816791,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.830633,0.099841,3.207718,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,21,0.833333,0.252073880,-0.176565308,2.574816791,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.027024,-0.104830,3.211077,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,22,0.875,0.268367265,-0.189892694,2.538040724,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.838717,0.109217,3.177854,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,22,0.875,0.268367265,-0.189892694,2.538040724,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.042965,-0.139638,3.239815,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,23,0.916667,0.281132044,-0.193696486,2.500730537,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.849496,0.118432,3.154757,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,23,0.916667,0.281132044,-0.193696486,2.500730537,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.064723,-0.162245,3.260474,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,24,0.958333,0.288995648,-0.190976189,2.462738946,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.865462,0.128043,3.142561,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,24,0.958333,0.288995648,-0.190976189,2.462738946,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.091075,-0.171043,3.275870,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,25,1.0,0.276979935,-0.193333630,2.424142787,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.886921,0.137396,3.139585,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,25,1.0,0.276979935,-0.193333630,2.424142787,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.120704,-0.166602,3.288074,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,26,1.041667,0.256587090,-0.204552352,2.384369460,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.908674,0.143647,3.139522,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,26,1.041667,0.256587090,-0.204552352,2.384369460,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.152130,-0.151092,3.297064,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,27,1.083333,0.233696294,-0.212583741,2.343452642,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.921187,0.144356,3.137368,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,27,1.083333,0.233696294,-0.212583741,2.343452642,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.183546,-0.127486,3.299865,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,28,1.125,0.212727693,-0.213064511,2.301272039,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.920150,0.139030,3.134122,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,28,1.125,0.212727693,-0.213064511,2.301272039,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.212589,-0.098641,3.291468,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,29,1.166667,0.191972323,-0.207167733,2.257792403,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.912017,0.129067,3.134771,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,29,1.166667,0.191972323,-0.207167733,2.257792403,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.236526,-0.066849,3.268782,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,30,1.208333,0.175872363,-0.186867544,2.213091144,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.905715,0.116593,3.143535,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,30,1.208333,0.175872363,-0.186867544,2.213091144,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,right_palm,hand,right,-0.253878,-0.034362,3.233265,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
14_pingpong_wall,pingpong_stage0_audit,31,1.25,0.162510707,-0.170122444,2.166707419,1.0,0.0,0.0,0.0,samples_known_object/14_pingpong_wall/results/pingpong_stage0_audit/object_pose.csv,left_palm,hand,left,-0.904761,0.102282,3.162435,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
