frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
82,3.375000,0,none,left,none,sphere:surface,873.760,377.459,0.001684,0.826393,1.000000,hand_floor_from_anchor_floor_candidates
83,3.416667,0,none,left,none,sphere:surface,899.293,347.256,0.038401,0.962856,0.748787,hand_floor_from_anchor_floor_candidates
84,3.458333,0,none,left,none,sphere:surface,918.401,320.542,-0.014166,1.000000,0.459407,hand_floor_from_anchor_floor_candidates
85,3.500000,0,none,left,none,sphere:surface,933.532,296.317,0.049736,1.000000,0.210315,hand_floor_from_anchor_floor_candidates
86,3.541667,0,none,left,none,sphere:surface,944.336,278.274,0.063320,0.966917,0.058832,hand_floor_from_anchor_floor_candidates
87,3.583333,0,none,right,none,bottom,901.385,349.168,0.271190,0.085571,0.005053,hand_floor_from_anchor_floor_candidates
88,3.625000,0,none,right,none,bottom,901.113,346.192,0.929059,0.079304,0.000000,hand_floor_from_anchor_floor_candidates
89,3.666667,0,none,left,none,sphere:surface,944.034,267.359,-0.000307,0.849175,0.021913,hand_floor_from_anchor_floor_candidates
90,3.708333,0,none,left,none,sphere:surface,937.174,278.623,0.007146,0.902211,0.162532,hand_floor_from_anchor_floor_candidates
91,3.750000,0,none,left,none,sphere:surface,923.345,300.333,0.002302,0.947277,0.395072,hand_floor_from_anchor_floor_candidates
92,3.791667,0,none,left,none,sphere:surface,900.821,331.900,-0.027571,0.934836,0.778329,hand_floor_from_anchor_floor_candidates
93,3.833333,0,none,left,none,sphere:surface,866.447,377.266,-0.067411,0.712270,1.000000,hand_floor_from_anchor_floor_candidates
94,3.875000,0,none,left,none,sphere:surface,812.945,451.648,0.064506,0.206723,1.000000,hand_floor_from_anchor_floor_candidates
95,3.916667,0,none,left,none,sphere:surface,780.419,566.205,-0.034184,0.085324,1.000000,hand_floor_from_anchor_floor_candidates
96,3.958333,1,floor,,floor_support,sphere:surface,644.691,577.005,0.390754,0.078674,1.000000,hand_floor_from_anchor_floor_candidates
97,4.000000,0,none,right,none,top,656.849,488.000,0.004723,0.126084,1.000000,hand_floor_from_anchor_floor_candidates
98,4.041667,0,none,right,none,right,667.271,501.609,0.038115,0.123931,1.000000,hand_floor_from_anchor_floor_candidates
99,4.083333,0,none,left,none,bottom,582.219,499.519,0.029952,0.103847,1.000000,hand_floor_from_anchor_floor_candidates
100,4.125000,0,none,left,none,sphere:surface,518.550,382.711,0.070417,0.755733,1.000000,hand_floor_from_anchor_floor_candidates
101,4.166667,0,none,left,none,sphere:surface,494.659,362.475,0.041106,1.000000,0.984027,hand_floor_from_anchor_floor_candidates
102,4.208333,0,none,left,none,sphere:surface,472.686,346.487,0.063206,1.000000,0.769347,hand_floor_from_anchor_floor_candidates
103,4.250000,0,none,left,none,sphere:surface,454.903,334.776,0.067215,1.000000,0.569272,hand_floor_from_anchor_floor_candidates
104,4.291667,0,none,left,none,sphere:surface,444.837,323.333,0.047842,1.000000,0.381465,hand_floor_from_anchor_floor_candidates
105,4.333333,0,none,left,none,sphere:surface,441.277,312.547,0.044847,1.000000,0.242302,hand_floor_from_anchor_floor_candidates
106,4.375000,0,none,left,none,sphere:surface,442.578,304.099,0.016254,1.000000,0.145151,hand_floor_from_anchor_floor_candidates
107,4.416667,0,none,left,none,sphere:surface,446.760,297.443,0.161116,1.000000,0.079838,hand_floor_from_anchor_floor_candidates
108,4.458333,0,none,left,none,sphere:surface,457.422,295.931,-0.040489,1.000000,0.017108,hand_floor_from_anchor_floor_candidates
109,4.500000,0,none,left,none,sphere:surface,472.399,297.709,-0.003583,1.000000,0.002842,hand_floor_from_anchor_floor_candidates
110,4.541667,0,none,left,none,sphere:surface,492.493,306.409,0.013980,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
111,4.583333,0,none,left,none,sphere:surface,537.181,334.645,-0.011836,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
112,4.625000,0,none,left,none,sphere:surface,573.332,313.737,-0.102085,0.690765,0.000000,hand_floor_from_anchor_floor_candidates
113,4.666667,0,none,left,none,sphere:surface,596.687,312.892,-0.049445,0.527504,0.000000,hand_floor_from_anchor_floor_candidates
114,4.708333,0,none,left,none,sphere:surface,619.870,310.459,-0.028451,0.458541,0.000000,hand_floor_from_anchor_floor_candidates
115,4.750000,0,none,left,none,sphere:surface,653.378,312.263,-0.029689,0.530809,0.000000,hand_floor_from_anchor_floor_candidates
116,4.791667,0,none,left,none,sphere:surface,706.584,285.607,0.077822,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
117,4.833333,0,none,left,none,sphere:surface,708.210,294.237,0.077632,1.000000,0.000131,hand_floor_from_anchor_floor_candidates
118,4.875000,0,none,left,none,sphere:surface,715.917,289.663,0.134759,1.000000,0.022338,hand_floor_from_anchor_floor_candidates
119,4.916667,0,none,left,none,sphere:surface,723.658,289.849,0.150537,1.000000,0.022041,hand_floor_from_anchor_floor_candidates
120,4.958333,0,none,left,none,sphere:surface,731.649,291.453,0.139185,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
121,5.000000,0,none,left,none,sphere:surface,738.547,291.756,0.107903,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
122,5.041667,0,none,left,none,sphere:surface,744.717,290.811,0.136184,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
123,5.083333,0,none,left,none,sphere:surface,753.229,290.788,0.074715,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
124,5.125000,0,none,left,none,sphere:surface,754.937,289.867,0.094047,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
125,5.166667,0,none,left,none,sphere:surface,752.833,288.594,0.156318,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
126,5.208333,0,none,left,none,sphere:surface,751.983,287.802,0.156005,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
127,5.250000,0,none,left,none,sphere:surface,751.695,289.330,0.101513,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
128,5.291667,0,none,left,none,sphere:surface,750.462,291.685,0.088165,1.000000,0.000000,hand_floor_from_anchor_floor_candidates
129,5.333333,0,none,left,none,left,746.000,308.104,-0.002629,0.681380,0.000000,hand_floor_from_anchor_floor_candidates
130,5.375000,0,none,right,none,top,791.837,257.830,0.022504,0.589780,0.000000,hand_floor_from_anchor_floor_candidates
131,5.416667,0,none,right,none,top,789.598,261.571,0.023066,0.618307,0.000000,hand_floor_from_anchor_floor_candidates
132,5.458333,0,none,right,none,top,786.976,264.804,0.036080,0.627268,0.000000,hand_floor_from_anchor_floor_candidates
133,5.500000,0,none,right,none,right,833.698,313.081,-0.034841,0.652323,0.000000,hand_floor_from_anchor_floor_candidates
134,5.541667,0,none,right,none,bottom,788.413,349.149,-0.013767,0.658389,0.000000,hand_floor_from_anchor_floor_candidates
135,5.583333,0,none,right,none,bottom,787.156,349.005,-0.050805,0.670883,0.000000,hand_floor_from_anchor_floor_candidates
136,5.625000,0,none,right,none,bottom,786.386,348.767,5.566930,0.717853,0.000000,hand_floor_from_anchor_floor_candidates
137,5.666667,0,none,right,none,bottom,786.155,347.910,5.683082,0.741924,0.000000,hand_floor_from_anchor_floor_candidates
138,5.708333,0,none,right,none,bottom,785.317,347.550,5.637770,0.775874,0.000000,hand_floor_from_anchor_floor_candidates
139,5.750000,0,none,right,none,bottom,784.780,347.147,5.517809,0.810443,0.000000,hand_floor_from_anchor_floor_candidates
140,5.791667,0,none,right,none,bottom,784.408,346.719,5.539625,0.845548,0.000000,hand_floor_from_anchor_floor_candidates
141,5.833333,0,none,right,none,bottom,784.193,346.477,0.084056,0.852790,0.000000,hand_floor_from_anchor_floor_candidates
142,5.875000,0,none,right,none,bottom,784.551,346.254,0.012161,0.854466,0.000000,hand_floor_from_anchor_floor_candidates
143,5.916667,0,none,right,none,bottom,784.888,346.070,0.047703,0.803403,0.000000,hand_floor_from_anchor_floor_candidates
144,5.958333,0,none,right,none,bottom,785.016,346.006,0.003459,0.777556,0.000000,hand_floor_from_anchor_floor_candidates
145,6.000000,0,none,right,none,bottom,785.178,346.197,0.033456,0.738621,0.000000,hand_floor_from_anchor_floor_candidates
146,6.041667,0,none,left,none,bottom,785.613,346.325,0.112296,0.758521,0.000000,hand_floor_from_anchor_floor_candidates
147,6.083333,0,none,left,none,bottom,785.804,346.255,0.095846,0.729166,0.000000,hand_floor_from_anchor_floor_candidates
148,6.125000,0,none,left,none,bottom,786.392,346.421,0.120334,0.573357,0.000000,hand_floor_from_anchor_floor_candidates
149,6.166667,0,none,left,none,bottom,786.671,346.518,0.009571,0.395414,0.000000,hand_floor_from_anchor_floor_candidates
150,6.208333,0,none,left,none,bottom,787.381,346.456,0.025093,0.275358,0.000000,hand_floor_from_anchor_floor_candidates
151,6.250000,0,none,left,none,bottom,787.851,346.537,0.060597,0.204310,0.000000,hand_floor_from_anchor_floor_candidates
152,6.291667,0,none,left,none,bottom,788.626,346.673,0.204172,0.162552,0.000000,hand_floor_from_anchor_floor_candidates
153,6.333333,0,none,left,none,bottom,788.928,346.874,5.291528,0.130878,0.000000,hand_floor_from_anchor_floor_candidates
154,6.375000,0,none,left,none,bottom,790.145,346.938,5.190269,0.111840,0.000000,hand_floor_from_anchor_floor_candidates
155,6.416667,0,none,left,none,bottom,790.625,346.987,5.117860,0.102295,0.000000,hand_floor_from_anchor_floor_candidates
156,6.458333,0,none,left,none,bottom,791.389,346.978,5.024744,0.104660,0.000000,hand_floor_from_anchor_floor_candidates
157,6.500000,0,none,left,none,bottom,792.050,347.238,5.002966,0.112972,0.000000,hand_floor_from_anchor_floor_candidates
158,6.541667,0,none,left,none,bottom,792.777,347.359,4.848265,0.083711,0.000000,hand_floor_from_anchor_floor_candidates
159,6.583333,0,none,left,none,bottom,792.908,347.236,4.889910,0.080783,0.000000,hand_floor_from_anchor_floor_candidates
160,6.625000,0,none,left,none,bottom,793.334,347.154,4.778701,0.077977,0.000000,hand_floor_from_anchor_floor_candidates
161,6.666667,1,hand,left,ball_boundary,right,744.000,258.163,-0.019759,0.876718,0.526987,hand_floor_from_anchor_floor_candidates
162,6.708333,1,hand,left,ball_boundary,right,743.256,258.458,-0.003748,0.855304,0.517805,hand_floor_from_anchor_floor_candidates
163,6.750000,0,none,left,none,right,740.593,259.573,0.001886,0.845744,0.000000,hand_floor_from_anchor_floor_candidates
164,6.791667,0,none,left,none,right,737.713,260.779,0.006892,0.833194,0.000000,hand_floor_from_anchor_floor_candidates
165,6.833333,0,none,left,none,right,734.208,261.852,0.026112,0.820951,0.000000,hand_floor_from_anchor_floor_candidates
166,6.875000,0,none,left,none,right,730.595,262.264,0.019784,0.796530,0.000000,hand_floor_from_anchor_floor_candidates
167,6.916667,0,none,left,none,right,725.804,262.044,0.006191,0.786668,0.000000,hand_floor_from_anchor_floor_candidates
168,6.958333,0,none,left,none,right,722.110,261.123,-0.000234,0.756809,0.000000,hand_floor_from_anchor_floor_candidates
169,7.000000,0,none,left,none,right,718.042,260.055,0.000718,0.747174,0.000000,hand_floor_from_anchor_floor_candidates
170,7.041667,0,none,left,none,right,714.868,258.367,-0.006495,0.746816,0.000000,hand_floor_from_anchor_floor_candidates
171,7.083333,0,none,left,none,right,713.203,256.905,0.001692,0.742505,0.000000,hand_floor_from_anchor_floor_candidates
172,7.125000,0,none,left,none,right,711.867,255.931,0.003940,0.748997,0.000000,hand_floor_from_anchor_floor_candidates
173,7.166667,0,none,left,none,right,710.574,255.170,0.005522,0.759938,0.000000,hand_floor_from_anchor_floor_candidates
174,7.208333,0,none,left,none,right,710.619,254.219,0.004813,0.767288,0.000000,hand_floor_from_anchor_floor_candidates
175,7.250000,0,none,left,none,right,711.289,253.456,-0.011038,0.771414,0.000000,hand_floor_from_anchor_floor_candidates
176,7.291667,0,none,left,none,right,713.365,251.555,-0.014310,0.782381,0.000000,hand_floor_from_anchor_floor_candidates
177,7.333333,0,none,left,none,right,717.360,249.224,-0.007287,0.794554,0.000000,hand_floor_from_anchor_floor_candidates
178,7.375000,0,none,left,none,right,723.386,246.649,0.004063,0.801487,0.000000,hand_floor_from_anchor_floor_candidates
179,7.416667,0,none,left,none,right,730.516,244.068,-0.015498,0.822174,0.000000,hand_floor_from_anchor_floor_candidates
180,7.458333,0,none,left,none,right,738.148,243.336,-0.021534,0.804503,0.000000,hand_floor_from_anchor_floor_candidates
181,7.500000,0,none,left,none,right,745.936,243.169,-0.024025,0.784086,0.000000,hand_floor_from_anchor_floor_candidates
182,7.541667,0,none,right,none,left,678.175,245.153,0.023050,0.771428,0.000000,hand_floor_from_anchor_floor_candidates
183,7.583333,0,none,right,none,left,685.156,245.094,0.020991,0.791036,0.000000,hand_floor_from_anchor_floor_candidates
184,7.625000,0,none,right,none,left,690.705,245.217,0.013312,0.785695,0.000000,hand_floor_from_anchor_floor_candidates
185,7.666667,0,none,right,none,left,695.286,245.112,0.011756,0.773796,0.000000,hand_floor_from_anchor_floor_candidates
186,7.708333,0,none,right,none,left,698.229,244.961,0.002737,0.755609,0.000000,hand_floor_from_anchor_floor_candidates
187,7.750000,0,none,right,none,left,700.540,244.808,0.002901,0.738603,0.000000,hand_floor_from_anchor_floor_candidates
188,7.791667,0,none,right,none,left,701.165,244.421,-0.001908,0.728308,0.000000,hand_floor_from_anchor_floor_candidates
189,7.833333,0,none,left,none,right,774.234,244.574,0.004915,0.722528,0.000000,hand_floor_from_anchor_floor_candidates
190,7.875000,0,none,left,none,right,773.105,244.380,0.000705,0.747599,0.000000,hand_floor_from_anchor_floor_candidates
191,7.916667,0,none,left,none,right,771.322,244.103,0.002858,0.764953,0.000000,hand_floor_from_anchor_floor_candidates
192,7.958333,0,none,left,none,right,769.053,243.860,0.000742,0.760940,0.000000,hand_floor_from_anchor_floor_candidates
193,8.000000,0,none,left,none,right,767.000,241.743,0.013341,0.740745,0.000000,hand_floor_from_anchor_floor_candidates
194,8.041667,0,none,right,none,left,685.661,241.895,0.006293,0.759638,0.000000,hand_floor_from_anchor_floor_candidates
195,8.083333,0,none,left,none,right,761.191,241.188,0.000345,0.717648,0.000000,hand_floor_from_anchor_floor_candidates
196,8.125000,0,none,left,none,right,756.333,240.954,-0.017748,0.733694,0.000000,hand_floor_from_anchor_floor_candidates
197,8.166667,0,none,left,none,right,751.865,241.020,-0.008676,0.718455,0.000000,hand_floor_from_anchor_floor_candidates
198,8.208333,0,none,left,none,right,746.097,241.254,0.001816,0.728597,0.000000,hand_floor_from_anchor_floor_candidates
199,8.250000,0,none,left,none,right,739.741,241.276,0.011277,0.740770,0.000000,hand_floor_from_anchor_floor_candidates
200,8.291667,0,none,left,none,right,733.100,241.434,0.008651,0.743538,0.000000,hand_floor_from_anchor_floor_candidates
201,8.333333,0,none,left,none,right,725.574,241.191,0.001093,0.754385,0.000000,hand_floor_from_anchor_floor_candidates
202,8.375000,0,none,left,none,right,718.028,240.739,0.003201,0.776348,0.000000,hand_floor_from_anchor_floor_candidates
203,8.416667,0,none,left,none,right,711.377,239.149,-0.000716,0.771137,0.000000,hand_floor_from_anchor_floor_candidates
204,8.458333,0,none,left,none,right,704.118,237.369,-0.011009,0.802026,0.000000,hand_floor_from_anchor_floor_candidates
205,8.500000,0,none,left,none,right,698.422,236.398,0.000990,0.816589,0.000000,hand_floor_from_anchor_floor_candidates
206,8.541667,0,none,left,none,right,694.302,235.585,-0.020359,0.831855,0.000000,hand_floor_from_anchor_floor_candidates
207,8.583333,0,none,left,none,right,691.832,235.155,0.019881,0.844125,0.000000,hand_floor_from_anchor_floor_candidates
208,8.625000,0,none,left,none,right,691.008,235.145,0.014478,0.829688,0.000000,hand_floor_from_anchor_floor_candidates
209,8.666667,0,none,left,none,right,691.289,235.036,0.018101,0.816898,0.000000,hand_floor_from_anchor_floor_candidates
210,8.708333,0,none,left,none,right,693.773,234.481,0.014633,0.762473,0.000000,hand_floor_from_anchor_floor_candidates
211,8.750000,0,none,left,none,right,697.066,234.386,0.014860,0.728860,0.000000,hand_floor_from_anchor_floor_candidates
212,8.791667,0,none,left,none,right,701.570,235.416,0.005639,0.691985,0.000000,hand_floor_from_anchor_floor_candidates
213,8.833333,0,none,left,none,right,705.931,236.741,0.022875,0.664765,0.000000,hand_floor_from_anchor_floor_candidates
214,8.875000,0,none,left,none,right,711.236,238.031,0.021939,0.638598,0.000000,hand_floor_from_anchor_floor_candidates
215,8.916667,0,none,right,none,left,633.029,238.106,0.011745,0.765685,0.000000,hand_floor_from_anchor_floor_candidates
216,8.958333,0,none,right,none,left,636.678,239.649,-0.038423,0.756107,0.000000,hand_floor_from_anchor_floor_candidates
217,9.000000,0,none,right,none,left,639.534,241.558,-0.022081,0.742628,0.000000,hand_floor_from_anchor_floor_candidates
218,9.041667,0,none,right,none,left,640.855,243.628,-0.022410,0.741678,0.000000,hand_floor_from_anchor_floor_candidates
219,9.083333,0,none,right,none,left,641.114,246.052,-0.018443,0.731090,0.000000,hand_floor_from_anchor_floor_candidates
220,9.125000,0,none,right,none,left,640.092,248.874,-0.025328,0.712143,0.000000,hand_floor_from_anchor_floor_candidates
221,9.166667,0,none,right,none,left,636.471,250.272,-0.016761,0.700291,0.000000,hand_floor_from_anchor_floor_candidates
222,9.208333,0,none,right,none,left,631.296,250.348,-0.028420,0.690259,0.000000,hand_floor_from_anchor_floor_candidates
223,9.250000,0,none,right,none,left,625.232,248.114,-0.018443,0.700600,0.000000,hand_floor_from_anchor_floor_candidates
