frame,time,object_support_v_raw,object_support_v,support_v_raw,support_v,signed_gap,gap,floor_score,proposal_score,confidence_level,is_candidate,floor_contact_state
1,0.000000,433.850,433.850,658.042,658.042,-224.191584,224.191584,0.000000,0.513437,none,0,0
2,0.041667,424.000,430.895,658.042,658.042,-227.146584,227.146584,0.000000,0.606828,none,0,0
3,0.083333,423.000,428.526,658.042,658.042,-229.515084,229.515084,0.000000,0.598608,none,0,0
4,0.125000,426.850,428.024,658.042,658.042,-230.018034,230.018034,0.000000,0.581378,none,0,0
5,0.166667,441.000,431.916,658.042,658.042,-226.125099,226.125099,0.000000,0.545157,none,0,0
6,0.208333,463.000,441.242,658.042,658.042,-216.800044,216.800044,0.000000,0.520783,none,0,0
7,0.250000,504.000,460.069,658.042,658.042,-197.972506,197.972506,0.000000,0.386406,none,0,0
8,0.291667,558.000,489.448,658.042,658.042,-168.593229,168.593229,0.000000,0.466492,none,0,0
9,0.333333,623.850,529.769,658.042,658.042,-128.272736,128.272736,1.000000,1.000000,strong,0,0
10,0.375000,644.850,564.293,658.042,658.042,-93.748390,93.748390,1.000000,1.000000,strong,1,1
11,0.416667,599.000,574.705,658.042,658.042,-83.336348,83.336348,0.603810,0.699737,soft,0,0
12,0.458333,558.000,569.694,658.042,658.042,-88.347919,88.347919,0.000000,0.466492,none,0,0
13,0.500000,527.000,556.886,658.042,658.042,-101.156018,101.156018,0.000000,0.066978,none,0,0
14,0.541667,503.000,540.720,658.042,658.042,-117.321688,117.321688,0.000000,0.188678,none,0,0
15,0.583333,481.850,523.059,658.042,658.042,-134.982657,134.982657,0.000000,0.311755,none,0,0
16,0.625000,466.000,505.941,658.042,658.042,-152.100335,152.100335,0.000000,0.451578,none,0,0
17,0.666667,459.000,491.859,658.042,658.042,-166.182709,166.182709,0.000000,0.536550,none,0,0
18,0.708333,459.000,482.001,658.042,658.042,-176.040372,176.040372,0.000000,0.545689,none,0,0
19,0.750000,474.000,479.601,658.042,658.042,-178.440735,178.440735,0.000000,0.535677,none,0,0
20,0.791667,517.000,490.821,658.042,658.042,-167.220990,167.220990,0.000000,0.309594,none,0,0
21,0.833333,575.850,516.329,658.042,658.042,-141.712168,141.712168,0.234724,0.086797,none,0,0
22,0.875000,639.850,553.386,658.042,658.042,-104.655993,104.655993,1.000000,1.000000,strong,1,1
23,0.916667,636.850,578.425,658.042,658.042,-79.616670,79.616670,1.000000,1.000000,strong,0,0
24,0.958333,587.850,581.252,658.042,658.042,-76.789144,76.789144,0.426043,0.867291,proposal,0,0
25,1.000000,546.850,570.932,658.042,658.042,-87.109876,87.109876,0.000000,0.650468,none,0,0
26,1.041667,514.000,553.852,658.042,658.042,-104.189388,104.189388,0.000000,0.569777,none,0,0
27,1.083333,491.000,534.997,658.042,658.042,-123.045047,123.045047,0.000000,0.461596,none,0,0
28,1.125000,477.000,517.598,658.042,658.042,-140.444008,140.444008,0.000000,0.474633,none,0,0
29,1.166667,467.850,502.673,658.042,658.042,-155.368281,155.368281,0.000000,0.495830,none,0,0
30,1.208333,465.000,491.371,658.042,658.042,-166.670272,166.670272,0.000000,0.529665,none,0,0
31,1.250000,469.850,484.915,658.042,658.042,-173.126665,173.126665,0.000000,0.548210,none,0,0
32,1.291667,487.000,485.540,658.042,658.042,-172.501141,172.501141,0.000000,0.523256,none,0,0
33,1.333333,519.000,495.578,658.042,658.042,-162.463274,162.463274,0.000000,0.542660,none,0,0
34,1.375000,577.850,520.260,658.042,658.042,-137.781767,137.781767,0.266611,0.343181,proposal,0,0
35,1.416667,631.000,553.482,658.042,658.042,-104.559712,104.559712,1.000000,0.986871,strong,0,0
36,1.458333,658.000,584.837,658.042,658.042,-73.204273,73.204273,1.000000,1.000000,strong,1,1
37,1.500000,610.850,592.641,658.042,658.042,-65.400466,65.400466,0.792738,0.514772,strong,0,0
38,1.541667,576.850,587.904,658.042,658.042,-70.137802,70.137802,0.250668,0.471100,proposal,0,0
39,1.583333,537.000,572.633,658.042,658.042,-85.408936,85.408936,0.000000,0.540238,none,0,0
40,1.625000,511.000,554.143,658.042,658.042,-103.898730,103.898730,0.000000,0.541034,none,0,0
41,1.666667,490.000,534.900,658.042,658.042,-123.141586,123.141586,0.000000,0.512699,none,0,0
42,1.708333,476.000,517.230,658.042,658.042,-140.811586,140.811586,0.000000,0.483649,none,0,0
43,1.750000,469.000,502.761,658.042,658.042,-155.280585,155.280585,0.000000,0.450716,none,0,0
44,1.791667,468.000,492.333,658.042,658.042,-165.708885,165.708885,0.000000,0.464149,none,0,0
45,1.833333,473.000,486.533,658.042,658.042,-171.508694,171.508694,0.000000,0.490093,none,0,0
46,1.875000,490.850,487.828,658.042,658.042,-170.213561,170.213561,0.000000,0.528906,none,0,0
47,1.916667,523.850,498.635,658.042,658.042,-159.406968,159.406968,0.000000,0.410996,none,0,0
48,1.958333,575.000,521.544,658.042,658.042,-136.497353,136.497353,0.221173,0.093443,none,0,0
49,2.000000,630.000,554.081,658.042,658.042,-103.960622,103.960622,1.000000,0.751965,strong,0,0
50,2.041667,667.000,587.957,658.042,658.042,-70.084910,70.084910,1.000000,1.000000,strong,1,1
51,2.083333,622.850,598.425,658.042,658.042,-59.616912,59.616912,0.984057,0.938178,strong,0,0
52,2.125000,579.850,592.852,658.042,658.042,-65.189314,65.189314,0.298497,0.703634,proposal,0,0
53,2.166667,546.000,578.797,658.042,658.042,-79.244995,79.244995,0.000000,0.480515,none,0,0
54,2.208333,520.000,561.158,658.042,658.042,-96.883971,96.883971,0.000000,0.444467,none,0,0
55,2.250000,500.000,542.810,658.042,658.042,-115.231255,115.231255,0.000000,0.434580,none,0,0
56,2.291667,487.000,526.067,658.042,658.042,-131.974354,131.974354,0.000000,0.431443,none,0,0
57,2.333333,478.850,511.902,658.042,658.042,-146.139523,146.139523,0.000000,0.314737,none,0,0
58,2.375000,479.000,502.031,658.042,658.042,-156.010141,156.010141,0.000000,0.393142,none,0,0
59,2.416667,485.850,497.177,658.042,658.042,-160.864574,160.864574,0.000000,0.514457,none,0,0
60,2.458333,510.000,501.024,658.042,658.042,-157.017677,157.017677,0.000000,0.531071,none,0,0
61,2.500000,555.850,517.472,658.042,658.042,-140.569849,140.569849,0.000000,0.322230,none,0,0
62,2.541667,616.000,547.030,658.042,658.042,-111.011369,111.011369,0.874846,0.559792,strong,0,0
63,2.583333,663.000,581.821,658.042,658.042,-76.220434,76.220434,1.000000,1.000000,strong,1,1
