frame,time,ball_center_y,ball_radius_px,ball_bottom_v,floor_v,left_support_v,right_support_v,floor_gap_px,floor_score,is_local_peak,is_bounce_turn,is_candidate,floor_contact_state
1,0.0,495.173,69.677,564.85,578.893,,,14.043000000000006,0.3730550642122273,0,0,0,1
2,0.041667,495.468,70.096,565.5640000000001,578.893,,,13.32899999999995,0.41134985206507607,0,0,0,1
3,0.083333,495.758,69.994,565.752,578.893,,,13.141000000000076,0.42171337368098794,0,1,1,1
4,0.125,496.168,69.404,565.572,578.893,,,13.321000000000026,0.41178858481038016,0,0,0,1
5,0.166667,496.734,69.427,566.161,578.893,,,12.732000000000085,0.44462719143464347,0,1,1,1
6,0.208333,495.95,68.732,564.682,578.893,,,14.211000000000013,0.36430545360002287,0,0,0,1
7,0.25,496.749,69.841,566.59,578.893,,,12.302999999999997,0.4691564214154435,1,1,1,1
8,0.291667,495.446,68.625,564.071,578.893,,,14.822000000000003,0.3333846268355,0,0,0,0
9,0.333333,495.45,68.444,563.894,578.893,,,14.999000000000024,0.32470116725746934,0,0,0,0
10,0.375,495.87,68.237,564.107,578.893,,,14.786000000000058,0.33516612317341987,0,0,0,0
11,0.416667,496.074,68.176,564.25,578.893,,,14.643000000000029,0.34229332126022005,0,0,0,0
12,0.458333,497.818,68.905,566.723,578.893,,,12.170000000000073,0.47685419770862025,0,0,0,1
13,0.5,498.228,68.896,567.124,578.893,,,11.769000000000005,0.5003002779107122,0,1,1,1
14,0.541667,497.497,67.801,565.298,578.893,,,13.595000000000027,0.3968804706957283,0,0,0,1
15,0.583333,498.714,68.715,567.429,578.893,,,11.464000000000055,0.5183438364472083,0,0,0,1
16,0.625,498.726,68.817,567.543,578.893,,,11.350000000000023,0.525128386800717,0,0,0,1
17,0.666667,498.869,68.845,567.714,578.893,,,11.178999999999974,0.5353416140102197,0,0,0,1
18,0.708333,498.969,68.97,567.939,578.893,,,10.954000000000065,0.5488387590352807,0,0,0,1
19,0.75,498.904,69.083,567.987,578.893,,,10.906000000000063,0.5517257532419155,0,1,1,1
20,0.791667,498.723,69.078,567.801,578.893,,,11.091999999999985,0.5405531456011499,0,0,0,1
21,0.833333,498.902,69.133,568.035,578.893,,,10.858000000000061,0.5546151550959928,1,1,1,1
22,0.875,498.744,69.283,568.027,578.893,,,10.865999999999985,0.5541334260427766,0,0,0,1
23,0.916667,498.334,69.388,567.722,578.893,,,11.17100000000005,0.5358204234090514,0,0,0,1
24,0.958333,498.158,69.409,567.567,578.893,,,11.326000000000022,0.5265592700762437,0,0,0,1
25,1.0,497.303,69.053,566.356,578.893,,,12.537000000000035,0.45571765220597643,0,0,0,1
26,1.041667,495.612,69.271,564.883,578.893,,,14.009999999999991,0.37478584355333405,0,0,0,1
27,1.083333,491.105,67.766,558.871,578.893,,,20.022000000000048,0.1347407900435172,0,0,0,0
28,1.125,488.495,68.808,557.303,578.893,,,21.590000000000032,0.0972334491165768,0,0,0,0
29,1.166667,485.342,68.469,553.8109999999999,578.893,,,25.082000000000107,0.04304394880538925,0,0,0,0
30,1.208333,481.255,68.321,549.576,578.893,,,29.317000000000007,0.01360344179630559,0,0,0,0
31,1.25,477.407,68.428,545.835,578.893,,,33.05799999999999,0.004235911177276515,0,0,0,0
32,1.291667,473.509,68.309,541.818,578.893,,,37.075000000000045,0.0010355960492835032,0,0,0,0
33,1.333333,468.656,66.896,535.552,578.893,,,43.34100000000001,8.33708854392674e-05,0,0,0,0
34,1.375,463.297,66.706,530.003,578.893,,,48.889999999999986,6.451741265156873e-06,0,0,0,0
35,1.416667,457.534,67.879,525.413,578.893,,,53.48000000000002,6.156716815477601e-07,0,0,0,0
36,1.458333,450.005,67.505,517.51,578.893,,,61.38300000000004,6.579129172318069e-09,0,0,0,0
37,1.5,444.134,67.302,511.43600000000004,578.893,,,67.457,1.3147107572086936e-10,0,0,0,0
38,1.541667,437.489,66.232,503.721,578.893,,,75.17200000000003,5.362650177137328e-13,0,0,0,0
39,1.583333,431.135,67.141,498.276,578.893,,,80.61700000000002,7.715821414221897e-15,0,0,0,0
40,1.625,424.066,66.565,490.631,578.893,,,88.26200000000006,1.212935386347324e-17,0,0,0,0
41,1.666667,416.575,66.284,482.859,578.893,,,96.03400000000005,9.408760025106727e-21,0,0,0,0
42,1.708333,409.435,65.475,474.90999999999997,578.893,,,103.98300000000006,3.3191900318616025e-24,0,0,0,0
43,1.75,402.326,66.342,468.668,578.893,,,110.22500000000002,4.1455869621644424e-27,0,0,0,0
44,1.791667,395.623,66.244,461.86699999999996,578.893,,,117.02600000000007,1.826002972088604e-30,0,0,0,0
45,1.833333,389.206,65.068,454.274,578.893,,,124.61900000000003,1.8934818005944439e-34,0,0,0,0
46,1.875,381.981,66.479,448.46,578.893,,,130.43300000000005,1.1408926653593683e-37,0,0,0,0
47,1.916667,376.196,66.354,442.55,578.893,,,136.34300000000002,4.3013140444818977e-41,0,0,0,0
48,1.958333,365.561,66.184,431.745,578.893,,,147.14800000000002,9.596658296056383e-48,0,0,0,0
49,2.0,359.666,65.836,425.502,578.893,,,153.39100000000002,8.08839590897655e-52,0,0,0,0
50,2.041667,359.336,66.191,425.52700000000004,578.893,,,153.36599999999999,8.404565378852098e-52,0,1,0,0
51,2.083333,357.214,65.193,422.407,578.893,,,156.48600000000005,6.687593153887526e-54,0,0,0,0
52,2.125,353.325,66.684,420.009,578.893,,,158.88400000000001,1.524326746192105e-55,0,0,0,0
53,2.166667,353.385,65.056,418.441,578.893,,,160.45200000000006,1.2467543913385008e-56,0,0,0,0
54,2.208333,351.517,66.565,418.082,578.893,,,160.81100000000004,7.003861891145331e-57,0,0,0,0
55,2.25,352.618,65.063,417.681,578.893,,,161.21200000000005,3.6722537729859426e-57,0,0,0,0
56,2.291667,351.49,66.567,418.057,578.893,,,160.836,6.727851299319665e-57,0,0,0,0
57,2.333333,352.991,65.555,418.546,578.893,,,160.34700000000004,1.4754501986809178e-56,0,0,0,0
58,2.375,352.774,67.165,419.939,578.893,,,158.954,1.3638472068011635e-55,0,0,0,0
59,2.416667,354.994,66.138,421.13200000000006,578.893,,,157.76099999999997,9.020633006104937e-55,0,0,0,0
60,2.458333,355.027,67.354,422.381,578.893,,,156.51200000000006,6.420938569729358e-54,0,0,0,0
61,2.5,357.764,66.169,423.933,578.893,,,154.96000000000004,7.199430521691284e-53,0,0,0,0
62,2.541667,358.105,67.297,425.40200000000004,578.893,,,153.49099999999999,6.937832672324855e-52,0,0,0,0
63,2.583333,359.205,67.703,426.908,578.893,,,151.985,6.921542280462525e-51,0,0,0,0
64,2.625,360.452,67.839,428.291,578.893,,,150.60200000000003,5.6093936488111835e-50,0,0,0,0
65,2.666667,361.663,67.051,428.714,578.893,,,150.17900000000003,1.0597249059020332e-49,0,0,0,0
66,2.708333,362.672,66.378,429.05,578.893,,,149.84300000000002,1.7542585898078447e-49,0,0,0,0
67,2.75,362.69,67.2,429.89,578.893,,,149.00300000000004,6.154598412103154e-49,0,0,0,0
68,2.791667,363.563,67.472,431.03499999999997,578.893,,,147.85800000000006,3.367409127257638e-48,0,0,0,0
69,2.833333,364.038,67.285,431.323,578.893,,,147.57000000000005,5.152901549618975e-48,0,0,0,0
70,2.875,364.467,66.896,431.363,578.893,,,147.53000000000003,5.466179704308363e-48,1,1,0,0
71,2.916667,364.194,66.882,431.076,578.893,,,147.817,3.5778319582659526e-48,0,0,0,0
72,2.958333,364.113,66.682,430.795,578.893,,,148.098,2.3607903185386112e-48,0,0,0,0
73,3.0,365.51,65.395,430.905,578.893,,,147.98800000000006,2.7783125408631e-48,0,0,0,0
74,3.041667,366.718,65.171,431.889,578.893,,,147.00400000000002,1.1860391269568775e-47,0,0,0,0
75,3.083333,366.953,66.292,433.245,578.893,,,145.64800000000002,8.626163485766499e-47,0,0,0,0
76,3.125,367.395,66.236,433.631,578.893,,,145.26200000000006,1.5123595660597287e-46,0,0,0,0
77,3.166667,368.411,65.899,434.31,578.893,,,144.58300000000003,4.045862818570775e-46,0,0,0,0
78,3.208333,369.692,66.063,435.755,578.893,,,143.13800000000003,3.2345634234420307e-45,0,0,0,0
79,3.25,370.732,66.027,436.759,578.893,,,142.13400000000001,1.3544213453783887e-44,0,1,0,0
80,3.291667,371.675,64.685,436.36,578.893,,,142.53300000000002,7.675617449871542e-45,0,0,0,0
81,3.333333,373.082,65.514,438.596,578.893,,,140.29700000000003,1.81288219866113e-43,0,1,0,0
82,3.375,373.743,64.449,438.192,578.893,,,140.70100000000002,1.0276781082654425e-43,0,0,0,0
83,3.416667,374.264,65.766,440.03000000000003,578.893,,,138.863,1.3416632300556237e-42,0,0,0,0
84,3.458333,374.892,66.26,441.152,578.893,,,137.74100000000004,6.332268221166044e-42,0,0,0,0
85,3.5,375.983,65.803,441.786,578.893,,,137.10700000000003,1.5133739583595815e-41,0,0,0,0
86,3.541667,376.078,65.742,441.82,578.893,,,137.07300000000004,1.5855830074731044e-41,0,0,0,0
87,3.583333,376.811,65.691,442.50199999999995,578.893,,,136.39100000000008,4.0287832518614823e-41,0,0,0,0
88,3.625,377.687,65.073,442.76,578.893,,,136.13300000000004,5.726018100372106e-41,0,0,0,0
89,3.666667,377.208,65.827,443.035,578.893,,,135.858,8.32287703683895e-41,1,1,0,0
90,3.708333,376.501,65.848,442.349,578.893,,,136.54400000000004,3.269604837337144e-41,0,0,0,0
91,3.75,376.548,65.553,442.101,578.893,,,136.79200000000003,2.32968366614081e-41,0,0,0,0
92,3.791667,376.768,65.718,442.486,578.893,,,136.40700000000004,3.9418122037511024e-41,0,1,0,0
93,3.833333,376.711,65.713,442.424,578.893,,,136.46900000000005,3.6220820330518817e-41,0,0,0,0
