frame,time,anchor_type,contact_part,contact_side,contact_label,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,anchor_score,floor_score,anchor_contact_state,floor_contact_state,transition_contact_state,multi_contact_state
1,0.0,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.10602560575366149,0.3730550642122273,0,1,0,0
2,0.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1718973532148968,0.41134985206507607,0,1,0,0
3,0.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1762304176522246,0.42171337368098794,0,1,0,0
4,0.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.17608840423837802,0.41178858481038016,0,1,0,0
5,0.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.29663998463951546,0.44462719143464347,0,1,0,0
6,0.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.33899540158647534,0.36430545360002287,0,1,0,0
7,0.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4011515739824574,0.4691564214154435,0,1,0,0
8,0.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3314472413928418,0.3333846268355,0,0,0,0
9,0.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2527906305695137,0.32470116725746934,0,0,0,0
10,0.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24447349007933636,0.33516612317341987,0,0,0,0
11,0.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.37013098095759034,0.34229332126022005,0,0,0,0
12,0.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.34576862618210225,0.47685419770862025,0,1,0,0
13,0.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.33079141640502735,0.5003002779107122,0,1,0,0
14,0.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.41603081367227507,0.3968804706957283,0,1,0,0
15,0.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.331088237632164,0.5183438364472083,0,1,0,0
16,0.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22923888683067875,0.525128386800717,0,1,0,0
17,0.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22507665566743854,0.5353416140102197,0,1,0,0
18,0.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23160266919240394,0.5488387590352807,0,1,0,0
19,0.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22972178167223634,0.5517257532419155,0,1,0,0
20,0.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24561990247263757,0.5405531456011499,0,1,0,0
21,0.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24438946421159652,0.5546151550959928,0,1,0,0
22,0.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23844536074684533,0.5541334260427766,0,1,0,0
23,0.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.264815077753679,0.5358204234090514,0,1,0,0
24,0.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27440960616353416,0.5265592700762437,0,1,0,0
25,1.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2879965782412904,0.45571765220597643,0,1,0,0
26,1.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4217896843528588,0.37478584355333405,0,1,0,0
27,1.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.425519680475654,0.1347407900435172,0,0,0,0
28,1.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27646932210118685,0.0972334491165768,0,0,0,0
29,1.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2998672114925483,0.04304394880538925,0,0,0,0
30,1.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3082968959586764,0.01360344179630559,0,0,0,0
31,1.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2714936666194952,0.004235911177276515,0,0,0,0
32,1.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2951254025721428,0.0010355960492835032,0,0,0,0
33,1.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.26244039344423353,8.33708854392674e-05,0,0,0,0
34,1.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24060424236171363,6.451741265156873e-06,0,0,0,0
35,1.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4069023704068181,6.156716815477601e-07,0,0,0,0
36,1.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.35752069920198876,6.579129172318069e-09,0,0,0,0
37,1.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2971975142108052,1.3147107572086936e-10,0,0,0,0
38,1.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2473981471452798,5.362650177137328e-13,0,0,0,0
39,1.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.30119326042338185,7.715821414221897e-15,0,0,0,0
40,1.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24725654292773117,1.212935386347324e-17,0,0,0,0
41,1.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23959742486119065,9.408760025106727e-21,0,0,0,0
42,1.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22293043090754056,3.3191900318616025e-24,0,0,0,0
43,1.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.25725724499991676,4.1455869621644424e-27,0,0,0,0
44,1.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23971499843406893,1.826002972088604e-30,0,0,0,0
45,1.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3052525865892898,1.8934818005944439e-34,0,0,0,0
46,1.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.36632722526680117,1.1408926653593683e-37,0,0,0,0
47,1.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4204900677449809,4.3013140444818977e-41,0,0,0,0
48,1.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4502178601161189,9.596658296056383e-48,0,0,0,0
49,2.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4389484719138673,8.08839590897655e-52,0,0,0,0
50,2.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.42114933188685194,8.404565378852098e-52,0,0,0,0
51,2.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.38502552190340944,6.687593153887526e-54,0,0,0,0
52,2.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.44448352900208676,1.524326746192105e-55,0,0,0,0
53,2.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.40382135435299543,1.2467543913385008e-56,0,0,0,0
54,2.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4371217051704298,7.003861891145331e-57,0,0,0,0
55,2.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4143932691890629,3.6722537729859426e-57,0,0,0,0
56,2.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4358257340269477,6.727851299319665e-57,0,0,0,0
57,2.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3713440080761793,1.4754501986809178e-56,0,0,0,0
58,2.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4325127002292436,1.3638472068011635e-55,0,0,0,0
59,2.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.40668669549089326,9.020633006104937e-55,0,0,0,0
60,2.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.43538097553839283,6.420938569729358e-54,0,0,0,0
61,2.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.41405927137969334,7.199430521691284e-53,0,0,0,0
62,2.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.31405937163075287,6.937832672324855e-52,0,0,0,0
63,2.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.34795596650865823,6.921542280462525e-51,0,0,0,0
64,2.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2617840005706302,5.6093936488111835e-50,0,0,0,0
65,2.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24291915693164348,1.0597249059020332e-49,0,0,0,0
66,2.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.31448322556402014,1.7542585898078447e-49,0,0,0,0
67,2.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3123497647545934,6.154598412103154e-49,0,0,0,0
68,2.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2977528231454202,3.367409127257638e-48,0,0,0,0
69,2.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2592788557449745,5.152901549618975e-48,0,0,0,0
70,2.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2917369500521759,5.466179704308363e-48,0,0,0,0
71,2.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24831710422289915,3.5778319582659526e-48,0,0,0,0
72,2.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4186899319971511,2.3607903185386112e-48,0,0,0,0
73,3.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.412246801872556,2.7783125408631e-48,0,0,0,0
74,3.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3334711146439485,1.1860391269568775e-47,0,0,0,0
75,3.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.26838813591442157,8.626163485766499e-47,0,0,0,0
76,3.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2682927314458432,1.5123595660597287e-46,0,0,0,0
77,3.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24338805187049353,4.045862818570775e-46,0,0,0,0
78,3.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.25523226027018475,3.2345634234420307e-45,0,0,0,0
79,3.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22565477391362926,1.3544213453783887e-44,0,0,0,0
80,3.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24285606549361,7.675617449871542e-45,0,0,0,0
81,3.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27795126227100797,1.81288219866113e-43,0,0,0,0
82,3.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23230750326311744,1.0276781082654425e-43,0,0,0,0
83,3.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2763310744110483,1.3416632300556237e-42,0,0,0,0
84,3.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.294235023332327,6.332268221166044e-42,0,0,0,0
85,3.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3102186532651605,1.5133739583595815e-41,0,0,0,0
86,3.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.31845433860383543,1.5855830074731044e-41,0,0,0,0
87,3.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22690485324783655,4.0287832518614823e-41,0,0,0,0
88,3.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3292413303415611,5.726018100372106e-41,0,0,0,0
89,3.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2310655034266447,8.32287703683895e-41,0,0,0,0
90,3.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.28592462923919426,3.269604837337144e-41,0,0,0,0
91,3.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2339634054128213,2.32968366614081e-41,0,0,0,0
