frame,time,anchor_type,contact_part,contact_side,contact_label,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,anchor_score,floor_score,anchor_contact_state,floor_contact_state,transition_contact_state,multi_contact_state
92,3.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2399769872212933,3.9418122037511024e-41,0,0,0,0
93,3.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2903034258965427,3.6220820330518817e-41,0,0,0,0
94,3.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.25162262676338215,1.4242373817469642e-40,0,0,0,0
95,3.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23902204857159867,2.527160902638354e-40,0,0,0,0
96,3.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27832346065671437,2.7664074106835997e-40,0,0,0,0
97,4.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27360349266999573,1.4041826739171574e-39,0,0,0,0
98,4.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22665684689360813,1.5967501601766422e-38,0,0,0,0
99,4.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3065010429321734,8.242534765372059e-38,0,0,0,0
100,4.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27832118643806514,2.242096713288768e-37,0,0,0,0
101,4.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.26995430902002426,9.89702949176827e-37,0,0,0,0
102,4.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4281843467873408,7.260254931745083e-36,0,0,0,0
103,4.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.4043633630082072,2.4240565297847645e-33,0,0,0,0
104,4.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.40190555795323246,7.208243457939383e-32,0,0,0,0
105,4.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.415215479772461,2.3224780898927006e-31,0,0,0,0
106,4.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.29614421964091586,5.438308591421069e-29,0,0,0,0
107,4.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2066621609537673,2.195912133631246e-27,0,0,0,0
108,4.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2707360579692928,1.0330423690680359e-25,0,0,0,0
109,4.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3774746695210477,2.492757211860964e-24,0,0,0,0
110,4.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3199019896670864,4.6735569480124e-22,0,0,0,0
111,4.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2528999864317813,1.617702187984938e-20,0,0,0,0
112,4.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.20954854715972418,7.973667793555866e-19,0,0,0,0
113,4.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2272030762991729,3.570987188297869e-17,0,0,0,0
114,4.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1844197412859433,1.3612603382506604e-15,0,0,0,0
115,4.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2678203554222835,2.7889384984067192e-14,0,0,0,0
116,4.791667,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.3023118936303064,9.645363792773669e-13,0,0,0,0
117,4.833333,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.3000043989347572,1.0872595357014664e-11,0,0,0,0
118,4.875,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.3215898690848546,9.499661609642886e-11,0,0,0,0
119,4.916667,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.23323040625108643,9.942099443045354e-10,0,0,0,0
120,4.958333,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.2242449047120739,1.0840350798209974e-08,0,0,0,0
121,5.0,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.2438354740071927,1.30802665459526e-07,0,0,0,0
122,5.041667,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.20366197148331577,8.542751716594886e-07,0,0,0,0
123,5.083333,hand,hand,left,left_hand,,,,,,,,,,,,,,0.0,0.0,left,center,0.2457372892056774,5.585540907991675e-06,0,0,0,0
124,5.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2264514278771054,2.348219884069398e-05,0,0,0,0
125,5.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22643237060257834,0.00010802902629060696,0,0,0,0
126,5.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2064793050280302,0.0003531974867205428,0,0,0,0
127,5.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.32307669317427434,0.0008391717033933912,0,0,0,0
128,5.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24463074687386288,0.0032488603521932625,0,0,0,0
129,5.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3161119710924315,0.007243851455776228,0,0,0,0
130,5.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27035584516489486,0.015483785180603995,0,0,0,0
131,5.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.27988849328403437,0.052529617531315714,0,0,0,0
132,5.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2375224830622195,0.07369124936582559,0,0,0,0
133,5.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.31223123190195023,0.1413328375959865,0,0,0,0
134,5.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.32554766201375723,0.1353352832366127,0,0,0,0
135,5.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.28077357493809607,0.258120481630296,0,0,0,0
136,5.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.21132873233410493,0.33481931696605427,0,0,0,0
137,5.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22043553847777408,0.4089951750306446,0,1,0,0
138,5.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23865846572403207,0.4734342644654874,0,1,0,0
139,5.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.21017320605788525,0.5641415972726773,0,1,0,0
140,5.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.21358624675479038,0.6443887248251953,0,1,0,0
141,5.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22082908193786144,0.7040748235641311,0,1,0,0
142,5.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24263075625167507,0.7917435184153396,0,1,0,0
143,5.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24744081166336157,0.7700558725604992,0,1,0,0
144,5.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22170577105198896,0.8865717282584417,0,1,0,0
145,6.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2572403098988165,0.9508762225071813,0,1,0,0
146,6.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2155107647519213,0.9784984022536707,0,1,0,0
147,6.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22323986848220423,0.9951899853500245,0,1,0,0
148,6.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22474349274816316,0.9997309162095389,0,1,0,0
149,6.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22818859139042136,1.0,0,1,0,0
150,6.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2251070708742343,0.9999945550148239,0,1,0,0
151,6.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.20096155464912926,0.9999831801414554,0,1,0,0
152,6.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.19017707721917634,0.999997355003498,0,1,0,0
153,6.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.20340077997944242,0.9999761952833368,0,1,0,0
154,6.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.20951420081198263,0.9994084950080935,0,1,0,0
155,6.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1993276557220242,0.9990412399044426,0,1,0,0
156,6.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1955065255409893,0.9994945078042512,0,1,0,0
157,6.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2088123016463862,0.9997023643022953,0,1,0,0
158,6.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.19554477588964625,0.9992201792183932,0,1,0,0
159,6.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.196756551696248,0.9990586633355986,0,1,0,0
160,6.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.19541152955883573,0.9986747539151978,0,1,0,0
161,6.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24079069839873973,0.9981956248457126,0,1,0,0
162,6.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.26010552475857757,0.9937698682558723,0,1,0,0
163,6.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2973170965476135,0.9798640465023227,0,1,0,0
164,6.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22884900921728274,0.998017467818198,0,1,0,0
165,6.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2744768141449072,0.9969626221939077,0,1,0,0
166,6.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.3199412065147582,0.9567971064362004,0,1,0,0
167,6.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22087133132624337,0.9580398354369961,0,1,0,0
168,6.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22761712046335877,0.9560548242817417,0,1,0,0
169,7.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.23135417905605102,0.9618808235830418,0,1,0,0
170,7.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.25477145180599137,0.9971085832207045,0,1,0,0
171,7.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2000072798733285,0.9969859065278502,0,1,0,0
172,7.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.24231808032384583,0.965930450281279,0,1,0,0
173,7.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.26283656115520865,0.997001379869192,0,1,0,0
174,7.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.17999361072950412,0.9648285324611838,0,1,0,0
175,7.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1666162794223474,0.963289658277251,0,1,0,0
176,7.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2144696008047727,0.9984051481300592,0,1,0,0
177,7.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.20134265200337526,0.9667899696497665,0,1,0,0
178,7.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.19406667983763837,0.997737917373834,0,1,0,0
179,7.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1749163061974905,0.9691362384679985,0,1,0,0
180,7.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.16726236191643168,0.9971085832207054,0,1,0,0
181,7.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.09020035963869139,0.9660067086707472,0,1,0,0
182,7.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.012848558218090052,0.9664120528242125,0,1,0,0
183,7.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.011805166030081228,0.9646475813680704,0,1,0,0
184,7.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.07745805396447765,0.9669405685837789,0,1,0,0
185,7.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1430475585286377,0.9965531490764575,0,1,0,0
186,7.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1315098100988324,0.970362035154933,0,1,0,0
187,7.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06515156536828887,0.9964698407155329,0,1,0,0
188,7.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06843762318184315,0.9969548409310081,0,1,0,0
