frame,visual_spike,raw_visual_spike,contact_spike,smoothness_spike,freeze_or_propagate,motion_regime,pre_smooth_translation_jump_m,final_translation_jump_m,visual_spike_threshold_m,velocity_spike_threshold,accel_spike_threshold,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,delta_translation_m,delta_rotation_rad
1,0,0,0,0,optimize,static_hold,0.000000,0.000000,0.100000,0.120000,0.120000,0,0,0,0,0.050218,0.000000
2,0,0,0,0,optimize,short_impact,0.015867,0.040908,0.300000,0.420000,0.340000,0,0,0,0,0.011240,0.000000
3,0,0,0,0,optimize,static_hold,0.004006,0.040895,0.100000,0.120000,0.120000,0,0,0,0,0.052297,0.000000
4,0,0,0,0,optimize,static_hold,0.007064,0.040790,0.100000,0.120000,0.120000,0,0,0,0,0.086489,0.000000
5,0,0,0,0,optimize,low_speed,0.022914,0.040660,0.100000,0.120000,0.120000,0,0,0,0,0.105201,0.000000
6,0,0,0,0,optimize,uniform_motion,0.065008,0.040301,0.180000,0.220000,0.220000,0,0,0,0,0.080669,0.000000
7,0,0,0,0,optimize,free_motion,0.103662,0.037932,0.180000,0.220000,0.220000,0,0,0,0,0.014974,0.000000
8,0,0,0,0,optimize,free_motion,0.129120,0.033250,0.180000,0.220000,0.220000,0,0,0,0,0.081103,0.000000
9,0,0,0,0,optimize,high_speed,0.171864,0.029890,0.300000,0.420000,0.340000,0,0,0,1,0.223129,0.000000
10,0,0,0,0,optimize,short_impact,0.043654,0.023689,0.300000,0.420000,0.340000,0,0,0,1,0.243036,0.000000
11,0,0,0,0,optimize,free_motion,0.107818,0.009169,0.180000,0.220000,0.220000,0,0,0,0,0.143985,0.000000
12,0,0,0,0,optimize,free_motion,0.099696,0.009713,0.180000,0.220000,0.220000,0,0,0,0,0.054033,0.000000
13,0,0,0,0,optimize,uniform_motion,0.078401,0.009603,0.180000,0.220000,0.220000,0,0,0,0,0.015461,0.000000
14,0,0,0,0,optimize,uniform_motion,0.064130,0.008839,0.180000,0.220000,0.220000,0,0,0,0,0.070368,0.000000
15,0,0,0,0,optimize,uniform_motion,0.051526,0.005184,0.180000,0.220000,0.220000,0,0,0,0,0.116692,0.000000
16,0,0,0,0,optimize,low_speed,0.038327,0.004073,0.100000,0.120000,0.120000,0,0,0,0,0.151204,0.000000
17,0,0,0,0,optimize,low_speed,0.018094,0.003550,0.100000,0.120000,0.120000,0,0,0,0,0.165287,0.000000
18,0,0,0,0,optimize,static_hold,0.004825,0.003336,0.100000,0.120000,0.120000,0,0,0,0,0.159063,0.000000
19,0,0,0,0,optimize,low_speed,0.040943,0.003177,0.100000,0.120000,0.120000,0,0,0,0,0.116173,0.000000
20,0,0,0,0,optimize,free_motion,0.121327,0.003027,0.180000,0.220000,0.220000,0,0,0,0,0.012903,0.000000
21,0,0,0,0,optimize,high_speed,0.144277,0.002631,0.300000,0.420000,0.340000,0,0,0,0,0.155465,0.000000
22,0,0,0,0,optimize,sustained_grasp_high_speed,0.157509,0.001793,0.300000,0.420000,0.340000,0,0,0,1,0.311547,0.000000
