frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,anchor_score,source,stable_local_x,stable_local_y,stable_local_z,visibility,anchor_update,keep_previous
152,6.291667,1,palm,left_hand,handle_loop,277,621.131,351.709,0.277915,0.647596,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
153,6.333333,1,palm,left_hand,handle_loop,277,619.959,351.650,0.275180,0.658317,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
154,6.375000,1,palm,left_hand,handle_loop,277,619.717,351.565,0.274230,0.661541,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
155,6.416667,1,palm,left_hand,handle_loop,277,619.013,350.665,0.274661,0.659027,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
156,6.458333,1,palm,left_hand,handle_loop,277,619.730,350.577,0.274918,0.639983,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
157,6.500000,1,palm,left_hand,handle_loop,277,619.537,350.521,0.274460,0.640153,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
158,6.541667,1,palm,left_hand,handle_loop,277,618.406,350.466,0.273692,0.635126,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
159,6.583333,1,palm,left_hand,handle_loop,277,618.194,350.424,0.274129,0.621968,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
160,6.625000,1,palm,left_hand,handle_loop,277,618.014,350.418,0.274040,0.617583,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
161,6.666667,1,palm,left_hand,handle_loop,277,619.440,351.892,0.196069,0.627357,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
162,6.708333,1,palm,left_hand,handle_loop,277,619.489,351.974,0.197546,0.616406,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
163,6.750000,1,palm,left_hand,handle_loop,277,619.276,351.902,0.198528,0.621693,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
164,6.791667,1,palm,left_hand,handle_loop,277,619.028,351.749,0.201740,0.619735,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
165,6.833333,1,palm,left_hand,handle_loop,277,618.460,351.395,0.207405,0.624064,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
166,6.875000,1,palm,left_hand,handle_loop,277,618.182,351.192,0.212477,0.624367,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
167,6.916667,1,palm,left_hand,handle_loop,277,617.966,351.068,0.216211,0.625090,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
168,6.958333,1,palm,left_hand,handle_loop,277,617.777,350.985,0.217246,0.625352,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
169,7.000000,1,palm,left_hand,handle_loop,255,618.600,350.018,0.218566,0.625987,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
170,7.041667,1,palm,left_hand,handle_loop,277,617.608,350.928,0.213486,0.627121,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
171,7.083333,1,palm,left_hand,handle_loop,277,617.551,350.913,0.212153,0.626887,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
172,7.125000,1,palm,left_hand,handle_loop,277,617.477,350.876,0.210014,0.628044,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
173,7.166667,1,palm,left_hand,handle_loop,277,617.380,350.835,0.209403,0.628138,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
174,7.208333,1,palm,left_hand,handle_loop,277,617.370,350.824,0.208893,0.627880,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
175,7.250000,1,palm,left_hand,handle_loop,277,617.364,350.820,0.209321,0.629203,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
176,7.291667,1,palm,left_hand,handle_loop,277,617.366,350.828,0.210955,0.629384,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
177,7.333333,1,palm,left_hand,handle_loop,277,617.380,350.849,0.212778,0.638271,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
178,7.375000,1,palm,left_hand,handle_loop,277,617.402,350.881,0.214281,0.630281,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
179,7.416667,1,palm,left_hand,handle_loop,277,617.408,350.907,0.214800,0.630448,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
180,7.458333,1,palm,left_hand,handle_loop,277,617.416,350.939,0.214629,0.630449,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
181,7.500000,1,palm,left_hand,handle_loop,277,617.422,350.983,0.212116,0.629596,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
182,7.541667,1,palm,left_hand,handle_loop,277,617.420,351.044,0.208820,0.629446,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
183,7.583333,1,palm,left_hand,handle_loop,277,617.437,351.142,0.204368,0.629964,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
184,7.625000,1,palm,left_hand,handle_loop,277,617.732,351.378,0.198931,0.643662,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
185,7.666667,1,palm,left_hand,handle_loop,277,617.482,351.305,0.194296,0.629163,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
186,7.708333,1,palm,left_hand,handle_loop,277,617.755,351.452,0.190247,0.637216,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
187,7.750000,1,palm,left_hand,handle_loop,277,617.457,351.297,0.188970,0.630336,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
188,7.791667,1,palm,left_hand,handle_loop,277,616.473,351.262,0.187557,0.631060,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
189,7.833333,1,palm,left_hand,handle_loop,277,616.539,351.348,0.183123,0.630877,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
190,7.875000,1,palm,left_hand,handle_loop,277,616.951,351.611,0.178345,0.644814,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
191,7.916667,1,palm,left_hand,handle_loop,277,617.033,351.674,0.175590,0.638692,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
192,7.958333,1,palm,left_hand,handle_loop,277,616.790,351.546,0.176122,0.632199,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
193,8.000000,1,palm,left_hand,handle_loop,277,617.175,351.701,0.179544,0.637880,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
194,8.041667,1,palm,left_hand,handle_loop,277,617.001,351.612,0.180813,0.630967,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
195,8.083333,1,palm,left_hand,handle_loop,277,617.159,351.739,0.178854,0.630612,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
196,8.125000,1,palm,left_hand,handle_loop,277,617.630,352.091,0.173611,0.643259,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
197,8.166667,1,palm,left_hand,handle_loop,277,617.633,352.323,0.163280,0.635885,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
198,8.208333,1,palm,left_hand,handle_loop,255,619.032,352.794,0.154781,0.629175,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
199,8.250000,1,palm,left_hand,handle_loop,255,619.382,353.274,0.139374,0.628760,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
200,8.291667,1,palm,left_hand,handle_loop,255,619.915,353.959,0.126376,0.640800,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
201,8.333333,1,palm,left_hand,handle_loop,255,619.953,354.062,0.117831,0.640372,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
202,8.375000,1,palm,left_hand,handle_loop,255,619.538,353.617,0.116566,0.628420,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
203,8.416667,1,palm,left_hand,handle_loop,255,619.425,353.475,0.117265,0.627992,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
204,8.458333,1,palm,left_hand,handle_loop,255,619.365,353.402,0.118422,0.627876,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
205,8.500000,1,palm,left_hand,handle_loop,255,619.334,353.378,0.119218,0.627312,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
206,8.541667,1,palm,left_hand,handle_loop,255,619.325,353.389,0.118450,0.626358,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
207,8.583333,1,palm,left_hand,handle_loop,255,619.243,353.330,0.117486,0.625981,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
208,8.625000,1,palm,left_hand,handle_loop,255,619.203,353.314,0.116825,0.626301,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
209,8.666667,1,palm,left_hand,handle_loop,255,618.159,353.262,0.117143,0.631504,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
210,8.708333,1,palm,left_hand,handle_loop,255,619.090,353.295,0.119045,0.625561,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
211,8.750000,1,palm,left_hand,handle_loop,277,618.083,354.159,0.118040,0.625609,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
212,8.791667,1,palm,left_hand,handle_loop,255,617.977,353.192,0.120474,0.632643,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
213,8.833333,1,palm,left_hand,handle_loop,277,617.840,353.992,0.118136,0.632941,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
214,8.875000,1,palm,left_hand,handle_loop,255,617.805,353.097,0.120998,0.632322,palm_handle_from_stable_grasp_anchor,-0.073586,-0.038071,-0.002595,visible,1,0
215,8.916667,1,palm,left_hand,handle_loop,277,617.663,353.919,0.119663,0.632546,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
216,8.958333,1,palm,left_hand,handle_loop,277,617.578,353.890,0.118872,0.632648,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
217,9.000000,1,palm,left_hand,handle_loop,277,617.504,353.857,0.116996,0.633010,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
218,9.041667,1,palm,left_hand,handle_loop,277,617.484,353.849,0.116253,0.633755,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
219,9.083333,1,palm,left_hand,handle_loop,277,617.463,353.834,0.116587,0.634703,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
220,9.125000,1,palm,left_hand,handle_loop,277,617.453,353.817,0.117550,0.634543,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
221,9.166667,1,palm,left_hand,handle_loop,277,617.402,353.735,0.118063,0.634756,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
222,9.208333,1,palm,left_hand,handle_loop,277,616.538,353.600,0.119995,0.635509,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
223,9.250000,1,palm,left_hand,handle_loop,277,616.523,353.510,0.121123,0.635517,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
224,9.291667,1,palm,left_hand,handle_loop,277,616.465,353.488,0.122094,0.636058,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
225,9.333333,1,palm,left_hand,handle_loop,277,616.360,353.497,0.123419,0.634839,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
226,9.375000,1,palm,left_hand,handle_loop,277,616.238,353.511,0.125584,0.633912,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
227,9.416667,1,palm,left_hand,handle_loop,277,616.119,353.534,0.127763,0.643988,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
228,9.458333,1,palm,left_hand,handle_loop,277,615.956,353.499,0.129871,0.644067,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
229,9.500000,1,palm,left_hand,handle_loop,277,615.754,353.410,0.131068,0.632353,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
230,9.541667,1,palm,left_hand,handle_loop,277,615.627,353.403,0.131872,0.632123,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
231,9.583333,1,palm,left_hand,handle_loop,277,615.514,353.396,0.131986,0.642193,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
232,9.625000,1,palm,left_hand,handle_loop,277,615.408,353.364,0.134177,0.641019,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
233,9.666667,1,palm,left_hand,handle_loop,277,615.317,353.328,0.136218,0.630618,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
234,9.708333,1,palm,left_hand,handle_loop,277,615.285,353.338,0.138291,0.640897,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
235,9.750000,1,palm,left_hand,handle_loop,277,615.290,353.359,0.140501,0.636167,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
236,9.791667,1,palm,left_hand,handle_loop,277,615.312,353.347,0.142374,0.636216,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
237,9.833333,1,palm,left_hand,handle_loop,277,615.374,353.278,0.143031,0.629475,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
238,9.875000,1,palm,left_hand,handle_loop,277,615.566,353.184,0.142157,0.629541,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
239,9.916667,1,palm,left_hand,handle_loop,277,615.027,352.985,0.142987,0.636447,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
240,9.958333,1,palm,left_hand,handle_loop,277,615.310,352.864,0.142720,0.632425,palm_handle_from_stable_grasp_anchor,-0.076950,-0.036005,-0.002595,visible,1,0
