frame,time,E_total,E_2d,E_depth,E_visual,E_mask,E_contact,E_audio,E_support,E_smooth,E_temporal,E_static,E_penetration,E_prior,E_reg,vlm_contact_gate,vlm_anchor_gate,contact_active,static_active,failure_label,contact_state,visibility_state,source
1,0.000000,0.004601994,,,,,0.004601994,,,,,,,0.000000000,0.000000000,not_evaluated,not_evaluated,,,,,visible,non_invasive_loss_audit_from_generic_outputs
2,0.041667,0.003726596,,,,,0.003617060,,,0.000109536,0.000109536,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
3,0.083333,0.002865574,,,,,0.002729122,,,0.000136452,0.000136452,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
4,0.125000,0.001953094,,,,,0.001792760,,,0.000160334,0.000160334,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
5,0.166667,0.002686925,,,,,0.002451636,,,0.000235289,0.000235289,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
6,0.208333,0.006459987,,,,,0.006260607,,,0.000199380,0.000199380,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
7,0.250000,0.011709374,,,,,0.011547007,,,0.000162367,0.000162367,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
8,0.291667,0.018744557,,,,,0.018667484,,,0.000077073,0.000077073,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
9,0.333333,0.026638503,,,,,0.026595413,,,0.000043090,0.000043090,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
10,0.375000,0.033352999,,,,,0.033321582,,,0.000031417,0.000031417,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
11,0.416667,0.038183514,,,,,0.038158106,,,0.000025408,0.000025408,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
12,0.458333,0.040957651,,,,,0.040930145,,,0.000027506,0.000027506,,,0.000000000,0.000000000,,,,,,,visible,non_invasive_loss_audit_from_generic_outputs
