frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale,handle_phase_rad,handle_phase_deg,vlm_visibility,source,m45_pose_source,m45_rotation_smooth_start,m45_rotation_smooth_end,m45_static_frame,m45_yaw_input,m45_pitch_input,m45_roll_input
110,4.541667,-0.107948273,-0.214612985,3.877752348,0.021514725,1.232703,-0.034452953,-1.974009,-0.001046434,-0.059956,1.153416816,0.493279,28.2628,hidden,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
111,4.583333,-0.094274084,-0.191879392,3.897219535,0.022205055,1.272256,-0.030090250,-1.724044,-0.000942033,-0.053975,1.159544912,0.306740,17.5749,hidden,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
112,4.625000,-0.081637846,-0.170514276,3.916736530,0.023016950,1.318774,-0.027202690,-1.558599,-0.000728183,-0.041722,1.164074383,0.122052,6.9931,hidden,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
113,4.666667,-0.070069277,-0.150621361,3.935695163,0.023828426,1.365268,-0.024446609,-1.400688,-0.000446342,-0.025574,1.169953181,-0.053933,-3.0901,hidden,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
114,4.708333,-0.059569342,-0.132265212,3.953455909,0.024588760,1.408832,-0.021192054,-1.214215,-0.000295919,-0.016955,1.176705950,-0.203848,-11.6796,hidden,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
115,4.750000,-0.050117244,-0.115471040,3.969271571,0.025332765,1.451461,-0.018463576,-1.057885,-0.000329601,-0.018885,1.180283278,-0.304283,-17.4341,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
116,4.791667,-0.041660477,-0.100223624,3.982127430,0.026114090,1.496227,-0.013575575,-0.777823,-0.000271625,-0.015563,1.184464967,-0.346136,-19.8322,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
117,4.833333,-0.034130021,-0.086470208,3.991668423,0.026882582,1.540259,-0.006224304,-0.356626,-0.000062949,-0.003607,1.188928120,-0.346758,-19.8678,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
118,4.875000,-0.027457092,-0.074130571,3.998376691,0.027611220,1.582006,-0.000507862,-0.029098,0.000073975,0.004238,1.190178014,-0.333510,-19.1087,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
119,4.916667,-0.021565112,-0.063104094,4.002828680,0.028301979,1.621584,0.002986658,0.171123,-0.000038502,-0.002206,1.190091027,-0.322314,-18.4672,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
120,4.958333,-0.016390129,-0.053282096,4.005410655,0.028954158,1.658951,0.003802488,0.217867,0.000014772,0.000846,1.192613156,-0.314716,-18.0319,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
121,5.000000,-0.011875463,-0.044552887,4.006456398,0.029578671,1.694733,0.000677247,0.038803,0.000109354,0.006266,1.191537193,-0.305656,-17.5128,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
122,5.041667,-0.007967227,-0.036806540,4.006338564,0.030217392,1.731329,-0.004240343,-0.242954,0.000145730,0.008350,1.192846550,-0.290396,-16.6385,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
123,5.083333,-0.004612682,-0.029930576,4.005560220,0.030898532,1.770356,-0.008052673,-0.461384,0.000231751,0.013278,1.193973464,-0.268285,-15.3716,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
124,5.125000,-0.001765073,-0.023818196,4.004148397,0.031586959,1.809799,-0.010203182,-0.584599,-0.000430203,-0.024649,1.193244375,-0.243164,-13.9323,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
125,5.166667,0.000614741,-0.018379385,4.002397450,0.032254213,1.848030,-0.010747803,-0.615804,-0.000219317,-0.012566,1.192843578,-0.221016,-12.6633,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
126,5.208333,0.002568204,-0.013537623,4.000498196,0.032865113,1.883032,-0.010148251,-0.581452,-0.000146293,-0.008382,1.190320899,-0.206980,-11.8591,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
127,5.250000,0.004128195,-0.009227123,3.998629072,0.033411427,1.914334,-0.009907740,-0.567672,-0.000167771,-0.009613,1.190703573,-0.203660,-11.6689,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
128,5.291667,0.005329449,-0.005393237,3.997229605,0.033891841,1.941859,-0.006987641,-0.400362,-0.000279881,-0.016036,1.188947014,-0.211076,-12.0938,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
129,5.333333,0.006211748,-0.001998256,3.996311159,0.034306499,1.965618,-0.004574376,-0.262092,-0.000268396,-0.015378,1.185194331,-0.227456,-13.0323,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
130,5.375000,0.006820964,0.000985685,3.996037651,0.034644544,1.984986,-0.002424280,-0.138901,-0.000383481,-0.021972,1.178107418,-0.250094,-14.3294,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
131,5.416667,0.007207170,0.003582850,3.996643792,0.034900962,1.999678,-0.003482955,-0.199559,-0.000407918,-0.023372,1.178204070,-0.276003,-15.8138,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
132,5.458333,0.007423694,0.005815108,3.998058669,0.035076463,2.009733,-0.007656587,-0.438690,-0.000447913,-0.025664,1.184571633,-0.302414,-17.3270,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
133,5.500000,0.007511971,0.007706610,3.999856345,0.035176988,2.015493,-0.011469113,-0.657132,-0.000522472,-0.029935,1.182330496,-0.327208,-18.7476,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
134,5.541667,0.007502388,0.009287181,4.001282464,0.035203508,2.017012,-0.012610405,-0.722523,-0.000557851,-0.031963,1.182211077,-0.349151,-20.0049,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
135,5.583333,0.007417224,0.010597112,4.001687240,0.035160926,2.014573,-0.010912616,-0.625247,-0.000604822,-0.034654,1.182893349,-0.367878,-21.0778,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
136,5.625000,0.007272653,0.011679465,4.001687240,0.035070111,2.009369,-0.007349850,-0.421115,-0.000835025,-0.047843,1.182107624,-0.383652,-21.9817,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
137,5.666667,0.007082174,0.012574675,4.001687240,0.034976220,2.003990,-0.006499548,-0.372397,-0.000678922,-0.038899,1.182836624,-0.397012,-22.7471,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
138,5.708333,0.006856214,0.013316552,4.001687240,0.034902407,1.999761,-0.008627485,-0.494318,0.000204264,0.011703,1.187828263,-0.408427,-23.4011,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
139,5.750000,0.006605323,0.013930104,4.001687240,0.034820724,1.995081,-0.010784879,-0.617928,-0.000131753,-0.007549,1.187524928,-0.418136,-23.9574,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
140,5.791667,0.006342447,0.014433998,4.001687240,0.034706721,1.988549,-0.012342891,-0.707196,-0.000260237,-0.014910,1.186517503,-0.426159,-24.4171,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
141,5.833333,0.006076917,0.014840620,4.001687240,0.034534560,1.978685,-0.013304681,-0.762302,-0.000282105,-0.016163,1.186329262,-0.432339,-24.7712,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
142,5.875000,0.005821761,0.015164219,4.001687240,0.034298067,1.965134,-0.013797447,-0.790535,-0.000290715,-0.016657,1.186123797,-0.436344,-25.0007,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
143,5.916667,0.005594163,0.015419564,4.001687240,0.033997543,1.947916,-0.013936009,-0.798475,-0.000289540,-0.016589,1.186184875,-0.437750,-25.0812,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
144,5.958333,0.005402453,0.015619825,4.001687240,0.033632320,1.926990,-0.013755284,-0.788120,-0.000299306,-0.017149,1.186138752,-0.436261,-24.9959,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
145,6.000000,0.005248186,0.015775791,4.001687240,0.033198940,1.902159,-0.013232672,-0.758176,-0.000432160,-0.024761,1.186232338,-0.431921,-24.7472,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
146,6.041667,0.005128362,0.015896631,4.001687240,0.032706105,1.873922,-0.012319254,-0.705841,-0.000413915,-0.023716,1.186327918,-0.425174,-24.3607,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
147,6.083333,0.005036232,0.015989017,4.001687240,0.032159289,1.842592,-0.010983188,-0.629290,-0.000181441,-0.010396,1.186697011,-0.416836,-23.8829,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
148,6.125000,0.004961552,0.016056907,4.001687240,0.031577366,1.809250,-0.009421990,-0.539840,0.000009920,0.000568,1.189531444,-0.408000,-23.3767,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
149,6.166667,0.004889901,0.016101503,4.001687240,0.031021608,1.777407,-0.009107905,-0.521845,0.000011996,0.000687,1.189541263,-0.399828,-22.9084,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
150,6.208333,0.004811537,0.016126106,4.001687240,0.030503046,1.747696,-0.009983233,-0.571997,-0.000145923,-0.008361,1.186538592,-0.393243,-22.5311,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
151,6.250000,0.004721293,0.016136459,4.001687240,0.030012482,1.719589,-0.010462232,-0.599442,-0.000084822,-0.004860,1.186248637,-0.388653,-22.2682,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
152,6.291667,0.004623431,0.016137005,4.001687240,0.029595151,1.695677,-0.010201026,-0.584476,-0.000006941,-0.000398,1.185848788,-0.385863,-22.1083,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
153,6.333333,0.004521734,0.016133480,4.001687240,0.029264729,1.676745,-0.009086728,-0.520631,0.000471664,0.027024,1.186840979,-0.384197,-22.0129,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
154,6.375000,0.004426489,0.016133397,4.001687240,0.028982806,1.660592,-0.007019205,-0.402171,0.000428851,0.024571,1.188902553,-0.382781,-21.9317,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
155,6.416667,0.004341277,0.016141030,4.001687240,0.028755844,1.647588,-0.004060906,-0.232673,0.000019682,0.001128,1.217440787,-0.380914,-21.8248,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
156,6.458333,0.004262609,0.016156217,4.001687240,0.028618786,1.639736,-0.001532833,-0.087825,0.000060731,0.003480,1.219558479,-0.378345,-21.6775,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
157,6.500000,0.004179756,0.016174197,4.001687240,0.028620669,1.639844,0.000677575,0.038822,0.000129044,0.007394,1.219321098,-0.375383,-21.5078,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
158,6.541667,0.004086538,0.016192858,4.001687240,0.028732712,1.646263,0.002726064,0.156192,0.000162237,0.009296,1.219576048,-0.373044,-21.3739,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
159,6.583333,0.003979501,0.016210785,4.001687240,0.028855263,1.653285,0.004542574,0.260270,0.000201166,0.011526,1.220217612,-0.373152,-21.3800,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
160,6.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.377231,-21.6137,visible,m18_body_pose_plus_m17_handle_phase,unchanged,60,70,160,,,
161,6.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.384429,-22.0262,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
162,6.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.391998,-22.4598,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
163,6.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.398568,-22.8363,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
164,6.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.405217,-23.2172,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
165,6.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.413692,-23.7028,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
166,6.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.425193,-24.3618,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
167,6.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.440348,-25.2301,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
168,6.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.459264,-26.3139,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
169,7.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.481253,-27.5738,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
170,7.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.504376,-28.8986,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
171,7.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.525369,-30.1014,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
172,7.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.540859,-30.9890,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
173,7.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.549587,-31.4890,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
174,7.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.553148,-31.6930,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
175,7.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554157,-31.7509,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
176,7.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554351,-31.7620,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
177,7.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554375,-31.7634,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
178,7.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
179,7.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
180,7.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
181,7.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
182,7.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
183,7.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
184,7.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
185,7.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
186,7.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
187,7.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
188,7.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
189,7.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
190,7.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
191,7.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
192,7.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
193,8.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
194,8.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
195,8.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
196,8.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
197,8.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
198,8.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
199,8.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
200,8.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
201,8.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
202,8.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
203,8.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
204,8.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
205,8.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
206,8.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
207,8.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
208,8.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
209,8.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
210,8.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
211,8.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
212,8.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
213,8.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
214,8.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
215,8.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
216,8.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
217,9.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
218,9.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
219,9.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
220,9.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
221,9.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
222,9.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
223,9.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
224,9.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
225,9.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
226,9.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
227,9.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
228,9.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
229,9.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
