frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
100,4.125000,chair,593.411,382.218,tracking,1,593.411,382.218,,1,592.301,385.842,21205.0,495.000,265.000,664.000,512.000,169.000,247.000,133.577,226.093,162.197,0.684211,0.246012,0,,,,,,,,,,,,0.000000,0.246012,0.246012,,,,,,,,,,,,
101,4.166667,chair,588.487,383.102,tracking,1,588.487,383.102,,1,587.234,386.934,21395.0,490.000,266.000,659.000,514.000,169.000,248.000,134.786,232.608,164.508,0.681452,0.240978,0,,,,,,,,,,,,0.000000,0.240978,0.240978,,,,,,,,,,,,
102,4.208333,chair,583.244,384.432,tracking,1,583.244,384.432,,1,581.927,388.555,21483.0,484.000,268.000,653.000,515.000,169.000,247.000,135.847,227.436,164.593,0.684211,0.239772,0,,,,,,,,,,,,0.000000,0.239772,0.239772,,,,,,,,,,,,
103,4.250000,chair,576.427,391.005,tracking,1,576.427,391.005,,1,575.614,393.554,20859.5,480.000,275.000,648.000,517.000,168.000,242.000,128.838,223.793,162.807,0.694215,0.248199,0,,,,,,,,,,,,0.000000,0.248199,0.248199,,,,,,,,,,,,
104,4.291667,chair,570.841,393.893,tracking,1,570.841,393.893,,1,570.346,395.883,21024.0,474.000,274.000,642.000,519.000,168.000,245.000,127.004,223.237,167.570,0.685714,0.263003,0,,,,,,,,,,,,0.000000,0.263003,0.263003,,,,,,,,,,,,
105,4.333333,chair,566.066,394.517,tracking,1,566.066,394.517,,1,565.394,397.502,21208.5,468.000,275.000,636.000,521.000,168.000,246.000,129.570,223.672,163.440,0.682927,0.251372,0,,,,,,,,,,,,0.000000,0.251372,0.251372,,,,,,,,,,,,
106,4.375000,chair,560.946,399.014,tracking,1,560.946,399.014,,1,560.228,401.346,21151.5,462.000,287.000,631.000,524.000,169.000,237.000,126.891,222.091,161.447,0.713080,0.249725,0,,,,,,,,,,,,0.000000,0.249725,0.249725,,,,,,,,,,,,
107,4.416667,chair,555.569,402.431,tracking,1,555.569,402.431,,1,554.963,404.355,21277.0,458.000,289.000,626.000,527.000,168.000,238.000,126.384,219.423,162.762,0.705882,0.269352,0,,,,,,,,,,,,0.000000,0.269352,0.269352,,,,,,,,,,,,
108,4.458333,chair,550.335,405.864,tracking,1,550.335,405.864,,1,549.849,407.684,21333.5,452.000,292.000,621.000,530.000,169.000,238.000,125.442,219.603,169.864,0.710084,0.276942,0,,,,,,,,,,,,0.000000,0.276942,0.276942,,,,,,,,,,,,
109,4.500000,chair,545.783,408.702,tracking,1,545.783,408.702,,1,545.204,410.912,21520.0,448.000,293.000,616.000,534.000,168.000,241.000,125.580,215.838,163.673,0.697095,0.282265,0,,,,,,,,,,,,0.000000,0.282265,0.282265,,,,,,,,,,,,
110,4.541667,chair,541.060,413.615,tracking,1,541.060,413.615,,1,540.362,415.346,21485.0,443.000,303.000,612.000,539.000,169.000,236.000,125.987,213.796,166.894,0.716102,0.280936,0,,,,,,,,,,,,0.000000,0.280936,0.280936,,,,,,,,,,,,
111,4.583333,chair,535.844,417.097,tracking,1,535.844,417.097,,1,535.466,418.884,21638.0,439.000,304.000,608.000,543.000,169.000,239.000,125.526,217.855,162.642,0.707113,0.278101,0,,,,,,,,,,,,0.000000,0.278101,0.278101,,,,,,,,,,,,
112,4.625000,chair,531.050,421.223,tracking,1,531.050,421.223,,1,530.670,423.065,21661.5,433.000,305.000,605.000,547.000,172.000,242.000,125.560,219.014,163.408,0.710744,0.282149,0,,,,,,,,,,,,0.000000,0.282149,0.282149,,,,,,,,,,,,
113,4.666667,chair,526.525,425.471,tracking,1,526.525,425.471,,1,526.189,427.297,21727.0,429.000,310.000,601.000,553.000,172.000,243.000,125.809,218.523,166.745,0.707819,0.279714,0,,,,,,,,,,,,0.000000,0.279714,0.279714,,,,,,,,,,,,
114,4.708333,chair,521.918,429.187,tracking,1,521.918,429.187,,1,521.566,431.078,21867.0,423.000,310.000,598.000,557.000,175.000,247.000,127.044,219.701,167.749,0.708502,0.269309,0,,,,,,,,,,,,0.000000,0.269309,0.269309,,,,,,,,,,,,
115,4.750000,chair,517.307,432.966,tracking,1,517.307,432.966,,1,516.933,434.833,21934.0,419.000,314.000,594.000,562.000,175.000,248.000,127.144,217.776,164.381,0.705645,0.280026,0,,,,,,,,,,,,0.000000,0.280026,0.280026,,,,,,,,,,,,
116,4.791667,chair,512.268,437.681,tracking,1,512.268,437.681,,1,512.101,438.941,21991.5,414.000,322.000,591.000,567.000,177.000,245.000,126.178,220.353,167.898,0.722449,0.272683,0,,,,,,,,,,,,0.000000,0.272683,0.272683,,,,,,,,,,,,
117,4.833333,chair,507.401,440.950,tracking,1,507.401,440.950,,1,513.826,434.047,18372.5,409.000,325.000,587.000,571.000,178.000,246.000,126.528,213.186,166.341,0.723577,0.147831,0,,,,,,,,,,,,0.000000,0.147831,0.147831,,,,,,,,,,,,
118,4.875000,chair,503.492,443.289,tracking,1,503.492,443.289,,1,503.027,445.270,22462.0,404.000,326.000,583.000,575.000,179.000,249.000,127.501,223.835,166.266,0.718876,0.284076,0,,,,,,,,,,,,0.000000,0.284076,0.284076,,,,,,,,,,,,
119,4.916667,chair,498.612,446.586,tracking,1,498.612,446.586,,1,498.177,448.734,22732.0,399.000,323.000,579.000,579.000,180.000,256.000,129.712,226.774,169.343,0.703125,0.284175,0,,,,,,,,,,,,0.000000,0.284175,0.284175,,,,,,,,,,,,
120,4.958333,chair,493.823,450.363,tracking,1,493.823,450.363,,1,493.420,452.465,22754.0,394.000,334.000,575.000,583.000,181.000,249.000,127.590,225.362,169.544,0.726908,0.289127,0,,,,,,,,,,,,0.000000,0.289127,0.289127,,,,,,,,,,,,
121,5.000000,chair,489.299,454.378,tracking,1,489.299,454.378,,1,488.862,456.400,23008.0,389.000,336.000,570.000,587.000,181.000,251.000,128.915,226.220,171.931,0.721116,0.293331,0,,,,,,,,,,,,0.000000,0.293331,0.293331,,,,,,,,,,,,
122,5.041667,chair,485.006,457.785,tracking,1,485.006,457.785,,1,484.718,459.456,23209.5,385.000,339.000,566.000,591.000,181.000,252.000,128.950,227.250,171.616,0.718254,0.290848,0,,,,,,,,,,,,0.000000,0.290848,0.290848,,,,,,,,,,,,
123,5.083333,chair,480.908,461.244,tracking,1,480.908,461.244,,1,476.865,460.126,21386.0,381.000,339.000,562.000,594.000,181.000,255.000,129.853,230.928,162.952,0.709804,0.186458,0,,,,,,,,,,,,0.000000,0.186458,0.186458,,,,,,,,,,,,
124,5.125000,chair,477.336,464.256,tracking,1,477.336,464.256,,1,477.098,466.195,23531.5,377.000,345.000,558.000,598.000,181.000,253.000,129.715,230.951,171.885,0.715415,0.305137,0,,,,,,,,,,,,0.000000,0.305137,0.305137,,,,,,,,,,,,
125,5.166667,chair,473.899,467.645,tracking,1,473.899,467.645,,1,473.685,469.552,23743.5,373.000,349.000,554.000,601.000,181.000,252.000,130.188,230.273,171.155,0.718254,0.309015,0,,,,,,,,,,,,0.000000,0.309015,0.309015,,,,,,,,,,,,
126,5.208333,chair,470.724,470.830,tracking,1,470.724,470.830,,1,470.584,472.894,23841.0,370.000,349.000,552.000,604.000,182.000,255.000,131.376,232.780,175.309,0.713725,0.300481,0,,,,,,,,,,,,0.000000,0.300481,0.300481,,,,,,,,,,,,
127,5.250000,chair,467.597,474.107,tracking,1,467.597,474.107,,1,463.715,473.176,21768.5,367.000,357.000,550.000,608.000,183.000,251.000,130.723,229.817,164.787,0.729084,0.199660,0,,,,,,,,,,,,0.000000,0.199660,0.199660,,,,,,,,,,,,
128,5.291667,chair,465.786,476.659,tracking,1,465.786,476.659,,1,465.648,479.030,24249.0,364.000,355.000,548.000,611.000,184.000,256.000,131.607,232.835,176.822,0.718750,0.312669,0,,,,,,,,,,,,0.000000,0.312669,0.312669,,,,,,,,,,,,
129,5.333333,chair,463.602,479.145,tracking,1,463.602,479.145,,1,459.505,478.783,22499.5,362.000,359.000,546.000,615.000,184.000,256.000,132.653,238.019,169.600,0.718750,0.204434,0,,,,,,,,,,,,0.000000,0.204434,0.204434,,,,,,,,,,,,
130,5.375000,chair,461.828,482.890,tracking,1,461.828,482.890,,1,457.711,481.967,22342.0,361.000,363.000,545.000,618.000,184.000,255.000,132.080,236.382,167.044,0.721569,0.203086,0,,,,,,,,,,,,0.000000,0.203086,0.203086,,,,,,,,,,,,
131,5.416667,chair,460.306,485.768,tracking,1,460.306,485.768,,1,456.405,484.691,22961.0,359.000,363.000,545.000,620.000,186.000,257.000,132.785,236.432,166.319,0.723735,0.209302,0,,,,,,,,,,,,0.000000,0.209302,0.209302,,,,,,,,,,,,
132,5.458333,chair,459.516,488.155,tracking,1,459.516,488.155,,1,455.301,487.197,22952.5,358.000,367.000,543.000,623.000,185.000,256.000,131.856,240.714,164.083,0.722656,0.211044,0,,,,,,,,,,,,0.000000,0.211044,0.211044,,,,,,,,,,,,
133,5.500000,chair,458.209,490.416,tracking,1,458.209,490.416,,1,454.334,489.295,23295.5,357.000,368.000,543.000,626.000,186.000,258.000,132.203,243.111,163.893,0.720930,0.214450,0,,,,,,,,,,,,0.000000,0.214450,0.214450,,,,,,,,,,,,
134,5.541667,chair,457.000,491.348,tracking,1,457.000,491.348,,1,452.877,490.755,23099.5,356.000,370.000,542.000,628.000,186.000,258.000,132.026,243.070,165.701,0.720930,0.241377,0,,,,,,,,,,,,0.000000,0.241377,0.241377,,,,,,,,,,,,
135,5.583333,chair,456.205,493.743,tracking,1,456.205,493.743,,1,452.561,492.872,23604.5,356.000,370.000,542.000,630.000,186.000,260.000,132.407,247.195,165.447,0.715385,0.214452,0,,,,,,,,,,,,0.000000,0.214452,0.214452,,,,,,,,,,,,
136,5.625000,chair,455.539,495.140,tracking,1,455.539,495.140,,1,451.884,494.410,23817.0,356.000,372.000,542.000,631.000,186.000,259.000,132.603,249.852,163.000,0.718147,0.218570,0,,,,,,,,,,,,0.000000,0.218570,0.218570,,,,,,,,,,,,
137,5.666667,chair,454.728,496.413,tracking,1,454.728,496.413,,1,451.189,495.978,24061.5,354.000,374.000,542.000,633.000,188.000,259.000,133.430,248.437,164.595,0.725869,0.218349,0,,,,,,,,,,,,0.000000,0.218349,0.218349,,,,,,,,,,,,
138,5.708333,chair,454.169,497.542,tracking,1,454.169,497.542,,1,453.766,499.293,25694.0,353.000,376.000,541.000,634.000,188.000,258.000,133.373,243.672,169.777,0.728682,0.322596,0,,,,,,,,,,,,0.000000,0.322596,0.322596,,,,,,,,,,,,
139,5.750000,chair,453.183,498.903,tracking,1,453.183,498.903,,1,452.832,500.691,25780.0,352.000,377.000,539.000,636.000,187.000,259.000,133.539,244.425,169.550,0.722008,0.328367,0,,,,,,,,,,,,0.000000,0.328367,0.328367,,,,,,,,,,,,
140,5.791667,chair,452.353,500.159,tracking,1,452.353,500.159,,1,451.998,501.850,25842.0,351.000,379.000,539.000,636.000,188.000,257.000,133.096,245.007,173.094,0.731518,0.333961,0,,,,,,,,,,,,0.000000,0.333961,0.333961,,,,,,,,,,,,
141,5.833333,chair,451.501,501.183,tracking,1,451.501,501.183,,1,451.225,502.789,25855.5,351.000,381.000,537.000,638.000,186.000,257.000,133.186,246.404,171.719,0.723735,0.333275,0,,,,,,,,,,,,0.000000,0.333275,0.333275,,,,,,,,,,,,
142,5.875000,chair,450.693,502.524,tracking,1,450.693,502.524,,1,450.492,503.960,25855.0,350.000,382.000,537.000,639.000,187.000,257.000,133.430,243.806,171.900,0.727626,0.331990,0,,,,,,,,,,,,0.000000,0.331990,0.331990,,,,,,,,,,,,
143,5.916667,chair,449.957,503.290,tracking,1,449.957,503.290,,1,449.857,504.919,25654.5,349.000,382.000,536.000,640.000,187.000,258.000,132.449,244.610,169.684,0.724806,0.330360,0,,,,,,,,,,,,0.000000,0.330360,0.330360,,,,,,,,,,,,
144,5.958333,chair,449.634,504.593,tracking,1,449.634,504.593,,1,449.565,505.897,25870.5,349.000,383.000,536.000,641.000,187.000,258.000,133.061,243.797,171.573,0.724806,0.332910,0,,,,,,,,,,,,0.000000,0.332910,0.332910,,,,,,,,,,,,
145,6.000000,chair,449.184,506.214,tracking,1,449.184,506.214,,1,449.200,507.147,25887.5,349.000,383.000,537.000,643.000,188.000,260.000,133.061,245.624,172.019,0.723077,0.326712,0,,,,,,,,,,,,0.000000,0.326712,0.326712,,,,,,,,,,,,
146,6.041667,chair,448.920,507.049,tracking,1,448.920,507.049,,1,449.025,507.999,25948.0,348.000,384.000,536.000,644.000,188.000,260.000,133.516,243.767,170.352,0.723077,0.328086,0,,,,,,,,,,,,0.000000,0.328086,0.328086,,,,,,,,,,,,
147,6.083333,chair,448.764,508.204,tracking,1,448.764,508.204,,1,448.901,508.802,25947.0,349.000,385.000,536.000,645.000,187.000,260.000,134.033,249.360,169.612,0.719231,0.325772,0,,,,,,,,,,,,0.000000,0.325772,0.325772,,,,,,,,,,,,
148,6.125000,chair,448.523,508.920,tracking,1,448.523,508.920,,1,448.676,509.189,25962.0,348.000,386.000,535.000,645.000,187.000,259.000,134.074,244.189,170.723,0.722008,0.328037,0,,,,,,,,,,,,0.000000,0.328037,0.328037,,,,,,,,,,,,
149,6.166667,chair,448.178,509.175,tracking,1,448.178,509.175,,1,448.299,509.296,25983.0,348.000,386.000,535.000,645.000,187.000,259.000,134.596,246.167,170.933,0.722008,0.323853,0,,,,,,,,,,,,0.000000,0.323853,0.323853,,,,,,,,,,,,
150,6.208333,chair,447.805,508.941,tracking,1,447.805,508.941,,1,447.966,509.244,26054.0,348.000,386.000,534.000,645.000,186.000,259.000,134.724,247.989,167.955,0.718147,0.326799,0,,,,,,,,,,,,0.000000,0.326799,0.326799,,,,,,,,,,,,
151,6.250000,chair,447.732,508.930,tracking,1,447.732,508.930,,1,447.842,509.258,26092.0,348.000,386.000,534.000,645.000,186.000,259.000,134.979,248.491,168.393,0.718147,0.327593,0,,,,,,,,,,,,0.000000,0.327593,0.327593,,,,,,,,,,,,
152,6.291667,chair,447.637,509.045,tracking,1,447.637,509.045,,1,447.814,509.343,26093.5,348.000,386.000,534.000,645.000,186.000,259.000,134.977,245.866,172.415,0.718147,0.327771,0,,,,,,,,,,,,0.000000,0.327771,0.327771,,,,,,,,,,,,
153,6.333333,chair,447.565,509.146,tracking,1,447.565,509.146,,1,447.754,509.378,26108.5,348.000,386.000,534.000,645.000,186.000,259.000,134.722,249.397,170.941,0.718147,0.328729,0,,,,,,,,,,,,0.000000,0.328729,0.328729,,,,,,,,,,,,
154,6.375000,chair,447.515,509.416,tracking,1,447.515,509.416,,1,447.725,509.499,26109.5,348.000,386.000,534.000,645.000,186.000,259.000,134.994,251.344,170.513,0.718147,0.327429,0,,,,,,,,,,,,0.000000,0.327429,0.327429,,,,,,,,,,,,
155,6.416667,chair,447.496,509.437,tracking,1,447.496,509.437,,1,447.702,509.483,26127.0,348.000,386.000,534.000,645.000,186.000,259.000,134.994,253.054,170.319,0.718147,0.327490,0,,,,,,,,,,,,0.000000,0.327490,0.327490,,,,,,,,,,,,
156,6.458333,chair,447.473,509.338,tracking,1,447.473,509.338,,1,447.700,509.450,26131.5,348.000,386.000,534.000,645.000,186.000,259.000,134.994,252.524,170.315,0.718147,0.327705,0,,,,,,,,,,,,0.000000,0.327705,0.327705,,,,,,,,,,,,
157,6.500000,chair,447.534,509.250,tracking,1,447.534,509.250,,1,447.740,509.429,26127.0,348.000,386.000,534.000,645.000,186.000,259.000,134.994,251.172,170.219,0.718147,0.328576,0,,,,,,,,,,,,0.000000,0.328576,0.328576,,,,,,,,,,,,
158,6.541667,chair,447.543,509.394,tracking,1,447.543,509.394,,1,447.729,509.483,26120.5,348.000,386.000,534.000,645.000,186.000,259.000,134.994,252.446,169.194,0.718147,0.328110,0,,,,,,,,,,,,0.000000,0.328110,0.328110,,,,,,,,,,,,
159,6.583333,chair,447.496,509.454,tracking,1,447.496,509.454,,1,447.702,509.531,26112.0,348.000,386.000,534.000,645.000,186.000,259.000,134.994,253.279,169.682,0.718147,0.327078,0,,,,,,,,,,,,0.000000,0.327078,0.327078,,,,,,,,,,,,
160,6.625000,chair,447.575,509.496,tracking,1,447.575,509.496,,1,447.745,509.541,26123.5,348.000,386.000,534.000,645.000,186.000,259.000,134.994,252.577,169.210,0.718147,0.327063,0,,,,,,,,,,,,0.000000,0.327063,0.327063,,,,,,,,,,,,
161,6.666667,chair,447.572,509.637,tracking,1,447.572,509.637,,1,447.780,509.659,26101.0,348.000,386.000,534.000,645.000,186.000,259.000,134.742,251.455,169.538,0.718147,0.327481,0,,,,,,,,,,,,0.000000,0.327481,0.327481,,,,,,,,,,,,
162,6.708333,chair,447.569,509.113,tracking,1,447.569,509.113,,1,447.751,509.574,25912.0,348.000,388.000,534.000,645.000,186.000,257.000,133.901,249.234,168.994,0.723735,0.324795,0,,,,,,,,,,,,0.000000,0.324795,0.324795,,,,,,,,,,,,
163,6.750000,chair,448.226,507.978,tracking,1,448.226,507.978,,1,448.089,508.979,26035.0,348.000,388.000,534.000,645.000,186.000,257.000,135.220,253.290,168.553,0.723735,0.324279,0,,,,,,,,,,,,0.000000,0.324279,0.324279,,,,,,,,,,,,
164,6.791667,chair,448.363,507.911,tracking,1,448.363,507.911,,1,448.224,508.633,26342.0,348.000,386.000,534.000,645.000,186.000,259.000,137.718,254.964,169.607,0.718147,0.327655,0,,,,,,,,,,,,0.000000,0.327655,0.327655,,,,,,,,,,,,
165,6.833333,chair,448.637,507.571,tracking,1,448.637,507.571,,1,448.389,508.372,26426.0,348.000,386.000,534.000,645.000,186.000,259.000,140.480,256.428,168.464,0.718147,0.323749,0,,,,,,,,,,,,0.000000,0.323749,0.323749,,,,,,,,,,,,
166,6.875000,chair,448.844,506.374,tracking,1,448.844,506.374,,1,448.416,507.933,26310.5,348.000,386.000,534.000,645.000,186.000,259.000,141.588,260.461,169.359,0.718147,0.314172,0,,,,,,,,,,,,0.000000,0.314172,0.314172,,,,,,,,,,,,
167,6.916667,chair,448.821,506.572,tracking,1,448.821,506.572,,1,448.381,508.011,26269.0,348.000,386.000,534.000,645.000,186.000,259.000,141.454,259.723,170.543,0.718147,0.313528,0,,,,,,,,,,,,0.000000,0.313528,0.313528,,,,,,,,,,,,
168,6.958333,chair,448.954,506.474,tracking,1,448.954,506.474,,1,448.442,507.997,26284.0,348.000,386.000,533.000,645.000,185.000,259.000,141.455,258.379,166.876,0.714286,0.314512,0,,,,,,,,,,,,0.000000,0.314512,0.314512,,,,,,,,,,,,
169,7.000000,chair,448.841,506.749,tracking,1,448.841,506.749,,1,448.377,508.156,26265.0,348.000,386.000,534.000,645.000,186.000,259.000,141.454,258.909,169.137,0.718147,0.313480,0,,,,,,,,,,,,0.000000,0.313480,0.313480,,,,,,,,,,,,
170,7.041667,chair,448.703,507.599,tracking,1,448.703,507.599,,1,448.377,508.290,26433.0,348.000,386.000,534.000,645.000,186.000,259.000,141.323,258.286,170.507,0.718147,0.318993,0,,,,,,,,,,,,0.000000,0.318993,0.318993,,,,,,,,,,,,
171,7.083333,chair,448.699,507.516,tracking,1,448.699,507.516,,1,448.365,508.244,26462.5,348.000,386.000,534.000,645.000,186.000,259.000,141.041,258.511,169.936,0.718147,0.320236,0,,,,,,,,,,,,0.000000,0.320236,0.320236,,,,,,,,,,,,
172,7.125000,chair,448.684,506.966,tracking,1,448.684,506.966,,1,448.306,508.239,26244.5,348.000,386.000,534.000,645.000,186.000,259.000,138.262,254.189,170.458,0.718147,0.320629,0,,,,,,,,,,,,0.000000,0.320629,0.320629,,,,,,,,,,,,
173,7.166667,chair,448.773,507.594,tracking,1,448.773,507.594,,1,448.421,508.267,26448.0,348.000,386.000,534.000,645.000,186.000,259.000,141.041,259.168,168.451,0.718147,0.320734,0,,,,,,,,,,,,0.000000,0.320734,0.320734,,,,,,,,,,,,
174,7.208333,chair,448.994,506.632,tracking,1,448.994,506.632,,1,448.463,508.101,26349.0,348.000,386.000,534.000,645.000,186.000,259.000,141.588,257.754,170.543,0.718147,0.314483,0,,,,,,,,,,,,0.000000,0.314483,0.314483,,,,,,,,,,,,
175,7.250000,chair,448.918,506.531,tracking,1,448.918,506.531,,1,448.421,508.049,26367.5,348.000,386.000,534.000,645.000,186.000,259.000,141.726,256.750,170.089,0.718147,0.315361,0,,,,,,,,,,,,0.000000,0.315361,0.315361,,,,,,,,,,,,
176,7.291667,chair,448.820,507.415,tracking,1,448.820,507.415,,1,448.442,508.222,26552.0,348.000,386.000,534.000,645.000,186.000,259.000,141.588,257.255,170.118,0.718147,0.319909,0,,,,,,,,,,,,0.000000,0.319909,0.319909,,,,,,,,,,,,
177,7.333333,chair,448.976,506.606,tracking,1,448.976,506.606,,1,448.454,508.082,26376.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.421,167.136,0.714286,0.315980,0,,,,,,,,,,,,0.000000,0.315980,0.315980,,,,,,,,,,,,
178,7.375000,chair,448.757,507.496,tracking,1,448.757,507.496,,1,448.415,508.238,26520.5,348.000,386.000,534.000,645.000,186.000,259.000,141.588,257.692,170.358,0.718147,0.319682,0,,,,,,,,,,,,0.000000,0.319682,0.319682,,,,,,,,,,,,
179,7.416667,chair,448.921,506.628,tracking,1,448.921,506.628,,1,448.418,508.081,26403.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,257.253,168.718,0.714286,0.316303,0,,,,,,,,,,,,0.000000,0.316303,0.316303,,,,,,,,,,,,
180,7.458333,chair,448.806,507.446,tracking,1,448.806,507.446,,1,448.447,508.225,26524.5,348.000,386.000,534.000,645.000,186.000,259.000,141.588,257.508,170.062,0.718147,0.318481,0,,,,,,,,,,,,0.000000,0.318481,0.318481,,,,,,,,,,,,
181,7.500000,chair,448.928,506.575,tracking,1,448.928,506.575,,1,448.422,508.077,26390.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.916,168.494,0.714286,0.314916,0,,,,,,,,,,,,0.000000,0.314916,0.314916,,,,,,,,,,,,
182,7.541667,chair,448.965,506.600,tracking,1,448.965,506.600,,1,448.447,508.070,26383.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.885,167.051,0.714286,0.313313,0,,,,,,,,,,,,0.000000,0.313313,0.313313,,,,,,,,,,,,
183,7.583333,chair,448.999,506.556,tracking,1,448.999,506.556,,1,448.460,508.064,26385.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,259.392,167.915,0.714286,0.313842,0,,,,,,,,,,,,0.000000,0.313842,0.313842,,,,,,,,,,,,
184,7.625000,chair,449.076,506.591,tracking,1,449.076,506.591,,1,448.478,508.080,26392.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,259.107,168.623,0.714286,0.313420,0,,,,,,,,,,,,0.000000,0.313420,0.313420,,,,,,,,,,,,
185,7.666667,chair,448.905,507.439,tracking,1,448.905,507.439,,1,448.508,508.215,26514.0,348.000,386.000,534.000,645.000,186.000,259.000,141.588,258.807,171.045,0.718147,0.316964,0,,,,,,,,,,,,0.000000,0.316964,0.316964,,,,,,,,,,,,
186,7.708333,chair,449.044,506.715,tracking,1,449.044,506.715,,1,448.480,508.106,26394.0,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.470,169.025,0.714286,0.314092,0,,,,,,,,,,,,0.000000,0.314092,0.314092,,,,,,,,,,,,
187,7.750000,chair,448.916,507.445,tracking,1,448.916,507.445,,1,448.498,508.257,26518.0,348.000,386.000,534.000,645.000,186.000,259.000,141.588,258.665,171.275,0.718147,0.317011,0,,,,,,,,,,,,0.000000,0.317011,0.317011,,,,,,,,,,,,
188,7.791667,chair,448.931,507.458,tracking,1,448.931,507.458,,1,448.506,508.237,26522.5,348.000,386.000,534.000,645.000,186.000,259.000,141.588,258.979,171.542,0.718147,0.317428,0,,,,,,,,,,,,0.000000,0.317428,0.317428,,,,,,,,,,,,
189,7.833333,chair,449.091,506.714,tracking,1,449.091,506.714,,1,448.491,508.108,26382.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.444,169.129,0.714286,0.313597,0,,,,,,,,,,,,0.000000,0.313597,0.313597,,,,,,,,,,,,
190,7.875000,chair,449.149,506.692,tracking,1,449.149,506.692,,1,448.514,508.119,26376.5,348.000,386.000,533.000,645.000,185.000,259.000,141.726,258.740,169.428,0.714286,0.312518,0,,,,,,,,,,,,0.000000,0.312518,0.312518,,,,,,,,,,,,
191,7.916667,chair,448.928,507.478,tracking,1,448.928,507.478,,1,448.516,508.271,26523.0,348.000,386.000,534.000,645.000,186.000,259.000,141.588,258.712,170.592,0.718147,0.317584,0,,,,,,,,,,,,0.000000,0.317584,0.317584,,,,,,,,,,,,
192,7.958333,chair,448.930,507.378,tracking,1,448.930,507.378,,1,448.512,508.230,26513.5,348.000,386.000,534.000,645.000,186.000,259.000,141.588,259.310,170.912,0.718147,0.317320,0,,,,,,,,,,,,0.000000,0.317320,0.317320,,,,,,,,,,,,
