frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,decision_source
210,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.066667,1,,,,,generic_sequence_se3_mainline
211,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,0.883333,1,,,,,generic_sequence_se3_mainline
212,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.700000,1,,,,,generic_sequence_se3_mainline
213,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.700000,1,,,,,generic_sequence_se3_mainline
214,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.700000,1,,,,,generic_sequence_se3_mainline
215,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.673333,1,,,,,generic_sequence_se3_mainline
216,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.520000,1,,,,,generic_sequence_se3_mainline
217,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.500000,0.493333,1,,,,,generic_sequence_se3_mainline
218,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.500000,0.366667,1,,,,,generic_sequence_se3_mainline
219,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.500000,0.686667,1,,,,,generic_sequence_se3_mainline
220,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.880000,0.665000,0.713333,1,,,,,generic_sequence_se3_mainline
221,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.935000,0.840000,1,,,,,generic_sequence_se3_mainline
222,free_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.673333,1,,,,,generic_sequence_se3_mainline
223,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.770000,0.673333,1,,,,,generic_sequence_se3_mainline
224,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.883333,1,,,,,generic_sequence_se3_mainline
225,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
226,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.066667,1,,,,,generic_sequence_se3_mainline
227,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,0.883333,1,,,,,generic_sequence_se3_mainline
228,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.580000,1,,,,,generic_sequence_se3_mainline
229,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.860000,0.600000,0.426667,1,,,,,generic_sequence_se3_mainline
230,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.330000,0.273333,1,,,,,generic_sequence_se3_mainline
231,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.280000,0.393333,1,,,,,generic_sequence_se3_mainline
232,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.550000,0.546667,1,,,,,generic_sequence_se3_mainline
233,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.700000,1,,,,,generic_sequence_se3_mainline
234,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.546667,1,,,,,generic_sequence_se3_mainline
235,high_speed,1,1,1,1,1,1,1,1,1,1,0.780000,0.550000,0.546667,1,,,,,generic_sequence_se3_mainline
236,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.550000,0.546667,1,,,,,generic_sequence_se3_mainline
237,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.700000,1,,,,,generic_sequence_se3_mainline
238,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.700000,0.820000,0.883333,1,,,,,generic_sequence_se3_mainline
239,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,0.985000,1.066667,1,,,,,generic_sequence_se3_mainline
240,low_speed,1,1,1,1,1,1,1,1,1,1,0.700000,1.150000,1.066667,1,,,,,generic_sequence_se3_mainline
