frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
179,7.416667,0,none,right,none,left,691.383,561.630,0.090149,0.001748,1.000000,hand_floor_from_anchor_floor_candidates
180,7.458333,0,none,right,none,left,690.217,517.925,0.062273,0.003675,1.000000,hand_floor_from_anchor_floor_candidates
181,7.500000,0,none,right,none,left,691.500,481.230,0.012692,0.006162,1.000000,hand_floor_from_anchor_floor_candidates
182,7.541667,0,none,right,none,left,693.558,449.571,0.011824,0.008690,1.000000,hand_floor_from_anchor_floor_candidates
183,7.583333,0,none,right,none,left,694.259,424.732,-0.008163,0.010710,0.769146,hand_floor_from_anchor_floor_candidates
184,7.625000,0,none,right,none,left,695.506,407.055,0.019001,0.010959,0.593674,hand_floor_from_anchor_floor_candidates
185,7.666667,0,none,right,none,left,696.947,397.751,0.017010,0.009750,0.505909,hand_floor_from_anchor_floor_candidates
186,7.708333,0,none,right,none,left,697.564,397.425,0.168622,0.007695,0.505310,hand_floor_from_anchor_floor_candidates
187,7.750000,0,none,right,none,left,698.227,408.181,-0.292173,0.006041,0.614246,hand_floor_from_anchor_floor_candidates
188,7.791667,0,none,right,none,left,698.519,428.856,-0.396036,0.004200,0.814164,hand_floor_from_anchor_floor_candidates
189,7.833333,0,none,right,none,left,699.352,461.760,-0.377980,0.002784,1.000000,hand_floor_from_anchor_floor_candidates
190,7.875000,0,none,right,none,left,698.615,509.508,0.058732,0.001828,1.000000,hand_floor_from_anchor_floor_candidates
191,7.916667,0,none,right,none,left,699.998,570.985,-0.016918,0.000947,1.000000,hand_floor_from_anchor_floor_candidates
192,7.958333,1,floor,,floor_support,top,706.072,613.630,-0.133482,0.000514,1.000000,hand_floor_from_anchor_floor_candidates
193,8.000000,0,none,right,none,left,694.837,621.323,0.014380,0.000704,1.000000,hand_floor_from_anchor_floor_candidates
194,8.041667,0,none,right,none,left,697.047,563.495,0.187377,0.001446,1.000000,hand_floor_from_anchor_floor_candidates
195,8.083333,0,none,right,none,left,693.196,507.976,0.086269,0.003367,1.000000,hand_floor_from_anchor_floor_candidates
196,8.125000,0,none,right,none,left,692.346,463.923,0.044119,0.008023,1.000000,hand_floor_from_anchor_floor_candidates
197,8.166667,0,none,right,none,left,691.594,425.768,0.051723,0.020208,0.797622,hand_floor_from_anchor_floor_candidates
198,8.208333,0,none,right,none,left,692.359,395.544,0.115220,0.046487,0.504469,hand_floor_from_anchor_floor_candidates
199,8.250000,0,none,right,none,left,692.895,372.588,-1.183777,0.115638,0.277863,hand_floor_from_anchor_floor_candidates
200,8.291667,0,none,right,none,left,708.750,340.470,-1.103047,0.138532,0.000000,hand_floor_from_anchor_floor_candidates
201,8.333333,0,none,right,none,left,725.876,303.341,0.041701,0.100865,0.000000,hand_floor_from_anchor_floor_candidates
202,8.375000,0,none,right,none,left,743.205,272.290,0.016175,0.058100,0.000000,hand_floor_from_anchor_floor_candidates
203,8.416667,0,none,right,none,left,756.164,249.582,-0.005580,0.028080,0.000000,hand_floor_from_anchor_floor_candidates
204,8.458333,0,none,right,none,left,767.385,235.410,-0.010167,0.012155,0.000000,hand_floor_from_anchor_floor_candidates
205,8.500000,0,none,right,none,left,776.385,227.754,-0.015191,0.005819,0.000000,hand_floor_from_anchor_floor_candidates
206,8.541667,0,none,right,none,left,785.242,226.211,-0.020214,0.002769,0.000000,hand_floor_from_anchor_floor_candidates
207,8.583333,0,none,right,none,left,792.751,229.074,-0.022232,0.001328,0.000000,hand_floor_from_anchor_floor_candidates
208,8.625000,0,none,right,none,left,794.808,233.793,-0.007896,0.000778,0.000000,hand_floor_from_anchor_floor_candidates
209,8.666667,0,none,right,none,left,786.041,228.277,0.007453,0.000606,0.000000,hand_floor_from_anchor_floor_candidates
210,8.708333,0,none,right,none,left,776.050,227.426,0.032382,0.000506,0.000000,hand_floor_from_anchor_floor_candidates
211,8.750000,0,none,right,none,left,767.411,232.565,0.053242,0.000435,0.000000,hand_floor_from_anchor_floor_candidates
212,8.791667,0,none,right,none,left,758.421,244.019,0.018950,0.000401,0.000000,hand_floor_from_anchor_floor_candidates
213,8.833333,0,none,right,none,left,748.943,261.037,0.031627,0.000396,0.000000,hand_floor_from_anchor_floor_candidates
214,8.875000,0,none,right,none,left,739.930,284.915,0.026753,0.000432,0.000000,hand_floor_from_anchor_floor_candidates
215,8.916667,0,none,right,none,left,731.755,314.787,0.026548,0.000518,0.000000,hand_floor_from_anchor_floor_candidates
216,8.958333,0,none,right,none,left,723.361,351.702,0.027475,0.000717,0.055025,hand_floor_from_anchor_floor_candidates
217,9.000000,0,none,right,none,left,715.023,394.867,0.057748,0.001118,0.492507,hand_floor_from_anchor_floor_candidates
218,9.041667,0,none,right,none,left,705.923,446.110,0.055526,0.001810,0.983220,hand_floor_from_anchor_floor_candidates
219,9.083333,0,none,right,none,left,697.062,507.393,0.026532,0.002376,1.000000,hand_floor_from_anchor_floor_candidates
220,9.125000,1,floor,,floor_support,left,688.984,561.208,0.003423,0.002190,1.000000,hand_floor_from_anchor_floor_candidates
221,9.166667,0,none,right,none,left,686.269,532.973,0.005341,0.004054,1.000000,hand_floor_from_anchor_floor_candidates
222,9.208333,0,none,right,none,left,687.331,498.370,-0.006603,0.006529,1.000000,hand_floor_from_anchor_floor_candidates
223,9.250000,0,none,right,none,left,688.186,469.545,0.005560,0.007799,1.000000,hand_floor_from_anchor_floor_candidates
224,9.291667,0,none,right,none,left,688.201,449.049,-0.150260,0.007888,1.000000,hand_floor_from_anchor_floor_candidates
225,9.333333,0,none,right,none,left,685.881,439.977,0.062185,0.007325,0.923312,hand_floor_from_anchor_floor_candidates
226,9.375000,0,none,right,none,left,681.799,441.469,0.042830,0.006891,0.936260,hand_floor_from_anchor_floor_candidates
227,9.416667,0,none,right,none,left,677.366,451.095,0.046194,0.006490,1.000000,hand_floor_from_anchor_floor_candidates
228,9.458333,0,none,right,none,left,673.537,468.691,0.030458,0.007219,1.000000,hand_floor_from_anchor_floor_candidates
229,9.500000,1,floor,,floor_support,left,671.500,492.219,0.018539,0.010391,1.000000,hand_floor_from_anchor_floor_candidates
230,9.541667,0,none,right,none,left,669.624,447.206,-0.171315,0.019626,0.995182,hand_floor_from_anchor_floor_candidates
