frame,se3_velocity_spike,se3_accel_spike,raw_se3_velocity_spike,raw_se3_accel_spike,raw_velocity_score,raw_accel_score,final_velocity_score,final_accel_score,se3_smoothed,delta_translation_m,delta_rotation_rad,trust_weight,anchor_residual_enabled,anchor_residual_count,anchor_residual_m
1,0,0,0,0,0.000000,0.000000,0.000000,0.000000,1,0.065550,0.000000,0.800000,0,0,0.000000
2,0,0,0,0,0.006016,0.008305,0.003230,0.000050,1,0.073376,0.000000,0.800000,0,0,0.000000
3,0,0,0,0,0.003148,0.011569,0.003278,0.000108,1,0.074415,0.000000,0.800000,0,0,0.000000
4,0,0,0,0,0.013175,0.014417,0.003383,0.000159,1,0.065006,0.000000,0.700000,0,0,0.000000
5,0,0,0,0,0.027120,0.013938,0.003536,0.000267,1,0.041768,0.000000,0.700000,0,0,0.000000
6,0,0,0,0,0.040499,0.014817,0.003793,0.000263,1,0.008363,0.000000,0.700000,0,0,0.000000
7,0,0,0,0,0.054442,0.015356,0.004033,0.000221,1,0.047533,0.000000,0.700000,0,0,0.000000
8,0,0,0,0,0.069569,0.035706,0.004131,0.000335,1,0.112865,0.000000,0.700000,0,0,0.000000
9,0,0,0,0,0.098836,0.023630,0.003963,0.001135,1,0.204919,0.000000,0.700000,0,0,0.000000
10,0,0,0,0,0.115412,0.025629,0.003344,0.003013,1,0.317059,0.000000,0.780000,0,0,0.000000
11,0,0,0,1,0.137348,0.223875,0.003278,0.004465,1,0.451993,0.000000,0.720000,0,0,0.000000
12,0,0,0,0,0.087449,0.013621,0.006332,0.002427,1,0.366936,0.000000,0.700000,0,0,0.000000
13,0,0,0,0,0.074812,0.010621,0.008528,0.001707,1,0.296542,0.000000,0.700000,0,0,0.000000
14,0,0,0,0,0.064277,0.047067,0.010134,0.001524,1,0.239365,0.000000,0.700000,0,0,0.000000
15,0,0,0,0,0.065217,0.032713,0.011579,0.001185,1,0.190305,0.000000,0.700000,0,0,0.000000
16,0,0,0,0,0.037465,0.034676,0.012696,0.000840,1,0.162459,0.000000,0.700000,0,0,0.000000
