frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema,z_ref_anchor_segment,contact_part,contact_side,contact_label,contact_u,contact_v
175,7.250000,0.141367,0.368546,2.924404,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,710.993,545.080,710.993,545.080,561.865,561.865,710.993,545.080,561.865,2.924404,0.011962,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.924404,none,right,none,701.318,546.880
176,7.291667,0.123192,0.498547,2.919995,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,701.959,610.743,701.959,610.743,623.998,623.998,701.959,610.743,623.998,2.919995,-0.306141,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.919995,none,right,none,692.756,610.331
177,7.333333,0.113652,0.603564,2.919995,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.161,663.561,697.161,663.561,679.785,679.785,697.161,663.561,679.785,2.919995,-0.760314,1,0,generic_anchor_depth_raw_contact_interp_debug,1,2.919995,floor,,floor,696.429,642.521
178,7.375000,0.116546,0.495869,2.916678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,698.683,609.680,698.683,609.680,621.398,621.398,698.683,609.680,621.398,2.916678,-0.088910,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.916678,none,right,none,697.802,595.243
179,7.416667,0.121217,0.401402,2.916678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,701.035,562.114,701.035,562.114,574.260,574.260,701.035,562.114,574.260,2.916678,0.090149,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.916678,none,right,none,691.383,561.630
180,7.458333,0.119803,0.314997,2.916678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,700.323,518.607,700.323,518.607,527.993,527.993,700.323,518.607,527.993,2.916678,0.062273,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.916678,none,right,none,690.217,517.925
181,7.500000,0.122813,0.240998,2.916678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,701.839,481.347,701.839,481.347,490.863,490.863,701.839,481.347,490.863,2.916678,0.012692,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.916678,none,right,none,691.500,481.230
182,7.541667,0.127224,0.178424,2.916678,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,704.060,449.840,704.060,449.840,459.482,459.482,704.060,449.840,459.482,2.916678,0.011824,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.916678,none,right,none,693.558,449.571
183,7.583333,0.122694,0.121464,2.766478,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.133,424.480,705.133,424.480,434.086,434.086,705.133,424.480,434.086,2.766478,-0.008163,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.766478,none,right,none,694.259,424.732
184,7.625000,0.114263,0.080239,2.524630,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.468,406.676,706.468,406.676,415.849,415.849,706.468,406.676,415.849,2.524630,0.019001,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.524630,none,right,none,695.506,407.055
185,7.666667,0.116089,0.063504,2.516932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,707.737,397.054,707.737,397.054,406.805,406.805,707.737,397.054,406.805,2.516932,0.017010,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.516932,none,right,none,696.947,397.751
186,7.708333,0.116275,0.062126,2.490663,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,708.561,396.632,708.561,396.632,406.790,406.790,708.561,396.632,406.790,2.490663,0.168622,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.490663,none,right,none,697.564,397.425
187,7.750000,0.117788,0.080608,2.490663,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,709.453,407.530,709.453,407.530,418.155,418.155,709.453,407.530,418.155,2.490663,-0.292173,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.490663,none,right,none,698.227,408.181
188,7.791667,0.118499,0.115220,2.490663,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,709.872,427.939,709.872,427.939,438.848,438.848,709.872,427.939,438.848,2.490663,-0.396036,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.490663,none,right,none,698.519,428.856
189,7.833333,0.116679,0.168171,2.439399,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,710.245,461.245,710.245,461.245,473.589,473.589,710.245,461.245,473.589,2.439399,-0.377980,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.439399,none,right,none,699.352,461.760
190,7.875000,0.115786,0.248040,2.439399,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,709.707,509.329,709.707,509.329,522.185,522.185,709.707,509.329,522.185,2.439399,0.058732,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.439399,none,right,none,698.615,509.508
191,7.916667,0.122367,0.368168,2.555552,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,710.321,571.576,710.321,571.576,585.683,585.683,710.321,571.576,585.683,2.555552,-0.016918,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.555552,none,right,none,699.998,570.985
192,7.958333,0.128055,0.533463,2.823594,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.604,637.464,706.604,637.464,655.222,655.222,706.604,637.464,655.222,2.823594,-0.133482,1,0,generic_anchor_depth_raw_contact_interp_debug,1,2.823594,floor,,floor,706.072,613.630
193,8.000000,0.127390,0.510481,2.863529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.334,621.808,705.334,621.808,637.547,637.547,705.334,621.808,637.547,2.863529,0.014380,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.863529,none,right,none,694.837,621.323
194,8.041667,0.131231,0.397713,2.863529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,707.304,563.973,707.304,563.973,579.821,579.821,707.304,563.973,579.821,2.863529,0.187377,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.863529,none,right,none,697.047,563.495
195,8.083333,0.125050,0.289117,2.863529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,704.134,508.278,704.134,508.278,519.584,519.584,704.134,508.278,519.584,2.863529,0.086269,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.863529,none,right,none,693.196,507.976
196,8.125000,0.123742,0.201819,2.863529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,703.463,463.506,703.463,463.506,474.590,474.590,703.463,463.506,474.590,2.863529,0.044119,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.863529,none,right,none,692.346,463.923
197,8.166667,0.122410,0.128266,2.863529,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,702.780,425.783,702.780,425.783,437.336,437.336,702.780,425.783,437.336,2.863529,0.051723,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.863529,none,right,none,691.594,425.768
198,8.208333,0.122185,0.068193,2.844974,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,703.073,395.202,703.073,395.202,406.937,406.937,703.073,395.202,406.937,2.844974,0.115220,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.844974,none,right,none,692.359,395.544
199,8.250000,0.120005,0.023757,2.812825,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,702.656,372.404,702.656,372.404,383.303,383.303,702.656,372.404,383.303,2.812825,-1.183777,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.812825,none,right,none,692.895,372.588
200,8.291667,0.146317,-0.037347,2.774464,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,717.450,340.231,717.450,340.231,351.179,351.179,717.450,340.231,351.179,2.774464,-1.103047,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.774464,none,right,none,708.750,340.470
201,8.333333,0.180150,-0.104610,2.743787,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.425,304.008,736.425,304.008,313.837,313.837,736.425,304.008,313.837,2.743787,0.041701,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.743787,none,right,none,725.876,303.341
202,8.375000,0.211846,-0.163582,2.743787,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.390,272.443,753.390,272.443,281.037,281.037,753.390,272.443,281.037,2.743787,0.016175,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.743787,none,right,none,743.205,272.290
203,8.416667,0.235796,-0.205767,2.743787,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.209,249.864,766.209,249.864,258.348,258.348,766.209,249.864,258.348,2.743787,-0.005580,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.743787,none,right,none,756.164,249.582
204,8.458333,0.256401,-0.232145,2.743787,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,777.238,235.745,777.238,235.745,244.583,244.583,777.238,235.745,244.583,2.743787,-0.010167,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.743787,none,right,none,767.385,235.410
205,8.500000,0.269206,-0.243405,2.708294,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,785.980,228.011,785.980,228.011,236.679,236.679,785.980,228.011,236.679,2.708294,-0.015191,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.708294,none,right,none,776.385,227.754
206,8.541667,0.278974,-0.240863,2.644230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,794.942,226.225,794.942,226.225,234.832,234.832,794.942,226.225,234.832,2.644230,-0.020214,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.644230,none,right,none,785.242,226.211
207,8.583333,0.292748,-0.235488,2.644230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.592,229.210,802.592,229.210,237.673,237.673,802.592,229.210,237.673,2.644230,-0.022232,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.644230,none,right,none,792.751,229.074
208,8.625000,0.296529,-0.227002,2.644230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,804.692,233.923,804.692,233.923,242.018,242.018,804.692,233.923,242.018,2.644230,-0.007896,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.644230,none,right,none,794.808,233.793
209,8.666667,0.280002,-0.236711,2.644230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.513,228.531,795.513,228.531,236.698,236.698,795.513,228.531,236.698,2.644230,0.007453,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.644230,none,right,none,786.041,228.277
210,8.708333,0.264256,-0.240550,2.671713,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,785.258,227.773,785.258,227.773,236.034,236.034,785.258,227.773,236.034,2.671713,0.032382,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.671713,none,right,none,776.050,227.426
211,8.750000,0.252697,-0.235668,2.723081,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,776.284,232.900,776.284,232.900,241.094,241.094,776.284,232.900,241.094,2.723081,0.053242,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.723081,none,right,none,767.411,232.565
212,8.791667,0.238513,-0.216210,2.746679,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,767.529,244.396,767.529,244.396,252.560,252.560,767.529,244.396,252.560,2.746679,0.018950,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.746679,none,right,none,758.421,244.019
213,8.833333,0.223613,-0.187479,2.785045,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.915,261.139,757.915,261.139,269.325,269.325,757.915,261.139,269.325,2.785045,0.031627,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.785045,none,right,none,748.943,261.037
214,8.875000,0.208285,-0.143923,2.807349,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.960,284.710,748.960,284.710,293.648,293.648,748.960,284.710,293.648,2.807349,0.026753,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.807349,none,right,none,739.930,284.915
215,8.916667,0.193676,-0.087331,2.834158,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.359,314.747,740.359,314.747,323.719,323.719,740.359,314.747,323.719,2.834158,0.026548,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.834158,none,right,none,731.755,314.787
216,8.958333,0.180108,-0.016448,2.857716,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.559,351.547,732.559,351.547,360.034,360.034,732.559,351.547,360.034,2.857716,0.027475,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.857716,none,right,none,723.361,351.702
217,9.000000,0.169679,0.069401,2.950016,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.471,394.550,724.471,394.550,405.587,405.587,724.471,394.550,405.587,2.950016,0.057748,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.950016,none,right,none,715.023,394.867
218,9.041667,0.152379,0.173012,2.963444,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.515,445.740,715.515,445.740,456.387,456.387,715.515,445.740,456.387,2.963444,0.055526,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.963444,none,right,none,705.923,446.110
219,9.083333,0.134101,0.295439,2.963444,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.457,506.412,706.457,506.412,518.954,518.954,706.457,506.412,518.954,2.963444,0.026532,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.963444,none,right,none,697.062,507.393
220,9.125000,0.117484,0.405639,2.963444,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,698.222,561.024,698.222,561.024,571.395,571.395,698.222,561.024,571.395,2.963444,0.003423,1,0,generic_anchor_depth_raw_contact_interp_debug,1,2.963444,floor,,floor,688.984,561.208
221,9.166667,0.111858,0.349831,2.963444,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.434,533.367,695.434,533.367,542.676,542.676,695.434,533.367,542.676,2.963444,0.005341,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.963444,none,right,none,686.269,532.973
222,9.208333,0.113928,0.279298,2.949523,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,696.726,499.066,696.726,499.066,507.781,507.781,696.726,499.066,507.781,2.949523,-0.006603,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.949523,none,right,none,687.331,498.370
223,9.250000,0.115468,0.220435,2.937574,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.727,470.204,697.727,470.204,478.541,478.541,697.727,470.204,478.541,2.937574,0.005560,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.937574,none,right,none,688.186,469.545
224,9.291667,0.115692,0.179638,2.937574,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.839,449.808,697.839,449.808,459.153,459.153,697.839,449.808,459.153,2.937574,-0.150260,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.937574,none,right,none,688.201,449.049
225,9.333333,0.110218,0.161138,2.937574,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.102,440.559,695.102,440.559,449.910,449.910,695.102,440.559,449.910,2.937574,0.062185,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.937574,none,right,none,685.881,439.977
226,9.375000,0.102853,0.163948,2.949523,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,691.212,441.632,691.212,441.632,451.319,451.319,691.212,441.632,451.319,2.949523,0.042830,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.949523,none,right,none,681.799,441.469
227,9.416667,0.092293,0.179643,2.890999,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,686.884,451.257,686.884,451.257,460.298,460.298,686.884,451.257,460.298,2.890999,0.046194,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.890999,none,right,none,677.366,451.095
228,9.458333,0.085133,0.214001,2.890999,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,683.247,468.711,683.247,468.711,477.905,477.905,683.247,468.711,477.905,2.890999,0.030458,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.890999,none,right,none,673.537,468.691
229,9.500000,0.078030,0.248046,2.754886,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,681.597,492.231,681.597,492.231,505.059,505.059,681.597,492.231,505.059,2.754886,0.018539,1,0,generic_anchor_depth_raw_contact_interp_debug,1,2.754886,floor,,floor,671.500,492.219
230,9.541667,0.068757,0.151205,2.541440,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,679.732,447.376,679.732,447.376,457.649,457.649,679.732,447.376,457.649,2.541440,-0.171315,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.541440,none,right,none,669.624,447.206
231,9.583333,0.057612,0.082606,2.219998,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,678.112,414.647,678.112,414.647,424.655,424.655,678.112,414.647,424.655,2.219998,-0.509201,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.219998,none,right,none,668.246,414.934
232,9.625000,0.054907,0.046785,2.219998,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,676.323,390.950,676.323,390.950,400.314,400.314,676.323,390.950,400.314,2.219998,-0.745801,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.219998,none,right,none,666.583,390.623
233,9.666667,0.068456,0.006497,2.219998,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,685.286,364.298,685.286,364.298,373.809,373.809,685.286,364.298,373.809,2.219998,-0.974503,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.219998,none,right,none,675.734,364.473
234,9.708333,0.107184,-0.048120,2.219998,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,710.906,328.167,710.906,328.167,338.284,338.284,710.906,328.167,338.284,2.219998,-0.852909,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.219998,none,right,none,701.000,327.809
235,9.750000,0.176766,-0.117692,2.683284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.747,295.585,736.747,295.585,304.973,304.973,736.747,295.585,304.973,2.683284,0.082566,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.683284,none,right,none,726.875,295.691
236,9.791667,0.216370,-0.159334,2.683284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,758.423,272.794,758.423,272.794,281.594,281.594,758.423,272.794,281.594,2.683284,0.031754,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.683284,none,right,none,748.522,272.524
237,9.833333,0.252457,-0.191043,2.693456,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,777.652,255.834,777.652,255.834,264.068,264.068,777.652,255.834,264.068,2.693456,-0.005205,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.693456,none,right,none,768.338,255.718
238,9.875000,0.288008,-0.206687,2.724378,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.254,248.583,795.254,248.583,257.437,257.437,795.254,248.583,257.437,2.724378,-0.029124,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.724378,none,right,none,785.725,248.308
239,9.916667,0.292338,-0.212974,2.693456,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.397,243.876,799.397,243.876,252.796,252.796,799.397,243.876,252.796,2.693456,-0.014538,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.693456,none,right,none,789.762,243.533
240,9.958333,0.273522,-0.229360,2.688370,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,789.420,234.705,789.420,234.705,243.268,243.268,789.420,234.705,243.268,2.688370,0.010691,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.688370,none,right,none,780.017,234.072
