frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema,z_ref_anchor_segment,contact_part,contact_side,contact_label,contact_u,contact_v
83,3.416667,0.093502,-0.032787,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.073,340.688,695.073,340.688,351.585,351.585,695.073,340.688,351.585,2.493359,0.224450,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.493359,none,right,none,684.527,340.738
84,3.458333,0.116868,0.020327,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,708.836,371.973,708.836,371.973,382.367,382.367,708.836,371.973,382.367,2.493359,-0.966485,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.493359,none,right,none,697.941,371.902
85,3.500000,0.157730,-0.022304,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.904,346.863,732.904,346.863,356.221,356.221,732.904,346.863,356.221,2.493359,-0.063737,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.493359,none,right,none,721.562,346.940
86,3.541667,0.219468,-0.095593,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,760.523,307.504,760.523,307.504,317.114,317.114,760.523,307.504,317.114,2.674276,0.093789,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,750.130,307.393
87,3.583333,0.262162,-0.149840,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,783.969,277.714,783.969,277.714,286.136,286.136,783.969,277.714,286.136,2.674276,0.026219,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,774.218,277.403
88,3.625000,0.295717,-0.188909,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.396,256.259,802.396,256.259,264.607,264.607,802.396,256.259,264.607,2.674276,-0.010764,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,792.624,255.952
89,3.666667,0.323263,-0.214250,2.678609,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,817.236,242.533,817.236,242.533,251.207,251.207,817.236,242.533,251.207,2.678609,-0.028939,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.678609,none,right,none,807.984,241.885
90,3.708333,0.309753,-0.230754,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,810.104,233.279,810.104,233.279,241.932,241.932,810.104,233.279,241.932,2.674276,-0.013219,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,800.841,232.612
91,3.750000,0.294583,-0.240739,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.773,227.796,801.773,227.796,236.361,236.361,801.773,227.796,236.361,2.674276,0.000633,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,792.672,227.352
92,3.791667,0.280545,-0.241394,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,794.064,227.436,794.064,227.436,236.030,236.030,794.064,227.436,236.030,2.674276,0.008654,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.674276,none,right,none,784.976,227.032
93,3.833333,0.268903,-0.235303,2.678609,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,787.432,230.990,787.432,230.990,239.842,239.842,787.432,230.990,239.842,2.678609,0.000157,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.678609,none,right,none,778.436,230.775
94,3.875000,0.260001,-0.219201,2.681230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,782.412,239.936,782.412,239.936,248.793,248.793,782.412,239.936,248.793,2.681230,0.021373,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.681230,none,right,none,773.517,239.824
95,3.916667,0.250656,-0.196232,2.693160,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,776.685,252.993,776.685,252.993,262.002,262.002,776.685,252.993,262.002,2.693160,0.027598,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.693160,none,right,none,767.749,253.211
96,3.958333,0.243633,-0.164750,2.717648,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,771.658,270.970,771.658,270.970,280.099,280.099,771.658,270.970,280.099,2.717648,0.003285,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.717648,none,right,none,762.313,271.077
97,4.000000,0.237476,-0.126143,2.747150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.953,292.565,766.953,292.565,301.408,301.408,766.953,292.565,301.408,2.747150,0.031293,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.747150,none,right,none,757.622,292.408
98,4.041667,0.229962,-0.077077,2.755980,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,762.542,318.927,762.542,318.927,327.347,327.347,762.542,318.927,327.347,2.755980,0.019631,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.755980,none,right,none,753.215,318.600
99,4.083333,0.221481,-0.091812,2.756652,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.994,311.087,757.994,311.087,319.109,319.109,757.994,311.087,319.109,2.756652,0.026875,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.756652,none,right,none,748.785,310.800
100,4.125000,0.215808,-0.116228,2.803205,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.062,299.108,753.062,299.108,307.376,307.376,753.062,299.108,307.376,2.803205,0.027683,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.803205,none,right,none,743.939,298.942
101,4.166667,0.205143,-0.131511,2.803205,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.475,291.101,747.475,291.101,299.145,299.145,747.475,291.101,299.145,2.803205,0.022248,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.803205,none,right,none,738.389,290.973
102,4.208333,0.197428,-0.135460,2.803226,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.432,289.033,743.432,289.033,297.133,297.133,743.432,289.033,297.133,2.803226,0.010018,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.803226,none,right,none,734.186,289.075
103,4.250000,0.188324,-0.131088,2.813942,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,738.287,291.585,738.287,291.585,300.097,300.097,738.287,291.585,300.097,2.813942,0.028204,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.813942,none,right,none,728.968,291.569
104,4.291667,0.179505,-0.113078,2.813942,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,733.684,300.984,733.684,300.984,309.698,309.698,733.684,300.984,309.698,2.813942,0.007646,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.813942,none,right,none,724.174,300.982
105,4.333333,0.170076,-0.082245,2.813942,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,728.763,317.076,728.763,317.076,326.344,326.344,728.763,317.076,326.344,2.813942,0.014374,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.813942,none,right,none,718.505,317.005
106,4.375000,0.162758,-0.035144,2.827152,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.547,341.744,724.547,341.744,351.392,351.392,724.547,341.744,351.392,2.827152,0.032144,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.827152,none,right,none,714.472,342.130
107,4.416667,0.152570,0.030698,2.839537,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.909,375.877,718.909,375.877,386.158,386.158,718.909,375.877,386.158,2.839537,-0.034498,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.839537,none,right,none,708.535,376.031
108,4.458333,0.147448,0.115481,2.896786,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,714.753,418.546,714.753,418.546,430.054,430.054,714.753,418.546,430.054,2.896786,0.060217,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.896786,none,right,none,704.438,418.843
109,4.500000,0.135776,0.219093,2.900813,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,708.740,470.921,708.740,470.921,483.638,483.638,708.740,470.921,483.638,2.900813,0.022397,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.900813,none,right,none,698.584,471.311
110,4.541667,0.129699,0.301033,2.900813,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.663,512.405,705.663,512.405,521.563,521.563,705.663,512.405,521.563,2.900813,0.021834,1,0,generic_anchor_depth_raw_contact_interp_debug,1,2.900813,floor,,floor,695.662,512.074
111,4.583333,0.129130,0.213750,2.900813,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.375,468.216,705.375,468.216,477.896,477.896,705.375,468.216,477.896,2.900813,0.006412,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.900813,none,right,none,695.326,467.785
112,4.625000,0.128128,0.130361,2.896786,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,704.958,426.090,704.958,426.090,436.008,436.008,704.958,426.090,436.008,2.896786,0.018024,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.896786,none,right,none,694.686,426.158
113,4.666667,0.119974,0.063179,2.805735,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,702.798,393.070,702.798,393.070,403.340,403.340,702.798,393.070,403.340,2.805735,0.022281,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.805735,none,right,none,691.841,393.222
114,4.708333,0.114379,0.009693,2.668342,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,702.952,365.335,702.952,365.335,375.186,375.186,702.952,365.335,375.186,2.668342,0.055368,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.668342,none,right,none,692.166,365.720
115,4.750000,0.111432,-0.025528,2.668342,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,701.330,345.950,701.330,345.950,355.833,355.833,701.330,345.950,355.833,2.668342,0.016033,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.668342,none,right,none,690.407,346.362
116,4.791667,0.107528,-0.048995,2.502838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,703.095,331.251,703.095,331.251,339.757,339.757,703.095,331.251,339.757,2.502838,-1.263173,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.502838,none,right,none,692.941,331.239
117,4.833333,0.128296,-0.068215,2.502838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.281,319.973,715.281,319.973,329.822,329.822,715.281,319.973,329.822,2.502838,,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.502838,,,,,
118,4.875000,0.134702,-0.101085,2.502838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,719.040,300.686,719.040,300.686,310.128,310.128,719.040,300.686,310.128,2.502838,0.024932,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.502838,none,right,none,718.661,310.128
119,4.916667,0.156915,-0.151511,2.666544,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,726.421,276.555,726.421,276.555,285.917,285.917,726.421,276.555,285.917,2.666544,0.026528,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.666544,none,right,none,716.397,275.913
120,4.958333,0.181617,-0.186526,2.735886,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,737.491,259.874,737.491,259.874,268.395,268.395,737.491,259.874,268.395,2.735886,0.003466,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.735886,none,right,none,728.227,259.427
121,5.000000,0.202171,-0.205660,2.735886,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.524,249.603,748.524,249.603,257.800,257.800,748.524,249.603,257.800,2.735886,-0.025028,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.735886,none,right,none,739.003,249.067
122,5.041667,0.216943,-0.211490,2.713741,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.404,245.547,757.404,245.547,253.732,253.732,757.404,245.547,253.732,2.713741,-0.008880,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.713741,none,right,none,748.054,245.201
123,5.083333,0.233321,-0.211704,2.716415,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.143,245.544,766.143,245.544,253.647,253.647,766.143,245.544,253.647,2.716415,-0.005680,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.716415,none,right,none,756.688,245.297
124,5.125000,0.247336,-0.203113,2.716415,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,773.720,250.189,773.720,250.189,258.267,258.267,773.720,250.189,258.267,2.716415,-0.015287,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.716415,none,right,none,764.024,249.990
125,5.166667,0.234836,-0.202286,2.716415,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.962,250.636,766.962,250.636,258.447,258.447,766.962,250.636,258.447,2.716415,0.000340,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.716415,none,right,none,757.294,250.432
126,5.208333,0.204798,-0.216525,2.731770,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.100,243.596,750.100,243.596,251.546,251.546,750.100,243.596,251.546,2.731770,0.008462,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.731770,none,right,none,740.569,243.460
127,5.250000,0.172181,-0.219121,2.731770,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.565,242.200,732.565,242.200,250.182,250.182,732.565,242.200,250.182,2.731770,0.019395,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.731770,none,right,none,723.211,242.098
128,5.291667,0.143004,-0.217581,2.783669,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.446,245.209,715.446,245.209,253.266,253.266,715.446,245.209,253.266,2.783669,0.047547,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.783669,none,right,none,706.413,245.096
129,5.333333,0.110617,-0.205892,2.807295,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.868,252.290,697.868,252.290,260.860,260.860,697.868,252.290,260.860,2.807295,0.014474,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.807295,none,right,none,688.940,252.138
130,5.375000,0.079257,-0.187178,2.862432,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,680.664,263.966,680.664,263.966,272.595,272.595,680.664,263.966,272.595,2.862432,0.040487,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.862432,none,right,none,671.678,263.912
131,5.416667,0.047838,-0.156478,2.886524,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,664.339,280.387,664.339,280.387,288.468,288.468,664.339,280.387,288.468,2.886524,0.037198,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.886524,none,right,none,655.236,280.215
132,5.458333,0.014086,-0.117540,2.958189,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,646.993,301.647,646.993,301.647,309.962,309.962,646.993,301.647,309.962,2.958189,0.058096,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.958189,none,right,none,637.745,301.663
133,5.500000,-0.013118,-0.069846,2.970284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,633.514,325.466,633.514,325.466,333.182,333.182,633.514,325.466,333.182,2.970284,0.029691,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.970284,none,right,none,623.861,325.689
134,5.541667,-0.047481,-0.008614,2.970284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,616.524,355.741,616.524,355.741,364.087,364.087,616.524,355.741,364.087,2.970284,0.043295,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.970284,none,right,none,607.354,355.402
135,5.583333,-0.056542,-0.014429,2.970284,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,612.044,352.866,612.044,352.866,361.229,361.229,612.044,352.866,361.229,2.970284,0.022433,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.970284,none,right,none,602.740,352.530
136,5.625000,-0.035083,-0.085373,2.958189,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,622.583,317.616,622.583,317.616,325.681,325.681,622.583,317.616,325.681,2.958189,0.012261,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.958189,none,right,none,613.254,317.292
137,5.666667,-0.017817,-0.142617,2.912843,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,631.017,288.095,631.017,288.095,296.091,296.091,631.017,288.095,296.091,2.912843,-0.017336,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.912843,none,right,none,620.760,288.210
138,5.708333,-0.000325,-0.186796,2.893586,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,639.835,265.194,639.835,265.194,273.439,273.439,639.835,265.194,273.439,2.893586,-0.010987,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.893586,none,right,none,630.570,264.644
139,5.750000,0.012417,-0.225847,2.887212,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,646.316,245.121,646.316,245.121,252.955,252.955,646.316,245.121,252.955,2.887212,-0.013197,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887212,none,right,none,637.215,244.755
140,5.791667,0.026614,-0.255927,2.887042,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.538,229.813,653.538,229.813,237.442,237.442,653.538,229.813,237.442,2.887042,-0.015296,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887042,none,right,none,644.580,229.527
141,5.833333,0.040905,-0.272483,2.887042,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,660.808,221.391,660.808,221.391,228.864,228.864,660.808,221.391,228.864,2.887042,0.004493,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887042,none,right,none,651.956,221.273
142,5.875000,0.056714,-0.278810,2.887212,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,668.848,218.181,668.848,218.181,225.782,225.782,668.848,218.181,225.782,2.887212,-0.006345,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887212,none,right,none,660.240,217.676
143,5.916667,0.073458,-0.273065,2.887212,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,677.365,221.103,677.365,221.103,228.996,228.996,677.365,221.103,228.996,2.887212,-0.005283,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887212,none,right,none,668.689,220.959
144,5.958333,0.090365,-0.256445,2.887212,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,685.965,229.557,685.965,229.557,237.799,237.799,685.965,229.557,237.799,2.887212,-0.001496,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.887212,none,right,none,676.897,229.410
145,6.000000,0.105250,-0.226090,2.879311,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,693.683,244.682,693.683,244.682,253.154,253.154,693.683,244.682,253.154,2.879311,0.016074,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.879311,none,right,none,684.019,244.489
146,6.041667,0.121327,-0.180576,2.846080,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,702.606,266.821,702.606,266.821,275.991,275.991,702.606,266.821,275.991,2.846080,0.018880,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.846080,none,right,none,692.686,266.906
147,6.083333,0.135649,-0.121381,2.846080,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,709.996,297.366,709.996,297.366,307.941,307.941,709.996,297.366,307.941,2.846080,0.005352,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.846080,none,right,none,699.964,297.228
148,6.125000,0.142192,-0.041177,2.664322,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.378,337.303,718.378,337.303,347.862,347.862,718.378,337.303,347.862,2.664322,-0.251634,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.664322,none,right,none,708.224,338.244
149,6.166667,0.143200,-0.033142,2.450070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.836,340.134,725.836,340.134,348.895,348.895,725.836,340.134,348.895,2.450070,0.093647,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.450070,none,right,none,716.559,340.039
150,6.208333,0.153976,-0.035136,2.450070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.295,338.939,732.295,338.939,347.732,347.732,732.295,338.939,347.732,2.450070,-1.113751,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.450070,none,right,none,733.269,347.732
151,6.250000,0.177097,-0.081258,2.423214,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.331,310.753,747.331,310.753,320.361,320.361,747.331,310.753,320.361,2.423214,-0.819321,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.423214,none,right,none,748.113,320.361
152,6.291667,0.219645,-0.132850,2.450070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,771.658,280.368,771.658,280.368,290.107,290.107,771.658,280.368,290.107,2.450070,0.160133,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.450070,none,right,none,761.163,280.066
153,6.333333,0.249869,-0.176397,2.450070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,789.775,254.265,789.775,254.265,263.937,263.937,789.775,254.265,263.937,2.450070,0.076609,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.450070,none,right,none,779.992,254.228
154,6.375000,0.295411,-0.221871,2.601705,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,806.753,234.759,806.753,234.759,243.732,243.732,806.753,234.759,243.732,2.601705,0.017174,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.601705,none,right,none,796.868,234.658
155,6.416667,0.320989,-0.247042,2.618997,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,819.995,221.471,819.995,221.471,229.924,229.924,819.995,221.471,229.924,2.618997,0.006610,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.618997,none,right,none,810.525,221.364
156,6.458333,0.343290,-0.261524,2.618997,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,832.500,213.350,832.500,213.350,221.623,221.623,832.500,213.350,221.623,2.618997,-0.007003,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.618997,none,right,none,823.240,213.332
157,6.500000,0.362004,-0.268057,2.601705,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,844.343,208.688,844.343,208.688,216.848,216.848,844.343,208.688,216.848,2.601705,-0.017057,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.601705,none,right,none,834.918,208.714
158,6.541667,0.373878,-0.273256,2.601705,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,851.046,205.753,851.046,205.753,214.405,214.405,851.046,205.753,214.405,2.601705,-0.005980,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.601705,none,right,none,841.471,205.856
159,6.583333,0.358473,-0.294958,2.599059,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,842.556,193.333,842.556,193.333,201.831,201.831,842.556,193.333,201.831,2.599059,-0.013366,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.599059,none,right,none,832.964,193.430
160,6.625000,0.340982,-0.310847,2.599059,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,832.673,184.355,832.673,184.355,192.708,192.708,832.673,184.355,192.708,2.599059,0.012450,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.599059,none,right,none,822.982,184.426
161,6.666667,0.323983,-0.317534,2.592677,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,823.518,180.135,823.518,180.135,188.503,188.503,823.518,180.135,188.503,2.592677,0.009524,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.592677,none,right,none,814.812,179.990
162,6.708333,0.308573,-0.319580,2.592677,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,814.789,178.976,814.789,178.976,187.236,187.236,814.789,178.976,187.236,2.592677,0.012952,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.592677,none,right,none,805.759,178.880
163,6.750000,0.293182,-0.314387,2.599059,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,805.663,182.355,805.663,182.355,190.503,190.503,805.663,182.355,190.503,2.599059,0.017011,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.599059,none,right,none,796.559,182.151
164,6.791667,0.279797,-0.303295,2.611994,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.317,189.471,797.317,189.471,197.801,197.801,797.317,189.471,197.801,2.611994,0.003387,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.611994,none,right,none,788.183,189.375
165,6.833333,0.264612,-0.286241,2.618901,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,788.387,199.484,788.387,199.484,207.922,207.922,788.387,199.484,207.922,2.618901,0.020226,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.618901,none,right,none,779.537,199.637
166,6.875000,0.258363,-0.270037,2.717104,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,779.646,214.044,779.646,214.044,222.741,222.741,779.646,214.044,222.741,2.717104,0.049904,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.717104,none,right,none,770.848,214.074
167,6.916667,0.252167,-0.243020,2.791596,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,772.660,232.152,772.660,232.152,240.851,240.851,772.660,232.152,240.851,2.791596,0.061168,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.791596,none,right,none,763.449,232.259
168,6.958333,0.238510,-0.203838,2.830320,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,763.759,254.232,763.759,254.232,262.307,262.307,763.759,254.232,262.307,2.830320,0.044239,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.830320,none,right,none,754.469,254.610
169,7.000000,0.225727,-0.154019,2.859620,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,755.926,280.901,755.926,280.901,290.778,290.778,755.926,280.901,290.778,2.859620,0.037467,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.859620,none,right,none,746.354,280.982
170,7.041667,0.209043,-0.093617,2.868070,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.041,312.063,747.041,312.063,321.731,321.731,747.041,312.063,321.731,2.868070,0.027369,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.868070,none,right,none,738.073,312.223
171,7.083333,0.198854,-0.025165,2.915563,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.165,347.324,740.165,347.324,357.242,357.242,740.165,347.324,357.242,2.915563,0.036786,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.915563,none,right,none,731.209,347.685
172,7.125000,0.187549,0.054573,2.924404,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,734.185,387.406,734.185,387.406,396.500,396.500,734.185,387.406,396.500,2.924404,0.022664,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.924404,none,right,none,724.669,387.167
173,7.166667,0.170358,0.143520,2.924404,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.552,432.074,725.552,432.074,441.514,441.514,725.552,432.074,441.514,2.924404,0.022456,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.924404,none,right,none,715.977,431.952
174,7.208333,0.155073,0.251897,2.924404,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,717.876,486.500,717.876,486.500,498.453,498.453,717.876,486.500,498.453,2.924404,0.019359,0,0,generic_anchor_depth_raw_contact_interp_debug,1,2.924404,none,right,none,708.233,488.017
