frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
219,9.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002376,inactive,hand_floor_from_anchor_floor_candidates
220,9.125000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.002190,update,hand_floor_from_anchor_floor_candidates
221,9.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004054,inactive,hand_floor_from_anchor_floor_candidates
222,9.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006529,inactive,hand_floor_from_anchor_floor_candidates
223,9.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007799,inactive,hand_floor_from_anchor_floor_candidates
224,9.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007888,inactive,hand_floor_from_anchor_floor_candidates
225,9.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007325,inactive,hand_floor_from_anchor_floor_candidates
226,9.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006891,inactive,hand_floor_from_anchor_floor_candidates
227,9.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006490,inactive,hand_floor_from_anchor_floor_candidates
228,9.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007219,inactive,hand_floor_from_anchor_floor_candidates
229,9.500000,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.010391,update,hand_floor_from_anchor_floor_candidates
230,9.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.019626,inactive,hand_floor_from_anchor_floor_candidates
231,9.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.036712,inactive,hand_floor_from_anchor_floor_candidates
232,9.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.079836,inactive,hand_floor_from_anchor_floor_candidates
233,9.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.144243,inactive,hand_floor_from_anchor_floor_candidates
234,9.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.124035,inactive,hand_floor_from_anchor_floor_candidates
235,9.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.080417,inactive,hand_floor_from_anchor_floor_candidates
236,9.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.042360,inactive,hand_floor_from_anchor_floor_candidates
237,9.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.019529,inactive,hand_floor_from_anchor_floor_candidates
238,9.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008838,inactive,hand_floor_from_anchor_floor_candidates
239,9.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005468,inactive,hand_floor_from_anchor_floor_candidates
240,9.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005184,inactive,hand_floor_from_anchor_floor_candidates
