frame,time,correspondence_id,u,v,track_confidence,visible_fraction,occlusion_state,source
1,0.000000,center,717.111,260.685,1.000000,1.000000,visible,cotracker_sam2_mask_points
2,0.041667,center,716.257,258.149,1.000000,1.000000,visible,cotracker_sam2_mask_points
3,0.083333,center,715.296,259.167,1.000000,1.000000,visible,cotracker_sam2_mask_points
4,0.125000,center,714.060,265.693,1.000000,1.000000,visible,cotracker_sam2_mask_points
5,0.166667,center,713.266,279.627,1.000000,1.000000,visible,cotracker_sam2_mask_points
6,0.208333,center,710.423,300.277,1.000000,1.000000,visible,cotracker_sam2_mask_points
7,0.250000,center,708.305,328.178,1.000000,1.000000,visible,cotracker_sam2_mask_points
8,0.291667,center,707.129,363.914,1.000000,1.000000,visible,cotracker_sam2_mask_points
9,0.333333,center,704.953,412.668,1.000000,1.000000,visible,cotracker_sam2_mask_points
10,0.375000,center,701.727,470.747,1.000000,1.000000,visible,cotracker_sam2_mask_points
11,0.416667,center,701.970,537.891,1.000000,1.000000,visible,cotracker_sam2_mask_points
12,0.458333,center,699.049,493.957,1.000000,1.000000,visible,cotracker_sam2_mask_points
13,0.500000,center,698.917,456.289,1.000000,1.000000,visible,cotracker_sam2_mask_points
14,0.541667,center,699.431,423.929,1.000000,1.000000,visible,cotracker_sam2_mask_points
15,0.583333,center,699.388,400.357,1.000000,1.000000,visible,cotracker_sam2_mask_points
16,0.625000,center,699.821,382.772,1.000000,1.000000,visible,cotracker_sam2_mask_points
17,0.666667,center,716.387,360.312,1.000000,1.000000,visible,cotracker_sam2_mask_points
18,0.708333,center,737.859,324.985,1.000000,1.000000,visible,cotracker_sam2_mask_points
19,0.750000,center,756.194,296.232,1.000000,1.000000,visible,cotracker_sam2_mask_points
20,0.791667,center,771.090,275.010,1.000000,1.000000,visible,cotracker_sam2_mask_points
21,0.833333,center,783.692,259.190,1.000000,1.000000,visible,cotracker_sam2_mask_points
22,0.875000,center,795.290,250.084,1.000000,1.000000,visible,cotracker_sam2_mask_points
23,0.916667,center,804.708,245.902,1.000000,1.000000,visible,cotracker_sam2_mask_points
24,0.958333,center,813.175,246.400,1.000000,1.000000,visible,cotracker_sam2_mask_points
25,1.000000,center,807.705,243.434,1.000000,1.000000,visible,cotracker_sam2_mask_points
26,1.041667,center,798.023,233.720,1.000000,1.000000,visible,cotracker_sam2_mask_points
27,1.083333,center,786.259,226.574,1.000000,1.000000,visible,cotracker_sam2_mask_points
28,1.125000,center,775.996,224.300,1.000000,1.000000,visible,cotracker_sam2_mask_points
29,1.166667,center,764.680,224.399,1.000000,1.000000,visible,cotracker_sam2_mask_points
30,1.208333,center,756.688,237.015,1.000000,1.000000,visible,cotracker_sam2_mask_points
31,1.250000,center,750.194,244.668,1.000000,1.000000,visible,cotracker_sam2_mask_points
32,1.291667,center,743.286,259.744,1.000000,1.000000,visible,cotracker_sam2_mask_points
33,1.333333,center,732.576,298.286,1.000000,1.000000,visible,cotracker_sam2_mask_points
34,1.375000,center,723.924,347.552,1.000000,1.000000,visible,cotracker_sam2_mask_points
35,1.416667,center,715.772,366.231,1.000000,1.000000,visible,cotracker_sam2_mask_points
36,1.458333,center,706.224,418.047,1.000000,1.000000,visible,cotracker_sam2_mask_points
37,1.500000,center,696.517,477.042,1.000000,1.000000,visible,cotracker_sam2_mask_points
38,1.541667,center,695.024,509.868,1.000000,1.000000,visible,cotracker_sam2_mask_points
39,1.583333,center,697.682,453.277,1.000000,1.000000,visible,cotracker_sam2_mask_points
40,1.625000,center,698.518,417.014,1.000000,1.000000,visible,cotracker_sam2_mask_points
41,1.666667,center,698.691,385.662,1.000000,1.000000,visible,cotracker_sam2_mask_points
42,1.708333,center,699.075,360.610,1.000000,1.000000,visible,cotracker_sam2_mask_points
43,1.750000,center,698.297,341.294,1.000000,1.000000,visible,cotracker_sam2_mask_points
44,1.791667,center,697.032,329.980,1.000000,1.000000,visible,cotracker_sam2_mask_points
45,1.833333,center,695.812,324.394,1.000000,1.000000,visible,cotracker_sam2_mask_points
46,1.875000,center,694.381,324.493,1.000000,1.000000,visible,cotracker_sam2_mask_points
47,1.916667,center,699.499,321.704,1.000000,1.000000,visible,cotracker_sam2_mask_points
48,1.958333,center,724.150,305.829,1.000000,1.000000,visible,cotracker_sam2_mask_points
49,2.000000,center,745.705,286.059,1.000000,1.000000,visible,cotracker_sam2_mask_points
50,2.041667,center,766.612,271.424,1.000000,1.000000,visible,cotracker_sam2_mask_points
51,2.083333,center,784.542,260.783,1.000000,1.000000,visible,cotracker_sam2_mask_points
52,2.125000,center,798.185,255.710,1.000000,1.000000,visible,cotracker_sam2_mask_points
53,2.166667,center,808.168,252.798,1.000000,1.000000,visible,cotracker_sam2_mask_points
54,2.208333,center,801.837,243.194,1.000000,1.000000,visible,cotracker_sam2_mask_points
55,2.250000,center,789.199,231.193,1.000000,1.000000,visible,cotracker_sam2_mask_points
56,2.291667,center,776.439,225.611,1.000000,1.000000,visible,cotracker_sam2_mask_points
57,2.333333,center,763.571,224.338,1.000000,1.000000,visible,cotracker_sam2_mask_points
58,2.375000,center,750.395,228.679,1.000000,1.000000,visible,cotracker_sam2_mask_points
59,2.416667,center,736.984,237.429,1.000000,1.000000,visible,cotracker_sam2_mask_points
60,2.458333,center,722.829,252.010,1.000000,1.000000,visible,cotracker_sam2_mask_points
61,2.500000,center,709.111,271.320,1.000000,1.000000,visible,cotracker_sam2_mask_points
62,2.541667,center,697.401,294.311,1.000000,1.000000,visible,cotracker_sam2_mask_points
63,2.583333,center,685.188,323.666,1.000000,1.000000,visible,cotracker_sam2_mask_points
64,2.625000,center,674.279,355.804,1.000000,1.000000,visible,cotracker_sam2_mask_points
65,2.666667,center,662.767,390.565,1.000000,1.000000,visible,cotracker_sam2_mask_points
66,2.708333,center,654.450,394.448,1.000000,1.000000,visible,cotracker_sam2_mask_points
67,2.750000,center,647.845,368.873,1.000000,1.000000,visible,cotracker_sam2_mask_points
68,2.791667,center,642.105,347.732,1.000000,1.000000,visible,cotracker_sam2_mask_points
69,2.833333,center,636.299,331.731,1.000000,1.000000,visible,cotracker_sam2_mask_points
70,2.875000,center,628.281,321.159,1.000000,1.000000,visible,cotracker_sam2_mask_points
71,2.916667,center,619.628,315.929,1.000000,1.000000,visible,cotracker_sam2_mask_points
72,2.958333,center,610.560,315.879,1.000000,1.000000,visible,cotracker_sam2_mask_points
73,3.000000,center,600.582,320.212,1.000000,1.000000,visible,cotracker_sam2_mask_points
74,3.041667,center,592.543,327.647,1.000000,1.000000,visible,cotracker_sam2_mask_points
75,3.083333,center,591.603,325.482,1.000000,1.000000,visible,cotracker_sam2_mask_points
76,3.125000,center,599.935,307.930,1.000000,1.000000,visible,cotracker_sam2_mask_points
77,3.166667,center,616.085,290.129,1.000000,1.000000,visible,cotracker_sam2_mask_points
78,3.208333,center,629.780,280.791,1.000000,1.000000,visible,cotracker_sam2_mask_points
79,3.250000,center,643.347,278.626,1.000000,1.000000,visible,cotracker_sam2_mask_points
80,3.291667,center,656.847,283.027,1.000000,1.000000,visible,cotracker_sam2_mask_points
81,3.333333,center,669.488,294.532,1.000000,1.000000,visible,cotracker_sam2_mask_points
82,3.375000,center,682.533,313.909,1.000000,1.000000,visible,cotracker_sam2_mask_points
83,3.416667,center,695.073,340.688,1.000000,1.000000,visible,cotracker_sam2_mask_points
84,3.458333,center,708.836,371.973,1.000000,1.000000,visible,cotracker_sam2_mask_points
85,3.500000,center,732.904,346.863,1.000000,1.000000,visible,cotracker_sam2_mask_points
86,3.541667,center,760.523,307.504,1.000000,1.000000,visible,cotracker_sam2_mask_points
87,3.583333,center,783.969,277.714,1.000000,1.000000,visible,cotracker_sam2_mask_points
88,3.625000,center,802.396,256.259,1.000000,1.000000,visible,cotracker_sam2_mask_points
89,3.666667,center,817.236,242.533,1.000000,1.000000,visible,cotracker_sam2_mask_points
90,3.708333,center,810.104,233.279,1.000000,1.000000,visible,cotracker_sam2_mask_points
91,3.750000,center,801.773,227.796,1.000000,1.000000,visible,cotracker_sam2_mask_points
92,3.791667,center,794.064,227.436,1.000000,1.000000,visible,cotracker_sam2_mask_points
93,3.833333,center,787.432,230.990,1.000000,1.000000,visible,cotracker_sam2_mask_points
94,3.875000,center,782.412,239.936,1.000000,1.000000,visible,cotracker_sam2_mask_points
95,3.916667,center,776.685,252.993,1.000000,1.000000,visible,cotracker_sam2_mask_points
96,3.958333,center,771.658,270.970,1.000000,1.000000,visible,cotracker_sam2_mask_points
97,4.000000,center,766.953,292.565,1.000000,1.000000,visible,cotracker_sam2_mask_points
98,4.041667,center,762.542,318.927,1.000000,1.000000,visible,cotracker_sam2_mask_points
99,4.083333,center,757.994,311.087,1.000000,1.000000,visible,cotracker_sam2_mask_points
100,4.125000,center,753.062,299.108,1.000000,1.000000,visible,cotracker_sam2_mask_points
101,4.166667,center,747.475,291.101,1.000000,1.000000,visible,cotracker_sam2_mask_points
102,4.208333,center,743.432,289.033,1.000000,1.000000,visible,cotracker_sam2_mask_points
103,4.250000,center,738.287,291.585,1.000000,1.000000,visible,cotracker_sam2_mask_points
104,4.291667,center,733.684,300.984,1.000000,1.000000,visible,cotracker_sam2_mask_points
105,4.333333,center,728.763,317.076,1.000000,1.000000,visible,cotracker_sam2_mask_points
106,4.375000,center,724.547,341.744,1.000000,1.000000,visible,cotracker_sam2_mask_points
107,4.416667,center,718.909,375.877,1.000000,1.000000,visible,cotracker_sam2_mask_points
108,4.458333,center,714.753,418.546,1.000000,1.000000,visible,cotracker_sam2_mask_points
109,4.500000,center,708.740,470.921,1.000000,1.000000,visible,cotracker_sam2_mask_points
110,4.541667,center,705.663,512.405,1.000000,1.000000,visible,cotracker_sam2_mask_points
111,4.583333,center,705.375,468.216,1.000000,1.000000,visible,cotracker_sam2_mask_points
112,4.625000,center,704.958,426.090,1.000000,1.000000,visible,cotracker_sam2_mask_points
113,4.666667,center,702.798,393.070,1.000000,1.000000,visible,cotracker_sam2_mask_points
114,4.708333,center,702.952,365.335,1.000000,1.000000,visible,cotracker_sam2_mask_points
115,4.750000,center,701.330,345.950,1.000000,1.000000,visible,cotracker_sam2_mask_points
116,4.791667,center,703.095,331.251,1.000000,1.000000,visible,cotracker_sam2_mask_points
117,4.833333,center,715.281,319.973,1.000000,1.000000,visible,cotracker_sam2_mask_points
118,4.875000,center,719.040,300.686,1.000000,1.000000,visible,cotracker_sam2_mask_points
119,4.916667,center,726.421,276.555,1.000000,1.000000,visible,cotracker_sam2_mask_points
120,4.958333,center,737.491,259.874,1.000000,1.000000,visible,cotracker_sam2_mask_points
121,5.000000,center,748.524,249.603,1.000000,1.000000,visible,cotracker_sam2_mask_points
122,5.041667,center,757.404,245.547,1.000000,1.000000,visible,cotracker_sam2_mask_points
123,5.083333,center,766.143,245.544,1.000000,1.000000,visible,cotracker_sam2_mask_points
124,5.125000,center,773.720,250.189,1.000000,1.000000,visible,cotracker_sam2_mask_points
125,5.166667,center,766.962,250.636,1.000000,1.000000,visible,cotracker_sam2_mask_points
126,5.208333,center,750.100,243.596,1.000000,1.000000,visible,cotracker_sam2_mask_points
127,5.250000,center,732.565,242.200,1.000000,1.000000,visible,cotracker_sam2_mask_points
128,5.291667,center,715.446,245.209,1.000000,1.000000,visible,cotracker_sam2_mask_points
129,5.333333,center,697.868,252.290,1.000000,1.000000,visible,cotracker_sam2_mask_points
130,5.375000,center,680.664,263.966,1.000000,1.000000,visible,cotracker_sam2_mask_points
131,5.416667,center,664.339,280.387,1.000000,1.000000,visible,cotracker_sam2_mask_points
132,5.458333,center,646.993,301.647,1.000000,1.000000,visible,cotracker_sam2_mask_points
133,5.500000,center,633.514,325.466,1.000000,1.000000,visible,cotracker_sam2_mask_points
134,5.541667,center,616.524,355.741,1.000000,1.000000,visible,cotracker_sam2_mask_points
135,5.583333,center,612.044,352.866,1.000000,1.000000,visible,cotracker_sam2_mask_points
136,5.625000,center,622.583,317.616,1.000000,1.000000,visible,cotracker_sam2_mask_points
137,5.666667,center,631.017,288.095,1.000000,1.000000,visible,cotracker_sam2_mask_points
138,5.708333,center,639.835,265.194,1.000000,1.000000,visible,cotracker_sam2_mask_points
139,5.750000,center,646.316,245.121,1.000000,1.000000,visible,cotracker_sam2_mask_points
140,5.791667,center,653.538,229.813,1.000000,1.000000,visible,cotracker_sam2_mask_points
141,5.833333,center,660.808,221.391,1.000000,1.000000,visible,cotracker_sam2_mask_points
142,5.875000,center,668.848,218.181,1.000000,1.000000,visible,cotracker_sam2_mask_points
143,5.916667,center,677.365,221.103,1.000000,1.000000,visible,cotracker_sam2_mask_points
144,5.958333,center,685.965,229.557,1.000000,1.000000,visible,cotracker_sam2_mask_points
145,6.000000,center,693.683,244.682,1.000000,1.000000,visible,cotracker_sam2_mask_points
146,6.041667,center,702.606,266.821,1.000000,1.000000,visible,cotracker_sam2_mask_points
147,6.083333,center,709.996,297.366,1.000000,1.000000,visible,cotracker_sam2_mask_points
148,6.125000,center,718.378,337.303,1.000000,1.000000,visible,cotracker_sam2_mask_points
149,6.166667,center,725.836,340.134,1.000000,1.000000,visible,cotracker_sam2_mask_points
150,6.208333,center,732.295,338.939,1.000000,1.000000,visible,cotracker_sam2_mask_points
151,6.250000,center,747.331,310.753,1.000000,1.000000,visible,cotracker_sam2_mask_points
