frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
43,1.750000,698.297,341.294,698.297,341.294,698.297,341.294,cotracker_sam2_mask_points,center,698.297,350.260,350.260,8.966,8.966,cotracker_bottom,,,stage2_contact_policy,2.799587,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.666515,2.799587,2.799587,2.799587,1.000000,0.000000,,,12.514
44,1.791667,697.032,329.980,697.032,329.980,697.032,329.980,cotracker_sam2_mask_points,center,697.032,339.034,339.034,9.054,9.054,cotracker_bottom,,,stage2_contact_policy,2.704130,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.799587,2.704130,2.704130,2.704130,1.000000,0.000000,,,12.578
45,1.833333,695.812,324.394,695.812,324.394,695.812,324.394,cotracker_sam2_mask_points,center,695.812,333.387,333.387,8.993,8.993,cotracker_bottom,,,stage2_contact_policy,2.666515,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.704130,2.666515,2.666515,2.666515,1.000000,0.000000,,,12.952
46,1.875000,694.381,324.493,694.381,324.493,694.381,324.493,cotracker_sam2_mask_points,center,694.381,333.199,333.199,8.706,8.706,cotracker_bottom,,,stage2_contact_policy,2.090137,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.028877,2.090137,2.090137,2.090137,1.000000,0.000000,,,13.183
47,1.916667,699.499,321.704,699.499,321.704,699.499,321.704,cotracker_sam2_mask_points,center,699.499,331.352,331.352,9.648,9.648,cotracker_bottom,,,stage2_contact_policy,2.090137,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,1.917821,2.090137,2.090137,2.090137,1.000000,0.000000,,,0.000
48,1.958333,724.150,305.829,724.150,305.829,724.150,305.829,cotracker_sam2_mask_points,center,724.150,315.319,315.319,9.490,9.490,cotracker_bottom,,,stage2_contact_policy,2.090137,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,1.806765,2.090137,2.090137,2.090137,1.000000,0.000000,,,10.705
49,2.000000,745.705,286.059,745.705,286.059,745.705,286.059,cotracker_sam2_mask_points,center,745.705,294.829,294.829,8.770,8.770,cotracker_bottom,,,stage2_contact_policy,2.090137,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.090137,2.090137,2.090137,2.090137,1.000000,0.000000,,,12.903
50,2.041667,766.612,271.424,766.612,271.424,766.612,271.424,cotracker_sam2_mask_points,center,766.612,279.734,279.734,8.310,8.310,cotracker_bottom,,,stage2_contact_policy,2.556384,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.556384,2.556384,2.556384,2.556384,1.000000,0.000000,,,11.199
51,2.083333,784.542,260.783,784.542,260.783,784.542,260.783,cotracker_sam2_mask_points,center,784.542,268.467,268.467,7.684,7.684,cotracker_bottom,,,stage2_contact_policy,2.670545,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.779249,2.670545,2.670545,2.670545,1.000000,0.000000,,,10.202
52,2.125000,798.185,255.710,798.185,255.710,798.185,255.710,cotracker_sam2_mask_points,center,798.185,263.904,263.904,8.194,8.194,cotracker_bottom,,,stage2_contact_policy,2.670545,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.688443,2.670545,2.670545,2.670545,1.000000,0.000000,,,9.624
53,2.166667,808.168,252.798,808.168,252.798,808.168,252.798,cotracker_sam2_mask_points,center,808.168,261.306,261.306,8.508,8.508,cotracker_bottom,,,stage2_contact_policy,2.672549,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.670545,2.672549,2.672549,2.672549,1.000000,0.000000,,,9.950
