frame,time,object_support_v_raw,object_support_v,support_v_raw,support_v,signed_gap,gap,floor_score,proposal_score,confidence_level,is_candidate,floor_contact_state
1,0.000000,368.970,368.970,644.289,644.289,-275.318541,275.318541,0.215556,0.217256,none,0,0
2,0.041667,336.779,359.313,644.289,644.289,-284.975841,284.975841,0.000000,0.289675,none,0,0
3,0.083333,334.858,351.976,644.289,644.289,-292.312251,292.312251,0.000000,0.217256,none,0,0
4,0.125000,332.843,346.236,644.289,644.289,-298.052238,298.052238,0.000000,0.144837,none,0,0
5,0.166667,264.166,321.615,644.289,644.289,-322.673329,322.673329,0.000000,0.034585,none,0,0
6,0.208333,255.677,301.834,644.289,644.289,-342.454793,342.454793,0.000000,0.036339,none,0,0
7,0.250000,246.309,285.176,644.289,644.289,-359.112217,359.112217,0.000000,0.032289,none,0,0
8,0.291667,236.506,270.575,644.289,644.289,-373.713314,373.713314,0.000000,0.035307,none,0,0
9,0.333333,227.730,257.722,644.289,644.289,-386.566882,386.566882,0.000000,0.038962,none,0,0
10,0.375000,219.595,246.284,644.289,644.289,-398.004880,398.004880,0.000000,0.051668,none,0,0
11,0.416667,212.304,236.090,644.289,644.289,-408.198778,408.198778,0.000000,0.117384,none,0,0
12,0.458333,206.076,227.086,644.289,644.289,-417.202907,417.202907,0.000000,0.144632,none,0,0
13,0.500000,203.070,219.881,644.289,644.289,-424.407597,424.407597,0.000000,0.170700,none,0,0
14,0.541667,202.270,214.598,644.289,644.289,-429.690881,429.690881,0.000000,0.250106,none,0,0
15,0.583333,204.490,211.565,644.289,644.289,-432.723179,432.723179,0.000000,0.463237,none,0,0
16,0.625000,213.058,212.013,644.289,644.289,-432.275387,432.275387,0.000000,0.675448,none,0,0
17,0.666667,229.609,217.292,644.289,644.289,-426.996634,426.996634,0.000000,0.694026,none,0,0
18,0.708333,361.117,260.439,644.289,644.289,-383.849106,383.849106,0.132076,0.672453,none,0,0
19,0.750000,401.801,302.848,644.289,644.289,-341.440636,341.440636,0.564563,0.846674,soft,0,0
20,0.791667,454.887,348.460,644.289,644.289,-295.828908,295.828908,1.000000,1.000000,strong,0,0
21,0.833333,500.461,394.060,644.289,644.289,-250.228498,250.228498,1.000000,0.420044,strong,0,0
22,0.875000,575.536,448.503,644.289,644.289,-195.785711,195.785711,1.000000,1.000000,strong,0,0
23,0.916667,610.384,497.067,644.289,644.289,-147.221360,147.221360,1.000000,1.000000,strong,1,1
24,0.958333,556.155,514.794,644.289,644.289,-129.495014,129.495014,1.000000,1.000000,strong,0,0
25,1.000000,509.803,513.296,644.289,644.289,-130.992172,130.992172,1.000000,0.750000,strong,0,0
26,1.041667,457.272,496.489,644.289,644.289,-147.799483,147.799483,1.000000,0.500000,strong,0,0
27,1.083333,424.250,474.817,644.289,644.289,-169.471200,169.471200,0.803204,0.824780,strong,0,0
28,1.125000,404.624,453.759,644.289,644.289,-190.529203,190.529203,0.594572,0.479883,soft,0,0
29,1.166667,384.076,432.854,644.289,644.289,-211.434204,211.434204,0.376139,0.243298,proposal,0,0
30,1.208333,370.050,414.013,644.289,644.289,-230.275505,230.275505,0.227037,0.212293,none,0,0
31,1.250000,357.314,397.003,644.289,644.289,-247.285216,247.285216,0.091648,0.112006,none,0,0
32,1.291667,348.686,382.508,644.289,644.289,-261.780414,261.780414,0.000000,0.112970,none,0,0
33,1.333333,328.497,366.305,644.289,644.289,-277.983752,277.983752,0.000000,0.395101,none,0,0
34,1.375000,330.066,355.433,644.289,644.289,-288.855389,288.855389,0.000000,0.450574,none,0,0
35,1.416667,332.829,348.652,644.289,644.289,-295.636634,295.636634,0.000000,0.260277,none,0,0
36,1.458333,346.110,347.889,644.289,644.289,-296.399206,296.399206,0.000000,0.313382,none,0,0
37,1.500000,354.377,349.836,644.289,644.289,-294.452907,294.452907,0.060427,0.883700,none,0,0
38,1.541667,339.736,346.806,644.289,644.289,-297.482797,297.482797,0.000000,1.000000,none,0,0
39,1.583333,398.384,362.279,644.289,644.289,-282.009320,282.009320,0.528239,1.000000,soft,0,0
40,1.625000,479.363,397.404,644.289,644.289,-246.884187,246.884187,1.000000,0.430370,strong,0,0
41,1.666667,545.172,441.735,644.289,644.289,-202.553893,202.553893,1.000000,1.000000,strong,0,0
42,1.708333,603.990,490.411,644.289,644.289,-153.877287,153.877287,1.000000,1.000000,strong,1,1
43,1.750000,568.336,513.789,644.289,644.289,-130.499864,130.499864,1.000000,1.000000,strong,0,0
44,1.791667,516.126,514.490,644.289,644.289,-129.798667,129.798667,1.000000,0.731525,strong,0,0
45,1.833333,461.479,498.587,644.289,644.289,-145.701929,145.701929,1.000000,0.621166,strong,0,0
46,1.875000,431.118,478.346,644.289,644.289,-165.942513,165.942513,0.876214,0.453138,strong,0,0
47,1.916667,398.794,454.480,644.289,644.289,-189.808121,189.808121,0.532597,0.685618,soft,0,0
48,1.958333,369.355,428.943,644.289,644.289,-215.345747,215.345747,0.219649,0.522822,none,0,0
49,2.000000,345.694,403.968,644.289,644.289,-240.320385,240.320385,0.000000,0.692068,none,0,0
50,2.041667,332.431,382.507,644.289,644.289,-261.781532,261.781532,0.000000,0.746313,none,0,0
51,2.083333,327.124,365.892,644.289,644.289,-278.396435,278.396435,0.000000,0.844887,none,0,0
52,2.125000,329.311,354.918,644.289,644.289,-289.370767,289.370767,0.000000,1.000000,none,0,0
53,2.166667,345.060,351.960,644.289,644.289,-292.328099,292.328099,0.000000,1.000000,none,0,0
54,2.208333,371.877,357.935,644.289,644.289,-286.353132,286.353132,0.246459,1.000000,none,0,0
55,2.250000,419.811,376.498,644.289,644.289,-267.790455,267.790455,0.756016,1.000000,strong,0,0
56,2.291667,457.700,400.859,644.289,644.289,-243.429881,243.429881,1.000000,0.763192,strong,0,0
57,2.333333,557.992,447.999,644.289,644.289,-196.289879,196.289879,1.000000,1.000000,strong,0,0
58,2.375000,612.478,497.342,644.289,644.289,-146.946077,146.946077,1.000000,1.000000,strong,1,1
59,2.416667,576.150,520.985,644.289,644.289,-123.303817,123.303817,1.000000,1.000000,strong,0,0
60,2.458333,530.489,523.836,644.289,644.289,-120.452534,120.452534,1.000000,0.750000,strong,0,0
61,2.500000,491.509,514.138,644.289,644.289,-130.150636,130.150636,1.000000,0.500000,strong,0,0
62,2.541667,451.277,495.280,644.289,644.289,-149.008908,149.008908,1.000000,0.464986,strong,0,0
63,2.583333,419.185,472.451,644.289,644.289,-171.837298,171.837298,0.749361,1.000000,strong,0,0
64,2.625000,393.755,448.842,644.289,644.289,-195.446171,195.446171,0.479030,0.798925,soft,0,0
65,2.666667,379.439,428.021,644.289,644.289,-216.267182,216.267182,0.326846,0.134095,proposal,0,0
66,2.708333,368.685,410.220,644.289,644.289,-234.068090,234.068090,0.212527,0.101373,none,0,0
67,2.750000,360.214,395.219,644.289,644.289,-249.070025,249.070025,0.122476,0.272766,none,0,0
68,2.791667,355.125,383.190,644.289,644.289,-261.098080,261.098080,0.068378,0.293006,none,0,0
69,2.833333,355.152,374.779,644.289,644.289,-269.509618,269.509618,0.068665,0.330980,none,0,0
70,2.875000,362.448,371.080,644.289,644.289,-273.208895,273.208895,0.146225,0.333617,none,0,0
71,2.916667,371.365,371.165,644.289,644.289,-273.123289,273.123289,0.241016,0.329373,none,0,0
72,2.958333,384.874,375.278,644.289,644.289,-269.010665,269.010665,0.384622,0.408527,proposal,0,0
73,3.000000,361.965,371.284,644.289,644.289,-273.004528,273.004528,0.141090,0.872287,none,0,0
74,3.041667,425.577,387.572,644.289,644.289,-256.716632,256.716632,0.817311,0.998485,strong,0,0
75,3.083333,459.003,409.001,644.289,644.289,-235.287305,235.287305,1.000000,0.519366,strong,0,0
76,3.125000,518.212,441.764,644.289,644.289,-202.524076,202.524076,1.000000,0.000000,strong,0,0
77,3.166667,580.694,483.443,644.289,644.289,-160.845215,160.845215,1.000000,1.000000,strong,0,0
78,3.208333,601.092,518.738,644.289,644.289,-125.550613,125.550613,1.000000,1.000000,strong,1,1
79,3.250000,562.188,531.773,644.289,644.289,-112.515591,112.515591,1.000000,1.000000,strong,0,0
80,3.291667,508.510,524.794,644.289,644.289,-119.494476,119.494476,1.000000,0.750000,strong,0,0
81,3.333333,477.436,510.587,644.289,644.289,-133.701896,133.701896,1.000000,0.500000,strong,0,0
82,3.375000,454.714,493.825,644.289,644.289,-150.463689,150.463689,1.000000,0.260951,strong,0,0
83,3.416667,419.131,471.417,644.289,644.289,-172.871845,172.871845,0.748787,0.209891,strong,0,0
84,3.458333,391.909,447.564,644.289,644.289,-196.724154,196.724154,0.459407,0.330854,soft,0,0
85,3.500000,368.477,423.838,644.289,644.289,-220.450370,220.450370,0.210315,0.408800,none,0,0
86,3.541667,354.227,402.955,644.289,644.289,-241.333721,241.333721,0.058832,0.476060,none,0,0
87,3.583333,349.168,386.819,644.289,644.289,-257.469767,257.469767,0.005053,0.588830,none,0,0
88,3.625000,346.192,374.631,644.289,644.289,-269.657799,269.657799,0.000000,0.591769,none,0,0
89,3.666667,350.754,367.468,644.289,644.289,-276.820822,276.820822,0.021913,0.474964,none,0,0
90,3.708333,363.982,366.422,644.289,644.289,-277.866538,277.866538,0.162532,0.638942,none,0,0
91,3.750000,385.857,372.253,644.289,644.289,-272.036039,272.036039,0.395072,0.906973,proposal,0,0
92,3.791667,421.910,387.150,644.289,644.289,-257.138790,257.138790,0.778329,1.000000,strong,0,0
93,3.833333,469.568,411.875,644.289,644.289,-232.413315,232.413315,1.000000,1.000000,strong,0,0
94,3.875000,505.179,439.866,644.289,644.289,-204.422183,204.422183,1.000000,0.592977,strong,0,0
95,3.916667,584.861,483.365,644.289,644.289,-160.923790,160.923790,1.000000,1.000000,strong,0,0
96,3.958333,621.290,524.742,644.289,644.289,-119.546216,119.546216,1.000000,1.000000,strong,1,1
97,4.000000,570.281,538.404,644.289,644.289,-105.884613,105.884613,1.000000,1.000000,strong,0,0
98,4.041667,536.258,537.760,644.289,644.289,-106.528392,106.528392,1.000000,0.689605,strong,0,0
99,4.083333,499.519,526.288,644.289,644.289,-118.000737,118.000737,1.000000,0.459737,strong,0,0
100,4.125000,462.654,507.198,644.289,644.289,-137.090878,137.090878,1.000000,0.719791,strong,0,0
101,4.166667,441.260,487.416,644.289,644.289,-156.872177,156.872177,0.984027,0.512176,strong,0,0
102,4.208333,421.065,467.511,644.289,644.289,-176.777586,176.777586,0.769347,0.259238,strong,0,0
103,4.250000,402.244,447.931,644.289,644.289,-196.357673,196.357673,0.569272,0.263600,soft,0,0
104,4.291667,384.577,428.925,644.289,644.289,-215.363833,215.363833,0.381465,0.284257,proposal,0,0
105,4.333333,371.486,411.693,644.289,644.289,-232.595446,232.595446,0.242302,0.256229,none,0,0
106,4.375000,362.347,396.889,644.289,644.289,-247.399274,247.399274,0.145151,0.205093,none,0,0
107,4.416667,356.203,384.683,644.289,644.289,-259.605154,259.605154,0.079838,0.250724,none,0,0
108,4.458333,350.302,374.369,644.289,644.289,-269.919570,269.919570,0.017108,0.185169,none,0,0
