frame,time,tx,ty,tz,yaw,pitch,roll,scale,radius_m
31,1.250000,0.074550,-0.107150,1.876259,-0.353681,-0.134633,0.0,1.0,0.045
32,1.291667,0.082789,-0.123041,1.875112,-0.369169,-0.199591,0.0,1.0,0.045
33,1.333333,0.090949,-0.137713,1.876654,-0.381863,-0.268914,0.0,1.0,0.045
34,1.375000,0.096936,-0.150318,1.877624,-0.392055,-0.336441,0.0,1.0,0.045
35,1.416667,0.101656,-0.161818,1.879508,-0.400367,-0.398282,0.0,1.0,0.045
36,1.458333,0.107001,-0.169214,1.881626,-0.407226,-0.452882,0.0,1.0,0.045
37,1.500000,0.111292,-0.176109,1.884103,-0.412665,-0.500158,0.0,1.0,0.045
38,1.541667,0.113497,-0.181028,1.884038,-0.416531,-0.540689,0.0,1.0,0.045
39,1.583333,0.115755,-0.185863,1.883016,-0.418755,-0.575413,0.0,1.0,0.045
40,1.625000,0.118663,-0.188701,1.883227,-0.419402,-0.605581,0.0,1.0,0.045
41,1.666667,0.119959,-0.190626,1.883272,-0.418594,-0.632536,0.0,1.0,0.045
42,1.708333,0.119989,-0.191737,1.882377,-0.416514,-0.657246,0.0,1.0,0.045
43,1.750000,0.118672,-0.192431,1.882172,-0.413457,-0.680014,0.0,1.0,0.045
44,1.791667,0.118239,-0.193887,1.882185,-0.409819,-0.700616,0.0,1.0,0.045
45,1.833333,0.118790,-0.195346,1.882697,-0.406018,-0.718742,0.0,1.0,0.045
46,1.875000,0.118662,-0.196127,1.884323,-0.402407,-0.734334,0.0,1.0,0.045
47,1.916667,0.119063,-0.197349,1.885393,-0.399243,-0.747637,0.0,1.0,0.045
48,1.958333,0.119779,-0.198532,1.886249,-0.396663,-0.759036,0.0,1.0,0.045
49,2.000000,0.120702,-0.199429,1.887540,-0.394667,-0.768910,0.0,1.0,0.045
50,2.041667,0.121384,-0.200260,1.888327,-0.393120,-0.777559,0.0,1.0,0.045
51,2.083333,0.121729,-0.201146,1.887638,-0.391823,-0.785200,0.0,1.0,0.045
52,2.125000,0.122826,-0.202373,1.888320,-0.390599,-0.791981,0.0,1.0,0.045
53,2.166667,0.123176,-0.203313,1.887397,-0.389335,-0.798012,0.0,1.0,0.045
54,2.208333,0.123592,-0.204340,1.886636,-0.388018,-0.803396,0.0,1.0,0.045
55,2.250000,0.123509,-0.205403,1.885030,-0.386756,-0.808280,0.0,1.0,0.045
56,2.291667,0.123367,-0.206357,1.884184,-0.385759,-0.812866,0.0,1.0,0.045
57,2.333333,0.123478,-0.207071,1.882679,-0.385219,-0.817346,0.0,1.0,0.045
58,2.375000,0.123776,-0.208142,1.885161,-0.385166,-0.821804,0.0,1.0,0.045
59,2.416667,0.125723,-0.209005,1.886894,-0.385454,-0.826191,0.0,1.0,0.045
60,2.458333,0.127177,-0.209666,1.888131,-0.385893,-0.830386,0.0,1.0,0.045
61,2.500000,0.128034,-0.210749,1.889030,-0.386396,-0.834291,0.0,1.0,0.045
62,2.541667,0.129188,-0.211384,1.888033,-0.387029,-0.837837,0.0,1.0,0.045
63,2.583333,0.129688,-0.211979,1.886425,-0.387921,-0.840950,0.0,1.0,0.045
64,2.625000,0.129766,-0.212356,1.885292,-0.389135,-0.843551,0.0,1.0,0.045
65,2.666667,0.131217,-0.213274,1.885898,-0.390593,-0.845659,0.0,1.0,0.045
66,2.708333,0.131371,-0.213534,1.885135,-0.392074,-0.847454,0.0,1.0,0.045
67,2.750000,0.131789,-0.214415,1.884479,-0.393289,-0.849187,0.0,1.0,0.045
68,2.791667,0.132455,-0.215125,1.884236,-0.394001,-0.851006,0.0,1.0,0.045
69,2.833333,0.132753,-0.215934,1.884673,-0.394137,-0.852860,0.0,1.0,0.045
70,2.875000,0.133136,-0.216747,1.885388,-0.393836,-0.854566,0.0,1.0,0.045
71,2.916667,0.133813,-0.217806,1.887662,-0.393394,-0.855953,0.0,1.0,0.045
72,2.958333,0.133761,-0.218407,1.888395,-0.393088,-0.856985,0.0,1.0,0.045
73,3.000000,0.134346,-0.219665,1.889649,-0.393006,-0.857754,0.0,1.0,0.045
74,3.041667,0.134853,-0.220444,1.891083,-0.393005,-0.858403,0.0,1.0,0.045
75,3.083333,0.135405,-0.221266,1.892427,-0.392840,-0.859028,0.0,1.0,0.045
76,3.125000,0.135436,-0.222092,1.892849,-0.392323,-0.859645,0.0,1.0,0.045
77,3.166667,0.135795,-0.223065,1.894061,-0.391404,-0.860212,0.0,1.0,0.045
78,3.208333,0.136508,-0.223914,1.894482,-0.390137,-0.860663,0.0,1.0,0.045
79,3.250000,0.136851,-0.224784,1.895214,-0.388612,-0.860903,0.0,1.0,0.045
80,3.291667,0.137526,-0.225634,1.896267,-0.386887,-0.860779,0.0,1.0,0.045
81,3.333333,0.137793,-0.226500,1.896916,-0.384963,-0.860110,0.0,1.0,0.045
82,3.375000,0.138510,-0.227284,1.897095,-0.382780,-0.858738,0.0,1.0,0.045
83,3.416667,0.138657,-0.227899,1.897404,-0.380278,-0.856557,0.0,1.0,0.045
84,3.458333,0.139066,-0.228473,1.897710,-0.377463,-0.853490,0.0,1.0,0.045
85,3.500000,0.139203,-0.228997,1.897463,-0.374437,-0.849464,0.0,1.0,0.045
86,3.541667,0.139810,-0.229591,1.898053,-0.371362,-0.844404,0.0,1.0,0.045
87,3.583333,0.139811,-0.230043,1.897805,-0.368392,-0.838261,0.0,1.0,0.045
88,3.625000,0.139460,-0.230490,1.897011,-0.365627,-0.831040,0.0,1.0,0.045
89,3.666667,0.138936,-0.231003,1.897264,-0.363113,-0.822795,0.0,1.0,0.045
90,3.708333,0.138501,-0.231820,1.897786,-0.360903,-0.813571,0.0,1.0,0.045
91,3.750000,0.138064,-0.232487,1.898990,-0.359132,-0.803314,0.0,1.0,0.045
92,3.791667,0.137150,-0.232584,1.900015,-0.358062,-0.791823,0.0,1.0,0.045
93,3.833333,0.136468,-0.232803,1.901442,-0.358077,-0.778780,0.0,1.0,0.045
94,3.875000,0.136015,-0.233364,1.904230,-0.359613,-0.763785,0.0,1.0,0.045
95,3.916667,0.133789,-0.232735,1.903412,-0.363037,-0.746307,0.0,1.0,0.045
96,3.958333,0.130491,-0.231005,1.902319,-0.368506,-0.725613,0.0,1.0,0.045
97,4.000000,0.125222,-0.226385,1.897692,-0.375862,-0.700801,0.0,1.0,0.045
98,4.041667,0.119712,-0.219251,1.893061,-0.384619,-0.670938,0.0,1.0,0.045
99,4.083333,0.113305,-0.210910,1.887367,-0.394044,-0.635150,0.0,1.0,0.045
100,4.125000,0.107333,-0.202636,1.884001,-0.403295,-0.592606,0.0,1.0,0.045
101,4.166667,0.101033,-0.194053,1.879478,-0.411560,-0.542465,0.0,1.0,0.045
102,4.208333,0.094655,-0.183139,1.875112,-0.418176,-0.483994,0.0,1.0,0.045
103,4.250000,0.086388,-0.170551,1.870385,-0.422682,-0.416985,0.0,1.0,0.045
104,4.291667,0.076867,-0.155780,1.867033,-0.424769,-0.342480,0.0,1.0,0.045
105,4.333333,0.067008,-0.139137,1.862806,-0.424183,-0.263670,0.0,1.0,0.045
106,4.375000,0.056592,-0.118868,1.857611,-0.420685,-0.186398,0.0,1.0,0.045
107,4.416667,0.044634,-0.096339,1.854952,-0.414108,-0.118245,0.0,1.0,0.045
108,4.458333,0.033031,-0.071069,1.849878,-0.404415,-0.065754,0.0,1.0,0.045
109,4.500000,0.020996,-0.044314,1.850197,-0.391720,-0.031360,0.0,1.0,0.045
110,4.541667,0.008522,-0.017393,1.848888,-0.376275,-0.012584,0.0,1.0,0.045
111,4.583333,-0.002064,0.011871,1.850738,-0.358469,-0.004180,0.0,1.0,0.045
112,4.625000,-0.013353,0.038175,1.851617,-0.338814,-0.001134,0.0,1.0,0.045
113,4.666667,-0.023350,0.064414,1.854898,-0.317939,-0.000247,0.0,1.0,0.045
114,4.708333,-0.033140,0.088445,1.859068,-0.296562,-0.000042,0.0,1.0,0.045
115,4.750000,-0.042042,0.115567,1.864672,-0.275389,-0.000005,0.0,1.0,0.045
116,4.791667,-0.048960,0.138726,1.868524,-0.254969,-0.000000,0.0,1.0,0.045
117,4.833333,-0.054567,0.161967,1.878484,-0.235663,-0.000000,0.0,1.0,0.045
118,4.875000,-0.059018,0.182652,1.885605,-0.217786,-0.000000,0.0,1.0,0.045
119,4.916667,-0.063236,0.202507,1.892207,-0.201808,-0.000000,0.0,1.0,0.045
120,4.958333,-0.066907,0.221099,1.897755,-0.188390,-0.000000,0.0,1.0,0.045
121,5.000000,-0.070795,0.236528,1.899588,-0.178133,-0.000000,0.0,1.0,0.045
122,5.041667,-0.072076,0.242814,1.899262,-0.171209,-0.000000,0.0,1.0,0.045
123,5.083333,-0.072528,0.246387,1.900190,-0.167205,-0.000000,0.0,1.0,0.045
124,5.125000,-0.074596,0.249475,1.897888,-0.165326,-0.000000,0.0,1.0,0.045
125,5.166667,-0.075906,0.250852,1.896821,-0.164731,-0.000000,0.0,1.0,0.045
126,5.208333,-0.075843,0.252175,1.895540,-0.164740,-0.000000,0.0,1.0,0.045
127,5.250000,-0.076067,0.253727,1.894906,-0.164864,-0.000000,0.0,1.0,0.045
128,5.291667,-0.076353,0.255497,1.894261,-0.164800,-0.000000,0.0,1.0,0.045
129,5.333333,-0.077229,0.257764,1.891704,-0.164420,-0.000000,0.0,1.0,0.045
130,5.375000,-0.077137,0.259308,1.890186,-0.163728,-0.000000,0.0,1.0,0.045
131,5.416667,-0.077567,0.261208,1.888981,-0.162788,-0.000000,0.0,1.0,0.045
132,5.458333,-0.077406,0.262800,1.889404,-0.161647,-0.000000,0.0,1.0,0.045
133,5.500000,-0.077691,0.264518,1.888083,-0.160317,-0.000000,0.0,1.0,0.045
134,5.541667,-0.078458,0.265980,1.886554,-0.158797,-0.000000,0.0,1.0,0.045
135,5.583333,-0.079243,0.267401,1.886256,-0.157101,-0.000000,0.0,1.0,0.045
136,5.625000,-0.079523,0.268586,1.884702,-0.155260,-0.000000,0.0,1.0,0.045
137,5.666667,-0.080427,0.269826,1.883860,-0.153309,-0.000000,0.0,1.0,0.045
138,5.708333,-0.080309,0.271063,1.883383,-0.151291,-0.000000,0.0,1.0,0.045
139,5.750000,-0.081071,0.272291,1.882342,-0.149264,-0.000000,0.0,1.0,0.045
140,5.791667,-0.081485,0.273445,1.882890,-0.147317,-0.000000,0.0,1.0,0.045
141,5.833333,-0.082199,0.274648,1.881770,-0.145549,-0.000000,0.0,1.0,0.045
142,5.875000,-0.081424,0.275405,1.884361,-0.144050,-0.000000,0.0,1.0,0.045
143,5.916667,-0.081731,0.276208,1.884354,-0.142909,-0.000000,0.0,1.0,0.045
144,5.958333,-0.081460,0.276910,1.885818,-0.142228,-0.000000,0.0,1.0,0.045
145,6.000000,-0.081418,0.277725,1.886693,-0.142103,-0.000000,0.0,1.0,0.045
146,6.041667,-0.081085,0.278108,1.888074,-0.142573,-0.000000,0.0,1.0,0.045
147,6.083333,-0.080755,0.278968,1.887958,-0.143595,-0.000000,0.0,1.0,0.045
148,6.125000,-0.080262,0.279578,1.890402,-0.145065,-0.000000,0.0,1.0,0.045
149,6.166667,-0.080537,0.280169,1.890728,-0.146854,-0.000000,0.0,1.0,0.045
150,6.208333,-0.079687,0.280658,1.892662,-0.148827,-0.000000,0.0,1.0,0.045
151,6.250000,-0.079088,0.281761,1.895738,-0.150864,-0.000000,0.0,1.0,0.045
152,6.291667,-0.078536,0.282470,1.897498,-0.152896,-0.000000,0.0,1.0,0.045
153,6.333333,-0.078627,0.283214,1.899474,-0.154946,-0.000000,0.0,1.0,0.045
154,6.375000,-0.079105,0.284426,1.901226,-0.157150,-0.000000,0.0,1.0,0.045
155,6.416667,-0.079785,0.285794,1.904425,-0.159731,-0.000000,0.0,1.0,0.045
156,6.458333,-0.080152,0.286693,1.905485,-0.162891,-0.000000,0.0,1.0,0.045
157,6.500000,-0.080152,0.287315,1.904620,-0.166738,-0.000000,0.0,1.0,0.045
158,6.541667,-0.080052,0.287970,1.906806,-0.171365,-0.000000,0.0,1.0,0.045
159,6.583333,-0.080707,0.288139,1.908331,-0.177077,-0.000000,0.0,1.0,0.045
160,6.625000,-0.081610,0.288272,1.905910,-0.184550,-0.000000,0.0,1.0,0.045
161,6.666667,-0.082385,0.288979,1.903900,-0.194699,-0.000000,0.0,1.0,0.045
162,6.708333,-0.077806,0.286921,1.900670,-0.208245,-0.000000,0.0,1.0,0.045
163,6.750000,-0.069508,0.283696,1.901445,-0.225302,-0.000000,0.0,1.0,0.045
164,6.791667,-0.058366,0.279526,1.900686,-0.245342,-0.000000,0.0,1.0,0.045
165,6.833333,-0.046520,0.274535,1.901238,-0.267615,-0.000000,0.0,1.0,0.045
166,6.875000,-0.031989,0.270994,1.900160,-0.291644,-0.000000,0.0,1.0,0.045
167,6.916667,-0.017491,0.265980,1.906851,-0.317359,-0.000000,0.0,1.0,0.045
168,6.958333,0.001692,0.265736,1.909491,-0.344687,-0.000000,0.0,1.0,0.045
169,7.000000,0.019282,0.264137,1.914075,-0.372973,-0.000000,0.0,1.0,0.045
170,7.041667,0.036208,0.268395,1.916584,-0.400839,-0.000000,0.0,1.0,0.045
171,7.083333,0.051106,0.273107,1.921106,-0.426695,-0.000000,0.0,1.0,0.045
172,7.125000,0.062585,0.279126,1.930235,-0.449469,-0.000000,0.0,1.0,0.045
173,7.166667,0.069083,0.284605,1.937014,-0.468972,-0.000000,0.0,1.0,0.045
174,7.208333,0.072757,0.287467,1.940942,-0.485755,-0.000000,0.0,1.0,0.045
175,7.250000,0.074243,0.288808,1.943917,-0.500673,-0.000000,0.0,1.0,0.045
176,7.291667,0.075346,0.289764,1.946772,-0.514432,-0.000000,0.0,1.0,0.045
177,7.333333,0.077585,0.290551,1.948916,-0.527264,-0.000000,0.0,1.0,0.045
178,7.375000,0.080281,0.290535,1.952959,-0.538828,-0.000000,0.0,1.0,0.045
179,7.416667,0.082543,0.291377,1.957924,-0.548365,-0.000000,0.0,1.0,0.045
180,7.458333,0.083798,0.292385,1.958510,-0.554976,-0.000000,0.0,1.0,0.045
181,7.500000,0.085592,0.293224,1.961179,-0.557885,-0.000000,0.0,1.0,0.045
182,7.541667,0.085994,0.294780,1.960861,-0.556662,-0.000000,0.0,1.0,0.045
183,7.583333,0.087088,0.296650,1.961061,-0.551336,-0.000000,0.0,1.0,0.045
184,7.625000,0.087380,0.298505,1.959352,-0.542352,-0.000000,0.0,1.0,0.045
185,7.666667,0.087796,0.300030,1.958158,-0.530358,-0.000000,0.0,1.0,0.045
186,7.708333,0.089437,0.300672,1.955924,-0.516029,-0.000000,0.0,1.0,0.045
187,7.750000,0.089463,0.302011,1.952381,-0.500117,-0.000000,0.0,1.0,0.045
188,7.791667,0.088276,0.303588,1.949360,-0.483629,-0.000000,0.0,1.0,0.045
189,7.833333,0.089244,0.304661,1.949165,-0.467882,-0.000000,0.0,1.0,0.045
190,7.875000,0.087629,0.305313,1.944894,-0.454354,-0.000000,0.0,1.0,0.045
191,7.916667,0.087578,0.305618,1.943159,-0.444429,-0.000000,0.0,1.0,0.045
192,7.958333,0.084465,0.303797,1.939258,-0.439176,-0.000000,0.0,1.0,0.045
