frame,time,tx,ty,tz,yaw,pitch,roll,scale,radius_m
1,0.000000,-0.020681,0.265680,1.942197,-0.087003,-0.000000,0.0,1.0,0.045
2,0.041667,-0.020986,0.265763,1.942549,-0.086847,-0.000000,0.0,1.0,0.045
3,0.083333,-0.021287,0.266051,1.942829,-0.086521,-0.000000,0.0,1.0,0.045
4,0.125000,-0.021633,0.266111,1.943475,-0.086008,-0.000000,0.0,1.0,0.045
5,0.166667,-0.021793,0.266126,1.943214,-0.085287,-0.000000,0.0,1.0,0.045
6,0.208333,-0.021327,0.265709,1.944264,-0.084344,-0.000000,0.0,1.0,0.045
7,0.250000,-0.021190,0.265072,1.945971,-0.083200,-0.000000,0.0,1.0,0.045
8,0.291667,-0.021372,0.264235,1.944767,-0.081971,-0.000000,0.0,1.0,0.045
9,0.333333,-0.020858,0.262998,1.944033,-0.080942,-0.000000,0.0,1.0,0.045
10,0.375000,-0.019639,0.261553,1.943936,-0.080600,-0.000000,0.0,1.0,0.045
11,0.416667,-0.018264,0.258685,1.944648,-0.081585,-0.000000,0.0,1.0,0.045
12,0.458333,-0.017425,0.253246,1.945307,-0.084489,-0.000000,0.0,1.0,0.045
13,0.500000,-0.016620,0.243579,1.941872,-0.089583,-0.000000,0.0,1.0,0.045
14,0.541667,-0.014560,0.230185,1.939476,-0.096634,-0.000000,0.0,1.0,0.045
15,0.583333,-0.012480,0.215820,1.937202,-0.105011,-0.000000,0.0,1.0,0.045
16,0.625000,-0.010496,0.200814,1.933713,-0.114036,-0.000000,0.0,1.0,0.045
17,0.666667,-0.007667,0.185322,1.933108,-0.123347,-0.000000,0.0,1.0,0.045
18,0.708333,-0.005711,0.169512,1.927758,-0.133029,-0.000000,0.0,1.0,0.045
19,0.750000,-0.003042,0.148712,1.922517,-0.143449,-0.000000,0.0,1.0,0.045
20,0.791667,-0.001075,0.128554,1.914973,-0.154999,-0.000000,0.0,1.0,0.045
21,0.833333,0.002619,0.107720,1.910304,-0.167946,-0.000000,0.0,1.0,0.045
22,0.875000,0.006385,0.086956,1.903721,-0.182449,-0.000001,0.0,1.0,0.045
23,0.916667,0.010468,0.066009,1.898824,-0.198581,-0.000017,0.0,1.0,0.045
24,0.958333,0.015453,0.046405,1.892955,-0.216289,-0.000111,0.0,1.0,0.045
25,1.000000,0.021242,0.025383,1.889476,-0.235315,-0.000546,0.0,1.0,0.045
26,1.041667,0.029273,0.000232,1.883149,-0.255234,-0.002159,0.0,1.0,0.045
27,1.083333,0.037920,-0.023361,1.882020,-0.275591,-0.006984,0.0,1.0,0.045
28,1.125000,0.046040,-0.046522,1.879077,-0.296041,-0.018709,0.0,1.0,0.045
29,1.166667,0.055216,-0.070147,1.882145,-0.316274,-0.042068,0.0,1.0,0.045
30,1.208333,0.065501,-0.087839,1.877946,-0.335766,-0.080701,0.0,1.0,0.045
