frame,time,ball_center_x,ball_center_y,radius,mask_area
41,1.666667,718.857,232.276,38.860,4744.0
42,1.708333,720.841,228.959,38.962,4769.0
43,1.750000,722.955,225.962,39.027,4785.0
44,1.791667,725.832,223.468,38.921,4759.0
45,1.833333,727.378,221.019,39.035,4787.0
46,1.875000,728.202,218.774,39.235,4836.0
47,1.916667,728.626,216.782,39.235,4836.0
48,1.958333,729.038,214.801,39.206,4829.0
49,2.000000,729.414,212.987,39.251,4840.0
50,2.041667,729.149,211.391,39.570,4919.0
51,2.083333,729.928,209.238,39.271,4845.0
52,2.125000,729.336,207.511,39.646,4938.0
53,2.166667,729.353,205.603,39.738,4961.0
54,2.208333,730.090,203.836,39.417,4881.0
55,2.250000,729.261,202.307,39.746,4963.0
56,2.291667,729.018,200.460,39.750,4964.0
57,2.333333,728.920,198.705,39.822,4982.0
58,2.375000,728.801,196.947,39.854,4990.0
59,2.416667,728.606,195.395,39.878,4996.0
60,2.458333,729.135,193.270,39.433,4885.0
61,2.500000,728.496,191.935,39.586,4923.0
62,2.541667,728.269,190.622,39.521,4907.0
63,2.583333,728.311,189.060,39.137,4812.0
64,2.625000,728.173,187.780,39.186,4824.0
65,2.666667,727.984,186.562,39.157,4817.0
66,2.708333,727.895,185.456,39.056,4792.0
67,2.750000,727.551,184.384,39.263,4843.0
68,2.791667,727.507,183.212,39.263,4843.0
69,2.833333,727.635,182.061,39.198,4827.0
70,2.875000,727.531,180.979,39.157,4817.0
71,2.916667,727.318,180.099,39.157,4817.0
72,2.958333,727.156,179.311,39.092,4801.0
73,3.000000,727.049,178.534,38.950,4766.0
74,3.041667,726.875,177.794,38.929,4761.0
75,3.083333,726.797,177.079,38.945,4765.0
76,3.125000,726.759,176.519,38.917,4758.0
77,3.166667,726.673,176.005,38.921,4759.0
78,3.208333,726.647,175.521,38.880,4749.0
79,3.250000,726.625,175.226,38.925,4760.0
80,3.291667,726.634,174.917,38.831,4737.0
81,3.333333,726.505,174.893,38.872,4747.0
82,3.375000,726.341,175.156,38.884,4750.0
83,3.416667,726.172,175.634,38.945,4765.0
84,3.458333,726.000,176.494,39.015,4782.0
85,3.500000,725.670,177.686,39.035,4787.0
86,3.541667,725.481,179.144,39.117,4807.0
87,3.583333,725.068,180.820,39.141,4813.0
88,3.625000,724.631,182.603,39.255,4841.0
89,3.666667,724.180,184.847,39.214,4831.0
90,3.708333,723.400,186.976,39.060,4793.0
91,3.750000,722.695,189.579,39.072,4796.0
92,3.791667,722.122,192.114,39.104,4804.0
93,3.833333,721.158,195.001,39.235,4836.0
94,3.875000,720.253,197.822,39.328,4859.0
95,3.916667,718.687,200.499,39.372,4870.0
96,3.958333,716.734,202.984,39.174,4821.0
97,4.000000,713.902,206.346,39.121,4808.0
98,4.041667,710.306,209.731,39.239,4837.0
99,4.083333,705.930,213.191,38.941,4764.0
100,4.125000,700.289,217.203,39.287,4849.0
101,4.166667,695.028,221.756,38.986,4775.0
102,4.208333,688.172,227.554,39.174,4821.0
103,4.250000,680.256,234.825,39.376,4871.0
104,4.291667,672.913,244.287,39.461,4892.0
105,4.333333,663.542,255.463,39.449,4889.0
106,4.375000,654.858,267.390,39.307,4854.0
107,4.416667,644.684,282.330,39.251,4840.0
108,4.458333,634.733,298.850,39.890,4999.0
109,4.500000,625.321,316.429,39.340,4862.0
110,4.541667,615.537,334.937,39.994,5025.0
111,4.583333,606.147,355.572,39.461,4892.0
112,4.625000,595.769,376.413,39.396,4876.0
113,4.666667,586.016,397.124,40.161,5067.0
114,4.708333,576.555,419.161,40.567,5170.0
115,4.750000,568.858,439.320,39.582,4922.0
116,4.791667,561.667,458.121,39.742,4962.0
117,4.833333,556.761,473.796,39.525,4908.0
118,4.875000,552.023,488.728,39.303,4853.0
119,4.916667,548.044,501.789,39.501,4902.0
120,4.958333,544.810,513.576,39.336,4861.0
121,5.000000,541.146,523.329,38.728,4712.0
122,5.041667,539.019,531.597,38.675,4699.0
123,5.083333,537.567,537.958,38.369,4625.0
124,5.125000,536.810,542.665,38.741,4715.0
125,5.166667,535.805,546.939,38.203,4585.0
126,5.208333,535.238,550.303,38.194,4583.0
127,5.250000,535.247,553.404,38.605,4682.0
128,5.291667,534.633,556.047,38.348,4620.0
129,5.333333,534.309,558.011,38.361,4623.0
130,5.375000,534.089,560.221,38.352,4621.0
131,5.416667,533.729,561.797,38.269,4601.0
132,5.458333,533.954,562.882,38.708,4707.0
133,5.500000,533.770,564.171,38.835,4738.0
134,5.541667,533.076,565.446,38.290,4606.0
135,5.583333,533.033,566.332,38.435,4641.0
136,5.625000,532.525,566.318,38.269,4601.0
137,5.666667,532.488,566.263,38.555,4670.0
138,5.708333,532.476,566.731,38.456,4646.0
139,5.750000,532.399,567.629,38.381,4628.0
140,5.791667,532.173,568.290,38.298,4608.0
141,5.833333,531.533,568.264,38.588,4678.0
142,5.875000,531.085,568.332,38.605,4682.0
143,5.916667,530.880,568.236,38.547,4668.0
144,5.958333,530.722,568.462,38.555,4670.0
145,6.000000,530.559,568.582,38.547,4668.0
146,6.041667,530.469,568.641,38.530,4664.0
147,6.083333,530.402,568.635,38.568,4673.0
148,6.125000,530.440,568.637,38.568,4673.0
149,6.166667,530.429,568.555,38.597,4680.0
150,6.208333,530.440,568.601,38.580,4676.0
151,6.250000,530.475,568.609,38.588,4678.0
152,6.291667,530.450,568.632,38.588,4678.0
153,6.333333,530.468,568.591,38.584,4677.0
154,6.375000,530.464,568.618,38.597,4680.0
155,6.416667,530.480,568.583,38.629,4688.0
156,6.458333,530.471,568.509,38.629,4688.0
157,6.500000,530.470,568.472,38.675,4699.0
158,6.541667,530.780,568.573,38.564,4672.0
159,6.583333,530.145,568.384,38.835,4738.0
160,6.625000,530.496,568.499,38.716,4709.0
161,6.666667,530.670,568.594,38.149,4572.0
162,6.708333,530.754,568.763,38.061,4551.0
163,6.750000,530.571,568.744,38.502,4657.0
164,6.791667,530.654,568.956,38.219,4589.0
165,6.833333,530.449,568.648,38.555,4670.0
166,6.875000,530.896,568.709,38.390,4630.0
167,6.916667,530.200,568.690,38.410,4635.0
168,6.958333,530.239,568.477,38.514,4660.0
169,7.000000,530.626,568.623,38.311,4611.0
170,7.041667,530.368,568.525,37.914,4516.0
171,7.083333,530.628,568.632,38.323,4614.0
172,7.125000,530.043,568.558,38.398,4632.0
173,7.166667,530.218,568.471,37.944,4523.0
174,7.208333,530.252,568.462,37.834,4497.0
175,7.250000,530.234,568.485,37.775,4483.0
176,7.291667,530.221,568.471,37.775,4483.0
177,7.333333,530.549,568.594,38.207,4586.0
178,7.375000,530.538,568.599,38.236,4593.0
179,7.416667,530.577,568.621,38.194,4583.0
180,7.458333,530.589,568.596,38.219,4589.0
181,7.500000,530.593,568.597,38.224,4590.0
182,7.541667,530.666,568.616,38.261,4599.0
183,7.583333,530.125,568.539,38.444,4643.0
184,7.625000,530.582,568.634,38.307,4610.0
185,7.666667,530.638,568.615,38.303,4609.0
186,7.708333,530.080,568.566,38.423,4638.0
187,7.750000,530.334,568.516,37.864,4504.0
188,7.791667,530.302,568.502,37.843,4499.0
189,7.833333,530.228,568.480,37.830,4496.0
190,7.875000,530.498,568.588,38.219,4589.0
191,7.916667,530.268,568.494,37.830,4496.0
192,7.958333,530.485,568.592,38.219,4589.0
