frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-1.456462,1.258312,9.092531,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.510,838.933,36.661,653.510,838.933,23.289,862.222,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.181176,7.000071,11.350948,4.350865,0.000000,0,
2,0.033333,-1.452738,1.259426,9.082188,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.954,839.422,36.729,653.954,839.422,23.310,862.732,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186268,7.002367,11.340560,4.338226,0.000000,0,
3,0.066667,-1.451296,1.258622,9.071846,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.955,839.539,36.730,653.955,839.539,23.331,862.870,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.188973,7.003228,11.330172,4.327023,0.000000,0,
4,0.100000,-1.450933,1.256445,9.061503,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.746,839.389,36.747,653.746,839.389,23.353,862.742,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.191107,7.002945,11.319784,4.316963,0.000000,0,
5,0.133333,-1.449566,1.255316,9.051159,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.732,839.443,36.747,653.732,839.443,23.374,862.817,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.191514,7.003512,11.309396,4.306051,0.000000,0,
6,0.166667,-1.447845,1.253653,9.040807,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.787,839.393,36.810,653.787,839.393,23.395,862.788,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.189410,7.002506,11.299008,4.296706,0.000000,0,
7,0.200000,-1.446215,1.252377,9.030442,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.824,839.419,36.809,653.824,839.419,23.417,862.836,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186684,7.002404,11.288620,4.286443,0.000000,0,
8,0.233333,-1.444622,1.250817,9.020051,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.853,839.390,36.809,653.853,839.390,23.438,862.828,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.184514,7.003780,11.278232,4.274676,0.000000,0,
9,0.266667,-1.443218,1.249261,9.009618,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.844,839.363,36.746,653.844,839.363,23.460,862.823,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.182759,7.004658,11.267843,4.263365,0.000000,0,
10,0.300000,-1.441857,1.247625,8.999123,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.825,839.322,36.868,653.825,839.322,23.482,862.804,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.182298,7.003089,11.257455,4.254440,0.000000,0,
11,0.333333,-1.440718,1.246468,8.988542,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.760,839.377,36.922,653.760,839.377,23.504,862.881,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.183383,7.002861,11.247067,4.244086,0.000000,0,
12,0.366667,-1.439726,1.245193,8.977849,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.663,839.412,36.960,653.663,839.412,23.526,862.938,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.186099,6.996462,11.236679,4.239792,0.000000,0,
13,0.400000,-1.437920,1.243935,8.967021,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.722,839.454,36.692,653.722,839.454,23.549,863.003,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.190413,6.992109,11.226291,4.233317,0.000000,0,
14,0.433333,-1.436363,1.242382,8.956044,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.728,839.442,36.611,653.728,839.442,23.572,863.014,879.464,floor,ball_contact_events,0.687020,0.000000,0,0,0,0,0,1,hand,left,left_hand,left_hand,0.194577,6.998895,11.215903,4.215554,0.000000,0,
