frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap
129,5.333333,-0.244307,0.286848,3.570052,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,539.500,478.000,,539.500,478.000,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.149940,3.551454,539.500,478.000,541.309,433.944,0.025149,3.595201,3.570086,3.561417,3.570086,0.043746
130,5.375000,-0.259228,0.242178,3.570090,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.363,459.623,,533.363,459.623,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.097890,3.560961,533.363,459.623,534.175,413.218,0.109755,3.679845,3.570146,3.550501,3.570146,0.118884
131,5.416667,-0.272744,0.220534,3.570117,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.804,450.719,,527.804,450.719,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.080517,3.574131,527.804,450.719,527.351,403.827,0.125293,3.695410,3.570205,3.557221,3.570205,0.121278
132,5.458333,-0.284877,0.220157,3.570150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.814,450.563,,522.814,450.563,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.093079,3.577741,522.814,450.563,520.969,404.227,0.119538,3.689688,3.570265,3.572654,3.570265,0.111947
133,5.500000,-0.294942,0.243679,3.570189,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.675,460.238,,518.675,460.238,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.141956,3.580952,518.675,460.238,513.852,417.210,0.022690,3.592879,3.570325,3.583289,3.570325,0.011927
134,5.541667,-0.299494,0.318854,3.570116,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.800,491.164,,516.800,491.164,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.209415,3.591780,516.800,491.164,508.357,445.674,0.021569,3.591685,3.570384,3.583151,3.570384,-0.000095
135,5.583333,-0.310484,0.440687,3.570138,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.280,541.280,,512.280,541.280,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.264777,3.616047,512.280,541.280,499.894,486.367,0.006960,3.577098,3.570444,3.580056,3.570444,-0.038949
136,5.625000,-0.317157,0.595447,3.570226,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.538,604.936,,509.538,604.936,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.292944,3.622115,509.538,604.936,492.838,638.000,0.088491,3.658717,3.570504,3.571909,3.570504,0.036602
137,5.666667,-0.319415,0.615113,3.570358,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.614,613.016,,508.614,613.016,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.300466,3.624925,508.614,613.016,491.994,644.370,0.082445,3.652803,3.570563,3.573715,3.570563,0.027877
138,5.708333,-0.311188,0.495971,3.570514,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.004,564.000,,512.004,564.000,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.288985,3.623855,512.004,564.000,508.094,525.970,0.120969,3.691483,3.570623,3.577160,3.570623,0.067629
139,5.750000,-0.301766,0.395918,3.570683,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.885,522.839,,515.885,522.839,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.255548,3.605033,515.885,522.839,509.207,476.471,0.034350,3.605033,3.570683,3.583994,3.570683,0.000000
140,5.791667,-0.295323,0.316379,3.566654,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.398,490.272,,518.398,490.272,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.198866,3.576479,518.398,490.272,509.355,446.493,0.046760,3.613414,3.566672,3.582340,3.566672,0.036935
141,5.833333,-0.283484,0.265138,3.562641,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,523.141,469.296,,523.141,469.296,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.141231,3.564950,523.141,469.296,519.920,424.199,0.086086,3.648727,3.562662,3.587346,3.562662,0.083777
142,5.875000,-0.272743,0.238788,3.558593,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.441,458.546,,527.441,458.546,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.102959,3.569445,527.441,458.546,530.419,412.850,0.093467,3.652060,3.558651,3.589689,3.558651,0.082615
143,5.916667,-0.253045,0.236071,3.554570,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.452,457.535,,535.452,457.535,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.100190,3.563962,535.452,457.535,543.213,410.506,0.088626,3.643196,3.554641,3.589565,3.554641,0.079234
144,5.958333,-0.232229,0.254411,3.550562,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.944,465.231,,543.944,465.231,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.128230,3.558431,543.944,465.231,554.307,415.992,0.056069,3.606631,3.550630,3.585827,3.550630,0.048200
145,6.000000,-0.208606,0.310538,3.546489,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.616,488.594,,553.616,488.594,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.183170,3.548959,553.616,488.594,562.125,439.814,0.000025,3.546514,3.546620,3.576700,3.546620,-0.002445
146,6.041667,-0.176913,0.415477,3.542321,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.654,532.252,,566.654,532.252,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.246982,3.559231,566.654,532.252,569.973,487.254,0.029115,3.571436,3.542610,3.549026,3.542610,0.012205
147,6.083333,-0.165108,0.551690,3.538130,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.467,588.995,,571.467,588.995,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.286694,3.577375,571.467,588.995,575.945,541.243,1.837092,5.375222,3.538599,3.520395,3.538599,1.797847
148,6.125000,-0.142471,0.647144,3.534107,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.796,628.922,,580.796,628.922,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.302706,3.586481,580.796,628.922,541.706,638.030,0.147350,3.681457,3.534589,3.499608,3.534589,0.094976
149,6.166667,-0.149077,0.561708,3.530199,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.982,593.677,,577.982,593.677,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.299793,3.578163,577.982,593.677,587.826,544.857,1.612950,5.143149,3.530578,3.498628,3.530578,1.564986
150,6.208333,-0.142802,0.471459,3.526362,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.528,556.346,,580.528,556.346,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.274298,3.553444,580.528,556.346,580.835,506.120,0.069370,3.595732,3.526568,3.499859,3.526568,0.042288
151,6.250000,-0.140875,0.393225,3.522557,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.267,523.941,,581.267,523.941,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.231363,3.518512,581.267,523.941,586.286,474.502,-0.004045,3.518512,3.522557,3.500105,3.522557,0.000000
152,6.291667,-0.139410,0.310548,3.523892,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.900,489.423,,581.900,489.423,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.173222,3.496608,581.900,489.423,584.422,444.227,0.049091,3.572983,3.523911,3.488208,3.523911,0.076375
153,6.333333,-0.133175,0.254333,3.525255,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.520,465.954,,584.520,465.954,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.120117,3.486028,584.520,465.954,584.655,423.979,0.073857,3.599112,3.525265,3.475018,3.525265,0.113084
154,6.375000,-0.126197,0.234761,3.526525,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.446,457.765,,587.446,457.765,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.086978,3.484894,587.446,457.765,585.563,416.005,0.062291,3.588816,3.526619,3.477193,3.526619,0.103923
155,6.416667,-0.123903,0.231445,3.527816,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.420,456.349,,588.420,456.349,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.081291,3.484468,588.420,456.349,587.519,410.298,0.064913,3.592729,3.527973,3.487418,3.527973,0.108261
156,6.458333,-0.119217,0.239926,3.529178,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.390,459.841,,590.390,459.841,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.106679,3.488243,590.390,459.841,589.608,417.050,0.038307,3.567485,3.529327,3.497177,3.529327,0.079241
157,6.500000,-0.114176,0.289350,3.530459,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.505,480.364,,592.505,480.364,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.164413,3.497080,592.505,480.364,595.019,436.364,-0.020211,3.510248,3.530681,3.499168,3.530681,0.013168
158,6.541667,-0.127250,0.394941,3.531559,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.083,524.237,,587.083,524.237,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.240643,3.514009,587.083,524.237,594.427,480.859,-0.033069,3.498490,3.532035,3.486496,3.532035,-0.015519
159,6.583333,-0.150882,0.532556,3.532837,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.278,581.384,,577.278,581.384,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.292450,3.545786,577.278,581.384,569.261,525.758,0.151311,3.684148,3.533389,3.471438,3.533389,0.138363
160,6.625000,-0.169593,0.647493,3.534239,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.528,629.057,,569.528,629.057,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.318516,3.571079,569.528,629.057,529.163,644.831,0.094263,3.628502,3.534743,3.471572,3.534743,0.057423
161,6.666667,-0.197418,0.570587,3.535722,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.000,597.000,,558.000,597.000,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.322415,3.576920,558.000,597.000,523.792,624.915,0.069803,3.605525,3.536097,3.492469,3.536097,0.028605
162,6.708333,-0.231713,0.472746,3.537252,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,543.797,556.276,,543.797,556.276,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.299212,3.571445,543.797,556.276,546.734,509.949,0.034854,3.572106,3.537451,3.527376,3.537451,0.000661
163,6.750000,-0.261622,0.391197,3.538805,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.427,522.347,,531.427,522.347,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.249772,3.551474,531.427,522.347,541.271,471.162,0.012669,3.551474,3.538805,3.560338,3.538805,0.000000
164,6.791667,-0.282130,0.327462,3.540412,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.969,495.835,,522.969,495.835,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.181248,3.542422,522.969,495.835,521.916,445.985,0.041313,3.581725,3.540498,3.570112,3.540498,0.039303
165,6.833333,-0.303959,0.280188,3.542011,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.971,476.173,,513.971,476.173,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.124700,3.545603,513.971,476.173,515.445,425.623,0.106372,3.648383,3.542191,3.571926,3.542191,0.102779
166,6.875000,-0.316189,0.244667,3.543681,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.962,461.397,,508.962,461.397,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.078231,3.552253,508.962,461.397,509.444,409.005,0.138957,3.682638,3.543885,3.584654,3.543885,0.130385
167,6.916667,-0.326419,0.223032,3.545370,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.787,452.387,,504.787,452.387,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.053534,3.562151,504.787,452.387,505.226,398.897,0.139421,3.684791,3.545578,3.598987,3.545578,0.122640
168,6.958333,-0.333666,0.213499,3.547095,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,501.852,448.395,,501.852,448.395,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.049964,3.570652,501.852,448.395,503.930,394.597,0.085215,3.632310,3.547271,3.614528,3.547271,0.061659
169,7.000000,-0.345313,0.219962,3.548804,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.099,451.027,,497.099,451.027,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.077196,3.578433,497.099,451.027,498.072,398.734,0.009976,3.558780,3.548965,3.628447,3.548965,-0.019653
170,7.041667,-0.351477,0.251173,3.550517,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.618,463.893,,494.618,463.893,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.134595,3.583867,494.618,463.893,495.501,418.259,-0.038425,3.512092,3.550658,3.629265,3.550658,-0.071776
171,7.083333,-0.356267,0.333833,3.552083,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.702,498.023,,492.702,498.023,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.214557,3.594238,492.702,498.023,491.750,450.372,-0.084808,3.467275,3.552351,3.610695,3.552351,-0.126963
172,7.125000,-0.349261,0.463042,3.553741,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,495.666,551.355,,495.666,551.355,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.275886,3.613519,495.666,551.355,494.875,507.208,0.026801,3.580542,3.554044,3.570130,3.554044,-0.032977
173,7.166667,-0.330406,0.601515,3.555464,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.524,608.459,,503.524,608.459,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.304163,3.618149,503.524,608.459,489.028,651.034,0.015339,3.570803,3.555738,3.548610,3.555738,-0.047345
174,7.208333,-0.330807,0.581440,3.557229,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.426,600.048,,503.426,600.048,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.310996,3.611835,503.426,600.048,490.075,640.542,0.076518,3.633747,3.557431,3.538127,3.557431,0.021911
175,7.250000,-0.328780,0.470040,3.559018,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.331,553.959,,504.331,553.959,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.296529,3.601409,504.331,553.959,504.160,512.052,0.083620,3.642638,3.559124,3.547929,3.559124,0.041229
176,7.291667,-0.315677,0.387601,3.560818,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.804,519.860,,509.804,519.860,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.252026,3.576999,509.804,519.860,505.454,476.225,0.016181,3.576999,3.560818,3.560818,3.560818,0.000000
177,7.333333,-0.300161,0.306119,3.561131,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.214,486.243,,516.214,486.243,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.185227,3.552021,516.214,486.243,515.807,439.900,0.005793,3.566924,3.561134,3.566631,3.561134,0.014904
178,7.375000,-0.285926,0.250518,3.561451,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.095,463.304,,522.095,463.304,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.121254,3.545268,522.095,463.304,523.159,417.782,0.051463,3.612914,3.561451,3.552054,3.561451,0.067646
179,7.416667,-0.268188,0.217423,3.561758,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.419,449.649,,529.419,449.649,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.073585,3.541598,529.419,449.649,533.226,407.272,0.075022,3.636780,3.561767,3.543652,3.561767,0.095181
180,7.458333,-0.250428,0.202396,3.562062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.751,443.446,,536.751,443.446,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.052615,3.529539,536.751,443.446,544.219,399.329,0.067146,3.629208,3.562084,3.537742,3.562084,0.099669
181,7.500000,-0.232826,0.204989,3.562366,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.016,444.508,,544.016,444.508,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.053679,3.513624,544.016,444.508,555.492,400.597,0.032655,3.595021,3.562400,3.532760,3.562400,0.081397
182,7.541667,-0.209464,0.229198,3.562676,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.655,454.480,,553.655,454.480,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.084572,3.491754,553.655,454.480,568.075,407.069,0.036601,3.599277,3.562717,3.541345,3.562717,0.107524
183,7.583333,-0.183589,0.269736,3.563012,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.328,471.180,,564.328,471.180,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.145040,3.475731,564.328,471.180,578.297,427.519,-0.003120,3.559892,3.563033,3.560071,3.563033,0.084162
184,7.625000,-0.160654,0.347103,3.563244,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.786,503.060,,573.786,503.060,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.219923,3.481670,573.786,503.060,588.459,456.072,-0.009672,3.553572,3.563350,3.569335,3.563350,0.071902
185,7.666667,-0.142356,0.462260,3.563528,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.332,550.507,,581.332,550.507,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.272814,3.505936,581.332,550.507,584.161,493.200,0.038978,3.602506,3.563666,3.567351,3.563666,0.096570
186,7.708333,-0.116539,0.602460,3.563851,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,591.976,608.264,,591.976,608.264,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.309166,3.534578,591.976,608.264,548.145,634.546,0.201714,3.765565,3.563983,3.560731,3.563983,0.230987
187,7.750000,-0.120980,0.599517,3.564199,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.151,607.027,,590.151,607.027,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.316233,3.546353,590.151,607.027,544.664,630.079,0.217583,3.781782,3.564299,3.554053,3.564299,0.235429
188,7.791667,-0.152235,0.506911,3.564562,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.279,568.848,,577.279,568.848,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.305689,3.550982,577.279,568.848,571.549,526.606,-0.019470,3.545092,3.564616,3.547760,3.564616,-0.005891
189,7.833333,-0.172915,0.413495,3.564932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.766,530.343,,568.766,530.343,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.272713,3.528339,568.766,530.343,570.497,488.095,-0.036593,3.528339,3.564932,3.541257,3.564932,0.000000
190,7.875000,-0.200197,0.347443,3.564932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,557.527,503.132,,557.527,503.132,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.215407,3.515495,557.527,503.132,564.026,463.408,-0.032280,3.532652,3.564932,3.524459,3.564932,0.017157
191,7.916667,-0.225214,0.294860,3.564932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,547.221,481.470,,547.221,481.470,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.165416,3.506035,547.221,481.470,550.574,434.786,0.107191,3.672123,3.564932,3.500566,3.564932,0.166088
192,7.958333,-0.238575,0.263121,3.564932,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,541.717,468.395,,541.717,468.395,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.138906,3.508450,541.717,468.395,545.312,421.174,0.096311,3.661243,3.564932,3.490338,3.564932,0.152793
