frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap
58,2.375000,-0.094092,0.192485,3.638712,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.024,437.688,,602.024,437.688,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.046884,3.539736,602.024,437.688,598.318,393.407,0.055643,3.694355,3.638851,3.507644,3.638851,0.154619
59,2.416667,-0.082337,0.215005,3.635074,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,606.735,446.864,,606.735,446.864,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.082655,3.522427,606.735,446.864,606.397,401.381,0.040156,3.675230,3.635227,3.523662,3.635227,0.152803
60,2.458333,-0.063768,0.275171,3.631379,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.211,471.285,,614.211,471.285,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.149066,3.515331,614.211,471.285,612.518,427.674,-0.003459,3.627920,3.631603,3.546528,3.631603,0.112589
61,2.500000,-0.054137,0.386037,3.627557,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,618.083,516.286,,618.083,516.286,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.233198,3.529446,618.083,516.286,614.180,474.652,0.055012,3.682569,3.627979,3.551457,3.627979,0.153123
62,2.541667,-0.050699,0.534769,3.623880,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,619.454,576.719,,619.454,576.719,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.296408,3.565840,619.454,576.719,614.533,531.969,1.748307,5.372187,3.624355,3.554195,3.624355,1.806348
63,2.583333,-0.046998,0.646291,3.620303,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,620.935,622.173,,620.935,622.173,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.319635,3.588305,620.935,622.173,580.482,632.988,0.093592,3.713895,3.620731,3.556793,3.620731,0.125590
64,2.625000,-0.066019,0.553845,3.616791,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,613.193,584.890,,613.193,584.890,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.318141,3.595595,613.193,584.890,609.849,540.736,1.732655,5.349446,3.617107,3.559375,3.617107,1.753851
65,2.666667,-0.062740,0.434256,3.613316,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.500,536.500,,614.500,536.500,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.288897,3.568808,614.500,536.500,605.345,498.072,0.108294,3.721610,3.613483,3.565131,3.613483,0.152802
66,2.708333,-0.071627,0.358497,3.609859,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,610.860,505.848,,610.860,505.848,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.231314,3.524351,610.860,505.848,597.918,463.336,-0.085508,3.524351,3.609859,3.564138,3.609859,0.000000
67,2.750000,-0.088610,0.294737,3.602298,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,603.875,480.160,,603.875,480.160,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.166336,3.495199,603.875,480.160,593.821,438.061,-0.005724,3.596574,3.602304,3.531046,3.602304,0.101376
68,2.791667,-0.098648,0.247683,3.594743,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.698,461.189,,599.698,461.189,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.110082,3.479692,599.698,461.189,590.313,420.406,0.036603,3.631346,3.594749,3.495278,3.594749,0.151654
69,2.833333,-0.105947,0.219769,3.587188,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,596.625,449.974,,596.625,449.974,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.072233,3.477928,596.625,449.974,589.266,408.638,0.045365,3.632553,3.587194,3.474399,3.587194,0.154625
70,2.875000,-0.116110,0.207232,3.579649,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.364,445.020,,592.364,445.020,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.053759,3.486533,592.364,445.020,586.756,402.815,0.056698,3.636347,3.579640,3.470413,3.579640,0.149814
71,2.916667,-0.123195,0.209835,3.572143,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.351,446.269,,589.351,446.269,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.067951,3.492919,589.351,446.269,586.716,403.060,0.032098,3.604241,3.572085,3.475751,3.572085,0.111322
72,2.958333,-0.139958,0.244233,3.564568,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.337,460.624,,582.337,460.624,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.116445,3.500810,582.337,460.624,585.256,417.450,0.032413,3.596981,3.564530,3.481000,3.564530,0.096172
73,3.000000,-0.154909,0.317591,3.556920,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.040,491.129,,576.040,491.129,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.194940,3.519375,576.040,491.129,582.425,448.995,-0.030550,3.526370,3.556975,3.489382,3.556975,0.006995
74,3.041667,-0.174204,0.430307,3.549191,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.917,538.055,,567.917,538.055,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.272274,3.555856,567.917,538.055,574.275,494.485,0.062560,3.611751,3.549420,3.477261,3.549420,0.055895
75,3.083333,-0.194221,0.584991,3.541380,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.457,602.595,,559.457,602.595,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.318453,3.603198,559.457,602.595,527.500,624.683,0.089049,3.630429,3.541866,3.483994,3.541866,0.027232
76,3.125000,-0.220730,0.620142,3.533782,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.267,617.725,,548.267,617.725,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.327132,3.616008,548.267,617.725,511.556,639.458,0.079477,3.613259,3.534311,3.512389,3.534311,-0.002749
77,3.166667,-0.251114,0.511561,3.526329,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.419,573.049,,535.419,573.049,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.310595,3.619903,535.419,573.049,535.310,527.722,0.068826,3.595155,3.526756,3.541608,3.526756,-0.024748
78,3.208333,-0.273822,0.409791,3.518966,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.723,531.022,,525.723,531.022,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.275279,3.598507,525.723,531.022,521.933,486.253,0.065381,3.584347,3.519201,3.569399,3.519201,-0.014160
79,3.250000,-0.288417,0.327592,3.511646,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.381,497.002,,519.381,497.002,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.207503,3.581648,519.381,497.002,511.110,453.250,0.070002,3.581648,3.511646,3.585519,3.511646,0.000000
80,3.291667,-0.303974,0.269502,3.524170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.327,472.308,,513.327,472.308,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.151812,3.581093,513.327,472.308,505.089,428.427,0.065615,3.589785,3.524219,3.606343,3.524219,0.008691
81,3.333333,-0.324914,0.227860,3.536711,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,505.081,454.618,,505.081,454.618,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.095124,3.589117,505.081,454.618,504.170,407.562,0.162779,3.699490,3.536792,3.619632,3.536792,0.110373
82,3.375000,-0.328813,0.210820,3.549326,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.947,447.231,,503.947,447.231,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.072121,3.597507,503.947,447.231,502.163,398.750,0.079798,3.629124,3.549365,3.638089,3.549365,0.031617
83,3.416667,-0.333641,0.216056,3.561936,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.438,449.081,,502.438,449.081,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.082185,3.606063,502.438,449.081,499.198,398.631,0.047972,3.609908,3.561938,3.653326,3.561938,0.003845
84,3.458333,-0.342335,0.252869,3.574487,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.349,463.893,,499.349,463.893,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.130208,3.621037,499.349,463.893,498.236,416.825,-0.020210,3.554277,3.574511,3.659037,3.574511,-0.066760
85,3.500000,-0.360360,0.332392,3.586902,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.456,496.093,,492.456,496.093,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.201958,3.642444,492.456,496.093,499.737,449.232,-0.003442,3.583460,3.587084,3.645974,3.587084,-0.058983
86,3.541667,-0.351698,0.457499,3.599415,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,496.503,546.665,,496.503,546.665,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.267344,3.675064,496.503,546.665,495.455,504.282,0.028685,3.628100,3.599657,3.637154,3.599657,-0.046964
87,3.583333,-0.360918,0.612938,3.611996,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.254,609.215,,493.254,609.215,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.296462,3.686438,493.254,609.215,490.741,643.388,0.037820,3.649816,3.612230,3.649155,3.612230,-0.036622
88,3.625000,-0.360778,0.602644,3.624624,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.822,604.176,,493.822,604.176,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.303466,3.689379,493.822,604.176,491.681,640.154,0.069121,3.693745,3.624803,3.661964,3.624803,0.004367
89,3.666667,-0.361770,0.485300,3.637280,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,493.930,555.947,,493.930,555.947,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.289295,3.683689,493.930,555.947,491.714,506.544,0.001846,3.639126,3.637376,3.673755,3.637376,-0.044563
90,3.708333,-0.360769,0.388855,3.649949,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.840,516.461,,494.840,516.461,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.253998,3.661640,494.840,516.461,493.843,475.075,0.011691,3.661640,3.649949,3.680772,3.649949,0.000000
91,3.750000,-0.354510,0.315385,3.643153,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.092,487.136,,497.092,487.136,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.197660,3.637493,497.092,487.136,489.575,442.299,0.090715,3.733868,3.643216,3.665158,3.643216,0.096376
92,3.791667,-0.352339,0.259967,3.636361,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.702,464.992,,497.702,464.992,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.138146,3.617464,497.702,464.992,489.151,415.594,0.109206,3.745567,3.636483,3.660644,3.636483,0.128103
93,3.833333,-0.348292,0.228436,3.629534,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.072,452.431,,499.072,452.431,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.088362,3.605041,499.072,452.431,489.519,402.912,0.097614,3.727148,3.629750,3.657936,3.629750,0.122107
94,3.875000,-0.339748,0.207873,3.622765,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.272,444.268,,502.272,444.268,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.066610,3.601308,502.272,444.268,493.317,395.398,0.047460,3.670225,3.623017,3.655625,3.623017,0.068916
95,3.916667,-0.335914,0.208088,3.615958,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.570,444.514,,503.570,444.514,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.075411,3.592922,503.570,444.514,499.210,395.610,0.056476,3.672434,3.616285,3.646927,3.616285,0.079512
96,3.958333,-0.323976,0.229922,3.609190,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.172,453.557,,508.172,453.557,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.121068,3.594339,508.172,453.557,502.792,406.501,-0.037697,3.571493,3.609552,3.631080,3.609552,-0.022846
97,4.000000,-0.321318,0.310280,3.602204,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.000,486.500,,509.000,486.500,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.195531,3.596504,509.000,486.500,508.073,445.120,-0.047030,3.555174,3.602819,3.597719,3.602819,-0.041331
98,4.041667,-0.296604,0.444902,3.595225,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,518.841,541.737,,518.841,541.737,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.261406,3.611172,518.841,541.737,519.506,504.845,0.027800,3.623025,3.596086,3.548898,3.596086,0.011853
99,4.083333,-0.254344,0.621397,3.588466,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.908,614.311,,535.908,614.311,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.300663,3.627808,535.908,614.311,503.162,638.538,0.031334,3.619800,3.589353,3.520892,3.589353,-0.008009
100,4.125000,-0.232773,0.614269,3.581853,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.560,611.858,,544.560,611.858,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.311513,3.633972,544.560,611.858,509.991,636.874,0.054087,3.635940,3.582620,3.514836,3.582620,0.001969
101,4.166667,-0.213677,0.514115,3.575334,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,552.230,571.178,,552.230,571.178,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.301263,3.638488,552.230,571.178,537.891,525.846,0.079231,3.654565,3.575888,3.515576,3.575888,0.016076
102,4.208333,-0.206518,0.424299,3.568866,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.017,534.601,,555.017,534.601,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.269416,3.606374,555.017,534.601,543.284,489.516,0.015823,3.584689,3.569155,3.525648,3.569155,-0.021685
103,4.250000,-0.190945,0.355225,3.562422,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.283,506.441,,561.283,506.441,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.212002,3.578824,561.283,506.441,541.931,455.143,0.016402,3.578824,3.562422,3.525590,3.562422,0.000000
104,4.291667,-0.182789,0.306917,3.564766,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.695,486.443,,564.695,486.443,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.155794,3.562798,564.695,486.443,548.262,431.620,0.095557,3.660323,3.564788,3.484756,3.564788,0.097525
105,4.333333,-0.170991,0.267705,3.567115,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,569.602,470.216,,569.602,470.216,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.105362,3.555878,569.602,470.216,552.081,415.966,0.067152,3.634267,3.567154,3.448641,3.567154,0.078390
106,4.375000,-0.161586,0.244970,3.569473,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.518,460.789,,573.518,460.789,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.070598,3.545976,573.518,460.789,561.891,405.516,0.102092,3.671565,3.569520,3.413593,3.569520,0.125589
107,4.416667,-0.154757,0.239159,3.571842,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.370,458.333,,576.370,458.333,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.062987,3.538234,576.370,458.333,569.290,403.358,0.109775,3.681617,3.571886,3.391856,3.571886,0.143382
108,4.458333,-0.142270,0.252778,3.574236,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.543,463.863,,581.543,463.863,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.090063,3.522838,581.543,463.863,573.235,415.187,0.057231,3.631467,3.574252,3.375669,3.574252,0.108629
109,4.500000,-0.128817,0.304841,3.576545,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.105,485.174,,587.105,485.174,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.151488,3.518413,587.105,485.174,581.946,437.526,0.027953,3.604498,3.576618,3.372721,3.576618,0.086085
110,4.541667,-0.114467,0.405523,3.578722,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,593.026,526.415,,593.026,526.415,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.228070,3.526213,593.026,526.415,586.112,476.144,-0.010974,3.567748,3.578984,3.372205,3.578984,0.041534
111,4.583333,-0.098487,0.534431,3.580942,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.609,579.179,,599.609,579.179,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.281268,3.561336,599.609,579.179,589.315,528.480,0.186523,3.767465,3.581350,3.379870,3.581350,0.206129
112,4.625000,-0.091551,0.649877,3.583302,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.478,626.350,,602.478,626.350,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.305574,3.583769,602.478,626.350,556.380,635.505,0.271235,3.854537,3.583716,3.387963,3.583716,0.270768
113,4.666667,-0.109074,0.580712,3.585758,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.327,597.840,,595.327,597.840,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.304793,3.589733,595.327,597.840,591.925,545.193,1.718423,5.304181,3.586082,3.396522,3.586082,1.714448
114,4.708333,-0.116554,0.472831,3.588273,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.297,553.520,,592.297,553.520,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.280514,3.575964,592.297,553.520,589.332,508.749,0.126232,3.714505,3.588448,3.411019,3.588448,0.138541
115,4.750000,-0.127343,0.380492,3.590815,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,587.918,515.617,,587.918,515.617,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.234896,3.545532,587.918,515.617,587.199,472.977,-0.045283,3.545532,3.590815,3.424325,3.590815,0.000000
116,4.791667,-0.135414,0.313400,3.589174,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,584.592,488.236,,584.592,488.236,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.170473,3.533486,584.592,488.236,585.527,442.307,0.026156,3.615330,3.589215,3.415530,3.589215,0.081844
117,4.833333,-0.144871,0.263729,3.587534,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.695,467.961,,580.695,467.961,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.113080,3.531963,580.695,467.961,581.248,423.287,0.058756,3.646290,3.587616,3.392988,3.587616,0.114327
118,4.875000,-0.150504,0.234280,3.585882,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.361,455.950,,578.361,455.950,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.073705,3.532654,578.361,455.950,580.938,408.610,0.060103,3.645985,3.586017,3.379753,3.586017,0.113331
119,4.916667,-0.153081,0.218918,3.584252,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.277,449.699,,577.277,449.699,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.054494,3.535997,577.277,449.699,581.515,402.910,0.053394,3.637646,3.584418,3.382181,3.584418,0.101649
120,4.958333,-0.150257,0.213777,3.582677,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,578.407,447.631,,578.407,447.631,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.057048,3.534489,578.407,447.631,580.026,402.714,0.056205,3.638882,3.582819,3.400749,3.582819,0.104393
121,5.000000,-0.146853,0.227180,3.581113,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.776,453.166,,579.776,453.166,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.088278,3.526059,579.776,453.166,585.407,406.794,0.049690,3.630803,3.581220,3.432656,3.581220,0.104744
122,5.041667,-0.143698,0.285596,3.579434,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.042,477.177,,581.042,477.177,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.148603,3.525429,581.042,477.177,584.558,430.231,0.016918,3.596352,3.579621,3.455775,3.579621,0.070924
123,5.083333,-0.143995,0.389655,3.577652,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,580.891,519.951,,580.891,519.951,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.228817,3.536223,580.891,519.951,585.081,475.617,-0.040302,3.537350,3.578022,3.457426,3.578022,0.001127
124,5.125000,-0.148479,0.526834,3.576001,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.022,576.362,,579.022,576.362,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.282169,3.566493,579.022,576.362,577.035,528.492,0.216301,3.792302,3.576423,3.456302,3.576423,0.225809
125,5.166667,-0.153341,0.646094,3.574442,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.998,625.456,,576.998,625.456,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,1,1,1,floor,,floor,right_hand,0.310418,3.587387,576.998,625.456,532.962,639.238,0.098557,3.672999,3.574824,3.475139,3.574824,0.085612
126,5.208333,-0.177758,0.579880,3.572941,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,566.935,598.351,,566.935,598.351,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.311649,3.593975,566.935,598.351,532.404,615.404,0.063411,3.636352,3.573225,3.501198,3.573225,0.042377
127,5.250000,-0.198753,0.469784,3.571476,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,558.272,553.177,,558.272,553.177,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,0,1,0,0,1,0,hand,right,right_hand,right_hand,0.286362,3.581856,558.272,553.177,563.145,501.955,0.007837,3.579313,3.571626,3.527373,3.571626,-0.002543
128,5.291667,-0.229491,0.378918,3.570026,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,545.594,515.876,,545.594,515.876,,,526.726,proxy_support,radius_free_proxy_observations,0.000000,0.000000,1,1,1,0,1,0,hand,right,right_hand,right_hand,0.222434,3.556758,545.594,515.876,556.770,458.796,-0.013268,3.556758,3.570026,3.562087,3.570026,0.000000
