frame,time_s,rms_z,flux_z,hf_ratio,motion_probability,source
118,4.895833333333333,1.3994350220020775,-2.0825764203744885,0.19893757985413443,0.6532583038533555,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
119,4.9375,1.115097736014811,-1.1076610206104054,0.19423009978429753,0.6516025375529937,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
120,4.979166666666667,0.9193513536964488,-0.38653857389781726,0.19740671310422153,0.6529554101477864,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
121,5.020833333333333,0.8614543198094735,0.4868074836954725,0.16196013374661858,0.6854714537074169,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
122,5.0625,0.4065550874667935,-1.6128864233550906,0.1698522857686535,0.49057060687665693,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
123,5.104166666666667,0.652910360260348,0.5648089905951633,0.15787928614315824,0.6532890078661966,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
124,5.145833333333333,0.5201376100556092,-1.0104358320314657,0.16237092529206024,0.54572475419084,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
125,5.1875,0.3572186436597969,0.6474004112680252,0.13982102414004383,0.6037365435598802,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
126,5.229166666666667,0.2123549790242665,-0.6095165669050151,0.17250354304416587,0.5078851559457723,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
127,5.270833333333333,0.025333935809817503,1.0321505122220755,0.15498438386200045,0.5613969848312428,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
128,5.3125,-0.003091481235815188,-0.5516139775513684,0.13446052689624727,0.4690978292803651,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
129,5.354166666666667,-0.46263068323246154,-0.6775404465788889,0.15714728616086607,0.37521442901980206,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
130,5.395833333333333,-0.23788220048988903,1.2621742636040987,0.1653846768483444,0.5230162775676962,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
131,5.4375,2.506131061424941,12.17184648501127,0.2087559169919724,0.9903642098233685,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
132,5.479166666666667,2.510694105422883,2.9155963761917807,0.18362547145321886,0.930846943466771,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
133,5.520833333333333,0.1986609835968682,-6.057563813941648,0.19523776629044115,0.2354644692190118,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
134,5.5625,0.2509553599435381,-0.40972883857989656,0.1858965111647856,0.5263767000372978,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
135,5.604166666666667,-0.02678913778237748,-0.5281697610546382,0.18460500501326563,0.46578035945551166,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
136,5.645833333333333,-0.17976588233795773,1.1251128800882217,0.1853805257578812,0.5268011485982003,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
137,5.6875,-0.16237224991820934,-0.4001321469067558,0.17692546033622716,0.446535322328274,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
138,5.729166666666667,-0.3584365032047497,-0.5061665958266038,0.1730901212904012,0.40349172764877783,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
139,5.770833333333333,-0.4449404622117686,0.0004718854674847938,0.17823230419536737,0.4141222947042929,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
140,5.8125,-0.4742751776348117,0.1522494289248234,0.14955925948184665,0.41667455929242114,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
141,5.854166666666667,-0.6430744420582569,-0.01947636606117188,0.17272262854587245,0.37615917283529743,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
142,5.895833333333333,-0.6249083618779646,0.662074646639003,0.1676721447987683,0.4153790771123418,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
143,5.9375,-0.6112805397466163,1.0710588371951126,0.1527468221450227,0.43999905875158796,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
144,5.979166666666667,-0.7996055397241044,0.09443403421326262,0.1748840797101699,0.3536766521160406,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
145,6.020833333333333,-0.7426270692638968,0.49911886867256594,0.15058898939397974,0.384748095286697,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
146,6.0625,-0.7625432278959169,0.2951032576069068,0.16309815804085953,0.3705493079061146,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
147,6.104166666666667,-0.6660058185882161,1.7096271639910878,0.14825233968252127,0.46421962414528717,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
148,6.145833333333333,-0.6515662892903765,0.7870879290272965,0.14201102910489616,0.41700938491479633,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
149,6.1875,-0.8526659715232937,0.4338195068595391,0.15482747700051197,0.3613200895173461,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
150,6.229166666666667,-0.9124620099730708,0.36135597899324545,0.16508568202005544,0.3470068650432815,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
151,6.270833333333333,-0.7842116173796811,-0.15125038077033165,0.15470671850551676,0.3441261540695905,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
152,6.3125,-0.6637907968773333,1.7423979678950663,0.1477180705733467,0.46644320200908046,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
153,6.354166666666667,-0.6845485940141174,1.2849095395088015,0.12472004566472837,0.43751147382028915,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
154,6.395833333333333,-0.6994260772489321,0.1229098085597192,0.1333320667339024,0.37320020097101264,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
155,6.4375,-0.7011141341159691,-0.8927051637309416,0.14286877394990077,0.3222907744814024,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
156,6.479166666666667,-0.758582481944686,0.7466609617498046,0.13457482260123155,0.3947404475270493,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
157,6.520833333333333,-1.0067972304084192,-0.18369892463494217,0.1445949319107044,0.30455174472756263,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
158,6.5625,-1.022490225669776,0.34959071447719264,0.17255608367159495,0.32725373519753254,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
159,6.604166666666667,-0.9112765418494716,1.7418012739850994,0.13724205961675132,0.4188248350583189,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
160,6.645833333333333,-1.012702889141435,1.4063344590755023,0.1279106849178717,0.3821306001738788,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
161,6.6875,-1.075188037117772,-1.073517969032583,0.14658747577030515,0.25448741658322027,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
162,6.729166666666667,5.684144377724375,16.86070069145487,0.284998531566777,0.9997093170756602,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
163,6.770833333333333,5.708870509573602,11.144567796920901,0.18512227331857287,0.9989979691075949,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
164,6.8125,3.43943031502999,-6.036247127635666,0.2389006777360064,0.7949102093492632,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
165,6.854166666666667,3.77457733822996,-1.687200294166294,0.2349380901198123,0.9291026557630344,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
166,6.895833333333333,3.5191661636654374,0.11207823039760499,0.21311825421644057,0.9410111651390104,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
167,6.9375,2.821345700517034,-1.228189123049206,0.23319306111058644,0.8732990027607831,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
168,6.979166666666667,2.717422894144507,-0.6652159924442644,0.23703074510726854,0.8779589461520426,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
169,7.020833333333333,2.5988520890552818,-0.7059601355034018,0.2160093168216396,0.8666656524034927,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
170,7.0625,2.3731339772173197,-0.3916239791392775,0.20621390135581258,0.8538206948402105,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
171,7.104166666666667,2.262322713080193,0.5127629037457272,0.1885461579769009,0.8673144499705605,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
172,7.145833333333333,2.188429126398253,0.040877785966954044,0.18833823856179233,0.8476087382202399,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
173,7.1875,1.871626066710646,-0.7913539509648104,0.18939856350050602,0.7834304357954932,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
174,7.229166666666667,1.5035062907416845,-0.7400460984109253,0.18771322074544122,0.7330054253951767,/tmp/audiohoi-nine/samples_known_object/13_volleyball/audio.wav
