frame,time,active_side,active_object_point_id,active_object_u,active_object_v,min_object_boundary_gap_px,active_part_distance_px,proposal_score,anchor_score,confidence_level,is_candidate,anchor_contact_state
1,0.000000,right,left,707.435,260.823,108.106762,108.106762,0.000000,0.000000,none,0,0
2,0.041667,right,left,706.222,258.274,111.686980,111.686980,0.000000,0.000000,none,0,0
3,0.083333,right,left,705.238,259.275,120.154881,120.154881,0.000000,0.000000,none,0,0
4,0.125000,right,left,703.997,265.871,132.035786,132.035786,0.019165,0.000000,none,0,0
5,0.166667,right,left,703.122,279.861,145.955632,145.955632,0.046060,0.000000,none,0,0
6,0.208333,right,left,700.319,300.649,159.679629,159.679629,0.064792,0.000000,none,0,0
7,0.250000,right,left,698.166,328.425,176.074314,176.074314,0.224523,0.000000,none,0,0
8,0.291667,right,left,696.930,364.497,190.317382,190.317382,0.392388,0.000000,none,0,0
9,0.333333,right,left,694.496,413.234,199.478419,199.478419,0.334388,0.000000,none,0,0
10,0.375000,right,left,690.833,469.110,202.107595,202.107595,1.000000,0.000000,none,0,0
11,0.416667,right,left,690.987,537.880,209.373734,209.373734,1.000000,0.000000,none,0,0
12,0.458333,right,left,688.715,493.783,200.265474,200.265474,1.000000,0.000000,none,0,0
13,0.500000,right,left,688.821,455.980,186.256016,186.256016,0.000000,0.000000,none,0,0
14,0.541667,right,left,689.027,423.604,162.405602,162.405602,0.060544,0.000000,none,0,0
15,0.583333,right,left,688.955,400.416,127.895695,127.895695,0.000000,0.000000,none,0,0
16,0.625000,right,left,690.122,383.130,94.399371,94.399371,0.344145,0.000001,none,0,0
17,0.666667,right,left,707.099,359.751,83.927520,83.927520,0.158954,0.000010,none,0,0
18,0.708333,right,left,728.155,324.369,93.257240,93.257240,0.000001,0.000001,none,0,0
19,0.750000,right,left,746.376,296.346,108.844899,108.844899,0.079864,0.000000,none,0,0
20,0.791667,right,left,761.521,274.641,127.345729,127.345729,0.008753,0.000000,none,0,0
21,0.833333,right,left,774.149,258.970,147.795653,147.795653,0.000000,0.000000,none,0,0
22,0.875000,right,left,785.982,249.846,169.766616,169.766616,0.000000,0.000000,none,0,0
23,0.916667,right,left,795.108,245.843,191.542822,191.542822,0.000000,0.000000,none,0,0
24,0.958333,right,left,803.390,246.234,213.044833,213.044833,0.184472,0.000000,none,0,0
25,1.000000,right,left,798.303,242.430,223.835166,223.835166,0.048871,0.000000,none,0,0
26,1.041667,right,left,789.009,232.826,232.426098,232.426098,0.000000,0.000000,none,0,0
27,1.083333,right,left,777.280,225.935,238.951718,238.951718,0.000000,0.000000,none,0,0
28,1.125000,right,left,767.107,223.828,247.807392,247.807392,0.000000,0.000000,none,0,0
29,1.166667,right,left,755.012,224.302,253.060671,253.060671,0.000000,0.000000,none,0,0
30,1.208333,right,left,747.272,237.158,254.232225,254.232225,0.000000,0.000000,none,0,0
31,1.250000,right,left,740.871,244.251,257.352707,257.352707,0.167295,0.000000,none,0,0
32,1.291667,right,left,733.807,259.285,254.661485,254.661485,0.902603,0.000000,none,0,0
33,1.333333,right,left,722.446,298.565,235.400987,235.400987,0.000000,0.000000,none,0,0
34,1.375000,right,left,713.730,346.763,216.217889,216.217889,0.000000,0.000000,none,0,0
35,1.416667,right,left,706.487,365.817,208.805498,208.805498,0.385201,0.000000,none,0,0
36,1.458333,right,left,696.709,417.887,198.042143,198.042143,0.000000,0.000000,none,0,0
37,1.500000,right,left,687.613,477.205,203.584263,203.584263,1.000000,0.000000,none,0,0
38,1.541667,right,left,685.518,510.813,217.184207,217.184207,1.000000,0.000000,none,0,0
39,1.583333,right,left,688.323,452.813,204.175083,204.175083,0.406304,0.000000,none,0,0
40,1.625000,right,left,688.499,416.790,201.392007,201.392007,0.238214,0.000000,none,0,0
41,1.666667,right,left,688.610,385.516,197.787445,197.787445,0.000000,0.000000,none,0,0
42,1.708333,right,left,689.134,360.555,191.618979,191.618979,0.000000,0.000000,none,0,0
43,1.750000,right,left,688.274,341.092,178.179067,178.179067,0.029994,0.000000,none,0,0
44,1.791667,right,left,687.141,329.729,159.621782,159.621782,0.000000,0.000000,none,0,0
45,1.833333,right,left,685.998,324.322,133.998058,133.998058,0.000000,0.000000,none,0,0
46,1.875000,right,left,685.069,324.148,104.459684,104.459684,0.201915,0.000000,none,0,0
47,1.916667,right,grid_02_05,710.062,318.621,95.961536,95.961536,0.635852,0.000000,none,0,0
48,1.958333,right,bottom,724.373,315.319,83.405135,83.405135,0.000012,0.000012,none,0,0
49,2.000000,right,left,735.527,285.283,86.837594,86.837594,0.000005,0.000005,none,0,0
50,2.041667,right,left,756.819,270.669,104.806870,104.806870,0.000000,0.000000,none,0,0
51,2.083333,right,left,775.056,260.193,129.405588,129.405588,0.000000,0.000000,none,0,0
52,2.125000,right,left,788.959,254.976,156.969819,156.969819,0.042830,0.000000,none,0,0
53,2.166667,right,left,798.861,252.394,182.417724,182.417724,0.426369,0.000000,none,0,0
54,2.208333,right,left,792.463,242.674,193.547977,193.547977,0.074800,0.000000,none,0,0
55,2.250000,right,left,779.964,231.092,196.297408,196.297408,0.000000,0.000000,none,0,0
56,2.291667,right,left,767.272,225.101,200.198463,200.198463,0.000000,0.000000,none,0,0
57,2.333333,right,left,755.037,223.854,202.360451,202.360451,0.000000,0.000000,none,0,0
58,2.375000,right,left,741.728,228.560,203.033844,203.033844,0.000000,0.000000,none,0,0
59,2.416667,right,left,728.243,237.354,203.622542,203.622542,0.000000,0.000000,none,0,0
60,2.458333,right,left,713.913,252.011,205.080382,205.080382,0.000000,0.000000,none,0,0
61,2.500000,right,left,700.392,271.301,206.540245,206.540245,0.000000,0.000000,none,0,0
62,2.541667,right,left,688.423,294.542,210.295693,210.295693,0.000000,0.000000,none,0,0
63,2.583333,right,left,676.291,324.167,214.694168,214.694168,0.000000,0.000000,none,0,0
64,2.625000,right,left,665.069,356.441,217.984100,217.984100,0.000000,0.000000,none,0,0
65,2.666667,right,left,653.519,390.983,216.524165,216.524165,1.000000,0.000000,none,0,0
66,2.708333,right,left,645.107,394.789,212.884629,212.884629,1.000000,0.000000,none,0,0
67,2.750000,right,left,638.391,369.252,205.165500,205.165500,0.000000,0.000000,none,0,0
68,2.791667,right,left,632.413,348.138,193.296007,193.296007,0.000000,0.000000,none,0,0
69,2.833333,right,left,626.783,332.019,173.037334,173.037334,0.000000,0.000000,none,0,0
70,2.875000,right,left,619.050,321.347,148.133897,148.133897,0.000000,0.000000,none,0,0
71,2.916667,right,left,610.398,316.146,124.322891,124.322891,0.000000,0.000000,none,0,0
72,2.958333,right,left,601.134,316.348,103.028980,103.028980,0.000000,0.000000,none,0,0
73,3.000000,right,left,591.157,320.121,84.765552,84.765552,0.000008,0.000008,none,0,0
74,3.041667,right,right,601.813,326.938,85.134512,85.134512,0.328022,0.000008,none,0,0
75,3.083333,right,right,601.097,324.973,89.921823,89.921823,0.608951,0.000002,none,0,0
76,3.125000,right,bottom,600.315,316.590,106.498497,106.498497,0.000000,0.000000,none,0,0
77,3.166667,right,bottom,616.466,298.610,141.764303,141.764303,0.000000,0.000000,none,0,0
78,3.208333,right,bottom,630.204,289.729,168.199015,168.199015,0.075203,0.000000,none,0,0
79,3.250000,right,bottom,643.470,287.640,187.611248,187.611248,0.027327,0.000000,none,0,0
80,3.291667,right,bottom,657.364,292.486,195.981072,195.981072,0.056119,0.000000,none,0,0
81,3.333333,right,left,658.674,294.204,188.280577,188.280577,0.092493,0.000000,none,0,0
82,3.375000,right,left,671.692,313.753,162.234677,162.234677,0.021720,0.000000,none,0,0
83,3.416667,right,left,684.527,340.738,125.851654,125.851654,0.359311,0.000000,none,0,0
84,3.458333,right,left,697.941,371.902,85.842532,85.842532,1.000000,0.000006,none,0,0
85,3.500000,right,left,721.562,346.940,94.817858,94.817858,1.000000,0.000001,none,0,0
86,3.541667,right,left,750.130,307.393,126.180171,126.180171,0.000000,0.000000,none,0,0
87,3.583333,right,left,774.218,277.403,161.605413,161.605413,0.279305,0.000000,none,0,0
88,3.625000,right,left,792.624,255.952,198.460082,198.460082,0.417640,0.000000,none,0,0
89,3.666667,right,left,807.984,241.885,232.944421,232.944421,0.613920,0.000000,none,0,0
90,3.708333,right,left,800.841,232.612,242.177323,242.177323,0.070113,0.000000,none,0,0
91,3.750000,right,left,792.672,227.352,250.591690,250.591690,0.000000,0.000000,none,0,0
92,3.791667,right,left,784.976,227.032,257.857370,257.857370,0.000000,0.000000,none,0,0
93,3.833333,right,left,778.436,230.775,264.218463,264.218463,0.000000,0.000000,none,0,0
94,3.875000,right,left,773.517,239.824,272.100056,272.100056,0.000000,0.000000,none,0,0
95,3.916667,right,left,767.749,253.211,279.325781,279.325781,0.000000,0.000000,none,0,0
96,3.958333,right,left,762.313,271.077,283.597901,283.597901,0.000000,0.000000,none,0,0
97,4.000000,right,left,757.622,292.408,285.984668,285.984668,0.000000,0.000000,none,0,0
98,4.041667,right,left,753.215,318.600,284.240365,284.240365,0.958593,0.000000,none,0,0
99,4.083333,right,left,748.785,310.800,283.881040,283.881040,0.283720,0.000000,none,0,0
100,4.125000,right,left,743.939,298.942,281.431837,281.431837,0.000000,0.000000,none,0,0
101,4.166667,right,left,738.389,290.973,275.281027,275.281027,0.000000,0.000000,none,0,0
102,4.208333,right,left,734.186,289.075,267.009660,267.009660,0.000000,0.000000,none,0,0
103,4.250000,right,left,728.968,291.569,257.297424,257.297424,0.000000,0.000000,none,0,0
104,4.291667,right,left,724.174,300.982,247.875727,247.875727,0.059263,0.000000,none,0,0
105,4.333333,right,left,718.505,317.005,239.013522,239.013522,0.163045,0.000000,none,0,0
106,4.375000,right,left,714.472,342.130,232.804530,232.804530,0.226207,0.000000,none,0,0
107,4.416667,right,left,708.535,376.031,223.846738,223.846738,0.230740,0.000000,none,0,0
108,4.458333,right,left,704.438,418.843,220.892219,220.892219,0.000000,0.000000,none,0,0
109,4.500000,right,left,698.584,471.311,219.819204,219.819204,1.000000,0.000000,none,0,0
110,4.541667,right,left,695.662,512.074,221.500523,221.500523,1.000000,0.000000,none,0,0
111,4.583333,right,left,695.326,467.785,203.360663,203.360663,1.000000,0.000000,none,0,0
112,4.625000,right,left,694.686,426.158,183.419750,183.419750,0.000000,0.000000,none,0,0
113,4.666667,right,left,691.841,393.222,159.325939,159.325939,0.041546,0.000000,none,0,0
114,4.708333,right,left,692.166,365.720,139.844769,139.844769,0.011758,0.000000,none,0,0
115,4.750000,right,left,690.407,346.362,109.371200,109.371200,0.000000,0.000000,none,0,0
116,4.791667,right,left,692.941,331.239,82.303127,82.303127,0.110173,0.000016,none,0,0
118,4.875000,right,bottom,718.661,310.128,82.557200,82.557200,0.000015,0.000015,none,0,0
119,4.916667,right,left,716.397,275.913,77.942452,77.942452,0.035152,0.000047,none,0,0
120,4.958333,right,left,728.227,259.427,85.489993,85.489993,0.006400,0.000007,none,0,0
121,5.000000,right,left,739.003,249.067,103.178196,103.178196,0.000000,0.000000,none,0,0
122,5.041667,right,left,748.054,245.201,126.513523,126.513523,0.000000,0.000000,none,0,0
123,5.083333,right,left,756.688,245.297,153.588032,153.588032,0.000000,0.000000,none,0,0
124,5.125000,right,left,764.024,249.990,180.550604,180.550604,0.351736,0.000000,none,0,0
125,5.166667,right,left,757.294,250.432,192.670171,192.670171,0.264916,0.000000,none,0,0
126,5.208333,right,left,740.569,243.460,191.863439,191.863439,0.000000,0.000000,none,0,0
127,5.250000,right,left,723.211,242.098,190.291558,190.291558,0.000000,0.000000,none,0,0
128,5.291667,right,left,706.413,245.096,189.387405,189.387405,0.000000,0.000000,none,0,0
129,5.333333,right,left,688.940,252.138,188.998473,188.998473,0.000000,0.000000,none,0,0
130,5.375000,right,left,671.678,263.912,188.575116,188.575116,0.000000,0.000000,none,0,0
131,5.416667,right,left,655.236,280.215,189.092946,189.092946,0.000000,0.000000,none,0,0
132,5.458333,right,left,637.745,301.663,184.657893,184.657893,0.000000,0.000000,none,0,0
133,5.500000,right,left,623.861,325.689,180.944112,180.944112,0.000000,0.000000,none,0,0
134,5.541667,right,left,607.354,355.402,169.980943,169.980943,1.000000,0.000000,none,0,0
135,5.583333,right,left,602.740,352.530,173.426863,173.426863,1.000000,0.000000,none,0,0
136,5.625000,right,left,613.254,317.292,201.501317,201.501317,0.000000,0.000000,none,0,0
137,5.666667,right,left,620.760,288.210,222.072488,222.072488,0.000000,0.000000,none,0,0
138,5.708333,right,left,630.570,264.644,237.763040,237.763040,0.000000,0.000000,none,0,0
139,5.750000,right,left,637.215,244.755,244.832571,244.832571,0.000000,0.000000,none,0,0
140,5.791667,right,left,644.580,229.527,245.300664,245.300664,0.000000,0.000000,none,0,0
141,5.833333,right,left,651.956,221.273,240.993978,240.993978,0.000000,0.000000,none,0,0
142,5.875000,right,left,660.240,217.676,236.339953,236.339953,0.000000,0.000000,none,0,0
143,5.916667,right,left,668.689,220.959,230.763554,230.763554,0.000000,0.000000,none,0,0
144,5.958333,right,left,676.897,229.410,221.516117,221.516117,0.000000,0.000000,none,0,0
145,6.000000,right,left,684.019,244.489,211.355231,211.355231,0.065946,0.000000,none,0,0
146,6.041667,right,left,692.686,266.906,197.948851,197.948851,0.161146,0.000000,none,0,0
147,6.083333,right,left,699.964,297.228,178.018802,178.018802,0.000000,0.000000,none,0,0
148,6.125000,right,left,708.224,338.244,150.378949,150.378949,0.983845,0.000000,none,0,0
149,6.166667,right,left,716.559,340.039,135.485608,135.485608,1.000000,0.000000,none,0,0
150,6.208333,right,bottom,733.269,347.732,117.905216,117.905216,0.902883,0.000000,none,0,0
151,6.250000,right,bottom,748.113,320.361,111.418544,111.418544,0.184903,0.000000,none,0,0
152,6.291667,right,left,761.163,280.066,114.929733,114.929733,0.000000,0.000000,none,0,0
153,6.333333,right,left,779.992,254.228,121.758871,121.758871,0.009542,0.000000,none,0,0
154,6.375000,right,left,796.868,234.658,135.525957,135.525957,0.000000,0.000000,none,0,0
155,6.416667,right,left,810.525,221.364,154.941709,154.941709,0.000000,0.000000,none,0,0
156,6.458333,right,left,823.240,213.332,179.465126,179.465126,0.000000,0.000000,none,0,0
157,6.500000,right,left,834.918,208.714,206.382627,206.382627,0.000305,0.000000,none,0,0
158,6.541667,right,left,841.471,205.856,229.651253,229.651253,0.303908,0.000000,none,0,0
159,6.583333,right,left,832.964,193.430,237.989755,237.989755,0.000000,0.000000,none,0,0
160,6.625000,right,left,822.982,184.426,248.199297,248.199297,0.000000,0.000000,none,0,0
161,6.666667,right,left,814.812,179.990,259.596263,259.596263,0.000000,0.000000,none,0,0
162,6.708333,right,left,805.759,178.880,271.017246,271.017246,0.000000,0.000000,none,0,0
163,6.750000,right,left,796.559,182.151,282.938720,282.938720,0.000000,0.000000,none,0,0
164,6.791667,right,left,788.183,189.375,297.309742,297.309742,0.000000,0.000000,none,0,0
165,6.833333,right,left,779.537,199.637,312.268359,312.268359,0.000000,0.000000,none,0,0
166,6.875000,right,left,770.848,214.074,323.955300,323.955300,0.000000,0.000000,none,0,0
167,6.916667,right,left,763.449,232.259,335.217719,335.217719,0.000000,0.000000,none,0,0
168,6.958333,right,left,754.469,254.610,341.786701,341.786701,0.000000,0.000000,none,0,0
169,7.000000,right,left,746.354,280.982,345.893689,345.893689,0.000000,0.000000,none,0,0
170,7.041667,right,left,738.073,312.223,343.117935,343.117935,0.000000,0.000000,none,0,0
171,7.083333,right,left,731.209,347.685,337.540629,337.540629,0.000000,0.000000,none,0,0
172,7.125000,right,left,724.669,387.167,329.313388,329.313388,0.000000,0.000000,none,0,0
173,7.166667,right,left,715.977,431.952,316.686512,316.686512,0.046350,0.000000,none,0,0
174,7.208333,right,left,708.233,488.017,307.879910,307.879910,0.000000,0.000000,none,0,0
175,7.250000,right,left,701.318,546.880,308.905620,308.905620,0.000000,0.000000,none,0,0
176,7.291667,right,left,692.756,610.331,320.663537,320.663537,1.000000,0.000000,none,0,0
177,7.333333,right,top,696.429,642.521,334.066207,334.066207,1.000000,0.000000,none,0,0
178,7.375000,right,top,697.802,595.243,298.462834,298.462834,1.000000,0.000000,none,0,0
179,7.416667,right,left,691.383,561.630,266.296050,266.296050,0.000000,0.000000,none,0,0
180,7.458333,right,left,690.217,517.925,234.533818,234.533818,0.000000,0.000000,none,0,0
181,7.500000,right,left,691.500,481.230,213.012667,213.012667,0.000000,0.000000,none,0,0
182,7.541667,right,left,693.558,449.571,198.338750,198.338750,0.000000,0.000000,none,0,0
183,7.583333,right,left,694.259,424.732,187.892993,187.892993,0.073888,0.000000,none,0,0
184,7.625000,right,left,695.506,407.055,182.872192,182.872192,0.158657,0.000000,none,0,0
185,7.666667,right,left,696.947,397.751,182.979565,182.979565,0.269243,0.000000,none,0,0
186,7.708333,right,left,697.564,397.425,186.204817,186.204817,0.348785,0.000000,none,0,0
187,7.750000,right,left,698.227,408.181,194.287698,194.287698,0.392422,0.000000,none,0,0
188,7.791667,right,left,698.519,428.856,203.133690,203.133690,0.550673,0.000000,none,0,0
189,7.833333,right,left,699.352,461.760,219.950247,219.950247,0.701074,0.000000,none,0,0
190,7.875000,right,left,698.615,509.508,241.113690,241.113690,0.475251,0.000000,none,0,0
191,7.916667,right,left,699.998,570.985,271.818277,271.818277,0.786280,0.000000,none,0,0
192,7.958333,right,top,706.072,613.630,303.010550,303.010550,1.000000,0.000000,none,0,0
193,8.000000,right,left,694.837,621.323,298.474119,298.474119,1.000000,0.000000,none,0,0
194,8.041667,right,left,697.047,563.495,274.202253,274.202253,0.025563,0.000000,none,0,0
195,8.083333,right,left,693.196,507.976,249.766140,249.766140,0.110504,0.000000,none,0,0
196,8.125000,right,left,692.346,463.923,228.404345,228.404345,0.140793,0.000000,none,0,0
197,8.166667,right,left,691.594,425.768,199.857349,199.857349,0.066799,0.000000,none,0,0
198,8.208333,right,left,692.359,395.544,167.387007,167.387007,0.000000,0.000000,none,0,0
199,8.250000,right,left,692.895,372.588,133.845443,133.845443,0.249817,0.000000,none,0,0
200,8.291667,right,left,708.750,340.470,117.301414,117.301414,0.000000,0.000000,none,0,0
201,8.333333,right,left,725.876,303.341,114.563123,114.563123,0.000000,0.000000,none,0,0
202,8.375000,right,left,743.205,272.290,121.946805,121.946805,0.164132,0.000000,none,0,0
203,8.416667,right,left,756.164,249.582,133.807435,133.807435,0.174499,0.000000,none,0,0
204,8.458333,right,left,767.385,235.410,156.861973,156.861973,0.037296,0.000000,none,0,0
205,8.500000,right,left,776.385,227.754,186.108878,186.108878,0.000000,0.000000,none,0,0
206,8.541667,right,left,785.242,226.211,214.768220,214.768220,0.000000,0.000000,none,0,0
207,8.583333,right,left,792.751,229.074,243.226396,243.226396,0.000000,0.000000,none,0,0
208,8.625000,right,left,794.808,233.793,267.251269,267.251269,0.139760,0.000000,none,0,0
209,8.666667,right,left,786.041,228.277,277.474806,277.474806,0.000000,0.000000,none,0,0
210,8.708333,right,left,776.050,227.426,286.390757,286.390757,0.000000,0.000000,none,0,0
211,8.750000,right,left,767.411,232.565,294.584361,294.584361,0.000000,0.000000,none,0,0
212,8.791667,right,left,758.421,244.019,299.533953,299.533953,0.000000,0.000000,none,0,0
213,8.833333,right,left,748.943,261.037,301.452564,301.452564,0.000000,0.000000,none,0,0
214,8.875000,right,left,739.930,284.915,301.091296,301.091296,0.008388,0.000000,none,0,0
215,8.916667,right,left,731.755,314.787,297.470110,297.470110,0.000000,0.000000,none,0,0
216,8.958333,right,left,723.361,351.702,289.749845,289.749845,0.025749,0.000000,none,0,0
