frame,time,proposal_score,anchor_score,floor_score,anchor_contact_state,human_contact_state,floor_contact_state,transition_contact_state,multi_contact_state,confidence_level,contact_part,contact_label,contact_side,anchor_type,min_object_boundary_gap_px,active_part_distance_px,contact_depth_offset_m,object_acceleration,support_surface_type,support_source,signed_support_gap_px,support_conf,active_object_point_id,active_object_u,active_object_v,state_active_part_u,state_active_part_v
1,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,108.106762,108.106762,0.012460,0.000000,floor,gvhmr_floor,-578.501494,0.750000,left,707.435,260.823,608.744,304.949
2,0.041667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,111.686980,111.686980,0.004418,0.000000,floor,gvhmr_floor,-579.236494,0.750000,left,706.222,258.274,607.782,311.033
3,0.083333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,120.154881,120.154881,0.017999,0.000000,floor,gvhmr_floor,-579.405694,0.750000,left,705.238,259.275,603.323,322.918
4,0.125000,0.019165,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,132.035786,132.035786,0.010068,0.019165,floor,gvhmr_floor,-577.469734,0.750000,left,703.997,265.871,595.068,340.490
5,0.166667,0.046060,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,145.955632,145.955632,0.001578,0.046060,floor,gvhmr_floor,-571.947862,0.750000,left,703.122,279.861,582.857,362.561
6,0.208333,0.064792,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,159.679629,159.679629,0.010415,0.064792,floor,gvhmr_floor,-561.865351,0.750000,left,700.319,300.649,569.700,392.498
7,0.250000,0.224523,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,176.074314,176.074314,0.004983,0.224523,floor,gvhmr_floor,-546.469994,0.750000,left,698.166,328.425,550.959,425.028
8,0.291667,0.392388,0.000000,0.181808,0,0,0,0,0,none,hand,right_hand,right,hand,190.317382,190.317382,0.010696,0.392388,floor,gvhmr_floor,-524.938544,0.750000,left,696.930,364.497,529.797,455.531
9,0.333333,0.334388,0.000000,0.670878,0,0,0,0,0,soft,hand,right_hand,right,hand,199.478419,199.478419,0.027446,0.334388,floor,gvhmr_floor,-494.682029,0.750000,left,694.496,413.234,507.118,481.654
10,0.375000,1.000000,0.000000,1.000000,0,0,0,0,0,strong,hand,right_hand,right,hand,202.107595,202.107595,0.014896,1.000000,floor,gvhmr_floor,-455.835168,0.750000,left,690.833,469.110,491.341,501.517
11,0.416667,1.000000,0.000000,1.000000,0,0,1,1,0,strong,floor,floor,,hand,209.373734,209.373734,0.028942,1.000000,floor,gvhmr_floor,-408.001766,0.750000,left,690.987,537.880,,
12,0.458333,1.000000,0.000000,1.000000,0,0,0,0,0,strong,hand,right_hand,right,hand,200.265474,200.265474,0.021635,1.000000,floor,gvhmr_floor,-388.610884,0.750000,left,688.715,493.783,489.731,516.402
13,0.500000,0.000000,0.000000,1.000000,0,0,0,0,0,strong,hand,right_hand,right,hand,186.256016,186.256016,0.009237,0.000000,floor,gvhmr_floor,-386.583667,0.750000,left,688.821,455.980,511.231,512.133
14,0.541667,0.060544,0.000000,0.767059,0,0,0,0,0,strong,hand,right_hand,right,hand,162.405602,162.405602,0.015613,0.060544,floor,gvhmr_floor,-394.847415,0.750000,left,689.027,423.604,544.294,497.278
15,0.583333,0.000000,0.000000,0.536568,0,0,0,0,0,soft,hand,right_hand,right,hand,127.895695,127.895695,0.009411,0.000000,floor,gvhmr_floor,-407.788239,0.750000,left,688.955,400.416,581.400,469.620
16,0.625000,0.344145,0.000001,0.358372,0,0,0,0,0,proposal,hand,right_hand,right,hand,94.399371,94.399371,0.009307,0.344145,floor,gvhmr_floor,-422.379415,0.750000,left,690.122,383.130,613.850,438.752
17,0.666667,0.158954,0.000010,0.150888,0,0,0,0,0,none,hand,right_hand,right,hand,83.927520,83.927520,-1.138484,0.158954,floor,gvhmr_floor,-439.035139,0.750000,left,707.099,359.751,634.942,402.614
18,0.708333,0.000001,0.000001,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,93.257240,93.257240,0.004383,0.000000,floor,gvhmr_floor,-461.569445,0.750000,left,728.155,324.369,644.195,364.959
19,0.750000,0.079864,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,108.844899,108.844899,0.003671,0.079864,floor,gvhmr_floor,-485.811260,0.750000,left,746.376,296.346,645.356,336.869
20,0.791667,0.008753,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,127.345729,127.345729,-0.021425,0.008753,floor,gvhmr_floor,-509.383230,0.750000,left,761.521,274.641,639.916,312.446
21,0.833333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,147.795653,147.795653,-0.014453,0.000000,floor,gvhmr_floor,-530.681509,0.750000,left,774.149,258.970,630.761,294.796
22,0.875000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,169.766616,169.766616,-0.013025,0.000000,floor,gvhmr_floor,-548.357504,0.750000,left,785.982,249.846,619.152,281.283
23,0.916667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,191.542822,191.542822,-0.029018,0.000000,floor,gvhmr_floor,-561.989201,0.750000,left,795.108,245.843,605.889,275.589
24,0.958333,0.184472,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,213.044833,213.044833,-0.015434,0.184472,floor,gvhmr_floor,-571.289289,0.750000,left,803.390,246.234,592.268,274.793
25,1.000000,0.048871,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,223.835166,223.835166,-0.006907,0.048871,floor,gvhmr_floor,-578.796550,0.750000,left,798.303,242.430,577.571,279.572
26,1.041667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,232.426098,232.426098,0.024703,0.000000,floor,gvhmr_floor,-586.859633,0.750000,left,789.009,232.826,563.233,288.025
27,1.083333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,238.951718,238.951718,0.023685,0.000000,floor,gvhmr_floor,-594.773291,0.750000,left,777.280,225.935,549.568,298.357
28,1.125000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,247.807392,247.807392,0.036803,0.000000,floor,gvhmr_floor,-601.058952,0.750000,left,767.107,223.828,535.206,311.181
29,1.166667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,253.060671,253.060671,0.018609,0.000000,floor,gvhmr_floor,-605.196715,0.750000,left,755.012,224.302,522.570,324.354
30,1.208333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,254.232225,254.232225,0.047992,0.000000,floor,gvhmr_floor,-604.237848,0.750000,left,747.272,237.158,514.371,339.096
31,1.250000,0.167295,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,257.352707,257.352707,0.033256,0.167295,floor,gvhmr_floor,-601.598042,0.750000,left,740.871,244.251,508.547,354.959
32,1.291667,0.902603,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,254.661485,254.661485,0.024553,0.902603,floor,gvhmr_floor,-594.977477,0.750000,left,733.807,259.285,504.937,370.958
33,1.333333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,235.400987,235.400987,0.034593,0.000000,floor,gvhmr_floor,-577.705882,0.750000,left,722.446,298.565,503.930,386.112
34,1.375000,0.000000,0.000000,0.017042,0,0,0,0,0,none,hand,right_hand,right,hand,216.217889,216.217889,0.015584,0.000000,floor,gvhmr_floor,-551.919266,0.750000,left,713.730,346.763,503.857,398.759
35,1.416667,0.385201,0.000000,0.204766,0,0,0,0,0,none,hand,right_hand,right,hand,208.805498,208.805498,0.014531,0.385201,floor,gvhmr_floor,-528.040234,0.750000,left,706.487,365.817,501.953,407.837
36,1.458333,0.000000,0.000000,0.702368,0,0,0,0,0,strong,hand,right_hand,right,hand,198.042143,198.042143,0.022707,0.000000,floor,gvhmr_floor,-495.875512,0.750000,left,696.709,417.887,498.700,414.279
37,1.500000,1.000000,0.000000,1.000000,0,0,0,0,0,strong,hand,right_hand,right,hand,203.584263,203.584263,-0.000053,1.000000,floor,gvhmr_floor,-454.716707,0.750000,left,687.613,477.205,492.886,417.808
38,1.541667,1.000000,0.000000,1.000000,0,0,1,1,0,strong,floor,floor,,hand,217.184207,217.184207,0.010943,1.000000,floor,gvhmr_floor,-416.982643,0.750000,left,685.518,510.813,,
39,1.583333,0.406304,0.000000,1.000000,0,0,0,0,0,strong,hand,right_hand,right,hand,204.175083,204.175083,0.016403,0.406304,floor,gvhmr_floor,-407.461498,0.750000,left,688.323,452.813,486.513,421.827
40,1.625000,0.238214,0.000000,0.699353,0,0,0,0,0,soft,hand,right_hand,right,hand,201.392007,201.392007,0.021231,0.238214,floor,gvhmr_floor,-411.563997,0.750000,left,688.499,416.790,487.175,422.033
41,1.666667,0.000000,0.000000,0.386180,0,0,0,0,0,proposal,hand,right_hand,right,hand,197.787445,197.787445,0.001476,0.000000,floor,gvhmr_floor,-424.159046,0.750000,left,688.610,385.516,493.570,418.371
42,1.708333,0.000000,0.000000,0.149670,0,0,0,0,0,none,hand,right_hand,right,hand,191.618979,191.618979,0.001334,0.000000,floor,gvhmr_floor,-440.318680,0.750000,left,689.134,360.555,504.979,413.514
43,1.750000,0.029994,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,178.179067,178.179067,-0.004527,0.029994,floor,gvhmr_floor,-457.538624,0.750000,left,688.274,341.092,523.123,407.973
44,1.791667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,159.621782,159.621782,0.022906,0.000000,floor,gvhmr_floor,-472.966685,0.750000,left,687.141,329.729,543.799,399.959
45,1.833333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,133.998058,133.998058,0.008200,0.000000,floor,gvhmr_floor,-485.449628,0.750000,left,685.998,324.322,571.023,393.142
46,1.875000,0.201915,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,104.459684,104.459684,-0.827600,0.201915,floor,gvhmr_floor,-494.236887,0.750000,left,685.069,324.148,597.934,381.762
47,1.916667,0.635852,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,95.961536,95.961536,0.022426,0.635852,floor,gvhmr_floor,-504.360569,0.750000,grid_02_05,710.062,318.621,626.964,366.614
48,1.958333,0.000012,0.000012,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,83.405135,83.405135,-1.148018,0.000000,floor,gvhmr_floor,-512.714347,0.750000,bottom,724.373,315.319,647.241,347.053
49,2.000000,0.000005,0.000005,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,86.837594,86.837594,0.026342,0.000000,floor,gvhmr_floor,-524.819391,0.750000,left,735.527,285.283,657.031,322.421
50,2.041667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,104.806870,104.806870,0.014389,0.000000,floor,gvhmr_floor,-537.816022,0.750000,left,756.819,270.669,656.399,300.673
51,2.083333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,129.405588,129.405588,0.001611,0.000000,floor,gvhmr_floor,-550.248163,0.750000,left,775.056,260.193,646.805,277.440
52,2.125000,0.042830,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,156.969819,156.969819,-0.031125,0.042830,floor,gvhmr_floor,-560.347462,0.750000,left,788.959,254.976,631.990,255.464
53,2.166667,0.426369,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,182.417724,182.417724,-0.021025,0.426369,floor,gvhmr_floor,-568.194272,0.750000,left,798.861,252.394,616.960,238.677
54,2.208333,0.074800,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,193.547977,193.547977,-0.006219,0.074800,floor,gvhmr_floor,-576.632138,0.750000,left,792.463,242.674,599.463,228.113
55,2.250000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,196.297408,196.297408,-0.000121,0.000000,floor,gvhmr_floor,-585.943645,0.750000,left,779.964,231.092,583.984,219.927
56,2.291667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,200.198463,200.198463,0.026141,0.000000,floor,gvhmr_floor,-594.226000,0.750000,left,767.272,225.101,567.173,218.784
57,2.333333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,202.360451,202.360451,0.023571,0.000000,floor,gvhmr_floor,-600.630548,0.750000,left,755.037,223.854,552.691,221.451
58,2.375000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,203.033844,203.033844,0.024991,0.000000,floor,gvhmr_floor,-603.714232,0.750000,left,741.728,228.560,538.695,229.166
59,2.416667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,203.622542,203.622542,0.030903,0.000000,floor,gvhmr_floor,-603.303610,0.750000,left,728.243,237.354,524.656,241.133
60,2.458333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,205.080382,205.080382,0.029702,0.000000,floor,gvhmr_floor,-598.611875,0.750000,left,713.913,252.011,508.944,258.772
61,2.500000,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,206.540245,206.540245,0.032766,0.000000,floor,gvhmr_floor,-589.492661,0.750000,left,700.392,271.301,494.029,279.855
62,2.541667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,210.295693,210.295693,0.027536,0.000000,floor,gvhmr_floor,-576.147711,0.750000,left,688.423,294.542,478.278,302.491
63,2.583333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,214.694168,214.694168,0.025801,0.000000,floor,gvhmr_floor,-558.030946,0.750000,left,676.291,324.167,461.618,327.177
64,2.625000,0.000000,0.000000,0.095627,0,0,0,0,0,none,hand,right_hand,right,hand,217.984100,217.984100,0.043148,0.000000,floor,gvhmr_floor,-535.706910,0.750000,left,665.069,356.441,447.144,351.384
65,2.666667,1.000000,0.000000,0.434570,0,0,0,0,0,proposal,hand,right_hand,right,hand,216.524165,216.524165,0.024211,1.000000,floor,gvhmr_floor,-509.556685,0.750000,left,653.519,390.983,437.397,377.792
66,2.708333,1.000000,0.000000,0.472061,0,0,0,0,0,soft,hand,right_hand,right,hand,212.884629,212.884629,0.015580,1.000000,floor,gvhmr_floor,-490.087528,0.750000,left,645.107,394.789,432.224,395.585
67,2.750000,0.000000,0.000000,0.219395,0,0,0,0,0,none,hand,right_hand,right,hand,205.165500,205.165500,0.013528,0.000000,floor,gvhmr_floor,-484.303818,0.750000,left,638.391,369.252,436.368,405.021
68,2.791667,0.000000,0.000000,0.018627,0,0,0,0,0,none,hand,right_hand,right,hand,193.296007,193.296007,0.007742,0.000000,floor,gvhmr_floor,-486.488620,0.750000,left,632.413,348.138,447.664,404.982
