frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
44,1.791667,0,none,right,none,left,687.141,329.729,0.024509,0.018490,0.000000,hand_floor_from_anchor_floor_candidates
45,1.833333,0,none,right,none,left,685.998,324.322,0.008922,0.035086,0.000000,hand_floor_from_anchor_floor_candidates
46,1.875000,0,none,right,none,left,685.069,324.148,-0.826511,0.073776,0.000000,hand_floor_from_anchor_floor_candidates
47,1.916667,0,none,right,none,grid_02_05,710.062,318.621,0.024169,0.090805,0.000000,hand_floor_from_anchor_floor_candidates
48,1.958333,0,none,right,none,bottom,724.373,315.319,-1.144704,0.129312,0.000000,hand_floor_from_anchor_floor_candidates
49,2.000000,0,none,right,none,left,735.527,285.283,0.028597,0.114070,0.000000,hand_floor_from_anchor_floor_candidates
50,2.041667,0,none,right,none,left,756.819,270.669,0.016657,0.072790,0.000000,hand_floor_from_anchor_floor_candidates
51,2.083333,0,none,right,none,left,775.056,260.193,0.002632,0.039355,0.000000,hand_floor_from_anchor_floor_candidates
52,2.125000,0,none,right,none,left,788.959,254.976,-0.030665,0.019783,0.000000,hand_floor_from_anchor_floor_candidates
53,2.166667,0,none,right,none,left,798.861,252.394,-0.019392,0.010524,0.000000,hand_floor_from_anchor_floor_candidates
54,2.208333,0,none,right,none,left,792.463,242.674,-0.005484,0.007967,0.000000,hand_floor_from_anchor_floor_candidates
55,2.250000,0,none,right,none,left,779.964,231.092,0.000210,0.007415,0.000000,hand_floor_from_anchor_floor_candidates
56,2.291667,0,none,right,none,left,767.272,225.101,0.026620,0.006705,0.000000,hand_floor_from_anchor_floor_candidates
57,2.333333,0,none,right,none,left,755.037,223.854,0.020683,0.006352,0.000000,hand_floor_from_anchor_floor_candidates
58,2.375000,0,none,right,none,left,741.728,228.560,0.023692,0.006250,0.000000,hand_floor_from_anchor_floor_candidates
59,2.416667,0,none,right,none,left,728.243,237.354,0.030318,0.006163,0.000000,hand_floor_from_anchor_floor_candidates
60,2.458333,0,none,right,none,left,713.913,252.011,0.027259,0.005945,0.000000,hand_floor_from_anchor_floor_candidates
61,2.500000,0,none,right,none,left,700.392,271.301,0.032107,0.005722,0.000000,hand_floor_from_anchor_floor_candidates
62,2.541667,0,none,right,none,left,688.423,294.542,0.025336,0.005210,0.000000,hand_floor_from_anchor_floor_candidates
63,2.583333,0,none,right,none,left,676.291,324.167,0.025594,0.004670,0.000000,hand_floor_from_anchor_floor_candidates
64,2.625000,0,none,right,none,left,665.069,356.441,0.043055,0.004317,0.109173,hand_floor_from_anchor_floor_candidates
65,2.666667,0,none,right,none,left,653.519,390.983,0.022027,0.004485,0.443931,hand_floor_from_anchor_floor_candidates
66,2.708333,0,none,right,none,left,645.107,394.789,0.012444,0.004898,0.480959,hand_floor_from_anchor_floor_candidates
67,2.750000,0,none,right,none,left,638.391,369.252,0.012117,0.005922,0.231413,hand_floor_from_anchor_floor_candidates
68,2.791667,0,none,right,none,left,632.413,348.138,0.007376,0.007967,0.033123,hand_floor_from_anchor_floor_candidates
69,2.833333,0,none,right,none,left,626.783,332.019,0.015323,0.013221,0.000000,hand_floor_from_anchor_floor_candidates
70,2.875000,0,none,right,none,left,619.050,321.347,0.014206,0.024641,0.000000,hand_floor_from_anchor_floor_candidates
71,2.916667,0,none,right,none,left,610.398,316.146,0.029951,0.044687,0.000000,hand_floor_from_anchor_floor_candidates
72,2.958333,0,none,right,none,left,601.134,316.348,0.041401,0.076099,0.000000,hand_floor_from_anchor_floor_candidates
73,3.000000,0,none,right,none,left,591.157,320.121,0.015450,0.125101,0.000000,hand_floor_from_anchor_floor_candidates
74,3.041667,0,none,right,none,right,601.813,326.938,0.006667,0.140299,0.000000,hand_floor_from_anchor_floor_candidates
75,3.083333,0,none,right,none,right,601.097,324.973,0.050615,0.117902,0.000000,hand_floor_from_anchor_floor_candidates
76,3.125000,0,none,right,none,bottom,600.315,316.590,0.021607,0.072073,0.000000,hand_floor_from_anchor_floor_candidates
77,3.166667,0,none,right,none,bottom,616.466,298.610,0.004507,0.029929,0.000000,hand_floor_from_anchor_floor_candidates
78,3.208333,0,none,right,none,bottom,630.204,289.729,0.009039,0.015499,0.000000,hand_floor_from_anchor_floor_candidates
79,3.250000,0,none,right,none,bottom,643.470,287.640,0.021356,0.009551,0.000000,hand_floor_from_anchor_floor_candidates
80,3.291667,0,none,right,none,bottom,657.364,292.486,0.006663,0.007737,0.000000,hand_floor_from_anchor_floor_candidates
81,3.333333,0,none,right,none,left,658.674,294.204,0.003522,0.009231,0.000000,hand_floor_from_anchor_floor_candidates
82,3.375000,0,none,right,none,left,671.692,313.753,-0.068218,0.017833,0.000000,hand_floor_from_anchor_floor_candidates
83,3.416667,0,none,right,none,left,684.527,340.738,0.224398,0.043510,0.000000,hand_floor_from_anchor_floor_candidates
84,3.458333,0,none,right,none,left,697.941,371.902,-0.966140,0.116944,0.279616,hand_floor_from_anchor_floor_candidates
85,3.500000,0,none,right,none,left,721.562,346.940,-0.126518,0.093439,0.031329,hand_floor_from_anchor_floor_candidates
86,3.541667,0,none,right,none,left,750.130,307.393,0.067722,0.042660,0.000000,hand_floor_from_anchor_floor_candidates
87,3.583333,0,none,right,none,left,774.218,277.403,0.014722,0.017595,0.000000,hand_floor_from_anchor_floor_candidates
88,3.625000,0,none,right,none,left,792.624,255.952,-0.015569,0.007005,0.000000,hand_floor_from_anchor_floor_candidates
89,3.666667,0,none,right,none,left,807.984,241.885,-0.031101,0.002957,0.000000,hand_floor_from_anchor_floor_candidates
90,3.708333,0,none,right,none,left,800.841,232.612,-0.014192,0.002351,0.000000,hand_floor_from_anchor_floor_candidates
91,3.750000,0,none,right,none,left,792.672,227.352,0.000555,0.001902,0.000000,hand_floor_from_anchor_floor_candidates
92,3.791667,0,none,right,none,left,784.976,227.032,0.007223,0.001586,0.000000,hand_floor_from_anchor_floor_candidates
93,3.833333,0,none,right,none,left,778.436,230.775,-0.000487,0.001356,0.000000,hand_floor_from_anchor_floor_candidates
94,3.875000,0,none,right,none,left,773.517,239.824,0.021083,0.001111,0.000000,hand_floor_from_anchor_floor_candidates
95,3.916667,0,none,right,none,left,767.749,253.211,0.027467,0.000927,0.000000,hand_floor_from_anchor_floor_candidates
96,3.958333,0,none,right,none,left,762.313,271.077,0.001822,0.000833,0.000000,hand_floor_from_anchor_floor_candidates
97,4.000000,0,none,right,none,left,757.622,292.408,0.029128,0.000785,0.000000,hand_floor_from_anchor_floor_candidates
98,4.041667,0,none,right,none,left,753.215,318.600,0.018657,0.000823,0.000000,hand_floor_from_anchor_floor_candidates
99,4.083333,0,none,right,none,left,748.785,310.800,0.026436,0.000828,0.000000,hand_floor_from_anchor_floor_candidates
100,4.125000,0,none,right,none,left,743.939,298.942,0.025342,0.000880,0.000000,hand_floor_from_anchor_floor_candidates
101,4.166667,0,none,right,none,left,738.389,290.973,0.021195,0.001026,0.000000,hand_floor_from_anchor_floor_candidates
102,4.208333,0,none,right,none,left,734.186,289.075,0.009544,0.001262,0.000000,hand_floor_from_anchor_floor_candidates
103,4.250000,0,none,right,none,left,728.968,291.569,0.027990,0.001609,0.000000,hand_floor_from_anchor_floor_candidates
104,4.291667,0,none,right,none,left,724.174,300.982,0.007550,0.002036,0.000000,hand_floor_from_anchor_floor_candidates
105,4.333333,0,none,right,none,left,718.505,317.005,0.014331,0.002541,0.000000,hand_floor_from_anchor_floor_candidates
106,4.375000,0,none,right,none,left,714.472,342.130,0.032624,0.002967,0.000000,hand_floor_from_anchor_floor_candidates
107,4.416667,0,none,right,none,left,708.535,376.031,-0.034282,0.003712,0.315832,hand_floor_from_anchor_floor_candidates
108,4.458333,0,none,right,none,left,704.438,418.843,0.060798,0.003997,0.733168,hand_floor_from_anchor_floor_candidates
109,4.500000,0,none,right,none,left,698.584,471.311,0.023310,0.004157,1.000000,hand_floor_from_anchor_floor_candidates
110,4.541667,1,floor,,floor_support,left,695.662,512.074,0.022652,0.004041,1.000000,hand_floor_from_anchor_floor_candidates
111,4.583333,0,none,right,none,left,695.326,467.785,0.005334,0.006252,1.000000,hand_floor_from_anchor_floor_candidates
112,4.625000,0,none,right,none,left,694.686,426.158,0.015917,0.010199,0.792393,hand_floor_from_anchor_floor_candidates
113,4.666667,0,none,right,none,left,691.841,393.222,0.021333,0.018627,0.479795,hand_floor_from_anchor_floor_candidates
114,4.708333,0,none,right,none,left,692.166,365.720,0.054942,0.030315,0.212049,hand_floor_from_anchor_floor_candidates
115,4.750000,0,none,right,none,left,690.407,346.362,0.015841,0.064941,0.027350,hand_floor_from_anchor_floor_candidates
116,4.791667,0,none,right,none,left,692.941,331.239,-1.276987,0.128522,0.000000,hand_floor_from_anchor_floor_candidates
117,4.833333,0,none,left,none,sphere:surface,706.808,325.095,-1.136590,0.199886,0.000000,hand_floor_from_anchor_floor_candidates
118,4.875000,0,none,right,none,bottom,718.661,310.128,0.009321,0.212950,0.000000,hand_floor_from_anchor_floor_candidates
119,4.916667,0,none,right,none,left,716.397,275.913,0.020786,0.181773,0.000000,hand_floor_from_anchor_floor_candidates
120,4.958333,0,none,right,none,left,728.227,259.427,0.003878,0.103612,0.000000,hand_floor_from_anchor_floor_candidates
121,5.000000,0,none,right,none,left,739.003,249.067,-0.027365,0.053138,0.000000,hand_floor_from_anchor_floor_candidates
122,5.041667,0,none,right,none,left,748.054,245.201,-0.009932,0.026819,0.000000,hand_floor_from_anchor_floor_candidates
123,5.083333,0,none,right,none,left,756.688,245.297,-0.008733,0.013458,0.000000,hand_floor_from_anchor_floor_candidates
124,5.125000,0,none,right,none,left,764.024,249.990,-0.016661,0.006924,0.000000,hand_floor_from_anchor_floor_candidates
125,5.166667,0,none,right,none,left,757.294,250.432,-0.000685,0.005403,0.000000,hand_floor_from_anchor_floor_candidates
126,5.208333,0,none,right,none,left,740.569,243.460,0.008341,0.005571,0.000000,hand_floor_from_anchor_floor_candidates
127,5.250000,0,none,right,none,left,723.211,242.098,0.019340,0.005781,0.000000,hand_floor_from_anchor_floor_candidates
128,5.291667,0,none,right,none,left,706.413,245.096,0.044900,0.005667,0.000000,hand_floor_from_anchor_floor_candidates
129,5.333333,0,none,right,none,left,688.940,252.138,0.013283,0.005634,0.000000,hand_floor_from_anchor_floor_candidates
130,5.375000,0,none,right,none,left,671.678,263.912,0.040528,0.005503,0.000000,hand_floor_from_anchor_floor_candidates
131,5.416667,0,none,right,none,left,655.236,280.215,0.037216,0.005785,0.000000,hand_floor_from_anchor_floor_candidates
132,5.458333,0,none,right,none,left,637.745,301.663,0.058105,0.006760,0.000000,hand_floor_from_anchor_floor_candidates
133,5.500000,0,none,right,none,left,623.861,325.689,0.030436,0.008162,0.000000,hand_floor_from_anchor_floor_candidates
134,5.541667,0,none,right,none,left,607.354,355.402,0.041766,0.011929,0.107732,hand_floor_from_anchor_floor_candidates
135,5.583333,0,none,right,none,left,602.740,352.530,0.022327,0.011959,0.080696,hand_floor_from_anchor_floor_candidates
136,5.625000,0,none,right,none,left,613.254,317.292,0.012720,0.006869,0.000000,hand_floor_from_anchor_floor_candidates
137,5.666667,0,none,right,none,left,620.760,288.210,-0.017130,0.004647,0.000000,hand_floor_from_anchor_floor_candidates
138,5.708333,0,none,right,none,left,630.570,264.644,-0.006054,0.003548,0.000000,hand_floor_from_anchor_floor_candidates
139,5.750000,0,none,right,none,left,637.215,244.755,-0.007580,0.003326,0.000000,hand_floor_from_anchor_floor_candidates
140,5.791667,0,none,right,none,left,644.580,229.527,-0.018097,0.003282,0.000000,hand_floor_from_anchor_floor_candidates
141,5.833333,0,none,right,none,left,651.956,221.273,-0.007559,0.003423,0.000000,hand_floor_from_anchor_floor_candidates
142,5.875000,0,none,right,none,left,660.240,217.676,-0.035473,0.003457,0.000000,hand_floor_from_anchor_floor_candidates
143,5.916667,0,none,right,none,left,668.689,220.959,-0.018391,0.003943,0.000000,hand_floor_from_anchor_floor_candidates
144,5.958333,0,none,right,none,left,676.897,229.410,-0.037788,0.004489,0.000000,hand_floor_from_anchor_floor_candidates
145,6.000000,0,none,right,none,left,684.019,244.489,-0.025965,0.005897,0.000000,hand_floor_from_anchor_floor_candidates
146,6.041667,0,none,right,none,left,692.686,266.906,-0.009999,0.008549,0.000000,hand_floor_from_anchor_floor_candidates
147,6.083333,0,none,right,none,left,699.964,297.228,-0.012438,0.016099,0.000000,hand_floor_from_anchor_floor_candidates
148,6.125000,0,none,right,none,left,708.224,338.244,-0.439130,0.039699,0.000000,hand_floor_from_anchor_floor_candidates
149,6.166667,0,none,right,none,left,716.559,340.039,0.009274,0.069637,0.000000,hand_floor_from_anchor_floor_candidates
150,6.208333,0,none,right,none,bottom,733.269,347.732,-1.168568,0.127834,0.000000,hand_floor_from_anchor_floor_candidates
151,6.250000,0,none,right,none,bottom,748.113,320.361,-1.029356,0.129727,0.000000,hand_floor_from_anchor_floor_candidates
152,6.291667,0,none,right,none,left,761.163,280.066,0.138894,0.096951,0.000000,hand_floor_from_anchor_floor_candidates
153,6.333333,0,none,right,none,left,779.992,254.228,0.068054,0.058864,0.000000,hand_floor_from_anchor_floor_candidates
154,6.375000,0,none,right,none,left,796.868,234.658,0.013324,0.030878,0.000000,hand_floor_from_anchor_floor_candidates
155,6.416667,0,none,right,none,left,810.525,221.364,0.004878,0.015691,0.000000,hand_floor_from_anchor_floor_candidates
156,6.458333,0,none,right,none,left,823.240,213.332,-0.007213,0.007714,0.000000,hand_floor_from_anchor_floor_candidates
157,6.500000,0,none,right,none,left,834.918,208.714,-0.017151,0.003781,0.000000,hand_floor_from_anchor_floor_candidates
158,6.541667,0,none,right,none,left,841.471,205.856,-0.006023,0.002123,0.000000,hand_floor_from_anchor_floor_candidates
159,6.583333,0,none,right,none,left,832.964,193.430,-0.013672,0.001601,0.000000,hand_floor_from_anchor_floor_candidates
160,6.625000,0,none,right,none,left,822.982,184.426,0.010540,0.001257,0.000000,hand_floor_from_anchor_floor_candidates
161,6.666667,0,none,right,none,left,814.812,179.990,0.008664,0.000918,0.000000,hand_floor_from_anchor_floor_candidates
162,6.708333,0,none,right,none,left,805.759,178.880,0.012565,0.000665,0.000000,hand_floor_from_anchor_floor_candidates
163,6.750000,0,none,right,none,left,796.559,182.151,0.016837,0.000460,0.000000,hand_floor_from_anchor_floor_candidates
164,6.791667,0,none,right,none,left,788.183,189.375,0.003308,0.000305,0.000000,hand_floor_from_anchor_floor_candidates
165,6.833333,0,none,right,none,left,779.537,199.637,0.023102,0.000218,0.000000,hand_floor_from_anchor_floor_candidates
166,6.875000,0,none,right,none,left,770.848,214.074,0.051199,0.000162,0.000000,hand_floor_from_anchor_floor_candidates
167,6.916667,0,none,right,none,left,763.449,232.259,0.061751,0.000127,0.000000,hand_floor_from_anchor_floor_candidates
168,6.958333,0,none,right,none,left,754.469,254.610,0.042769,0.000113,0.000000,hand_floor_from_anchor_floor_candidates
169,7.000000,0,none,right,none,left,746.354,280.982,0.035499,0.000119,0.000000,hand_floor_from_anchor_floor_candidates
170,7.041667,0,none,right,none,left,738.073,312.223,0.026861,0.000143,0.000000,hand_floor_from_anchor_floor_candidates
171,7.083333,0,none,right,none,left,731.209,347.685,0.036995,0.000187,0.040672,hand_floor_from_anchor_floor_candidates
172,7.125000,0,none,right,none,left,724.669,387.167,0.021355,0.000267,0.415645,hand_floor_from_anchor_floor_candidates
173,7.166667,0,none,right,none,left,715.977,431.952,0.022523,0.000417,0.845244,hand_floor_from_anchor_floor_candidates
174,7.208333,0,none,right,none,left,708.233,488.017,0.017850,0.000566,1.000000,hand_floor_from_anchor_floor_candidates
175,7.250000,0,none,right,none,left,701.318,546.880,0.011283,0.000597,1.000000,hand_floor_from_anchor_floor_candidates
176,7.291667,0,none,right,none,top,702.140,595.616,-0.122589,0.000447,1.000000,hand_floor_from_anchor_floor_candidates
177,7.333333,1,floor,,floor_support,top,696.429,642.521,-0.679135,0.000808,1.000000,hand_floor_from_anchor_floor_candidates
178,7.375000,0,none,right,none,top,697.802,595.243,-0.062942,0.000723,1.000000,hand_floor_from_anchor_floor_candidates
179,7.416667,0,none,right,none,top,700.787,546.340,0.099382,0.001748,1.000000,hand_floor_from_anchor_floor_candidates
180,7.458333,0,none,right,none,left,690.217,517.925,0.064727,0.003675,1.000000,hand_floor_from_anchor_floor_candidates
181,7.500000,0,none,right,none,left,691.500,481.230,0.014465,0.006162,1.000000,hand_floor_from_anchor_floor_candidates
182,7.541667,0,none,right,none,left,693.558,449.571,0.012962,0.008690,1.000000,hand_floor_from_anchor_floor_candidates
183,7.583333,0,none,right,none,left,694.259,424.732,-0.007651,0.010710,0.774376,hand_floor_from_anchor_floor_candidates
184,7.625000,0,none,right,none,left,695.506,407.055,0.019231,0.010959,0.601070,hand_floor_from_anchor_floor_candidates
185,7.666667,0,none,right,none,left,696.947,397.751,0.017114,0.009750,0.514389,hand_floor_from_anchor_floor_candidates
186,7.708333,0,none,right,none,left,697.564,397.425,0.168669,0.007695,0.513797,hand_floor_from_anchor_floor_candidates
187,7.750000,0,none,right,none,left,698.227,408.181,-0.292152,0.006041,0.621388,hand_floor_from_anchor_floor_candidates
188,7.791667,0,none,right,none,left,698.519,428.856,-0.396027,0.004200,0.818838,hand_floor_from_anchor_floor_candidates
189,7.833333,0,none,right,none,left,699.352,461.760,-0.377976,0.002784,1.000000,hand_floor_from_anchor_floor_candidates
190,7.875000,0,none,right,none,left,698.615,509.508,0.059454,0.001828,1.000000,hand_floor_from_anchor_floor_candidates
191,7.916667,0,none,right,none,left,699.998,570.985,-0.017992,0.000947,1.000000,hand_floor_from_anchor_floor_candidates
192,7.958333,1,floor,,floor_support,top,706.072,613.630,-0.151664,0.000514,1.000000,hand_floor_from_anchor_floor_candidates
193,8.000000,0,none,right,none,left,694.837,621.323,-0.011848,0.000704,1.000000,hand_floor_from_anchor_floor_candidates
194,8.041667,0,none,right,none,left,697.047,563.495,0.173997,0.001446,1.000000,hand_floor_from_anchor_floor_candidates
195,8.083333,0,none,right,none,left,693.196,507.976,0.080979,0.003367,1.000000,hand_floor_from_anchor_floor_candidates
196,8.125000,0,none,right,none,left,692.346,463.923,0.067512,0.008023,1.000000,hand_floor_from_anchor_floor_candidates
197,8.166667,0,none,right,none,left,691.594,425.768,0.062472,0.020208,0.802500,hand_floor_from_anchor_floor_candidates
198,8.208333,0,none,right,none,left,692.359,395.544,0.120057,0.046487,0.512967,hand_floor_from_anchor_floor_candidates
199,8.250000,0,none,right,none,left,692.895,372.588,-1.181601,0.115638,0.289159,hand_floor_from_anchor_floor_candidates
200,8.291667,0,none,right,none,left,708.750,340.470,-1.102068,0.138532,0.000000,hand_floor_from_anchor_floor_candidates
201,8.333333,0,none,right,none,left,725.876,303.341,0.043406,0.100865,0.000000,hand_floor_from_anchor_floor_candidates
202,8.375000,0,none,right,none,left,743.205,272.290,0.015236,0.058100,0.000000,hand_floor_from_anchor_floor_candidates
203,8.416667,0,none,right,none,left,756.164,249.582,-0.006002,0.028080,0.000000,hand_floor_from_anchor_floor_candidates
204,8.458333,0,none,right,none,left,767.385,235.410,-0.009980,0.012155,0.000000,hand_floor_from_anchor_floor_candidates
205,8.500000,0,none,right,none,left,776.385,227.754,-0.012011,0.005819,0.000000,hand_floor_from_anchor_floor_candidates
206,8.541667,0,none,right,none,left,785.242,226.211,-0.018783,0.002769,0.000000,hand_floor_from_anchor_floor_candidates
207,8.583333,0,none,right,none,left,792.751,229.074,-0.021588,0.001328,0.000000,hand_floor_from_anchor_floor_candidates
208,8.625000,0,none,right,none,left,794.808,233.793,-0.007606,0.000778,0.000000,hand_floor_from_anchor_floor_candidates
209,8.666667,0,none,right,none,left,786.041,228.277,0.007583,0.000606,0.000000,hand_floor_from_anchor_floor_candidates
210,8.708333,0,none,right,none,left,776.050,227.426,0.032478,0.000506,0.000000,hand_floor_from_anchor_floor_candidates
211,8.750000,0,none,right,none,left,767.411,232.565,0.053453,0.000435,0.000000,hand_floor_from_anchor_floor_candidates
212,8.791667,0,none,right,none,left,758.421,244.019,0.019044,0.000401,0.000000,hand_floor_from_anchor_floor_candidates
213,8.833333,0,none,right,none,left,748.943,261.037,0.033885,0.000396,0.000000,hand_floor_from_anchor_floor_candidates
214,8.875000,0,none,right,none,left,739.930,284.915,0.028242,0.000432,0.000000,hand_floor_from_anchor_floor_candidates
215,8.916667,0,none,right,none,left,731.755,314.787,0.025497,0.000518,0.000000,hand_floor_from_anchor_floor_candidates
216,8.958333,0,none,right,none,left,723.361,351.702,0.027495,0.000717,0.069073,hand_floor_from_anchor_floor_candidates
217,9.000000,0,none,right,none,left,715.023,394.867,0.057757,0.001118,0.501153,hand_floor_from_anchor_floor_candidates
218,9.041667,0,none,right,none,left,705.923,446.110,0.053613,0.001810,0.985806,hand_floor_from_anchor_floor_candidates
219,9.083333,0,none,right,none,left,697.062,507.393,0.026879,0.002376,1.000000,hand_floor_from_anchor_floor_candidates
220,9.125000,1,floor,,floor_support,left,688.984,561.208,0.002331,0.002190,1.000000,hand_floor_from_anchor_floor_candidates
221,9.166667,0,none,right,none,left,686.269,532.973,0.004850,0.004054,1.000000,hand_floor_from_anchor_floor_candidates
222,9.208333,0,none,right,none,left,687.331,498.370,-0.006162,0.006529,1.000000,hand_floor_from_anchor_floor_candidates
223,9.250000,0,none,right,none,left,688.186,469.545,0.003980,0.007799,1.000000,hand_floor_from_anchor_floor_candidates
224,9.291667,0,none,right,none,left,688.201,449.049,-0.150971,0.007888,1.000000,hand_floor_from_anchor_floor_candidates
225,9.333333,0,none,right,none,left,685.881,439.977,0.054574,0.007325,0.926638,hand_floor_from_anchor_floor_candidates
226,9.375000,0,none,right,none,left,681.799,441.469,0.026396,0.006891,0.939426,hand_floor_from_anchor_floor_candidates
227,9.416667,0,none,right,none,left,677.366,451.095,0.038798,0.006490,1.000000,hand_floor_from_anchor_floor_candidates
228,9.458333,0,none,right,none,left,673.537,468.691,0.010836,0.007219,1.000000,hand_floor_from_anchor_floor_candidates
229,9.500000,1,floor,,floor_support,left,671.500,492.219,0.009709,0.010391,1.000000,hand_floor_from_anchor_floor_candidates
230,9.541667,0,none,right,none,left,669.624,447.206,-0.175289,0.019626,0.997621,hand_floor_from_anchor_floor_candidates
231,9.583333,0,none,right,none,left,668.246,414.934,-0.526201,0.036712,0.683782,hand_floor_from_anchor_floor_candidates
232,9.625000,0,none,right,none,left,666.583,390.623,-0.782309,0.079836,0.452119,hand_floor_from_anchor_floor_candidates
233,9.666667,0,none,right,none,left,675.734,364.473,-1.164083,0.144243,0.200712,hand_floor_from_anchor_floor_candidates
