frame,time,proposal_score,anchor_score,floor_score,anchor_contact_state,human_contact_state,floor_contact_state,transition_contact_state,multi_contact_state,confidence_level,contact_part,contact_label,contact_side,anchor_type,min_object_boundary_gap_px,active_part_distance_px,contact_depth_offset_m,object_acceleration,support_surface_type,support_source,signed_support_gap_px,support_conf,active_object_point_id,active_object_u,active_object_v,state_active_part_u,state_active_part_v
11,0.416667,1.000000,0.293953,1.000000,0,0,1,1,0,strong,floor,floor,,hand,209.373734,209.373734,0.029501,,floor,generic_floor_candidates,-408.001682,1.000000,left,690.987,537.880,483.206,512.101
12,0.458333,1.000000,0.290635,1.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,200.265474,200.265474,0.022440,,floor,generic_floor_candidates,-388.610800,1.000000,left,688.715,493.783,489.731,516.402
13,0.500000,0.726586,0.217976,1.000000,0,0,0,0,0,none,hand,right_hand,right,hand,186.256016,186.256016,0.010386,,floor,generic_floor_candidates,-386.583583,1.000000,left,688.821,455.980,511.231,512.133
14,0.541667,0.710321,0.213096,0.772314,0,0,0,0,0,none,hand,right_hand,right,hand,162.405602,162.405602,0.016290,,floor,generic_floor_candidates,-394.847331,0.772314,left,689.027,423.604,544.294,497.278
15,0.583333,0.532741,0.159822,0.544670,0,0,0,0,0,none,hand,right_hand,right,hand,127.895695,127.895695,0.009724,,floor,generic_floor_candidates,-407.788155,0.544670,left,688.955,400.416,581.400,469.620
16,0.625000,0.728171,0.218452,0.368673,0,0,0,0,0,none,hand,right_hand,right,hand,94.399371,94.399371,0.007816,,floor,generic_floor_candidates,-422.379331,0.368673,left,690.122,383.130,613.850,438.752
17,0.666667,0.970895,0.291279,0.163751,0,0,0,0,0,proposal,hand,right_hand,right,hand,83.927520,83.927520,-1.140832,,floor,generic_floor_candidates,-439.035055,0.163751,left,707.099,359.751,634.942,402.614
18,0.708333,1.000000,0.300001,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,93.257240,93.257240,0.001648,,floor,generic_floor_candidates,-461.569361,0.000000,left,728.155,324.369,644.195,364.959
19,0.750000,0.750000,0.225000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,108.844899,108.844899,0.003732,,floor,generic_floor_candidates,-485.811176,0.000000,left,746.376,296.346,645.356,336.869
20,0.791667,0.500000,0.150000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,127.345729,127.345729,-0.021054,,floor,generic_floor_candidates,-509.383146,0.000000,left,761.521,274.641,639.916,312.446
21,0.833333,0.655143,0.196543,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,147.795653,147.795653,-0.014182,,floor,generic_floor_candidates,-530.681425,0.000000,left,774.149,258.970,630.761,294.796
22,0.875000,0.491357,0.147407,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,169.766616,169.766616,-0.012903,,floor,generic_floor_candidates,-548.357421,0.000000,left,785.982,249.846,619.152,281.283
23,0.916667,0.488637,0.146591,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,191.542822,191.542822,-0.028434,,floor,generic_floor_candidates,-561.989117,0.000000,left,795.108,245.843,605.889,275.589
24,0.958333,0.732956,0.219887,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,213.044833,213.044833,-0.015172,,floor,generic_floor_candidates,-571.289205,0.000000,left,803.390,246.234,592.268,274.793
25,1.000000,0.977275,0.293182,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,223.835166,223.835166,-0.006789,,floor,generic_floor_candidates,-578.796467,0.000000,left,798.303,242.430,577.571,279.572
26,1.041667,0.732956,0.219887,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,232.426098,232.426098,0.026461,,floor,generic_floor_candidates,-586.859550,0.000000,left,789.009,232.826,563.233,288.025
27,1.083333,0.488637,0.146591,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,238.951718,238.951718,0.024476,,floor,generic_floor_candidates,-594.773208,0.000000,left,777.280,225.935,549.568,298.357
28,1.125000,0.505161,0.151548,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,247.807392,247.807392,0.037159,,floor,generic_floor_candidates,-601.058868,0.000000,left,767.107,223.828,535.206,311.181
29,1.166667,0.673548,0.202064,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,253.060671,253.060671,0.018524,,floor,generic_floor_candidates,-605.196631,0.000000,left,755.012,224.302,522.570,324.354
30,1.208333,0.599522,0.179857,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,254.232225,254.232225,0.047953,,floor,generic_floor_candidates,-604.237764,0.000000,left,747.272,237.158,514.371,339.096
31,1.250000,0.449642,0.134893,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,257.352707,257.352707,0.033239,,floor,generic_floor_candidates,-601.597958,0.000000,left,740.871,244.251,508.547,354.959
32,1.291667,0.380561,0.089928,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,254.661485,254.661485,0.022757,,floor,generic_floor_candidates,-594.977394,0.000000,left,733.807,259.285,504.937,370.958
33,1.333333,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,235.400987,235.400987,0.034409,,floor,generic_floor_candidates,-577.705798,0.000000,left,722.446,298.565,503.930,386.112
34,1.375000,1.000000,0.104453,0.031558,0,0,0,0,0,none,hand,right_hand,right,hand,216.217889,216.217889,0.018097,,floor,generic_floor_candidates,-551.919182,0.031558,left,713.730,346.763,503.857,398.759
35,1.416667,0.522267,0.156680,0.216964,0,0,0,0,0,none,hand,right_hand,right,hand,208.805498,208.805498,0.013774,,floor,generic_floor_candidates,-528.040150,0.216964,left,706.487,365.817,501.953,407.837
36,1.458333,1.000000,0.220506,0.708422,0,0,0,0,0,none,hand,right_hand,right,hand,198.042143,198.042143,-0.005639,,floor,generic_floor_candidates,-495.875428,0.708422,left,696.709,417.887,498.700,414.279
37,1.500000,1.000000,0.294007,1.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,203.584263,203.584263,-0.012288,,floor,generic_floor_candidates,-454.716623,1.000000,left,687.613,477.205,492.886,417.808
38,1.541667,0.735018,0.220506,1.000000,0,0,1,1,0,strong,floor,floor,,hand,217.184207,217.184207,0.007667,,floor,generic_floor_candidates,-416.982559,1.000000,left,685.518,510.813,488.040,420.416
39,1.583333,0.522267,0.156680,1.000000,0,0,0,0,0,none,hand,right_hand,right,hand,204.175083,204.175083,0.013577,,floor,generic_floor_candidates,-407.461414,1.000000,left,688.323,452.813,486.513,421.827
40,1.625000,0.696357,0.208907,0.705445,0,0,0,0,0,none,hand,right_hand,right,hand,201.392007,201.392007,0.020260,,floor,generic_floor_candidates,-411.563913,0.705445,left,688.499,416.790,487.175,422.033
41,1.666667,0.587634,0.176290,0.396139,0,0,0,0,0,none,hand,right_hand,right,hand,197.787445,197.787445,0.001180,,floor,generic_floor_candidates,-424.158962,0.396139,left,688.610,385.516,493.570,418.371
42,1.708333,0.440725,0.132218,0.162549,0,0,0,0,0,none,hand,right_hand,right,hand,191.618979,191.618979,0.001201,,floor,generic_floor_candidates,-440.318596,0.162549,left,689.134,360.555,504.979,413.514
43,1.750000,0.293817,0.088145,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,178.179067,178.179067,-0.004377,,floor,generic_floor_candidates,-457.538540,0.000000,left,688.274,341.092,523.123,407.973
44,1.791667,0.000000,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,159.621782,159.621782,0.024509,,floor,generic_floor_candidates,-472.966601,0.000000,left,687.141,329.729,543.799,399.959
45,1.833333,0.487122,0.146136,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,133.998058,133.998058,0.008922,,floor,generic_floor_candidates,-485.449544,0.000000,left,685.998,324.322,571.023,393.142
46,1.875000,0.730682,0.219205,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,104.459684,104.459684,-0.826511,,floor,generic_floor_candidates,-494.236804,0.000000,left,685.069,324.148,597.934,381.762
47,1.916667,0.974243,0.292273,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,95.961536,95.961536,0.024169,,floor,generic_floor_candidates,-504.360485,0.000000,grid_02_05,710.062,318.621,626.964,366.614
48,1.958333,0.819626,0.245900,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,83.405135,83.405135,-1.144704,,floor,generic_floor_candidates,-512.714263,0.000000,bottom,724.373,315.319,647.241,347.053
49,2.000000,0.614719,0.184421,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,86.837594,86.837594,0.028597,,floor,generic_floor_candidates,-524.819307,0.000000,left,735.527,285.283,657.031,322.421
50,2.041667,0.409813,0.122944,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,104.806870,104.806870,0.016657,,floor,generic_floor_candidates,-537.815938,0.000000,left,756.819,270.669,656.399,300.673
51,2.083333,0.485098,0.145529,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,129.405588,129.405588,0.002632,,floor,generic_floor_candidates,-550.248079,0.000000,left,775.056,260.193,646.805,277.440
52,2.125000,0.727647,0.218294,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,156.969819,156.969819,-0.030665,,floor,generic_floor_candidates,-560.347379,0.000000,left,788.959,254.976,631.990,255.464
53,2.166667,0.970196,0.291059,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,182.417724,182.417724,-0.019392,,floor,generic_floor_candidates,-568.194188,0.000000,left,798.861,252.394,616.960,238.677
54,2.208333,0.727647,0.218294,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,193.547977,193.547977,-0.005484,,floor,generic_floor_candidates,-576.632054,0.000000,left,792.463,242.674,599.463,228.113
55,2.250000,0.485098,0.145529,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,196.297408,196.297408,0.000210,,floor,generic_floor_candidates,-585.943561,0.000000,left,779.964,231.092,583.984,219.927
56,2.291667,0.485549,0.145665,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,200.198463,200.198463,0.026620,,floor,generic_floor_candidates,-594.225916,0.000000,left,767.272,225.101,567.173,218.784
57,2.333333,0.647399,0.194220,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,202.360451,202.360451,0.020683,,floor,generic_floor_candidates,-600.630464,0.000000,left,755.037,223.854,552.691,221.451
58,2.375000,0.485549,0.145665,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,203.033844,203.033844,0.023692,,floor,generic_floor_candidates,-603.714148,0.000000,left,741.728,228.560,538.695,229.166
59,2.416667,0.452574,0.135772,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,203.622542,203.622542,0.030318,,floor,generic_floor_candidates,-603.303526,0.000000,left,728.243,237.354,524.656,241.133
60,2.458333,0.603431,0.181029,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,205.080382,205.080382,0.027259,,floor,generic_floor_candidates,-598.611791,0.000000,left,713.913,252.011,508.944,258.772
61,2.500000,0.452574,0.135772,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,206.540245,206.540245,0.032107,,floor,generic_floor_candidates,-589.492577,0.000000,left,700.392,271.301,494.029,279.855
62,2.541667,0.301716,0.090515,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,210.295693,210.295693,0.025336,,floor,generic_floor_candidates,-576.147627,0.000000,left,688.423,294.542,478.278,302.491
63,2.583333,0.357522,0.107257,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,214.694168,214.694168,0.025594,,floor,generic_floor_candidates,-558.030862,0.000000,left,676.291,324.167,461.618,327.177
64,2.625000,0.536283,0.160885,0.109173,0,0,0,0,0,none,hand,right_hand,right,hand,217.984100,217.984100,0.043055,,floor,generic_floor_candidates,-535.706826,0.109173,left,665.069,356.441,447.144,351.384
65,2.666667,1.000000,0.219689,0.443931,0,0,0,0,0,none,hand,right_hand,right,hand,216.524165,216.524165,0.022027,,floor,generic_floor_candidates,-509.556601,0.443931,left,653.519,390.983,437.397,377.792
66,2.708333,0.976397,0.292919,0.480959,0,0,0,0,0,proposal,hand,right_hand,right,hand,212.884629,212.884629,0.012444,,floor,generic_floor_candidates,-490.087444,0.480959,left,645.107,394.789,432.224,395.585
67,2.750000,0.732298,0.219689,0.231413,0,0,0,0,0,none,hand,right_hand,right,hand,205.165500,205.165500,0.012117,,floor,generic_floor_candidates,-484.303734,0.231413,left,638.391,369.252,436.368,405.021
68,2.791667,0.536283,0.160885,0.033123,0,0,0,0,0,none,hand,right_hand,right,hand,193.296007,193.296007,0.007376,,floor,generic_floor_candidates,-486.488536,0.033123,left,632.413,348.138,447.664,404.982
69,2.833333,0.715045,0.214513,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,173.037334,173.037334,0.015323,,floor,generic_floor_candidates,-492.898898,0.000000,left,626.783,332.019,467.006,398.452
70,2.875000,0.536283,0.160885,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,148.133897,148.133897,0.014206,,floor,generic_floor_candidates,-500.600352,0.000000,left,619.050,321.347,488.257,390.895
71,2.916667,0.357522,0.107257,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,124.322891,124.322891,0.029951,,floor,generic_floor_candidates,-507.516569,0.000000,left,610.398,316.146,507.318,385.649
72,2.958333,0.482933,0.144880,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,103.028980,103.028980,0.041401,,floor,generic_floor_candidates,-512.285321,0.000000,left,601.134,316.348,523.643,384.246
73,3.000000,0.724399,0.217328,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,84.765552,84.765552,0.015450,,floor,generic_floor_candidates,-514.401548,0.000000,left,591.157,320.121,536.849,385.204
74,3.041667,0.965865,0.289767,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,85.134512,85.134512,0.006667,,floor,generic_floor_candidates,-516.124107,0.000000,right,601.813,326.938,543.820,389.265
75,3.083333,0.724399,0.217322,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,89.921823,89.921823,0.050615,,floor,generic_floor_candidates,-517.920597,0.000000,right,601.097,324.973,546.078,396.099
76,3.125000,0.482933,0.144880,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,106.498497,106.498497,0.021607,,floor,generic_floor_candidates,-521.946541,0.000000,bottom,600.315,316.590,542.174,405.817
77,3.166667,0.596109,0.178833,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,141.764303,141.764303,0.004507,,floor,generic_floor_candidates,-530.145502,0.000000,bottom,616.466,298.610,536.188,415.454
78,3.208333,0.447081,0.134124,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,168.199015,168.199015,0.009039,,floor,generic_floor_candidates,-538.570374,0.000000,bottom,630.204,289.729,529.207,424.230
79,3.250000,0.298054,0.089416,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,187.611248,187.611248,0.021356,,floor,generic_floor_candidates,-545.089985,0.000000,bottom,643.470,287.640,526.427,434.265
80,3.291667,0.028544,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,195.981072,195.981072,0.006663,,floor,generic_floor_candidates,-548.214612,0.000000,bottom,657.364,292.486,529.985,441.426
81,3.333333,0.028428,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,188.280577,188.280577,0.003522,,floor,generic_floor_candidates,-547.036152,0.000000,left,658.674,294.204,542.509,442.377
82,3.375000,0.332142,0.099642,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,162.234677,162.234677,-0.068218,,floor,generic_floor_candidates,-540.183929,0.000000,left,671.692,313.753,565.616,436.505
83,3.416667,0.498212,0.149464,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,125.851654,125.851654,0.224398,,floor,generic_floor_candidates,-527.122373,0.000000,left,684.527,340.738,591.164,425.130
84,3.458333,1.000000,0.218935,0.279616,0,0,0,0,0,none,hand,right_hand,right,hand,85.842532,85.842532,-0.966140,,floor,generic_floor_candidates,-508.712884,0.279616,left,697.941,371.902,616.433,398.834
85,3.500000,0.973016,0.291905,0.031329,0,0,0,0,0,proposal,hand,right_hand,right,hand,94.817858,94.817858,-0.126518,,floor,generic_floor_candidates,-503.631342,0.031329,left,721.562,346.940,628.799,366.574
86,3.541667,0.729762,0.218929,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,126.180171,126.180171,0.067722,,floor,generic_floor_candidates,-511.826162,0.000000,left,750.130,307.393,626.026,330.188
87,3.583333,0.486508,0.145952,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,161.605413,161.605413,0.014722,,floor,generic_floor_candidates,-526.795337,0.000000,left,774.218,277.403,613.462,293.954
88,3.625000,0.480021,0.144006,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,198.460082,198.460082,-0.015569,,floor,generic_floor_candidates,-543.713559,0.000000,left,792.624,255.952,594.416,265.960
89,3.666667,0.720032,0.216010,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,232.944421,232.944421,-0.031101,,floor,generic_floor_candidates,-559.586514,0.000000,left,807.984,241.885,575.063,245.211
90,3.708333,0.960043,0.288013,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,242.177323,242.177323,-0.014192,,floor,generic_floor_candidates,-573.479783,0.000000,left,800.841,232.612,558.666,233.725
91,3.750000,0.720032,0.216010,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,250.591690,250.591690,0.000555,,floor,generic_floor_candidates,-584.871571,0.000000,left,792.672,227.352,542.093,229.892
92,3.791667,0.498212,0.149464,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,257.857370,257.857370,0.007223,,floor,generic_floor_candidates,-592.947823,0.000000,left,784.976,227.032,527.173,232.307
93,3.833333,0.664283,0.199285,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,264.218463,264.218463,-0.000487,,floor,generic_floor_candidates,-597.470799,0.000000,left,778.436,230.775,514.459,242.080
94,3.875000,0.498212,0.149464,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,272.100056,272.100056,0.021083,,floor,generic_floor_candidates,-597.937482,0.000000,left,773.517,239.824,501.971,257.182
95,3.916667,0.332142,0.099642,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,279.325781,279.325781,0.027467,,floor,generic_floor_candidates,-594.317360,0.000000,left,767.749,253.211,489.532,278.079
96,3.958333,0.339425,0.101828,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,283.597901,283.597901,0.001822,,floor,generic_floor_candidates,-586.367075,0.000000,left,762.313,271.077,480.189,299.951
97,4.000000,0.509138,0.152741,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,285.984668,285.984668,0.029128,,floor,generic_floor_candidates,-574.383376,0.000000,left,757.622,292.408,473.352,323.677
98,4.041667,0.728399,0.218520,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,284.240365,284.240365,0.018657,,floor,generic_floor_candidates,-558.225986,0.000000,left,753.215,318.600,470.248,345.471
99,4.083333,0.971199,0.291360,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,283.881040,283.881040,0.026436,,floor,generic_floor_candidates,-549.380313,0.000000,left,748.785,310.800,469.915,363.903
100,4.125000,0.728399,0.218520,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,281.431837,281.431837,0.025342,,floor,generic_floor_candidates,-546.713942,0.000000,left,743.939,298.942,473.863,378.079
101,4.166667,0.509138,0.152741,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,275.281027,275.281027,0.021195,,floor,generic_floor_candidates,-547.305082,0.000000,left,738.389,290.973,481.185,389.084
102,4.208333,0.678851,0.203655,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,267.009660,267.009660,0.009544,,floor,generic_floor_candidates,-548.317381,0.000000,left,734.186,289.075,489.915,396.899
103,4.250000,0.614396,0.184319,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,257.297424,257.297424,0.027990,,floor,generic_floor_candidates,-548.157789,0.000000,left,728.968,291.569,496.017,400.821
104,4.291667,0.460797,0.138239,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,247.875727,247.875727,0.007550,,floor,generic_floor_candidates,-545.174176,0.000000,left,724.174,300.982,499.269,405.194
105,4.333333,0.307198,0.092159,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,239.013522,239.013522,0.014331,,floor,generic_floor_candidates,-538.098746,0.000000,left,718.505,317.005,498.626,410.711
106,4.375000,0.160828,0.000000,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,232.804530,232.804530,0.032624,,floor,generic_floor_candidates,-525.649245,0.000000,left,714.472,342.130,494.668,418.838
107,4.416667,0.483912,0.145174,0.315832,0,0,0,0,0,none,hand,right_hand,right,hand,223.846738,223.846738,-0.034282,,floor,generic_floor_candidates,-506.543194,0.315832,left,708.535,376.031,490.007,424.535
108,4.458333,0.725869,0.217761,0.733168,0,0,0,0,0,none,hand,right_hand,right,hand,220.892219,220.892219,0.060798,,floor,generic_floor_candidates,-480.049659,0.733168,left,704.438,418.843,484.092,434.364
109,4.500000,1.000000,0.290347,1.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,219.819204,219.819204,0.023310,,floor,generic_floor_candidates,-445.479084,1.000000,left,698.584,471.311,480.524,443.557
110,4.541667,1.000000,0.217761,1.000000,0,0,1,1,0,strong,floor,floor,,hand,221.500523,221.500523,0.022652,,floor,generic_floor_candidates,-409.727882,1.000000,left,695.662,512.074,482.744,451.015
111,4.583333,0.691246,0.145174,1.000000,0,0,0,0,0,none,hand,right_hand,right,hand,203.360663,203.360663,0.005334,,floor,generic_floor_candidates,-397.865740,1.000000,left,695.326,467.785,492.462,453.580
112,4.625000,0.520022,0.156007,0.792393,0,0,0,0,0,none,hand,right_hand,right,hand,183.419750,183.419750,0.015917,,floor,generic_floor_candidates,-402.113641,0.792393,left,694.686,426.158,512.925,450.773
113,4.666667,0.693362,0.208009,0.479795,0,0,0,0,0,none,hand,right_hand,right,hand,159.325939,159.325939,0.021333,,floor,generic_floor_candidates,-414.913972,0.479795,left,691.841,393.222,540.251,442.265
114,4.708333,0.520022,0.156007,0.212049,0,0,0,0,0,none,hand,right_hand,right,hand,139.844769,139.844769,0.054942,,floor,generic_floor_candidates,-432.291003,0.212049,left,692.166,365.720,568.460,430.937
115,4.750000,0.346681,0.104004,0.027350,0,0,0,0,0,none,hand,right_hand,right,hand,109.371200,109.371200,0.015841,,floor,generic_floor_candidates,-450.261125,0.027350,left,690.407,346.362,603.526,412.797
116,4.791667,0.504640,0.151408,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,82.303127,82.303127,-1.276987,,floor,generic_floor_candidates,-467.610211,0.000000,left,692.941,331.239,634.349,389.039
117,4.833333,0.716942,0.215083,0.000000,0,0,0,0,0,none,hand,left_hand,left,hand,inf,inf,-1.136590,,floor,generic_floor_candidates,-482.345970,0.000000,sphere:surface,706.808,325.095,651.693,358.409
118,4.875000,0.955923,0.287778,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,63.935944,63.935944,0.009321,,floor,generic_floor_candidates,-498.868002,0.000000,bottom,718.661,310.128,656.748,326.083
119,4.916667,0.716942,0.215502,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,68.199963,68.199963,0.020786,,floor,generic_floor_candidates,-517.831424,0.000000,left,716.397,275.913,651.746,297.626
120,4.958333,0.504640,0.151394,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,90.683905,90.683905,0.003878,,floor,generic_floor_candidates,-536.320420,0.000000,left,728.227,259.427,638.440,272.151
121,5.000000,0.672853,0.201856,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,117.394846,117.394846,-0.027365,,floor,generic_floor_candidates,-552.440917,0.000000,left,739.003,249.067,621.608,249.349
122,5.041667,0.504640,0.151392,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,144.973523,144.973523,-0.009932,,floor,generic_floor_candidates,-564.936965,0.000000,left,748.054,245.201,603.559,233.437
123,5.083333,0.504753,0.151426,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,172.667340,172.667340,-0.008733,,floor,generic_floor_candidates,-573.705798,0.000000,left,756.688,245.297,585.254,224.692
124,5.125000,0.723441,0.217032,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,199.273089,199.273089,-0.016661,,floor,generic_floor_candidates,-578.449282,0.000000,left,764.024,249.990,566.596,222.933
125,5.166667,0.964589,0.289377,0.000000,0,0,0,0,0,proposal,hand,right_hand,right,hand,209.244539,209.244539,-0.000685,,floor,generic_floor_candidates,-581.707920,0.000000,left,757.294,250.432,549.577,225.196
126,5.208333,0.723441,0.217032,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,207.694457,207.694457,0.008341,,floor,generic_floor_candidates,-586.067067,0.000000,left,740.569,243.460,533.119,233.395
127,5.250000,0.482294,0.144688,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,206.208364,206.208364,0.019340,,floor,generic_floor_candidates,-589.523470,0.000000,left,723.211,242.098,517.026,245.176
128,5.291667,0.504753,0.151426,0.000000,0,0,0,0,0,none,hand,right_hand,right,hand,206.922115,206.922115,0.044900,,floor,generic_floor_candidates,-591.020452,0.000000,left,706.413,245.096,500.229,262.557
