frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
16,0.625000,858.380,262.325,858.380,262.325,858.380,262.325,cotracker_sam2_mask_points,center,858.380,299.312,299.312,36.987,36.987,cotracker_bottom,,,stage2_contact_policy,2.515173,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.587283,2.515173,2.515173,2.515173,1.000000,0.000000,,0.000000,46.081
17,0.666667,840.976,282.898,840.976,282.898,840.976,282.898,cotracker_sam2_mask_points,center,840.976,321.516,321.516,38.618,38.618,cotracker_bottom,,,stage2_contact_policy,2.515173,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.548533,2.515173,2.515173,2.515173,1.000000,0.000000,,0.000000,46.640
18,0.708333,821.992,313.981,821.992,313.981,821.992,313.981,cotracker_sam2_mask_points,center,821.992,350.268,350.268,36.287,36.287,cotracker_bottom,,,stage2_contact_policy,2.397712,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.397712,2.397712,2.397712,2.397712,1.000000,0.000000,,0.000000,47.136
19,0.750000,801.427,355.589,801.427,355.589,801.427,355.589,cotracker_sam2_mask_points,center,801.427,388.262,388.262,32.673,32.673,cotracker_bottom,,,stage2_contact_policy,2.302469,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.302469,2.302469,2.302469,2.302469,1.000000,0.000000,,0.000000,46.212
20,0.791667,780.114,408.274,780.114,408.274,780.114,408.274,cotracker_sam2_mask_points,center,780.114,437.789,437.789,29.515,29.515,cotracker_bottom,,,stage2_contact_policy,2.302469,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.213936,2.302469,2.302469,2.302469,1.000000,0.000000,,0.000000,46.613
21,0.833333,736.099,472.937,736.099,472.937,736.099,472.937,cotracker_sam2_mask_points,center,736.099,491.825,491.825,18.888,18.888,cotracker_bottom,,,stage2_contact_policy,2.302469,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.221913,2.302469,2.302469,2.302469,1.000000,0.000000,,0.000000,27.524
22,0.875000,687.619,537.204,687.619,537.204,687.619,537.204,cotracker_sam2_mask_points,center,687.619,570.640,570.640,33.436,33.436,cotracker_bottom,,,stage2_contact_policy,2.302469,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.267388,2.302469,2.302469,2.302469,1.000000,0.000000,,0.000000,38.332
23,0.916667,653.712,564.922,653.712,564.922,653.712,564.922,cotracker_sam2_mask_points,center,653.712,588.811,588.811,23.889,23.889,cotracker_bottom,,,stage2_contact_policy,2.322355,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.322355,2.322355,2.322355,2.322355,1.000000,0.000000,,0.000000,45.462
24,0.958333,629.633,511.338,629.633,511.338,629.633,511.338,cotracker_sam2_mask_points,center,629.633,533.640,533.640,22.302,22.302,cotracker_bottom,,,stage2_contact_policy,2.373848,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.373848,2.373848,2.373848,2.373848,1.000000,0.000000,,0.000000,44.817
25,1.000000,607.984,469.084,607.984,469.084,607.984,469.084,cotracker_sam2_mask_points,center,607.984,488.097,488.097,19.013,19.013,cotracker_bottom,,,stage2_contact_policy,2.410287,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.454642,2.410287,2.410287,2.410287,1.000000,0.000000,,0.000000,40.719
