frame,time,anchor_type,contact_part,contact_side,contact_label,ball_center_x,ball_center_y,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,proximity_score,approaching_score,object_response_score,audio_support,anchor_score,is_candidate,anchor_contact_state
86,3.541667,hand,hand,right,right_hand,591.796,276.057,656.6558439765728,339.18718410205486,554.7479206577638,302.28971648981144,1,1,center,center,90.510880591367,45.3951054342146,45.3951054342146,16.2171054342146,108.38195399303711,0.0,0.0,right,center,0.9371265794686331,0.0,0.011916162308222377,0.0,0.23666487732880276,0,0
87,3.583333,hand,hand,right,right_hand,591.159,274.822,656.5505817796326,339.5859531539621,554.224669828781,302.1889019260352,1,1,center,center,92.03493138896218,45.96838115733301,45.96838115733301,16.499381157333012,108.94554464097017,0.0,0.0,right,center,0.9349921177947277,0.0,0.03331730115218564,0.0,0.24041148967911904,0,0
88,3.625,hand,hand,right,right_hand,590.553,273.118,656.9245444610416,340.2597756996578,553.8349871227666,302.1714565781697,1,1,center,center,94.40974503856674,46.822172192159854,46.822172192159854,17.450172192159854,109.90075925898692,0.0,0.0,right,center,0.927569748948656,0.0,0.048771571731221305,0.0,0.24164675158340826,0,0
89,3.666667,hand,hand,right,right_hand,590.464,270.96,657.4126385877237,341.016734055018,553.6037972669575,301.7141362686146,1,1,center,center,96.902353919836,48.00511892652195,48.00511892652195,18.81211892652195,110.9998636446001,0.0,0.0,right,center,0.9163272817994372,0.0,0.06488783305280298,0.0,0.2420593870604199,0,0
90,3.708333,hand,hand,right,right_hand,590.922,268.068,658.2154814099227,341.59748511208915,553.7666484319392,300.4752734414368,1,1,center,center,99.67445922159075,49.30265228214662,49.30265228214662,19.590652282146618,112.25237192660403,0.0,0.0,right,center,0.909587693795035,0.0,0.13988917302323792,0.0,0.2553747580534063,0,0
91,3.75,hand,hand,right,right_hand,591.479,263.205,658.7341724842092,342.25018259223395,554.2119325003607,298.1132170445471,1,1,center,center,103.7853511673027,51.06288218708268,51.06288218708268,21.50488218708268,113.45911324789611,0.0,0.0,right,center,0.8920905448082931,0.0,0.30730459810263216,0.0,0.2844835558225997,0,0
92,3.791667,hand,hand,right,right_hand,592.851,254.084,659.4499528727165,342.90180628792956,555.6128838766764,294.3857825233523,1,1,center,center,111.01361735184784,54.87176839663288,54.87176839663288,25.867768396632883,114.61213487067336,0.0,0.0,right,center,0.8477070955126312,0.0,0.13094765730078303,0.0,0.2381163053383144,0,0
93,3.833333,hand,hand,right,right_hand,594.316,243.118,659.8090866261686,343.49113634053197,556.9701032612201,289.2173030903195,1,1,center,center,119.85036877147202,59.3284227721988,59.3284227721988,29.9564227721988,116.28200838998276,0.0,0.0,right,center,0.8012541410328662,0.0,0.1329837355407005,0.0,0.22691028236635666,0,0
94,3.875,hand,hand,right,right_hand,596.026,230.292,659.9183621772252,343.84880861728766,559.00724797822,281.8160586388228,1,1,center,center,130.2972859576477,63.44380678889698,63.44380678889698,33.66580678889698,118.4530077236344,0.0,0.0,right,center,0.7558982286433512,0.0,0.27319974264734476,0.0,0.24361450569030677,0,0
95,3.916667,hand,hand,right,right_hand,595.906,214.074,659.3784668333875,344.22024733862355,560.3036719616402,272.1153659095982,1,1,center,center,144.79917037829208,68.09057143542593,68.09057143542593,38.31257143542593,122.53541898068737,0.0,0.0,right,center,0.6959810322011653,0.0,0.601336281954829,0.0,0.2942625144412571,0,0
96,3.958333,hand,hand,right,right_hand,591.756,205.321,659.4149329824264,344.24980382181394,562.0339816942477,258.5667980635013,1,1,center,center,154.52813253152493,60.979614491948325,60.979614491948325,29.546614491948326,129.70978046997718,0.0,0.0,right,center,0.8060930027975761,0.6151548732264985,0.790578086904544,0.0,0.45191209906427765,0,0
97,4.0,hand,hand,right,right_hand,592.133,186.375,658.8215584869631,344.04556433621576,563.618101881386,243.13394533684527,1,1,center,center,171.19395635118036,63.51910964793137,63.51910964793137,31.582109647931375,138.73302778619126,0.0,0.0,right,center,0.7817041569946146,0.0,0.18341303406638437,0.0,0.23210864606193052,0,0
98,4.041667,hand,hand,right,right_hand,592.764,164.854,658.1589095642125,343.5727980803787,564.6661123510487,225.69429005265792,1,1,center,center,190.30739077662406,67.01516383643806,67.01516383643806,36.13916383643806,150.4534671770086,0.0,0.0,right,center,0.7243512838141667,0.0,0.1743613835495827,0.0,0.21596009766345822,0,0
99,4.083333,hand,hand,right,right_hand,591.24,144.519,658.1211352836156,343.4698628676719,566.3660439693493,204.37074419156556,1,1,center,center,209.89171515954715,64.81469718657448,64.81469718657448,32.81869718657448,166.63601531049298,0.0,0.0,right,center,0.7664832444345666,0.23301520349919833,0.47881839939570936,0.0,0.32233677151266327,0,0
100,4.125,hand,hand,right,right_hand,592.31,117.947,658.884533398339,343.7154572238731,566.8859381087444,184.0899154912951,1,1,center,center,235.37961843467752,70.86090736604349,70.86090736604349,38.43090736604349,184.23912480436294,0.0,0.0,right,center,0.6944221486867297,0.0,0.13230779006644303,0.0,0.20006709518497104,0,0
101,4.166667,hand,hand,right,right_hand,593.536,89.515,659.3664808861633,343.9792683540113,569.2985033879537,163.31303228314556,1,1,center,center,262.8416178664365,77.67628860136887,77.67628860136887,45.79328860136887,201.87255738864505,0.0,0.0,right,center,0.5958394544200706,0.0,0.6154489126483508,0.0,0.2720496461346878,0,0
102,4.208333,hand,hand,right,right_hand,592.472,69.458,660.4422893217996,344.11695776162446,570.2998818588237,139.1499850752636,1,1,center,center,282.94434666412934,73.13395659060873,73.13395659060873,41.230956590608734,223.91318298714032,0.0,0.0,right,center,0.6572104072972035,0.32016364987790435,0.08938990902994623,0.0,0.23020513111197574,0,0
103,4.25,hand,hand,right,right_hand,592.175,48.4,661.7533886071955,344.06177886724424,571.1454114231145,117.88208242082493,1,1,center,center,303.7384395234116,72.59478888492878,72.59478888492878,41.71878888492877,243.6535667992269,0.0,0.0,right,center,0.650676586873354,0.0,1.0,0.0,0.3626691467183385,0,0
104,4.291667,hand,hand,right,right_hand,588.443,43.624,663.1874207789218,344.2470800887951,573.1905594602109,96.61318727110898,1,1,center,center,309.775668378991,55.14064662363381,55.14064662363381,27.52364662363381,263.48051146007083,0.0,0.0,right,center,0.8294025471374399,0.9961503341259622,0.9343536240823922,0.0,0.5436439117197328,0,0
105,4.333333,hand,hand,right,right_hand,585.181,52.021,663.8904321906742,344.1307951898616,575.8043496031978,77.08788768710184,1,1,center,center,302.52819234187285,26.763229083607033,26.763229083607033,1.5112290836070343,281.19579014120256,0.0,0.0,right,center,0.9994362544351071,1.0,0.5846971720584022,0.0,0.5167984980204572,1,1
106,4.375,hand,hand,right,right_hand,583.682,52.36,664.7486749132695,343.7774135305161,578.6163997649816,60.11991532992522,1,1,center,center,302.482916361089,9.266962375483534,9.266962375483534,0.0,296.4461926010159,0.0,1.0,right,center,1.0,0.10605116376189715,0.4120359734333518,0.0,0.6483148692509548,1,1
107,4.416667,hand,hand,right,right_hand,583.178,46.972,665.7031620199789,343.8110826641935,581.3926113107628,47.41009047494424,1,1,center,center,308.09713300085036,1.8383514451521028,1.8383514451521028,0.0,308.1587531316654,0.0,1.0,right,center,1.0,0.0,0.26636636403178443,0.0,0.6032732728063569,1,1
108,4.458333,hand,hand,right,right_hand,582.789,45.34,666.2603025785786,343.94112746262266,584.5057706693117,37.40405626981294,1,1,center,center,310.0485311626457,8.119513804391511,8.119513804391511,0.0,317.2519180449017,0.0,1.0,right,center,1.0,0.0,0.11097620560923084,0.0,0.5721952411218462,1,1
109,4.5,hand,hand,right,right_hand,583.415,44.9,666.8611497830454,343.5919145557427,587.5472654819266,30.2789742259925,1,1,center,center,310.1291984554011,15.193749132367367,15.193749132367367,0.0,323.19605632031596,0.0,0.6264063584540789,right,center,1.0,0.0,0.2943134739499282,0.0,0.49678460232620925,1,1
110,4.541667,hand,hand,right,right_hand,584.811,40.38,666.8484295532589,343.57260919460373,590.3296971022279,27.292989009168195,1,1,center,center,314.0953646871243,14.203023423915441,14.203023423915441,0.0,325.4042325486192,0.0,0.7039970720105699,right,center,1.0,0.0,0.174078227290524,0.0,0.4960147670612758,1,1
111,4.583333,hand,hand,right,right_hand,586.619,38.281,667.1233560213959,343.6694680208615,592.1202528996776,25.147986375268943,1,1,center,center,315.82125916180564,14.238673756132695,14.238673756132695,0.0,327.23294416606444,0.0,0.6842907804834133,right,center,1.0,0.0,0.23385115016186542,0.0,0.502057464177397,1,1
112,4.625,hand,hand,right,right_hand,589.108,39.41,667.7629006008257,343.7779198537884,593.2154260781435,26.65159376843468,1,1,center,center,314.3667031106315,13.40327864953418,13.40327864953418,0.0,325.7705214627377,0.0,0.7767151688082277,right,center,1.0,0.0,0.19228355612234016,0.0,0.5214712618669364,1,1
113,4.666667,hand,hand,right,right_hand,591.837,43.241,668.513016695581,344.468605818988,592.4531800861492,30.578474550315264,1,1,center,center,310.8332061471886,12.67750877193467,12.67750877193467,0.0,322.97385846677753,0.0,0.9080614035081662,right,center,1.0,0.0,0.09935917086791754,0.0,0.5422902552260334,1,1
114,4.708333,hand,hand,right,right_hand,593.811,45.891,669.5829794516567,345.6675135140367,591.2453228979755,38.70675438261475,1,1,center,center,309.2043837410034,7.62863579434569,7.62863579434569,0.0,316.79914154060043,0.0,1.0,right,center,1.0,0.0,0.18036405652585086,0.0,0.5860728113051701,1,1
115,4.75,hand,hand,right,right_hand,595.131,51.0,670.294883926336,346.67408836087344,588.9332949206017,51.40044386044457,1,1,center,center,305.07831121685024,6.210628272289896,6.210628272289896,0.0,306.2780326796286,0.0,1.0,right,center,1.0,0.0,0.38860326326097194,0.0,0.6277206526521943,1,1
116,4.791667,hand,hand,right,right_hand,594.879,50.857,670.6094268729747,348.79171572412673,587.730575599766,70.58735881239329,1,1,center,center,307.4088358977002,20.98540040770361,20.98540040770361,0.0,290.2870444801797,0.0,0.4854499490370485,right,center,1.0,0.0,0.039764664510062483,0.0,0.40358791761312707,1,1
117,4.833333,hand,hand,right,right_hand,594.114,50.487,670.2046762740536,349.8258882768185,586.8838148505367,98.91005196387675,1,1,center,center,308.8584806195945,48.959856400849745,48.959856400849745,17.493856400849744,264.3882048446562,0.0,0.0,right,center,0.9272202006801716,0.0,1.0,0.0,0.4318050501700429,0,0
118,4.875,hand,hand,right,right_hand,598.2,71.864,668.4987488433269,351.6428313260171,588.0010037246698,136.14070621928516,1,1,center,center,288.47549037498675,65.08083041437388,65.08083041437388,30.73283041437388,230.0457626097595,0.0,0.0,right,center,0.7919859939950669,0.0,1.0,0.0,0.3979964984987667,0,0
119,4.916667,hand,hand,right,right_hand,601.838,114.881,667.6327911103556,353.3398168087168,588.0489644241622,180.25483948124023,1,1,center,center,247.36928235144416,66.81224731013529,66.81224731013529,34.28424731013529,190.50457959448414,0.0,0.0,right,center,0.7480955294781774,0.0,0.3586643705515408,0.0,0.2587567564798525,0,0
120,4.958333,hand,hand,right,right_hand,609.003,161.526,666.8344919234506,354.69869116135146,590.4554656520836,227.53974378769448,1,1,center,center,201.64367103534642,68.56985780395428,68.56985780395428,31.945857803954283,148.33459998037762,0.0,0.0,right,center,0.777256669187653,0.16409750920568486,0.3586748562625011,0.0,0.29066376493026624,0,0
121,5.0,hand,hand,right,right_hand,617.711,203.352,667.6202762252133,356.12399074458347,588.0525520462211,269.1913301708453,1,1,center,center,160.71781795864368,72.21108593818951,72.21108593818951,36.69308593818951,117.84867502629359,0.0,0.0,right,center,0.7171715994777212,0.0,1.0,0.0,0.3792928998694303,0,0
122,5.041667,hand,hand,right,right_hand,627.031,277.623,666.6410231627042,355.7271400575656,586.4760003728632,296.7357684015309,1,1,center,center,87.57402942129468,44.83308946222225,44.83308946222225,9.535089462222249,99.5309640702638,0.0,0.0,right,center,0.9778012290687341,1.0,1.0,0.0,0.5944503072671836,1,1
123,5.083333,hand,hand,right,right_hand,629.905,294.682,665.5105757052602,355.0051637483274,585.6703724428477,306.819826735227,1,1,center,center,70.04742040868125,45.869697110122374,45.869697110122374,15.245697110122375,93.25387262762553,0.0,0.0,right,center,0.9442253344264568,0.0,1.0,0.0,0.4360563336066142,0,0
124,5.125,hand,hand,right,right_hand,629.477,294.895,664.2839132208543,354.5767520373545,584.9961196685812,307.52754731690897,1,1,center,center,69.09003353749621,46.23991746069563,46.23991746069563,15.79291746069563,92.19643090279729,0.0,0.0,right,center,0.9402737175105843,0.0,0.08340078657657297,0.0,0.2517485866929607,0,0
125,5.166667,hand,hand,right,right_hand,629.4,293.985,663.3777627534458,353.9829100157173,583.5436307137942,304.3492270543797,1,1,center,center,68.95097945630333,47.0130174158989,47.0130174158989,15.7850174158989,94.0052717821246,0.0,0.0,right,center,0.940331637160478,0.0005543891085425269,0.5918474545573742,0.0,0.3535355585678757,0,0
126,5.208333,hand,hand,right,right_hand,629.863,284.743,662.9964190712258,353.7992889732277,582.3398015560896,300.0449658415863,1,1,center,center,76.59369756124453,49.92599071582225,49.92599071582225,19.842990715822253,96.92789693542254,0.0,0.0,right,center,0.907355630804009,0.0,0.420109483325211,0.0,0.31086080436604446,0,0
127,5.25,hand,hand,right,right_hand,627.448,270.32,662.4384417254378,353.6240810029951,580.5629862601716,293.44119163961915,1,1,center,center,90.35430772185039,52.27613237625651,52.27613237625651,23.700132376256512,101.61481378110744,0.0,0.0,right,center,0.8704974595262299,0.0,0.09114660145401433,0.0,0.23585368517236036,0,0
128,5.291667,hand,hand,right,right_hand,625.905,254.952,662.3257401771759,353.4340739035239,579.4816881074328,284.9240876030223,1,1,center,center,105.00090092657538,55.25803038796999,55.25803038796999,25.451030387969993,107.50234967771276,0.0,0.0,right,center,0.8521953509464189,0.0,0.47258452535647394,0.0,0.3075657428078995,0,0
129,5.333333,hand,hand,right,right_hand,623.042,233.049,661.5361043442167,352.7670270322877,579.2564892645914,273.4493351007418,1,1,center,center,125.75453099497847,59.57648887449486,59.57648887449486,30.248488874494868,114.28574412847351,0.0,0.0,right,center,0.7977828909839296,0.0,0.11957787740278489,0.0,0.22336129822653938,0,0
130,5.375,hand,hand,right,right_hand,621.416,209.999,660.5834089618371,351.67097956718106,579.4485273700905,258.8675707380811,1,1,center,center,146.98651543344909,64.41588286226501,64.41588286226501,34.426882862265,123.26938671546888,0.0,0.0,right,center,0.746287391600062,0.0,0.7245004996916905,0.0,0.3314719478383536,0,0
131,5.416667,hand,hand,right,right_hand,614.245,195.535,659.3208628727942,350.66718179518887,578.6626720830324,243.31059014845636,1,1,center,center,161.54821955769887,59.570202904001384,59.570202904001384,26.150202904001382,134.2802349993509,0.0,0.0,right,center,0.8446375471277546,0.5808196461939383,0.7481928451882802,0.0,0.44792090274868546,0,0
132,5.458333,hand,hand,right,right_hand,612.264,171.88,658.0275586078171,349.559662084636,579.2852210761486,222.87853405200084,1,1,center,center,183.478515404288,60.732613435956786,60.732613435956786,27.36261343595679,149.15918985959973,0.0,0.0,right,center,0.8312145686424651,0.0,0.20027963721311906,0.0,0.2478595696032401,0,0
133,5.5,hand,hand,right,right_hand,610.578,145.415,657.3799839592325,348.9284757629887,579.715408578041,200.38817255027465,1,1,center,center,208.82567016450074,63.044026279426724,63.044026279426724,28.193026279426725,167.6186384256411,0.0,0.0,right,center,0.8217998113848495,0.0,0.32467216099887874,0.0,0.2703843850459881,0,0
134,5.541667,hand,hand,right,right_hand,607.128,123.177,657.3524545567286,348.74610165469727,579.2405621375186,178.4519985237048,1,1,center,center,231.09287192994083,61.91150662299641,61.91150662299641,28.743506622996414,187.35407467813275,0.0,0.0,right,center,0.8154645511957165,0.0,0.5112477604111569,0.0,0.3061156898811605,0,0
135,5.583333,hand,hand,right,right_hand,606.248,94.2,657.7017815707393,348.8415873642289,578.928249669115,156.23994816821653,1,1,center,center,259.7880475566641,67.78881859758944,67.78881859758944,35.04781859758944,208.08810813991064,0.0,0.0,right,center,0.7383803596442252,0.0,0.553307256381527,0.0,0.2952565411873617,0,0
136,5.625,hand,hand,right,right_hand,604.581,72.989,657.6364290318709,348.80606404875766,578.4756028737195,135.53465764629237,1,1,center,center,280.8735148963539,67.77500313189242,67.77500313189242,34.75300313189242,227.48874518737532,0.0,0.0,right,center,0.7421416747647991,0.020688804610317215,0.4845797858258537,0.0,0.2855546965479181,0,0
137,5.666667,hand,hand,right,right_hand,601.789,58.521,658.4584056265503,348.69617228188724,578.7684025738645,115.00963527586421,1,1,center,center,295.65698392375145,60.99929361218708,60.99929361218708,27.392293612187082,246.90057546389892,0.0,0.0,right,center,0.8308810957678421,0.5165410189266904,0.7265014647847905,0.0,0.4305017197379222,0,0
138,5.708333,hand,hand,right,right_hand,597.775,54.229,658.5394995015915,348.34934677229984,579.5364088231529,97.4923032732637,1,1,center,center,300.33165465054935,46.95060828392486,46.95060828392486,16.810608283924857,263.0033167277989,0.0,0.0,right,center,0.932601835793014,0.7425744090008579,0.2777078299978861,0.0,0.4000781862979594,0,0
139,5.75,hand,hand,right,right_hand,594.99,53.657,659.0956945818842,348.3626576700863,580.4690718845766,80.32571816756962,1,1,center,center,301.59735532756906,30.365735328401858,30.365735328401858,3.3417353284018567,279.33124911950074,0.0,0.0,right,center,0.9972464658485958,0.9451840670542456,0.16888461127848564,0.0,0.4248661487759829,0,0
140,5.791667,hand,hand,right,right_hand,593.863,51.374,659.1317524317576,348.0391273677258,582.1979487185636,67.15305136568105,1,1,center,center,303.76011561774703,19.62273893724686,19.62273893724686,0.0,291.23151932029396,0.0,0.7390326328441423,right,center,1.0,0.23450774234398994,0.07426815713404142,0.0,0.5217395826316495,1,1
141,5.833333,hand,hand,right,right_hand,593.284,49.984,660.0440482581838,348.0801696990703,584.0560426702783,58.02017100418914,1,1,center,center,305.48032740700665,12.236635194682165,12.236635194682165,0.0,299.84826135247476,0.0,1.0,right,center,1.0,0.0,0.05360703290038744,0.0,0.5607214065800774,1,1
142,5.875,hand,hand,right,right_hand,592.846,47.851,659.9266583302094,347.46659391344946,585.8563974751473,49.224502711478806,1,1,center,center,307.03309078684555,7.123275451213892,7.123275451213892,0.0,307.3023730914903,0.0,1.0,right,center,1.0,0.0,0.05458665300118336,0.0,0.5609173306002366,1,1
143,5.916667,hand,hand,right,right_hand,592.976,45.198,660.3805507207056,346.9908468380152,587.0134886414426,43.64411857177805,1,1,center,center,309.2285495559133,6.161662859480346,6.161662859480346,0.0,312.0928761570388,0.0,1.0,right,center,1.0,0.0,0.12861573269609225,0.0,0.5757231465392185,1,1
144,5.958333,hand,hand,right,right_hand,593.357,44.342,660.0401022618361,346.66682510321107,588.4352634772665,40.16381872739527,1,1,center,center,309.59156319407293,6.456058328884064,6.456058328884064,0.0,314.75601003758067,0.0,1.0,right,center,1.0,0.0,0.09322466423816685,0.0,0.5686449328476333,1,1
145,6.0,hand,hand,right,right_hand,593.893,44.792,660.3264225608709,346.52499634123893,590.2253852784069,38.698418186075514,1,1,center,center,308.9598690998774,7.112182300042525,7.112182300042525,0.0,315.7077091975968,0.0,1.0,right,center,1.0,0.0,0.03091215820374601,0.0,0.5561824316407492,1,1
146,6.041667,hand,hand,right,right_hand,594.605,44.843,660.1072548038732,346.24367860931414,591.4902968416186,38.34060730960374,1,1,center,center,308.43624049476836,7.209888103497164,7.209888103497164,0.0,315.45615897583673,0.0,1.0,right,center,1.0,0.0,0.03168538154970053,0.0,0.5563370763099401,1,1
147,6.083333,hand,hand,right,right_hand,595.758,44.967,660.1955183751264,346.39535954200335,591.964040248489,39.53326198658618,1,1,center,center,308.23894904850687,6.627189403850158,6.627189403850158,0.0,314.3562970952803,0.0,1.0,right,center,1.0,0.0,0.044720382223803146,0.0,0.5589440764447606,1,1
148,6.125,hand,hand,right,right_hand,596.707,45.688,660.1548112886956,346.5657444680149,591.4079405679283,42.34821083840575,1,1,center,center,307.49478348987645,6.263722735604606,6.263722735604606,0.0,311.8885057221254,0.0,1.0,right,center,1.0,0.0,0.065336796768419,0.0,0.5630673593536838,1,1
149,6.166667,hand,hand,right,right_hand,597.457,47.309,661.4694294848076,347.2432775395064,590.1375384477194,47.99643382841134,1,1,center,center,306.68903138471245,7.351672101213302,7.351672101213302,0.0,307.6311300079684,0.0,1.0,right,center,1.0,0.0,0.09778181316627785,0.0,0.5695563626332556,1,1
150,6.208333,hand,hand,right,right_hand,598.63,50.243,661.8071600857604,347.38236675333326,589.6502568603876,56.58563662943942,1,1,center,center,303.78142937163506,10.993854022431034,10.993854022431034,0.0,299.6153482948171,0.0,1.0,right,center,1.0,0.0,0.7044576871774181,0.0,0.6908915374354836,1,1
151,6.25,hand,hand,right,right_hand,596.934,43.662,661.3714682395532,348.0828297631772,588.3249305519093,69.69337190844652,1,1,center,center,311.165918613888,27.41803056745517,27.41803056745517,1.426030567455168,287.8132848094459,0.0,0.0,right,center,0.9994980116730585,0.0,1.0,0.0,0.44987450291826464,0,0
152,6.291667,hand,hand,right,right_hand,597.249,51.281,662.2420437311673,349.35867678148696,587.6773600092071,93.07638843375918,1,1,center,center,305.0809681525382,42.87739248650922,42.87739248650922,13.033392486509221,266.90916690759025,0.0,0.0,right,center,0.9589243975258228,0.0,0.5534680214420783,0.0,0.3504247036698714,0,0
153,6.333333,hand,hand,right,right_hand,600.715,51.756,661.0443011257275,350.16634442969143,587.9702342989079,119.87786655774505,1,1,center,center,304.44762806920636,69.30380765937004,69.30380765937004,35.92180765937003,241.60422654247677,0.0,0.0,right,center,0.7271580508850538,0.0,1.0,0.0,0.3817895127212635,0,0
154,6.375,hand,hand,right,right_hand,604.296,89.105,660.4979280034347,351.21123025178645,586.7929064466018,155.4550554018561,1,1,center,center,268.06404579522734,68.61988149048629,68.61988149048629,33.87588149048629,209.17196321345196,0.0,0.0,right,center,0.7532546426712443,0.14357376623745535,0.3434912963047824,0.0,0.27854798486438587,0,0
155,6.416667,hand,hand,right,right_hand,608.114,131.294,659.732180982845,352.3060955416713,587.9725830949177,197.38223825836613,1,1,center,center,226.95987086641236,69.08930388301002,69.08930388301002,34.66230388301002,170.73617497348044,0.0,0.0,right,center,0.7432962662369156,0.0,0.18658019993936115,0.0,0.22314010654710112,0,0
156,6.458333,hand,hand,right,right_hand,614.194,172.137,658.493933546209,352.46173409936915,586.9501698091021,240.0986536700081,1,1,center,center,185.6865472784895,73.2189364374586,73.2189364374586,38.864936437458596,133.20650124241692,0.0,0.0,right,center,0.6886935819002354,0.0,0.4564169663316974,0.0,0.26345678874139833,0,0
157,6.5,hand,hand,right,right_hand,622.132,219.145,658.067906840831,352.8261643538204,583.5826739417035,277.59351331272865,1,1,center,center,138.42703169347388,70.01627845020803,70.01627845020803,35.01727845020804,105.86785018459544,0.0,0.0,right,center,0.7387705825003308,0.27001108682460045,1.0,0.0,0.4251943086487728,0,0
158,6.541667,hand,hand,right,right_hand,627.989,286.109,657.2202296450139,352.15067520306775,583.5102920876847,302.20346507849297,1,1,center,center,72.22165637942011,47.30102814645678,47.30102814645678,12.88602814645678,89.03863596177672,0.0,0.0,right,center,0.959829195976633,1.0,1.0,0.0,0.5899572989941582,1,1
159,6.583333,hand,hand,right,right_hand,625.903,299.088,656.1165392175235,351.72407293519706,583.0858899047212,311.10990377776886,1,1,center,center,60.691137129635415,44.47281290129018,44.47281290129018,14.469812901290183,83.56426554094583,0.0,0.0,right,center,0.9496159391422666,0.0,1.0,0.0,0.43740398478556664,0,0
160,6.625,hand,hand,right,right_hand,626.079,297.717,655.1624204217023,351.4625922033715,582.8123081746177,310.1252774136184,1,1,center,center,61.11001574796562,45.01079836979027,45.01079836979027,14.884798369790271,83.32654040696093,0.0,0.0,right,center,0.9467639411487216,0.0,0.08727800326015447,0.0,0.2541465859392113,0,0
161,6.666667,hand,hand,right,right_hand,625.558,297.361,654.7619166645419,351.70553926573547,581.8660336046219,305.61820818877226,1,1,center,center,61.69438950629606,44.46537320845941,44.46537320845941,13.169373208459412,86.24298147028055,0.0,0.0,right,center,0.958081135010742,0.1203807130758498,0.29366559490135713,0.0,0.31631050969433444,0,0
162,6.708333,hand,hand,right,right_hand,624.751,292.872,654.3537187556037,351.94410892917693,580.4362636276117,302.6316330683009,1,1,center,center,66.07446565099046,45.37671536572638,45.37671536572638,14.724715365726382,88.8566848814888,0.0,0.0,right,center,0.9478726495866591,0.0,0.17697845070689816,0.0,0.2723638525380444,0,0
163,6.75,hand,hand,right,right_hand,623.288,290.792,654.1200838007824,352.3729186808996,578.5104225115833,299.9047293959453,1,1,center,center,68.8681852315134,45.695440503127735,45.695440503127735,13.239440503127735,92.03114563618773,0.0,0.0,right,center,0.9576434997562527,0.10422981491920331,0.2156501815453224,0.0,0.29817538348600814,0,0
164,6.791667,hand,hand,right,right_hand,620.785,285.853,653.3094102074032,352.2271122185045,575.7366948245026,296.9114725079623,1,1,center,center,73.91454547065861,46.385769513872475,46.385769513872475,13.767769513872476,95.2751078113429,0.0,0.0,right,center,0.9542755298059487,0.0,0.5398222095154611,0.0,0.3465333243545794,0,0
165,6.833333,hand,hand,right,right_hand,615.795,273.716,652.7584452350341,351.99884450229405,572.9089791493519,295.2120149420143,1,1,center,center,86.57078044590861,47.97175671986091,47.97175671986091,18.288756719860913,97.98306611694065,0.0,0.0,right,center,0.9207310414871794,0.0,0.49023593086702905,0.0,0.32822994654520066,0,0
166,6.875,hand,hand,right,right_hand,611.714,268.435,652.8567065786848,351.51046927192556,569.6045264208936,295.30678302794973,1,1,center,center,92.70520966682722,49.95298277591307,49.95298277591307,21.14698277591307,100.44789618721036,0.0,0.0,right,center,0.8954593169826892,0.0,0.34320505337400203,0.0,0.29250583992047274,0,0
167,6.916667,hand,hand,right,right_hand,606.028,267.722,654.8374626807079,350.21356700210464,565.6501412903425,294.6091054377364,1,1,center,center,95.84999881920778,48.510698951849996,48.510698951849996,18.623698951849995,105.10106775219569,0.0,0.0,right,center,0.917924587746522,0.17707254905705788,0.023232878031731703,0.0,0.2606886049015355,0,0
168,6.958333,hand,hand,right,right_hand,600.658,267.096,656.9980374819927,348.5021458006492,561.1499316336198,294.8422702444939,1,1,center,center,99.00081008551847,48.277768988666644,48.277768988666644,18.853768988666644,109.84644572958643,0.0,0.0,right,center,0.9159724068473107,0.0,0.3228997911033421,0.0,0.2935730599324961,0,0
169,7.0,hand,hand,right,right_hand,593.153,270.494,659.5227855553654,346.23566476019374,555.5317048126662,296.2841700663996,1,1,center,center,100.70624715135979,45.612440448043515,45.612440448043515,16.113440448043516,115.36592519534841,0.0,0.0,right,center,0.9379024121590935,0.19230375723671075,0.10402743151520573,0.0,0.2841266529283211,0,0
170,7.041667,hand,hand,right,right_hand,584.503,274.81,660.2918676046282,342.57012420448484,550.5282032761514,299.02807595268706,1,1,center,center,101.66310483650926,41.72291954402225,41.72291954402225,10.853919544022247,118.0845966787219,0.0,0.0,right,center,0.971330703099824,0.36908918624710657,0.20090091559783188,0.0,0.3383762368315884,0,0
171,7.083333,hand,hand,right,right_hand,577.922,277.189,660.5840790738663,338.16904959898886,544.4787569287857,301.2476192107743,1,1,center,center,102.72091201848463,41.19790850819201,41.19790850819201,10.89990850819201,121.83446906489438,0.0,0.0,right,center,0.9710907934184635,0.0,0.2083099030860296,0.0,0.2844346789718218,0,0
172,7.125,hand,hand,right,right_hand,574.272,279.355,659.6026498974584,332.3896597773207,539.1964580970423,303.39528987463586,1,1,center,center,100.46887552679566,42.52327806087701,42.52327806087701,14.930278060877011,123.84798952721154,0.0,0.0,right,center,0.9464470081807046,0.0,0.42115069128715615,0.0,0.3208418903026074,0,0
