frame,time,ball_center_y,ball_radius_px,ball_bottom_v,floor_v,left_support_v,right_support_v,floor_gap_px,floor_score,is_local_peak,is_bounce_turn,is_candidate,floor_contact_state
1,0.0,253.594,23.996,277.59,321.091,,,43.50100000000003,7.777542855547386e-05,0,0,0,0
2,0.041667,254.865,23.371,278.236,321.091,,,42.85500000000002,0.00010279692426417452,0,0,0,0
3,0.083333,255.741,23.561,279.302,321.091,,,41.78899999999999,0.00016140358265629082,0,0,0,0
4,0.125,256.88,22.596,279.476,321.091,,,41.61500000000001,0.00017355064051461296,0,0,0,0
5,0.166667,258.736,22.262,280.998,321.091,,,40.09300000000002,0.0003231987027803636,0,1,0,0
6,0.208333,258.932,21.558,280.49,321.091,,,40.601,0.00026330276109992395,0,0,0,0
7,0.25,261.206,21.558,282.764,321.091,,,38.327,0.0006459460025882354,0,0,0,0
8,0.291667,262.2,21.387,283.587,321.091,,,37.50400000000002,0.0008825014906821487,0,0,0,0
9,0.333333,263.481,21.705,285.186,321.091,,,35.90500000000003,0.0015871027019618848,0,0,0,0
10,0.375,265.079,21.528,286.607,321.091,,,34.48399999999998,0.0026169878975391154,0,0,0,0
11,0.416667,267.119,21.996,289.115,321.091,,,31.976,0.0060220780993582995,1,1,0,0
12,0.458333,266.637,21.565,288.202,321.091,,,32.88900000000001,0.004478659012184895,0,0,0,0
13,0.5,267.226,21.35,288.576,321.091,,,32.514999999999986,0.005061329288229683,0,0,0,0
14,0.541667,267.989,21.118,289.10699999999997,321.091,,,31.984000000000037,0.006006690906438967,0,0,0,0
15,0.583333,269.077,21.118,290.195,321.091,,,30.896000000000015,0.008456549238538879,0,0,0,0
16,0.625,270.252,21.178,291.43,321.091,,,29.661,0.01229116453763688,0,0,0,0
17,0.666667,270.855,21.133,291.988,321.091,,,29.10300000000001,0.014480924534429767,0,0,0,0
18,0.708333,271.461,21.565,293.026,321.091,,,28.064999999999998,0.019482841477573655,1,1,0,0
19,0.75,268.854,21.365,290.219,321.091,,,30.872000000000014,0.008519463411458384,0,0,0,0
20,0.791667,265.22,21.631,286.851,321.091,,,34.24000000000001,0.0028458656131019368,0,0,0,0
21,0.833333,257.897,22.04,279.937,321.091,,,41.153999999999996,0.00021003033611276102,0,0,0,0
22,0.875,245.549,22.348,267.897,321.091,,,53.19400000000002,7.171303741723615e-07,0,0,0,0
23,0.916667,231.329,22.687,254.01600000000002,321.091,,,67.07499999999999,1.6999057442061845e-10,0,0,0,0
24,0.958333,211.536,23.132,234.668,321.091,,,86.423,6.045244536270471e-17,0,0,0,0
25,1.0,205.414,24.036,229.45,321.091,,,91.64100000000002,5.80519009792084e-19,0,0,0,0
26,1.041667,184.296,24.786,209.082,321.091,,,112.00900000000001,5.710474949945899e-28,0,0,0,0
27,1.083333,169.247,25.817,195.06400000000002,321.091,,,126.02699999999999,3.242856605708933e-35,0,0,0,0
28,1.125,154.817,25.756,180.573,321.091,,,140.518,1.3292533302295567e-43,0,0,0,0
29,1.166667,145.159,25.482,170.641,321.091,,,150.45000000000002,7.051512619037918e-50,0,0,0,0
30,1.208333,139.934,26.075,166.009,321.091,,,155.08200000000002,5.9588428448858905e-53,0,0,0,0
31,1.25,143.549,26.245,169.794,321.091,,,151.297,1.9647079428900985e-50,0,0,0,0
32,1.291667,153.714,26.014,179.728,321.091,,,141.363,4.0400426414754053e-44,0,0,0,0
33,1.333333,170.586,26.251,196.83700000000002,321.091,,,124.25399999999999,2.9820488021861724e-34,0,0,0,0
34,1.375,193.408,25.75,219.158,321.091,,,101.93300000000002,2.7394980052795316e-23,0,0,0,0
35,1.416667,227.012,26.809,253.821,321.091,,,67.27000000000001,1.491207851175633e-10,0,0,0,0
36,1.458333,267.044,24.939,291.983,321.091,,,29.108000000000004,0.014459866133576582,0,0,0,0
37,1.5,298.511,22.219,320.73,321.091,,,0.36099999999999,0.9993486072484349,1,1,1,1
38,1.541667,298.281,22.061,320.342,321.091,,,0.7490000000000236,0.9971989253507815,0,0,0,1
39,1.583333,296.311,23.877,320.188,321.091,,,0.90300000000002,0.9959312548644942,0,0,0,1
40,1.625,284.053,22.518,306.571,321.091,,,14.519999999999982,0.3484878197132332,0,0,0,0
41,1.666667,265.386,20.997,286.38300000000004,321.091,,,34.70799999999997,0.002421843335214796,0,0,0,0
42,1.708333,242.076,22.262,264.33799999999997,321.091,,,56.75300000000004,1.0136732412602248e-07,0,0,0,0
43,1.75,215.486,21.417,236.903,321.091,,,84.18800000000002,4.068460888680957e-16,0,0,0,0
44,1.791667,192.671,26.774,219.445,321.091,,,101.64600000000002,3.6689684962296506e-23,0,0,0,0
45,1.833333,160.352,27.703,188.055,321.091,,,133.036,3.698517807292188e-39,0,0,0,0
46,1.875,133.373,25.619,158.992,321.091,,,162.09900000000002,8.753961919184184e-58,0,0,0,0
47,1.916667,103.233,26.732,129.965,321.091,,,191.126,4.763906664772054e-80,0,0,0,0
48,1.958333,77.28,26.445,103.725,321.091,,,217.366,2.5253377051209057e-103,0,0,0,0
49,2.0,54.358,25.105,79.463,321.091,,,241.62800000000001,1.66172279123383e-127,0,0,0,0
50,2.041667,54.524,22.09,76.614,321.091,,,244.477,1.6340219738334826e-130,0,0,0,0
51,2.083333,55.986,18.464,74.44999999999999,321.091,,,246.64100000000002,8.043810898221088e-133,0,0,0,0
52,2.125,51.306,17.371,68.67699999999999,321.091,,,252.41400000000002,4.4601881273934186e-139,0,0,0,0
53,2.166667,49.1,16.225,65.325,321.091,,,255.76600000000002,8.921236143929794e-143,0,0,0,0
54,2.208333,48.207,15.686,63.893,321.091,,,257.198,2.2664106557503307e-144,0,0,0,0
55,2.25,45.83,15.296,61.126,321.091,,,259.96500000000003,1.770040707881865e-147,0,0,0,0
56,2.291667,46.765,14.636,61.400999999999996,321.091,,,259.69,3.616577621112336e-147,0,0,0,0
57,2.333333,46.298,15.868,62.166000000000004,321.091,,,258.925,2.6291101741890725e-146,0,0,0,0
58,2.375,48.792,15.858,64.65,321.091,,,256.44100000000003,1.5836556754433904e-143,0,1,0,0
59,2.416667,41.691,18.151,59.842,321.091,,,261.249,6.233754820152377e-149,0,0,0,0
60,2.458333,42.004,22.757,64.761,321.091,,,256.33000000000004,2.1050175368577604e-143,0,0,0,0
61,2.5,68.352,25.904,94.256,321.091,,,226.835,1.8569665890869757e-112,0,0,0,0
62,2.541667,110.375,26.13,136.505,321.091,,,184.586,1.0318361670098457e-74,0,0,0,0
63,2.583333,156.292,28.011,184.303,321.091,,,136.788,2.342465700488655e-41,0,0,0,0
64,2.625,196.755,29.322,226.077,321.091,,,95.01400000000001,2.4927857990240508e-20,0,0,0,0
65,2.666667,270.019,27.84,297.859,321.091,,,23.232000000000028,0.06729770661198341,0,0,0,0
66,2.708333,295.987,23.527,319.514,321.091,,,1.5769999999999982,0.9876423457501874,0,0,0,1
67,2.75,298.593,23.923,322.516,321.091,,,1.4250000000000114,0.9898982439747633,1,1,1,1
68,2.791667,297.984,23.803,321.787,321.091,,,0.6959999999999695,0.9975808508690195,0,0,0,1
69,2.833333,292.85,22.553,315.403,321.091,,,5.687999999999988,0.8506396186065456,0,0,0,1
70,2.875,286.858,22.708,309.56600000000003,321.091,,,11.524999999999977,0.5147221054620517,0,0,0,1
71,2.916667,278.766,21.653,300.41900000000004,321.091,,,20.67199999999997,0.11804871272496441,0,0,0,0
72,2.958333,272.287,21.26,293.54699999999997,321.091,,,27.54400000000004,0.02251981524016144,0,0,0,0
73,3.0,268.373,21.335,289.70799999999997,321.091,,,31.383000000000038,0.007266624177538616,0,0,0,0
74,3.041667,265.736,21.148,286.884,321.091,,,34.206999999999994,0.002878188300797593,0,0,0,0
75,3.083333,265.243,21.938,287.181,321.091,,,33.910000000000025,0.003184562060627454,0,0,0,0
76,3.125,265.466,21.873,287.339,321.091,,,33.75200000000001,0.0033594180480264507,0,1,0,0
77,3.166667,265.744,20.822,286.56600000000003,321.091,,,34.52499999999998,0.00258022641795995,0,0,0,0
78,3.208333,268.097,21.653,289.75,321.091,,,31.341000000000008,0.007362973608077368,0,0,0,0
79,3.25,270.247,20.951,291.19800000000004,321.091,,,29.892999999999972,0.011470723812421799,0,0,0,0
80,3.291667,273.14,20.86,294.0,321.091,,,27.091000000000008,0.02548637189931993,0,0,0,0
81,3.333333,275.362,20.691,296.053,321.091,,,25.03800000000001,0.04352119492043121,0,0,0,0
82,3.375,276.604,20.217,296.82099999999997,321.091,,,24.27000000000004,0.05259340748910695,0,0,0,0
83,3.416667,278.593,21.469,300.062,321.091,,,21.028999999999996,0.10958067916490404,1,1,1,0
84,3.458333,278.375,21.409,299.784,321.091,,,21.307000000000016,0.10331825036856863,0,0,0,0
85,3.5,277.286,21.305,298.591,321.091,,,22.5,0.07955950871822769,0,0,0,0
86,3.541667,276.057,21.178,297.235,321.091,,,23.855999999999995,0.05810266889201775,0,0,0,0
87,3.583333,274.822,21.469,296.291,321.091,,,24.80000000000001,0.046180391379734606,0,0,0,0
88,3.625,273.118,21.372,294.49,321.091,,,26.601,0.02906949300650917,0,0,0,0
89,3.666667,270.96,21.193,292.15299999999996,321.091,,,28.938000000000045,0.01519119614376076,0,0,0,0
90,3.708333,268.068,21.712,289.78,321.091,,,31.311000000000035,0.007432495526320211,0,0,0,0
91,3.75,263.205,21.558,284.763,321.091,,,36.32800000000003,0.0013622494748541636,0,0,0,0
92,3.791667,254.084,21.004,275.088,321.091,,,46.002999999999986,2.5384290868885496e-05,0,0,0,0
93,3.833333,243.118,21.372,264.49,321.091,,,56.601,1.104872171036752e-07,0,0,0,0
94,3.875,230.292,21.778,252.07,321.091,,,69.02100000000002,4.5219522663758825e-11,0,0,0,0
95,3.916667,214.074,21.778,235.852,321.091,,,85.239,1.6701707770463965e-16,0,0,0,0
96,3.958333,205.321,23.433,228.754,321.091,,,92.33700000000002,3.0602876716442324e-19,0,0,0,0
97,4.0,186.375,23.937,210.312,321.091,,,110.779,2.2476007317812176e-27,0,0,0,0
98,4.041667,164.854,22.876,187.73000000000002,321.091,,,133.361,2.3989641062151918e-39,0,0,0,0
99,4.083333,144.519,23.996,168.51500000000001,321.091,,,152.576,2.8141516899559447e-51,0,0,0,0
100,4.125,117.947,24.43,142.377,321.091,,,178.714,4.425961440653723e-70,0,0,0,0
101,4.166667,89.515,23.883,113.398,321.091,,,207.693,2.1406028531479586e-94,0,0,0,0
102,4.208333,69.458,23.903,93.36099999999999,321.091,,,227.73000000000002,2.4286875494253094e-113,0,0,0,0
103,4.25,48.4,22.876,71.276,321.091,,,249.815,3.0462201354208733e-136,0,0,0,0
104,4.291667,43.624,19.617,63.241,321.091,,,257.85,4.227986961411514e-145,0,0,0,0
105,4.333333,52.021,17.252,69.273,321.091,,,251.818,2.0041443532299016e-138,0,0,0,0
106,4.375,52.36,17.187,69.547,321.091,,,251.544,3.99411949501684e-138,1,1,0,0
107,4.416667,46.972,16.047,63.019000000000005,321.091,,,258.072,2.3846504795276228e-145,0,0,0,0
108,4.458333,45.34,13.159,58.499,321.091,,,262.592,1.8496041238929615e-150,0,0,0,0
109,4.5,44.9,12.205,57.105,321.091,,,263.986,4.710966812898234e-152,0,0,0,0
110,4.541667,40.38,11.835,52.215,321.091,,,268.876,1.034939240398562e-157,0,0,0,0
111,4.583333,38.281,11.713,49.994,321.091,,,271.097,2.574609401951721e-160,0,0,0,0
112,4.625,39.41,11.617,51.027,321.091,,,270.064,4.2131446055177713e-159,0,0,0,0
113,4.666667,43.241,11.942,55.183,321.091,,,265.908,2.8944120564286465e-154,0,0,0,0
114,4.708333,45.891,13.243,59.134,321.091,,,261.957,9.780735679856962e-150,0,0,0,0
115,4.75,51.0,14.549,65.549,321.091,,,255.542,1.5817224083669817e-142,0,0,0,0
116,4.791667,50.857,16.869,67.726,321.091,,,253.365,4.0260948816537723e-140,0,0,0,0
117,4.833333,50.487,23.466,73.953,321.091,,,247.138,2.3581140028428925e-133,0,0,0,0
118,4.875,71.864,26.348,98.212,321.091,,,222.87900000000002,1.3551970096749179e-108,0,0,0,0
119,4.916667,114.881,24.528,139.409,321.091,,,181.68200000000002,2.1051381102902583e-72,0,0,0,0
120,4.958333,161.526,28.624,190.15,321.091,,,130.941,5.873825521279496e-38,0,0,0,0
121,5.0,203.352,27.518,230.87,321.091,,,90.221,2.111476506527973e-18,0,0,0,0
122,5.041667,277.623,27.298,304.921,321.091,,,16.170000000000016,0.27053751572945295,0,0,0,0
123,5.083333,294.682,22.624,317.30600000000004,321.091,,,3.784999999999968,0.9308742087112793,0,0,0,1
124,5.125,294.895,22.447,317.342,321.091,,,3.7490000000000236,0.9321374421976958,1,1,1,1
125,5.166667,293.985,23.228,317.213,321.091,,,3.877999999999986,0.9275631319727564,0,0,0,1
126,5.208333,284.743,22.083,306.826,321.091,,,14.264999999999986,0.36151522394712615,0,0,0,1
127,5.25,270.32,20.576,290.896,321.091,,,30.194999999999993,0.01047577191206204,0,0,0,0
128,5.291667,254.952,21.807,276.759,321.091,,,44.331999999999994,5.399435143104977e-05,0,0,0,0
129,5.333333,233.049,21.328,254.377,321.091,,,66.714,2.164224178112245e-10,0,0,0,0
130,5.375,209.999,21.989,231.988,321.091,,,89.10300000000001,5.75350151668858e-18,0,0,0,0
131,5.416667,195.535,25.42,220.95499999999998,321.091,,,100.13600000000002,1.6833394122815116e-22,0,0,0,0
132,5.458333,171.88,25.37,197.25,321.091,,,123.84100000000001,4.977495021712744e-34,0,0,0,0
133,5.5,145.415,26.851,172.266,321.091,,,148.82500000000002,8.022631070319723e-49,0,0,0,0
134,5.541667,123.177,25.168,148.345,321.091,,,172.746,1.5874492211770247e-65,0,0,0,0
135,5.583333,94.2,24.741,118.941,321.091,,,202.15,1.8348464076863825e-89,0,0,0,0
136,5.625,72.989,25.022,98.011,321.091,,,223.08,8.656782661102119e-109,0,0,0,0
137,5.666667,58.521,25.607,84.128,321.091,,,236.96300000000002,1.1712417376838835e-122,0,0,0,0
138,5.708333,54.229,22.14,76.369,321.091,,,244.722,8.974262535214355e-131,0,0,0,0
139,5.75,53.657,19.024,72.681,321.091,,,248.41000000000003,1.0088004595423396e-134,0,0,0,0
140,5.791667,51.374,17.535,68.909,321.091,,,252.18200000000002,8.008650789830828e-139,0,0,0,0
141,5.833333,49.984,16.897,66.881,321.091,,,254.21,4.7156068410420674e-141,0,0,0,0
142,5.875,47.851,15.461,63.312,321.091,,,257.779,5.0772728614134665e-145,0,0,0,0
143,5.916667,45.198,14.948,60.146,321.091,,,260.945,1.37868292066444e-148,0,0,0,0
144,5.958333,44.342,14.439,58.781,321.091,,,262.31,3.8770844823711686e-150,0,0,0,0
145,6.0,44.792,13.387,58.179,321.091,,,262.91200000000003,7.978499188047798e-151,0,0,0,0
146,6.041667,44.843,13.493,58.336000000000006,321.091,,,262.755,1.2054028472064101e-150,0,0,0,0
147,6.083333,44.967,14.172,59.138999999999996,321.091,,,261.952,9.909683685428998e-150,0,0,0,0
148,6.125,45.688,14.636,60.324,321.091,,,260.767,2.1933988304242362e-148,0,0,0,0
149,6.166667,47.309,15.482,62.791,321.091,,,258.3,1.3236439271364122e-145,0,0,0,0
150,6.208333,50.243,15.635,65.878,321.091,,,255.21300000000002,3.664552988212648e-142,0,1,0,0
151,6.25,43.662,17.992,61.653999999999996,321.091,,,259.437,6.97424323554193e-147,0,0,0,0
152,6.291667,51.281,21.844,73.125,321.091,,,247.966,3.0365338415152803e-134,0,0,0,0
153,6.333333,51.756,25.382,77.138,321.091,,,243.953,5.875146783983503e-130,0,0,0,0
154,6.375,89.105,26.744,115.849,321.091,,,205.24200000000002,3.3751363903118075e-92,0,0,0,0
155,6.416667,131.294,26.427,157.721,321.091,,,163.37,1.106443584483948e-58,0,0,0,0
156,6.458333,172.137,26.354,198.49099999999999,321.091,,,122.60000000000002,2.296779831838993e-33,0,0,0,0
157,6.5,219.145,26.999,246.144,321.091,,,74.947,6.349284719252847e-13,0,0,0,0
158,6.541667,286.109,26.415,312.524,321.091,,,8.567000000000007,0.6928321998295193,0,0,0,1
159,6.583333,299.088,22.003,321.091,321.091,,,0.0,1.0,1,1,1,1
160,6.625,297.717,22.126,319.84299999999996,321.091,,,1.2480000000000473,0.9922427241739155,0,0,0,1
161,6.666667,297.361,23.296,320.657,321.091,,,0.4340000000000259,0.9990586633355983,0,1,1,1
162,6.708333,292.872,22.652,315.524,321.091,,,5.567000000000007,0.8564516230069551,0,0,0,1
163,6.75,290.792,24.456,315.248,321.091,,,5.843000000000018,0.8430717221022473,0,0,0,1
164,6.791667,285.853,24.618,310.471,321.091,,,10.620000000000005,0.5689731693555599,0,0,0,1
165,6.833333,273.716,21.683,295.399,321.091,,,25.692000000000007,0.03686862649774322,0,0,0,0
166,6.875,268.435,20.806,289.241,321.091,,,31.850000000000023,0.0062691625365284874,0,0,0,0
167,6.916667,267.722,21.887,289.609,321.091,,,31.482000000000028,0.00704398216706707,0,1,0,0
168,6.958333,267.096,21.424,288.52,321.091,,,32.571000000000026,0.004969926612893571,0,0,0,0
169,7.0,270.494,21.499,291.99300000000005,321.091,,,29.097999999999956,0.01450200997785435,0,0,0,0
170,7.041667,274.81,22.869,297.679,321.091,,,23.412000000000035,0.06453105359212961,0,0,0,0
171,7.083333,277.189,22.298,299.487,321.091,,,21.603999999999985,0.09693990001273399,0,1,1,0
172,7.125,279.355,19.593,298.94800000000004,321.091,,,22.142999999999972,0.08615888002498555,0,0,0,0
173,7.166667,284.999,20.714,305.713,321.091,,,15.377999999999986,0.30653773357772224,0,0,0,0
174,7.208333,289.191,20.232,309.423,321.091,,,11.668000000000006,0.5062568549556121,0,0,0,1
175,7.25,293.065,19.979,313.044,321.091,,,8.047000000000025,0.7234158530970625,0,0,0,1
176,7.291667,295.096,19.851,314.947,321.091,,,6.1440000000000055,0.8279987121272158,1,1,1,1
177,7.333333,294.918,19.503,314.421,321.091,,,6.670000000000016,0.8005594365660185,0,0,0,1
178,7.375,294.911,19.049,313.96,321.091,,,7.131000000000029,0.7754934015820493,0,0,0,1
179,7.416667,296.103,18.763,314.866,321.091,,,6.225000000000023,0.8238612699156062,0,0,0,1
180,7.458333,296.877,18.771,315.648,321.091,,,5.442999999999984,0.8623179325978365,0,0,0,1
181,7.5,297.751,18.848,316.599,321.091,,,4.492000000000019,0.9040321816981317,0,1,1,1
182,7.541667,297.531,18.974,316.505,321.091,,,4.586000000000013,0.9001832007353517,0,0,0,1
183,7.583333,298.987,18.873,317.86,321.091,,,3.2309999999999945,0.9491420525588463,0,0,0,1
184,7.625,299.807,18.999,318.80600000000004,321.091,,,2.284999999999968,0.9742316937839033,0,0,0,1
185,7.666667,300.466,18.788,319.254,321.091,,,1.836999999999989,0.9832687042183937,0,0,0,1
186,7.708333,302.053,18.738,320.791,321.091,,,0.30000000000001137,0.9995501012348141,0,0,0,1
187,7.75,303.454,18.907,322.361,321.091,,,1.2699999999999818,0.9919679308420599,0,0,0,1
188,7.791667,305.384,19.007,324.391,321.091,,,3.3000000000000114,0.9470058579669854,0,0,0,1
189,7.833333,307.099,19.348,326.447,321.091,,,5.3559999999999945,0.8663782564879433,0,0,0,1
190,7.875,307.987,19.52,327.507,321.091,,,6.415999999999997,0.8139752816207055,1,1,1,1
191,7.916667,307.556,19.609,327.16499999999996,321.091,,,6.073999999999955,0.831547064522246,0,0,0,1
192,7.958333,307.495,19.835,327.33,321.091,,,6.238999999999976,0.823142780914052,0,0,0,1
