factor_id,residual_index,value,squared_error
point_reprojection:measurement_ir,0,0.26760557119112038,0.071612741732525798
point_reprojection:measurement_ir,1,5.8161828236262281,33.827982637844762
point_reprojection:measurement_ir,2,0.51776164163659355,0.26807711755022035
point_reprojection:measurement_ir,3,6.0469483464730214,36.565584304912811
point_reprojection:measurement_ir,4,0.66467358334275561,0.44179097239369908
point_reprojection:measurement_ir,5,7.2809080837566,53.011622524112205
point_reprojection:measurement_ir,6,0.0007020396719099153,4.9285970093538156e-07
point_reprojection:measurement_ir,7,0.012716930230445201,0.00016172031448601103
point_reprojection:measurement_ir,8,-8.6589270244985522e-05,7.4977017215591354e-09
point_reprojection:measurement_ir,9,-0.0039629811228877546,1.5705219380364687e-05
point_reprojection:measurement_ir,10,-0.00014536844480517175,2.1131984745074266e-08
point_reprojection:measurement_ir,11,-0.00011018714239270366,1.2141206348669953e-08
point_reprojection:measurement_ir,12,8.0293907785744523e-05,6.4471116275056452e-09
point_reprojection:measurement_ir,13,0.00033102863481246911,1.0957995706580704e-07
point_reprojection:measurement_ir,14,-0.00013285689169606485,1.7650953671139904e-08
point_reprojection:measurement_ir,15,-0.00025174503581695264,6.3375563058478772e-08
point_reprojection:measurement_ir,16,0.0010726833175567663,1.1506494997645903e-06
point_reprojection:measurement_ir,17,0.0022215466409079452,4.9352694777293751e-06
point_reprojection:measurement_ir,18,-0.15426405601131138,0.023797398977061013
point_reprojection:measurement_ir,19,0.045356424318279666,0.002057205226939831
point_reprojection:measurement_ir,20,-0.71766319175276294,0.51504045679676302
point_reprojection:measurement_ir,21,-0.23843818340744463,0.056852767306642203
point_reprojection:measurement_ir,22,0.13216590448114401,0.017467826307318884
point_reprojection:measurement_ir,23,0.56873657340020434,0.32346128992300599
point_reprojection:measurement_ir,24,1.3512595256958548,1.8259023057837866
point_reprojection:measurement_ir,25,2.474724426376949,6.1242609865067195
point_reprojection:measurement_ir,26,1.6805447606805501,2.8242306926508474
