frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,contact_surface_gap_m,audio_score,audio_anchor_type
15,0.583333,0.692066,-0.320685,4.406933,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,870.630,253.132,,870.630,253.132,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.369685,3.384464,870.630,253.132,886.930,204.490,-0.080216,-0.080216,4.326717,4.408193,4.057145,4.408193,0.942253,0.904261,0.000000,
16,0.625000,0.660845,-0.295577,4.444181,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,858.380,262.325,,858.380,262.325,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.350259,3.405329,858.380,262.325,872.574,213.058,-0.073961,-0.073961,4.370220,4.408193,4.057145,4.408193,0.964891,0.920597,0.000000,
17,0.666667,0.615937,-0.236297,4.500876,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,840.976,282.898,,840.976,282.898,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.301726,3.423162,840.976,282.898,853.695,229.609,-0.115728,-0.115728,4.385148,4.408193,4.057145,4.408193,0.961986,0.959786,0.000000,
18,0.708333,0.567595,-0.143524,4.580268,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,821.992,313.981,,821.992,313.981,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.040359,3.958262,821.992,313.981,858.182,283.781,-0.030969,-0.030969,4.549299,4.408193,3.939684,4.408193,0.591037,0.696252,0.000000,
19,0.750000,0.514857,-0.014068,4.683987,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.427,355.589,,801.427,355.589,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.003699,3.949387,801.427,355.589,836.064,324.997,-0.068612,-0.068612,4.615375,4.408193,3.844441,4.408193,0.665988,0.758228,0.000000,
20,0.791667,0.458946,0.158122,4.810441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,780.114,408.274,,780.114,408.274,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.039566,3.922383,780.114,408.274,804.523,368.563,-0.047338,-0.047338,4.763103,4.408193,3.844441,4.408193,0.840720,0.877792,0.000000,
21,0.833333,0.324134,0.380928,4.953487,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.099,472.937,,736.099,472.937,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.062741,3.898237,736.099,472.937,746.253,447.355,-0.068621,-0.068621,4.884866,4.408193,3.844441,4.408193,0.986629,1.027706,0.000000,
22,0.875000,0.165342,0.615285,5.099270,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,687.619,537.204,,687.619,537.204,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.070810,3.892159,687.619,537.204,650.872,548.114,0.726033,0.726033,5.825303,4.408193,3.844441,4.408193,1.933144,1.215697,0.000000,
23,0.916667,0.048766,0.728791,5.222995,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,653.712,564.922,,653.712,564.922,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.119901,3.687804,653.712,564.922,608.575,570.347,0.470215,0.470215,5.693210,4.408193,3.864327,4.408193,2.005406,1.535708,0.000000,
24,0.958333,-0.037308,0.544629,5.285154,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,629.633,511.338,,629.633,511.338,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,0.070163,3.920565,629.633,511.338,595.906,540.851,0.695013,0.695013,5.980167,4.408193,3.915820,4.408193,2.059602,1.325174,1.000000,audio_floor_soft
25,1.000000,-0.113715,0.387448,5.216233,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,607.984,469.084,,607.984,469.084,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.066679,3.924985,607.984,469.084,600.458,429.067,0.063279,0.063279,5.279512,4.408193,3.952259,4.408193,1.354527,1.210569,0.000000,
26,1.041667,-0.226915,0.232748,5.089710,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,574.525,427.158,,574.525,427.158,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.052634,3.940128,574.525,427.158,567.586,397.854,-0.025115,-0.025115,5.064595,4.408193,3.973267,4.408193,1.124467,1.043796,0.000000,
27,1.083333,-0.341319,0.117377,4.942101,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.573,394.880,,538.573,394.880,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.016482,3.953395,538.573,394.880,532.071,366.239,-0.052631,-0.052631,4.889470,4.408193,3.996614,4.408193,0.936075,0.875134,0.000000,
28,1.125000,-0.374525,0.023142,4.797006,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.339,367.085,,525.339,367.085,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.038367,3.954866,525.339,367.085,497.580,341.814,0.008443,0.008443,4.805449,4.408193,4.037362,4.408193,0.850583,0.724388,0.000000,
29,1.166667,-0.400605,-0.051038,4.668071,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.967,343.943,,513.967,343.943,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.101220,3.960560,513.967,343.943,479.185,323.921,0.051400,0.051400,4.719471,4.408193,4.112725,4.408193,0.758911,0.590410,0.000000,
30,1.208333,-0.426552,-0.101058,4.562373,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.695,327.470,,502.695,327.470,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.162405,3.966894,502.695,327.470,466.142,305.630,0.047749,0.047749,4.610122,4.408193,4.176625,4.408193,0.643228,0.482603,0.000000,
31,1.250000,-0.442878,-0.139901,4.482292,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.893,314.162,,494.893,314.162,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.217024,3.997981,494.893,314.162,458.929,290.315,0.029273,0.029273,4.511565,4.408193,4.188686,4.408193,0.513585,0.378833,0.000000,
32,1.291667,-0.450750,-0.164840,4.427291,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,490.479,305.320,,490.479,305.320,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.261768,4.013071,490.479,305.320,456.023,278.988,-0.026562,-0.026562,4.400729,4.408193,4.267949,4.408193,0.387658,0.318139,0.000000,
33,1.333333,-0.450713,-0.204581,4.395357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,489.405,291.644,,489.405,291.644,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.285540,4.046260,489.405,291.644,447.000,291.644,0.037848,0.037848,4.433205,4.408193,4.267949,4.408193,0.386945,0.253125,0.000000,
34,1.375000,-0.442367,-0.207250,4.384392,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,491.824,290.579,,491.824,290.579,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.294292,4.077885,491.824,290.579,452.441,289.174,0.013284,0.013284,4.397676,4.408193,4.267949,4.408193,0.319791,0.212245,0.000000,
35,1.416667,-0.419520,-0.197873,4.392272,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,499.729,293.839,,499.729,293.839,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.278320,4.110874,499.729,293.839,463.881,292.220,0.026301,0.026301,4.418573,4.408193,4.188686,4.408193,0.307699,0.181567,0.000000,
36,1.458333,-0.387107,-0.173590,4.417369,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,511.302,302.288,,511.302,302.288,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.232818,4.141050,511.302,302.288,483.905,268.086,-0.093346,-0.093346,4.324023,4.408193,4.165421,4.408193,0.182973,0.164393,0.000000,
37,1.500000,-0.351779,-0.140091,4.458310,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.121,313.853,,524.121,313.853,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.191821,4.176919,524.121,313.853,530.753,273.875,-0.039635,-0.039635,4.418675,4.408193,4.108921,4.408193,0.241756,0.167918,0.000000,
38,1.541667,-0.299064,-0.072738,4.513766,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,542.696,336.334,,542.696,336.334,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.121478,4.188097,542.696,336.334,501.298,339.736,5.648995,0.000000,4.513766,4.408193,4.082986,4.408193,0.325669,0.221043,0.000000,
39,1.583333,-0.187260,0.053026,4.581608,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.975,376.997,,579.975,376.997,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.035320,4.135716,579.975,376.997,594.313,361.128,-0.131936,-0.131936,4.449672,4.408193,4.075092,4.408193,0.313956,0.344053,0.000000,
40,1.625000,0.006359,0.240211,4.657656,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,642.005,435.741,,642.005,435.741,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.023199,4.088703,642.005,435.741,639.063,392.218,0.027451,0.027451,4.685107,4.408193,4.014826,4.408193,0.596404,0.489084,0.000000,
41,1.666667,0.123821,0.455712,4.734170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,678.411,501.368,,678.411,501.368,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.069713,4.047868,678.411,501.368,672.034,458.031,2.013942,0.000000,4.734170,4.408193,3.934759,4.408193,0.686302,0.670085,0.000000,
42,1.708333,0.264438,0.648874,4.797997,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,720.941,558.612,,720.941,558.612,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.107603,3.521943,720.941,558.612,676.140,565.825,0.146234,0.146234,4.944231,4.408193,3.920797,4.408193,1.422288,1.271842,0.000000,
43,1.750000,0.361404,0.538797,4.829385,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.902,523.847,,749.902,523.847,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,0.112468,4.019808,749.902,523.847,732.851,482.755,1.595666,0.000000,4.829385,4.408193,3.826546,4.408193,0.809577,0.816576,0.975367,audio_floor_soft
44,1.791667,0.453093,0.391679,4.799311,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,778.648,479.855,,778.648,479.855,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.117544,4.010858,778.648,479.855,800.393,450.825,-0.069512,-0.069512,4.729799,4.408193,3.825918,4.408193,0.718942,0.755113,0.000000,
45,1.833333,0.518938,0.221833,4.739581,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.798,428.737,,800.798,428.737,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.112697,4.001258,800.798,428.737,828.054,410.594,-0.102140,-0.102140,4.637441,4.408193,3.825918,4.408193,0.636183,0.693711,0.000000,
46,1.875000,0.681171,0.107106,4.667825,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,854.312,393.698,,854.312,393.698,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.097829,3.988473,854.312,393.698,882.806,369.442,-0.090687,-0.090687,4.577138,4.408193,3.825918,4.408193,0.588666,0.723442,0.000000,
47,1.916667,0.757775,0.001240,4.597901,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,882.039,360.396,,882.039,360.396,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.075371,3.996560,882.039,360.396,910.834,334.994,-0.026575,-0.026575,4.571326,4.408193,3.873354,4.408193,0.574766,0.725290,0.000000,
48,1.958333,0.821218,-0.096223,4.536677,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,905.843,328.851,,905.843,328.851,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.047699,4.004603,905.843,328.851,934.063,299.795,0.001252,0.001252,4.537929,4.408193,3.873354,4.408193,0.533326,0.745951,0.000000,
49,2.000000,0.859846,-0.170794,4.488377,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,921.343,304.116,,921.343,304.116,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.025279,3.988444,921.343,304.116,949.286,273.327,-0.038669,-0.038669,4.449708,4.408193,3.905662,4.408193,0.461264,0.776304,0.000000,
50,2.041667,0.882485,-0.218741,4.454616,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,930.939,287.885,,930.939,287.885,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.006216,3.959968,930.939,287.885,959.417,253.631,0.048148,0.048148,4.502764,4.408193,4.052958,4.408193,0.542796,0.807907,0.000000,
51,2.083333,0.881828,-0.238185,4.435702,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,931.962,281.140,,931.962,281.140,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.006284,3.951099,931.962,281.140,960.924,245.423,0.021187,0.021187,4.456889,4.408193,4.052958,4.408193,0.505790,0.814656,0.000000,
52,2.125000,0.864725,-0.232059,4.430895,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,926.610,283.085,,926.610,283.085,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.015371,3.956913,926.610,283.085,956.252,247.614,4.394187,0.000000,4.430895,4.408193,4.052958,4.408193,0.473982,0.801730,0.000000,
53,2.166667,0.815234,-0.188120,4.439280,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,909.696,297.766,,909.696,297.766,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.021435,3.975028,909.696,297.766,942.517,263.715,4.512528,0.000000,4.439280,4.408193,4.052958,4.408193,0.464252,0.753628,0.000000,
54,2.208333,0.740507,-0.104703,4.459210,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,883.880,325.517,,883.880,325.517,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.024992,3.975783,883.880,325.517,919.176,295.460,4.616126,0.000000,4.459210,4.408193,4.013638,4.408193,0.483428,0.707147,0.000000,
55,2.250000,0.643110,0.039381,4.488586,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,850.417,372.885,,850.417,372.885,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.028561,3.987581,850.417,372.885,883.555,339.660,1.623910,0.000000,4.488586,4.408193,3.905994,4.408193,0.501005,0.666843,0.000000,
56,2.291667,0.480624,0.205483,4.524686,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.999,426.695,,795.999,426.695,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.008772,3.981991,795.999,426.695,817.293,404.159,-0.051503,-0.051503,4.473183,4.408193,3.864696,4.408193,0.491192,0.647305,0.000000,
57,2.333333,0.320032,0.469442,4.562309,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.018,511.113,,743.018,511.113,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.011232,3.965951,743.018,511.113,765.079,469.749,0.064727,0.064727,4.627036,4.408193,3.861948,4.408193,0.661084,0.730635,0.000000,
58,2.375000,0.125518,0.645100,4.594841,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,680.118,566.187,,680.118,566.187,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.113327,3.766735,680.118,566.187,634.114,571.336,0.362605,0.362605,4.957446,4.408193,3.841347,4.408193,1.190711,0.886620,0.000000,
59,2.416667,-0.004396,0.535729,4.611776,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,638.600,530.601,,638.600,530.601,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,0.050455,3.877206,638.600,530.601,598.079,551.403,0.036484,0.036484,4.648260,4.408193,3.859091,4.408193,0.771054,0.785278,1.000000,audio_floor_soft
60,2.458333,-0.130788,0.389980,4.598741,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,598.233,484.540,,598.233,484.540,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.047849,3.820803,598.233,484.540,574.355,523.798,0.044602,0.044602,4.643343,4.408193,3.861948,4.408193,0.822540,0.740880,0.000000,
61,2.500000,-0.222047,0.267112,4.570234,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.647,445.834,,568.647,445.834,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.033352,3.771422,568.647,445.834,542.443,408.423,3.707931,0.000000,4.570234,4.408193,3.864696,4.408193,0.798812,0.717406,0.000000,
62,2.541667,-0.326078,0.137374,4.535398,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.413,404.483,,534.413,404.483,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.008675,3.734209,534.413,404.483,504.260,368.699,0.000191,0.000191,4.535589,4.408193,3.864696,4.408193,0.801380,0.692029,0.000000,
