frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,u_ref_proj,v_ref_proj,support_v_obs,support_proj_v,residual_px,proposal_score,anchor_score,floor_score,depth_prior_m,depth_prior_gap_m,contact_depth_offset_m,contact_frame,audio_contact_frame
92,3.033333,-0.650914,0.282091,6.631677,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,743.780,633.705,,743.780,633.705,,668.734,668.734,743.780,633.705,743.780,633.705,668.734,668.734,0.000245,0.365643,0.000000,0.000000,7.941593,-1.309916,0.581684,0,1
93,3.066667,-0.659804,0.251039,6.670772,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.111,622.901,,742.111,622.901,,661.340,661.340,742.111,622.901,742.111,622.901,661.340,661.340,0.000454,0.212353,0.000000,0.000000,7.904123,-1.233351,28.632013,0,0
94,3.100000,-0.662150,0.249188,6.685216,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,741.809,622.113,,741.809,622.112,,660.015,660.016,741.809,622.113,741.809,622.112,660.016,660.015,0.000698,0.000000,0.000000,0.000000,7.886054,-1.200838,28.650083,0,0
95,3.133333,-0.663324,0.239932,6.675616,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,741.106,619.174,,741.108,619.176,,660.362,660.360,741.106,619.174,741.108,619.176,660.360,660.362,0.002497,0.000000,0.000000,0.000000,7.877922,-1.202306,28.658214,0,0
96,3.166667,-0.659037,0.243834,6.664676,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.166,620.595,,742.165,620.596,,660.995,660.994,742.166,620.595,742.165,620.596,660.994,660.995,0.000886,0.000000,0.000000,0.000000,7.874263,-1.209587,-2.013974,0,0
97,3.200000,-0.662976,0.261262,6.653655,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,740.500,626.500,,740.500,626.499,,664.373,664.374,740.500,626.500,740.500,626.499,664.374,664.373,0.000775,0.000000,0.000000,0.000000,7.778164,-1.124509,-1.445097,0,0
98,3.233333,-0.660810,0.262151,6.642613,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,740.854,626.938,,740.854,626.938,,667.243,667.243,740.854,626.938,740.854,626.938,667.243,667.243,0.000169,0.000000,0.000000,0.000000,7.292839,-0.650226,-0.929429,0,0
99,3.266667,-0.656332,0.269249,6.631186,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,741.964,629.445,,741.964,629.445,,673.269,673.269,741.964,629.445,741.964,629.445,673.269,673.269,0.000478,0.590888,0.000000,0.000000,7.074443,-0.443257,-0.167794,0,1
100,3.300000,-0.654021,0.318281,6.612816,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.128,646.028,,742.128,646.028,,691.276,691.276,742.128,646.028,742.128,646.028,691.276,691.276,0.000184,0.495404,0.000000,0.000000,6.947989,-0.335173,6.101841,0,1
101,3.333333,-0.648212,0.398007,6.594060,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,743.449,672.964,,743.449,672.964,,719.220,719.220,743.449,672.964,743.449,672.964,719.220,719.220,0.000194,0.000000,0.000000,0.000000,6.891085,-0.297025,28.923151,0,0
102,3.366667,-0.646380,0.483207,6.575301,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,743.445,701.887,,743.445,701.888,,750.890,750.889,743.445,701.887,743.445,701.888,750.889,750.890,0.000724,0.290704,0.000038,0.000000,6.893397,-0.318096,6.249532,0,1
103,3.400000,-0.647507,0.560722,6.556859,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.455,728.398,,742.457,728.386,,773.378,773.390,742.455,728.398,742.457,728.386,773.390,773.378,0.012405,1.000000,0.263073,0.000000,6.894694,-0.337835,-1.876007,0,1
104,3.433333,-0.646791,0.562138,6.544237,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.280,729.242,,742.279,729.226,,772.178,772.194,742.280,729.242,742.279,729.226,772.194,772.178,0.016294,1.000000,0.325066,0.000000,6.895278,-0.351041,-1.881291,0,1
105,3.466667,-0.650721,0.483178,6.543408,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,740.928,702.666,,740.928,702.667,,749.389,749.388,740.928,702.666,740.928,702.667,749.388,749.389,0.000914,0.589165,0.177018,0.000000,6.867365,-0.323957,6.128179,0,1
106,3.500000,-0.658824,0.404985,6.537779,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,738.009,676.460,,738.009,676.460,,718.625,718.625,738.009,676.460,738.009,676.460,718.625,718.625,0.000229,0.441874,0.132562,0.000000,6.882723,-0.344944,26.799161,0,1
107,3.533333,-0.665137,0.329798,6.524998,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,735.443,651.343,,735.443,651.343,,692.019,692.019,735.443,651.343,735.443,651.343,692.019,692.019,0.000381,0.406979,0.088375,0.000000,6.861715,-0.336717,29.674421,0,1
108,3.566667,-0.672417,0.282295,6.511816,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,732.526,635.496,,732.526,635.499,,676.633,676.630,732.526,635.496,732.526,635.499,676.630,676.633,0.002697,0.280707,0.000000,0.000000,6.736179,-0.224363,29.799957,0,1
109,3.600000,-0.673121,0.274974,6.498605,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,731.823,633.213,,731.824,633.211,,666.130,666.132,731.823,633.213,731.824,633.211,666.132,666.130,0.002267,0.000000,0.000000,0.000000,6.041966,0.456639,30.494171,0,0
110,3.633333,-0.644057,0.232343,6.485419,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,741.261,618.901,,741.233,618.920,,658.210,658.191,741.261,618.901,741.233,618.920,658.191,658.210,0.034097,0.118693,0.000000,0.000000,6.367292,0.118127,30.168844,0,0
111,3.666667,-0.667062,0.221557,6.472267,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,732.957,615.410,,732.958,615.409,,650.889,650.890,732.957,615.410,732.958,615.409,650.890,650.889,0.001168,0.000000,0.000000,0.000000,6.478494,-0.006227,-0.960427,0,0
112,3.700000,-0.674267,0.208108,6.459131,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,730.039,610.972,,730.039,610.976,,648.659,648.655,730.039,610.972,730.039,610.976,648.655,648.659,0.003786,0.000000,0.000000,0.000000,6.392482,0.066649,-1.001949,0,0
113,3.733333,-0.674921,0.207026,6.445996,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,729.350,610.753,,729.347,610.751,,647.492,647.494,729.350,610.753,729.347,610.751,647.494,647.492,0.003696,0.000000,0.000000,0.000000,6.320181,0.125815,-0.925954,0,0
114,3.766667,-0.678512,0.213171,6.432858,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,727.646,612.999,,727.646,613.000,,650.695,650.694,727.646,612.999,727.646,613.000,650.694,650.695,0.000685,0.000000,0.000000,0.000000,6.287645,0.145213,-0.812673,0,0
115,3.800000,-0.678981,0.233558,6.419726,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,727.010,620.145,,727.010,620.145,,656.751,656.751,727.010,620.145,727.010,620.145,656.751,656.751,0.000280,0.000000,0.000000,0.000000,6.245096,0.174630,-0.688110,0,0
116,3.833333,-0.684294,0.246668,6.406660,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,724.708,624.816,,724.708,624.816,,662.204,662.204,724.708,624.816,724.708,624.816,662.204,662.204,0.000276,0.000000,0.000000,0.000000,6.287453,0.119207,0.010354,0,0
117,3.866667,-0.685846,0.256024,6.394830,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,723.738,628.195,,723.738,628.196,,669.748,669.747,723.738,628.195,723.738,628.196,669.747,669.748,0.000730,0.000000,0.000000,0.000000,6.442567,-0.047737,0.063189,0,0
118,3.900000,-0.686776,0.292384,6.383129,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,722.984,640.907,,722.984,640.906,,677.165,677.166,722.984,640.907,722.984,640.906,677.166,677.165,0.001049,0.000000,0.000000,0.000000,6.314811,0.068318,30.221325,0,0
119,3.933333,-0.687419,0.307935,6.372617,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,722.371,646.447,,722.371,646.448,,688.315,688.314,722.371,646.447,722.371,646.448,688.314,688.315,0.000867,0.324575,0.000000,0.000000,6.285229,0.087388,30.250908,0,1
120,3.966667,-0.696660,0.367678,6.363915,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,718.847,667.274,,718.847,667.274,,704.494,704.494,718.847,667.274,718.847,667.274,704.494,704.494,0.000194,0.343617,0.000000,0.000000,6.271916,0.091999,28.565803,0,1
121,4.000000,-0.704030,0.444960,6.355318,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,715.966,694.234,,715.966,694.234,,732.194,732.194,715.966,694.234,715.966,694.234,732.194,732.194,0.000215,0.053221,0.000000,0.000000,6.293329,0.061989,28.866682,0,0
122,4.033333,-0.709845,0.531106,6.346730,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,713.618,724.342,,713.618,724.343,,768.141,768.140,713.618,724.342,713.618,724.343,768.140,768.141,0.001346,0.242850,0.072855,0.000000,6.309158,0.037572,3.918080,0,0
123,4.066667,-0.729042,0.635553,6.338128,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,706.600,760.939,,706.611,760.895,,796.203,796.247,706.600,760.939,706.611,760.895,796.247,796.203,0.044839,1.000000,0.112108,0.000000,6.332267,0.005861,0.204630,0,1
124,4.100000,-0.727584,0.630166,6.329709,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,706.793,759.274,,706.781,759.315,,811.747,811.706,706.793,759.274,706.781,759.315,811.706,811.747,0.042228,1.000000,0.150107,0.000000,6.320487,0.009222,-0.012718,0,1
125,4.133333,-0.730410,0.623075,6.321545,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,705.451,757.179,,705.470,757.127,,794.960,795.012,705.451,757.179,705.470,757.127,795.012,794.960,0.055447,1.000000,0.124324,0.000000,6.337365,-0.015820,-1.659613,0,1
126,4.166667,-0.699018,0.501703,6.313514,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,716.100,715.052,,716.099,715.054,,763.291,763.289,716.100,715.052,716.099,715.054,763.289,763.291,0.002322,0.242850,0.072862,0.000000,6.344960,-0.031446,0.715549,0,0
127,4.200000,-0.696840,0.437665,6.305503,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,716.550,692.902,,716.550,692.904,,736.809,736.807,716.550,692.902,716.550,692.904,736.807,736.809,0.001939,0.610533,0.000000,0.000000,6.326198,-0.020695,28.464436,0,1
128,4.233333,-0.699453,0.435459,6.297484,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,715.326,692.329,,715.326,692.327,,721.196,721.198,715.326,692.329,715.326,692.327,721.198,721.196,0.002195,0.000000,0.000000,0.000000,6.317756,-0.020272,27.556088,0,0
129,4.266667,-0.699496,0.365459,6.289488,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,715.000,668.000,,715.000,668.003,,709.794,709.791,715.000,668.000,715.000,668.003,709.791,709.794,0.002953,0.217427,0.000000,0.000000,6.371099,-0.081611,28.935915,0,0
130,4.300000,-0.699067,0.337818,6.281464,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,714.837,658.477,,714.837,658.473,,689.009,689.013,714.837,658.477,714.837,658.473,689.013,689.009,0.004287,0.239256,0.000000,0.000000,6.079853,0.201611,30.456283,0,0
131,4.333333,-0.687033,0.222018,6.273473,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,718.751,617.959,,718.751,617.961,,668.699,668.697,718.751,617.959,718.751,617.961,668.697,668.699,0.001679,0.137048,0.000000,0.000000,6.075788,0.197685,30.460349,0,0
132,4.366667,-0.677070,0.168308,6.265638,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,721.952,599.175,,721.952,599.175,,650.483,650.483,721.952,599.175,721.952,599.175,650.483,650.483,0.000289,0.853121,0.000000,0.000000,5.946963,0.318675,-0.582209,0,1
133,4.400000,-0.670725,0.143075,6.257812,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,723.888,590.364,,723.888,590.366,,648.598,648.596,723.888,590.364,723.888,590.366,648.596,648.598,0.002172,0.264997,0.000000,0.000000,5.713970,0.543842,-0.158123,0,1
134,4.433333,-0.664553,0.144094,6.249985,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,725.767,590.790,,725.768,590.788,,648.730,648.732,725.767,590.790,725.768,590.788,648.732,648.730,0.001913,0.000000,0.000000,0.000000,5.613983,0.636002,-0.067678,0,0
135,4.466667,-0.652447,0.142665,6.242162,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,729.747,590.347,,729.747,590.348,,648.836,648.835,729.747,590.347,729.747,590.348,648.835,648.836,0.000765,0.000000,0.000000,0.000000,5.574087,0.668075,0.014408,0,0
136,4.500000,-0.640643,0.153191,6.234348,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,733.629,594.130,,733.629,594.130,,649.546,649.546,733.629,594.130,733.629,594.130,649.546,649.546,0.000097,0.277384,0.000000,0.000000,5.557688,0.676660,-0.026358,0,1
137,4.533333,-0.630159,0.182668,6.226715,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,737.060,604.624,,737.060,604.625,,658.583,658.582,737.060,604.624,737.060,604.625,658.582,658.583,0.000959,0.000000,0.000000,0.000000,5.678529,0.548186,0.039384,0,0
138,4.566667,-0.611849,0.241462,6.222359,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,743.387,625.487,,743.386,625.485,,666.355,666.357,743.387,625.487,743.386,625.485,666.357,666.355,0.002168,0.000000,0.000000,0.000000,5.838431,0.383928,30.697706,0,0
139,4.600000,-0.613767,0.240705,6.226195,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,742.841,625.163,,742.841,625.164,,672.484,672.483,742.841,625.163,742.841,625.164,672.483,672.484,0.001457,0.130818,0.000000,0.000000,5.907403,0.318792,0.056777,0,0
140,4.633333,-0.608757,0.289390,6.236854,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,744.982,642.215,,744.982,642.215,,683.040,683.040,744.982,642.215,744.982,642.215,683.040,683.040,0.000137,0.568135,0.000000,0.000000,5.938441,0.298413,30.597696,0,1
141,4.666667,-0.603363,0.362756,6.247894,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,747.264,667.901,,747.264,667.902,,711.086,711.085,747.264,667.901,747.264,667.902,711.085,711.086,0.000803,0.000000,0.000000,0.000000,5.952407,0.295487,12.651392,0,0
142,4.700000,-0.599487,0.450429,6.258948,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,749.004,698.536,,749.004,698.534,,730.088,730.090,749.004,698.536,749.004,698.534,730.090,730.088,0.002421,0.217047,0.000000,0.000000,5.961676,0.297272,23.342454,0,0
143,4.733333,-0.599104,0.453574,6.270028,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,749.511,699.356,,749.511,699.358,,746.244,746.242,749.511,699.356,749.511,699.358,746.242,746.244,0.002216,0.344147,0.000000,0.000000,6.637406,-0.367378,21.154296,0,1
144,4.766667,-0.593280,0.539470,6.281067,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,751.924,729.204,,751.924,729.204,,769.448,769.448,751.924,729.204,751.924,729.204,769.448,769.448,0.000274,0.224056,0.068092,0.000000,7.122554,-0.841487,0.761299,0,0
145,4.800000,-0.589255,0.632637,6.291783,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,753.686,761.492,,753.687,761.502,,795.045,795.035,753.686,761.492,753.687,761.502,795.035,795.045,0.009636,1.000000,0.363335,0.000000,7.176113,-0.884330,-2.225793,0,1
146,4.833333,-0.585980,0.686487,6.301175,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,755.143,780.037,,755.140,779.998,,802.447,802.486,755.143,780.037,755.140,779.998,802.486,802.447,0.039352,1.000000,0.631831,0.000000,7.364972,-1.063797,-2.745536,1,1
147,4.866667,-0.590356,0.602316,6.309341,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,753.875,750.301,,753.877,750.299,,781.985,781.987,753.875,750.301,753.877,750.299,781.987,781.985,0.003033,0.336084,0.277679,0.000000,7.449959,-1.140618,-2.488870,0,1
148,4.900000,-0.592173,0.495712,6.317513,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,753.510,712.851,,753.510,712.854,,763.779,763.776,753.510,712.851,753.510,712.854,763.776,763.779,0.002999,0.390551,0.069485,0.000000,7.323446,-1.005933,4.167901,0,1
149,4.933333,-0.592974,0.493910,6.324543,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,753.461,712.037,,753.461,712.034,,744.139,744.142,753.461,712.037,753.461,712.034,744.142,744.139,0.002905,0.129560,0.001666,0.000000,7.252824,-0.928281,4.219884,0,0
150,4.966667,-0.597518,0.397342,6.331032,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,752.091,678.255,,752.091,678.257,,724.343,724.341,752.091,678.255,752.091,678.257,724.341,724.343,0.001664,0.000000,0.000000,0.000000,7.234735,-0.903703,16.870442,0,0
151,5.000000,-0.596306,0.321016,6.337481,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,752.724,651.585,,752.724,651.585,,694.243,694.243,752.724,651.585,752.724,651.585,694.243,694.243,0.000049,0.098312,0.000000,0.000000,7.468144,-1.130663,29.067992,0,0
152,5.033333,-0.589854,0.259155,6.343927,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,755.175,629.991,,755.175,629.991,,671.537,671.537,755.175,629.991,755.175,629.991,671.537,671.537,0.000462,0.296179,0.000000,0.000000,7.317939,-0.974012,29.218198,0,1
153,5.066667,-0.582971,0.205441,6.350339,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,757.770,611.264,,757.770,611.267,,659.009,659.006,757.770,611.264,757.770,611.267,659.006,659.009,0.002743,0.289325,0.000000,0.000000,7.420183,-1.069844,29.115954,0,1
154,5.100000,-0.585027,0.203521,6.356088,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,757.240,610.539,,757.240,610.537,,652.028,652.030,757.240,610.539,757.240,610.537,652.030,652.028,0.002106,0.155318,0.046595,0.000000,7.466896,-1.110808,29.069241,0,0
155,5.133333,-0.587386,0.169803,6.360635,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,756.568,598.808,,756.568,598.808,,646.954,646.954,756.568,598.808,756.568,598.808,646.954,646.954,0.000479,0.232977,0.069893,0.000000,6.999546,-0.638911,-0.465440,0,0
156,5.166667,-0.590332,0.147700,6.354564,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,755.352,591.199,,755.352,591.203,,640.540,640.536,755.352,591.199,755.352,591.203,640.536,640.540,0.003615,0.310636,0.093191,0.000000,6.683667,-0.329103,-0.338027,0,1
157,5.200000,-0.592549,0.143425,6.346283,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,754.315,589.790,,754.316,589.785,,638.990,638.995,754.315,589.790,754.316,589.785,638.995,638.990,0.004775,0.232977,0.069893,0.000000,6.647093,-0.300810,-0.569346,0,0
158,5.233333,-0.593809,0.143635,6.337872,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,753.606,589.922,,753.605,589.924,,640.219,640.217,753.606,589.922,753.605,589.924,640.217,640.219,0.002525,0.155318,0.046595,0.000000,6.376335,-0.038463,-0.296326,0,0
159,5.266667,-0.598123,0.160538,6.329450,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,751.829,595.874,,751.829,595.874,,642.851,642.851,751.829,595.874,751.829,595.874,642.851,642.851,0.000206,0.327152,0.000000,0.000000,6.332405,-0.002955,-0.179418,0,1
160,5.300000,-0.603909,0.193824,6.321012,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,749.534,607.548,,749.534,607.549,,653.335,653.334,749.534,607.548,749.534,607.549,653.334,653.335,0.000921,0.325760,0.000000,0.000000,6.441381,-0.120369,-0.619611,0,1
161,5.333333,-0.600324,0.263625,6.312449,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,750.500,632.000,,750.500,632.000,,671.536,671.536,750.500,632.000,750.500,632.000,671.536,671.536,0.000489,0.000000,0.000000,0.000000,6.561227,-0.248778,-0.299551,0,0
162,5.366667,-0.597817,0.328012,6.301656,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,751.018,654.664,,751.018,654.665,,697.498,697.497,751.018,654.664,751.018,654.665,697.497,697.498,0.001202,0.074734,0.000000,0.000000,6.499296,-0.197640,-1.019574,0,0
163,5.400000,-0.604961,0.398334,6.290728,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,748.146,679.530,,748.153,679.490,,710.821,710.861,748.146,679.530,748.153,679.490,710.861,710.821,0.040664,0.000000,0.000000,0.000000,6.482067,-0.191339,26.667603,0,0
164,5.433333,-0.600993,0.405186,6.279800,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,749.181,682.052,,749.176,682.136,,733.310,733.226,749.181,682.052,749.176,682.136,733.226,733.310,0.084353,0.583241,0.095232,0.000000,6.508729,-0.228929,26.893683,0,1
165,5.466667,-0.602054,0.498579,6.268548,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,748.423,715.327,,748.425,715.212,,757.215,757.330,748.423,715.327,748.425,715.212,757.330,757.215,0.115171,1.000000,0.142849,0.000000,6.520727,-0.252179,27.847059,0,1
166,5.500000,-0.597367,0.366916,6.252303,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,749.528,669.230,,749.527,669.278,,762.850,762.802,749.528,669.230,749.527,669.278,762.802,762.850,0.047547,0.684238,0.202001,0.000000,6.526126,-0.273823,-1.801245,0,1
167,5.533333,-0.587097,0.330981,6.235813,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,752.590,656.863,,752.598,656.925,,767.886,767.824,752.590,656.863,752.598,656.925,767.824,767.886,0.062229,1.000000,0.143260,0.000000,6.528556,-0.292743,2.328455,0,1
168,5.566667,-0.563425,0.449891,6.218991,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,760.438,699.424,,760.422,699.361,,768.853,768.916,760.438,699.424,760.422,699.361,768.916,768.853,0.064503,0.996082,0.095233,0.000000,6.484594,-0.265603,23.917826,0,1
169,5.600000,-0.562933,0.442125,6.196819,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,759.869,697.172,,759.883,697.171,,741.899,741.900,759.869,697.172,759.883,697.171,741.900,741.899,0.013851,1.000000,0.000001,0.000000,6.475451,-0.278632,23.570671,0,1
170,5.633333,-0.534731,0.372314,6.168760,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,769.046,672.944,,769.044,672.956,,709.040,709.028,769.046,672.944,769.044,672.956,709.028,709.040,0.012007,0.000000,0.000000,0.000000,6.460697,-0.291937,27.768708,0,0
171,5.666667,-0.504648,0.310802,6.140210,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,778.949,651.506,,778.949,651.506,,690.206,690.206,778.949,651.506,778.949,651.506,690.206,690.206,0.000256,0.312723,0.000000,0.000000,6.280578,-0.140368,30.255559,0,1
172,5.700000,-0.486917,0.261951,6.108868,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,784.414,634.461,,784.414,634.462,,675.789,675.788,784.414,634.461,784.414,634.462,675.788,675.789,0.000760,0.376943,0.000000,0.000000,5.931702,0.177166,-0.327976,0,1
173,5.733333,-0.481750,0.255211,6.078478,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,785.408,632.492,,785.409,632.491,,670.576,670.577,785.408,632.492,785.409,632.491,670.577,670.576,0.000761,0.000000,0.000000,0.000000,5.771720,0.306758,-0.171909,0,0
174,5.766667,-0.459076,0.239912,6.054378,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,792.965,627.293,,792.963,627.293,,670.733,670.733,792.965,627.293,792.963,627.293,670.733,670.733,0.001568,0.000000,0.000000,0.000000,5.813742,0.240636,-0.041975,0,0
175,5.800000,-0.446131,0.229739,6.031914,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,797.064,623.894,,797.069,623.903,,670.699,670.690,797.064,623.894,797.069,623.903,670.690,670.699,0.010014,0.259416,0.077827,0.000000,5.685384,0.346530,-0.140345,0,1
176,5.833333,-0.430824,0.242529,6.015174,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,802.222,628.819,,802.222,628.820,,675.696,675.695,802.222,628.819,802.222,628.820,675.695,675.696,0.001349,0.776029,0.122409,0.000000,5.492627,0.522547,-0.114250,0,1
177,5.866667,-0.429497,0.246554,5.999622,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,802.294,630.595,,802.300,630.528,,660.168,660.235,802.294,630.595,802.300,630.528,660.235,660.168,0.066846,1.000000,0.248721,0.000000,5.514509,0.485113,0.016847,0,1
178,5.900000,-0.423758,0.116831,5.990867,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,804.180,582.952,,804.180,582.960,,640.312,640.304,804.180,582.952,804.180,582.960,640.304,640.312,0.008040,0.389124,0.116845,0.000000,5.576488,0.414379,0.093502,0,1
179,5.933333,-0.428287,0.110469,5.991205,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,802.523,580.622,,802.523,580.619,,612.014,612.017,802.523,580.622,802.523,580.619,612.017,612.014,0.003469,0.544196,0.077893,0.000000,5.595562,0.395643,0.071606,0,1
180,5.966667,-0.432203,-0.015210,5.999683,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,801.308,534.414,,801.308,534.415,,581.947,581.946,801.308,534.414,801.308,534.415,581.946,581.947,0.001203,0.217925,0.000000,0.000000,5.377611,0.622072,-0.182029,0,0
181,6.000000,-0.442645,-0.130197,6.008622,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,797.713,492.265,,797.716,492.267,,536.779,536.777,797.713,492.265,797.716,492.267,536.777,536.779,0.003146,0.344918,0.000000,0.000000,5.270549,0.738073,-0.092548,0,1
182,6.033333,-0.435589,-0.217855,6.017758,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,800.545,460.251,,800.545,460.250,,500.996,500.997,800.545,460.251,800.545,460.250,500.997,500.996,0.000745,0.704450,0.000000,0.000000,5.681096,0.336662,30.855041,0,1
183,6.066667,-0.432582,-0.292014,6.029869,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,801.964,433.316,,801.964,433.318,,481.624,481.622,801.964,433.316,801.964,433.318,481.622,481.624,0.001861,0.415016,0.000000,0.000000,5.794755,0.235114,30.741381,0,1
184,6.100000,-0.436177,-0.298755,6.047095,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,801.104,431.168,,801.104,431.166,,467.647,467.649,801.104,431.168,801.104,431.166,467.649,467.647,0.002096,0.000000,0.000000,0.000000,5.850455,0.196640,30.685682,0,0
185,6.133333,-0.436043,-0.364657,6.068672,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,801.718,407.630,,801.718,407.631,,453.303,453.302,801.718,407.630,801.718,407.631,453.302,453.303,0.000712,0.000000,0.000000,0.000000,5.950977,0.117695,30.585159,0,0
186,6.166667,-0.437252,-0.411320,6.092855,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,801.909,391.285,,801.909,391.285,,433.905,433.905,801.909,391.285,801.909,391.285,433.905,433.905,0.000099,0.351469,0.048270,0.000000,5.909374,0.183481,30.626762,0,1
187,6.200000,-0.435758,-0.437490,6.118518,1.000000,0.000000,0.000000,0.000000,,gvhmr_incam,803.110,382.486,,803.110,382.487,,425.511,425.510,803.110,382.486,803.110,382.487,425.510,425.511,0.000538,0.241350,0.072405,0.000000,6.044605,0.073913,30.491531,0,0
