frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
13,0.500000,-0.289860,0.319150,3.728818,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.838,485.698,45.350,525.838,485.698,47.262,532.960,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.114402,3.813038,3.717462,-0.084219,0.000000,0,
14,0.541667,-0.288132,0.252723,3.722666,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.331,459.700,45.746,526.331,459.700,47.340,507.040,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.071484,3.785596,3.706217,-0.062929,0.000000,0,
15,0.583333,-0.284027,0.199698,3.718440,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.823,438.871,45.256,527.823,438.871,47.394,486.265,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.038150,3.755041,3.694972,-0.036601,0.000000,0,
16,0.625000,-0.285044,0.160317,3.716015,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.348,423.359,46.477,527.348,423.359,47.425,470.784,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.020730,3.729562,3.683728,-0.013547,0.000000,0,
17,0.666667,-0.280046,0.142392,3.714808,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.287,416.293,46.884,529.287,416.293,47.441,463.734,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.020257,3.714808,3.672483,0.000000,0.000000,0,
18,0.708333,-0.274769,0.144656,3.691241,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,530.680,417.553,45.717,530.680,417.553,47.743,465.296,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.043412,3.699178,3.661238,-0.007936,0.000000,0,
19,0.750000,-0.265877,0.184380,3.668435,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.560,433.814,46.570,533.560,433.814,48.040,481.854,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.088233,3.699030,3.649993,-0.030595,0.000000,0,
20,0.791667,-0.263100,0.304859,3.646561,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.040,482.778,45.025,534.040,482.778,48.328,531.106,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.150929,3.711479,3.638748,-0.064919,0.000000,0,
21,0.833333,-0.258773,0.446712,3.625429,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.175,540.956,45.027,535.175,540.956,48.610,589.566,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.199159,3.735127,3.627504,-0.109697,0.500000,0,
22,0.875000,-0.247826,0.599863,3.605900,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,539.066,604.311,44.511,539.066,604.311,48.873,653.184,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.231528,3.730947,3.616259,-0.125047,0.750000,0,
23,0.916667,-0.248676,0.588465,3.587950,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,538.213,600.868,43.369,538.213,600.868,49.118,649.986,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.243225,3.729294,3.605014,-0.141345,1.000000,0,bounce
24,0.958333,-0.258942,0.452077,3.580818,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.800,545.411,45.441,533.800,545.411,49.216,594.627,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.234850,3.714227,3.593769,-0.133409,0.750000,0,
25,1.000000,-0.270542,0.354982,3.577458,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.938,505.726,48.130,528.938,505.726,49.262,554.988,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.207546,3.668438,3.582525,-0.090979,0.500000,0,
26,1.041667,-0.280116,0.279990,3.577000,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.993,474.955,46.376,524.993,474.955,49.268,524.223,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.160121,3.641512,3.571280,-0.064512,0.000000,0,
27,1.083333,-0.290318,0.225480,3.577855,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.833,452.553,46.099,520.833,452.553,49.256,501.809,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.107274,3.619800,3.560035,-0.041945,0.000000,0,
28,1.125000,-0.293061,0.186855,3.580502,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.796,436.642,46.719,519.796,436.642,49.220,485.862,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.065614,3.608790,3.548790,-0.028287,0.000000,0,
29,1.166667,-0.291499,0.166891,3.585068,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.589,428.366,46.909,520.589,428.366,49.157,477.523,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.040879,3.600039,3.537545,-0.014971,0.000000,0,
30,1.208333,-0.292727,0.158025,3.591058,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,520.286,424.626,48.050,520.286,424.626,49.075,473.701,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.033650,3.591058,3.526301,0.000000,0.000000,0,
31,1.250000,-0.290263,0.164301,3.585393,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.106,427.299,47.877,521.106,427.299,49.153,476.452,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.052545,3.585791,3.515056,-0.000399,0.000000,0,
32,1.291667,-0.286073,0.208952,3.582811,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.738,445.650,49.416,522.738,445.650,49.188,494.838,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.104748,3.585649,3.503811,-0.002838,0.000000,0,
33,1.333333,-0.263759,0.279104,3.585021,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,531.951,474.335,50.384,531.951,474.335,49.158,523.493,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.168942,3.592409,3.492566,-0.007389,0.000000,0,
34,1.375000,-0.274278,0.421624,3.592182,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.866,532.374,46.859,527.866,532.374,49.060,581.434,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.236420,3.618556,3.481322,-0.026374,0.455753,0,
35,1.416667,-0.264674,0.578877,3.606467,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,532.221,595.727,46.079,532.221,595.727,48.866,644.593,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.282803,3.658267,3.470077,-0.051800,0.683630,0,
36,1.458333,-0.263196,0.640388,3.621481,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.267,619.694,45.488,533.267,619.694,48.663,668.357,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.302807,3.678698,3.458832,-0.057217,0.911507,0,placement
37,1.500000,-0.279007,0.525654,3.617887,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,526.743,573.378,44.797,526.743,573.378,48.711,622.089,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.299944,3.688451,3.519130,-0.070564,0.683630,0,
38,1.541667,-0.288703,0.421071,3.606553,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.439,531.462,48.341,522.439,531.462,48.865,580.327,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.271927,3.671550,3.523441,-0.064997,0.455753,0,
39,1.583333,-0.289461,0.332585,3.596416,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.798,495.812,47.358,521.798,495.812,49.002,544.814,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.214660,3.640499,3.527752,-0.044084,0.000000,0,
40,1.625000,-0.299194,0.264992,3.589614,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,517.592,468.415,46.615,517.592,468.415,49.095,517.510,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.150207,3.621206,3.532063,-0.031592,0.000000,0,
41,1.666667,-0.312595,0.214685,3.587584,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.037,447.883,47.267,512.037,447.883,49.123,497.006,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.088314,3.614303,3.536374,-0.026720,0.000000,0,
42,1.708333,-0.317019,0.182365,3.590635,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,510.336,434.589,47.230,510.336,434.589,49.081,483.670,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.047908,3.603596,3.540685,-0.012961,0.000000,0,
43,1.750000,-0.323387,0.164929,3.598072,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.005,427.318,47.605,508.005,427.318,48.980,476.298,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.023571,3.605705,3.544996,-0.007632,0.000000,0,
44,1.791667,-0.320287,0.158571,3.608222,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.638,424.541,47.556,509.638,424.541,48.842,473.383,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.024516,3.608222,3.549307,0.000000,0.000000,0,
45,1.833333,-0.305038,0.174206,3.598004,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,515.492,431.106,47.982,515.492,431.106,48.981,480.087,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.052561,3.600945,3.553617,-0.002942,0.000000,0,
46,1.875000,-0.290716,0.221075,3.589357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.052,450.454,49.025,521.052,450.454,49.099,499.553,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.103709,3.601496,3.557928,-0.012139,0.000000,0,
47,1.916667,-0.273505,0.305858,3.582983,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.895,485.366,48.391,527.895,485.366,49.186,534.552,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.177883,3.610142,3.562239,-0.027159,0.000000,0,
48,1.958333,-0.251477,0.425712,3.578969,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.808,534.688,49.885,536.808,534.688,49.241,583.929,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.249242,3.635264,3.566550,-0.056295,0.000000,0,
49,2.000000,-0.221894,0.566910,3.576995,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.897,592.756,48.185,548.897,592.756,49.268,642.024,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.291609,3.665288,3.570861,-0.088293,0.492841,0,
50,2.041667,-0.206162,0.645831,3.580756,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.445,624.880,44.702,555.445,624.880,49.217,674.097,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.309879,3.677545,3.575172,-0.096790,0.739261,0,
51,2.083333,-0.192002,0.543369,3.596155,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,561.590,581.902,46.237,561.590,581.902,49.006,630.908,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.308704,3.679149,3.617998,-0.082994,0.985681,0,bounce
52,2.125000,-0.185523,0.441738,3.599962,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.316,540.207,47.868,564.316,540.207,48.954,589.161,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.282445,3.660059,3.618084,-0.060097,0.739261,0,
53,2.166667,-0.167221,0.356802,3.598360,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,571.752,505.622,44.883,571.752,505.622,48.976,554.598,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.229896,3.629781,3.618170,-0.031421,0.492841,0,
54,2.208333,-0.148729,0.290949,3.595288,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,579.247,478.847,46.847,579.247,478.847,49.018,527.865,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.168322,3.595288,3.618257,0.000000,0.000000,0,
55,2.250000,-0.140011,0.242250,3.585670,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.655,459.220,46.945,582.655,459.220,49.149,508.369,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.108950,3.578041,3.618343,0.007629,0.000000,0,
56,2.291667,-0.121687,0.205725,3.574262,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.001,444.529,47.220,590.001,444.529,49.306,493.835,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.068091,3.565777,3.618430,0.008485,0.000000,0,
57,2.333333,-0.108397,0.190329,3.559917,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,595.282,438.518,46.387,595.282,438.518,49.505,488.023,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.041986,3.554058,3.618516,0.005859,0.000000,0,
58,2.375000,-0.091600,0.187387,3.542350,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,602.024,437.688,47.670,602.024,437.688,49.750,487.438,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.046884,3.539736,3.618602,0.002614,0.000000,0,
59,2.416667,-0.079786,0.208342,3.522427,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,606.735,446.864,47.035,606.735,446.864,50.032,496.896,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.082655,3.522427,3.618689,0.000000,0.000000,0,
60,2.458333,-0.062411,0.269318,3.554128,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.211,471.285,46.761,614.211,471.285,49.585,520.870,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.149066,3.515331,3.618775,0.038797,0.000000,0,
61,2.500000,-0.053493,0.381446,3.584413,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,618.083,516.286,46.388,618.083,516.286,49.166,565.452,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.233198,3.529446,3.618862,0.054967,0.000000,0,
62,2.541667,-0.050548,0.533183,3.613134,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,619.454,576.719,46.101,619.454,576.719,48.776,625.495,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.296407,3.565840,3.618948,0.047294,0.478126,0,
63,2.583333,-0.047228,0.649457,3.638040,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,620.935,622.173,46.303,620.935,622.173,48.442,670.615,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.319635,3.588305,3.619034,0.049735,0.717189,0,
64,2.625000,-0.066770,0.560149,3.657954,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,613.193,584.890,47.080,613.193,584.890,48.178,633.068,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.318141,3.595595,3.625236,0.062359,0.956252,0,bounce
65,2.666667,-0.063414,0.436990,3.608847,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,614.194,537.831,46.239,614.194,537.831,48.833,586.664,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.288897,3.568808,3.615088,0.040040,0.717189,0,
66,2.708333,-0.070507,0.352892,3.553414,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,610.860,505.848,47.271,610.860,505.848,49.595,555.443,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.231314,3.524351,3.604939,0.029063,0.478126,0,
67,2.750000,-0.085976,0.285974,3.495199,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,603.875,480.160,47.448,603.875,480.160,50.421,530.581,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.166336,3.495199,3.594791,0.000000,0.000000,0,
68,2.791667,-0.096121,0.241337,3.502645,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.698,461.189,46.503,599.698,461.189,50.314,511.503,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.110082,3.479692,3.584642,0.022953,0.000000,0,
69,2.833333,-0.103590,0.214880,3.507390,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,596.625,449.974,46.322,596.625,449.974,50.246,500.220,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.072233,3.477928,3.574494,0.029462,0.000000,0,
70,2.875000,-0.113797,0.203104,3.508338,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.364,445.020,47.024,592.364,445.020,50.232,495.252,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.053759,3.486533,3.564345,0.021805,0.000000,0,
71,2.916667,-0.120904,0.205933,3.505706,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.351,446.269,47.364,589.351,446.269,50.270,496.539,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.067951,3.492919,3.554196,0.012787,0.000000,0,
72,2.958333,-0.137455,0.239864,3.500810,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,582.337,460.624,47.866,582.337,460.624,50.341,510.965,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.116445,3.500810,3.544048,0.000000,0.000000,0,
73,3.000000,-0.152728,0.313118,3.506828,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,576.040,491.129,47.130,576.040,491.129,50.254,541.383,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.194940,3.519376,3.533900,-0.012547,0.000000,0,
74,3.041667,-0.172399,0.425850,3.512428,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,567.917,538.055,47.730,567.917,538.055,50.174,588.229,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.272274,3.555856,3.523751,-0.043428,0.377396,0,
75,3.083333,-0.192897,0.581003,3.517236,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,559.457,602.595,45.833,559.457,602.595,50.105,652.700,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.318453,3.603198,3.513603,-0.085962,0.566093,0,
76,3.125000,-0.220005,0.618107,3.522187,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,548.267,617.725,46.876,548.267,617.725,50.035,667.760,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,1,0,1,floor,,floor,right_hand,0.327131,3.616008,3.503454,-0.093821,0.754791,0,bounce
77,3.166667,-0.251514,0.512377,3.531951,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,535.419,573.049,45.140,535.419,573.049,49.897,622.946,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.310595,3.619903,3.553911,-0.087952,0.566093,0,
78,3.208333,-0.275669,0.412554,3.542697,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,525.723,531.022,47.813,525.723,531.022,49.745,580.767,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.275279,3.598507,3.549966,-0.055810,0.377396,0,
79,3.250000,-0.291958,0.331614,3.554760,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.381,497.002,45.989,519.381,497.002,49.577,546.579,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.207503,3.581648,3.546021,-0.026889,0.000000,0,
80,3.291667,-0.307737,0.272839,3.567802,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.327,472.308,46.626,513.327,472.308,49.395,521.703,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.151812,3.581093,3.542076,-0.013291,0.000000,0,
81,3.333333,-0.329085,0.230786,3.582120,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,505.081,454.618,46.860,505.081,454.618,49.198,503.816,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.095124,3.589117,3.538131,-0.006997,0.000000,0,
