frame,time,center_x,center_y,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
1,0.000000,653.510,838.933,1.000000,619.000,838.933,1.000000,689.000,838.933,1.000000,653.510,807.000,1.000000,653.510,868.000,1.000000
2,0.033333,653.954,839.422,1.000000,619.270,839.165,1.000000,689.070,839.797,1.000000,654.265,807.460,1.000000,654.364,868.345,1.000000
3,0.066667,653.955,839.539,1.000000,619.064,839.183,1.000000,689.139,839.960,1.000000,654.208,807.518,1.000000,654.340,868.417,1.000000
4,0.100000,653.746,839.389,1.000000,618.853,838.929,1.000000,688.750,839.929,1.000000,653.795,807.479,1.000000,653.921,868.212,1.000000
5,0.133333,653.732,839.443,1.000000,618.809,838.742,1.000000,688.732,839.989,1.000000,653.741,807.482,1.000000,653.797,868.167,1.000000
6,0.166667,653.787,839.393,1.000000,618.908,838.448,1.000000,688.729,840.018,1.000000,653.744,807.460,1.000000,653.792,868.102,1.000000
7,0.200000,653.824,839.419,1.000000,619.020,838.280,1.000000,688.714,840.122,1.000000,653.637,807.442,1.000000,653.746,868.096,1.000000
8,0.233333,653.853,839.390,1.000000,619.187,838.137,1.000000,688.673,840.104,1.000000,653.614,807.394,1.000000,653.734,868.061,1.000000
9,0.266667,653.844,839.363,1.000000,619.349,837.981,1.000000,688.623,840.038,1.000000,653.615,807.301,1.000000,653.648,868.004,1.000000
10,0.300000,653.825,839.322,1.000000,619.484,837.836,1.000000,688.593,840.053,1.000000,653.582,807.272,1.000000,653.539,867.946,1.000000
11,0.333333,653.760,839.377,1.000000,619.375,837.781,1.000000,688.570,840.038,1.000000,653.539,807.279,1.000000,653.433,867.944,1.000000
12,0.366667,653.663,839.412,1.000000,619.414,838.023,1.000000,688.539,840.063,1.000000,653.463,807.382,1.000000,653.402,868.042,1.000000
13,0.400000,653.722,839.454,1.000000,619.465,838.339,1.000000,688.565,840.083,1.000000,653.549,807.454,1.000000,653.589,868.194,1.000000
14,0.433333,653.728,839.442,1.000000,619.480,838.483,1.000000,688.577,840.082,1.000000,653.533,807.463,1.000000,653.726,868.256,1.000000
15,0.466667,653.770,839.452,1.000000,619.602,838.629,1.000000,688.708,840.067,1.000000,653.565,807.487,1.000000,653.915,868.336,1.000000
16,0.500000,653.824,839.455,1.000000,619.598,838.670,1.000000,688.761,840.028,1.000000,653.473,807.428,1.000000,654.016,868.276,1.000000
17,0.533333,653.904,839.497,1.000000,619.706,838.766,1.000000,688.863,840.055,1.000000,653.540,807.448,1.000000,654.150,868.330,1.000000
18,0.566667,654.002,839.544,1.000000,619.799,838.788,1.000000,688.894,840.098,1.000000,653.575,807.431,1.000000,654.236,868.373,1.000000
19,0.600000,653.970,839.612,1.000000,619.762,838.791,1.000000,688.827,840.100,1.000000,653.533,807.405,1.000000,654.193,868.409,1.000000
20,0.633333,654.114,839.630,1.000000,619.912,838.776,1.000000,688.973,840.139,1.000000,653.678,807.366,1.000000,654.292,868.439,1.000000
21,0.666667,654.090,839.506,1.000000,619.834,838.624,1.000000,688.921,840.076,1.000000,653.674,807.212,1.000000,654.119,868.348,1.000000
22,0.700000,653.996,839.419,1.000000,619.710,838.472,1.000000,688.833,840.089,1.000000,653.615,807.117,1.000000,653.943,868.257,1.000000
23,0.733333,654.012,839.519,1.000000,619.695,838.499,1.000000,688.818,840.108,1.000000,653.625,807.139,1.000000,653.913,868.295,1.000000
24,0.766667,653.968,839.407,1.000000,619.604,838.345,1.000000,688.844,840.114,1.000000,653.617,807.070,1.000000,653.849,868.193,1.000000
25,0.800000,653.952,839.429,1.000000,619.551,838.316,1.000000,688.862,840.223,1.000000,653.664,807.160,1.000000,653.853,868.176,1.000000
26,0.833333,653.933,839.409,1.000000,619.471,838.287,1.000000,688.791,840.207,1.000000,653.574,807.209,1.000000,653.818,868.163,1.000000
27,0.866667,653.857,839.384,1.000000,619.335,838.248,1.000000,688.685,840.108,1.000000,653.633,807.142,1.000000,653.723,868.122,1.000000
28,0.900000,653.816,839.443,1.000000,619.285,838.318,1.000000,688.585,840.098,1.000000,653.620,807.183,1.000000,653.672,868.159,1.000000
29,0.933333,653.949,839.360,1.000000,619.364,838.238,1.000000,688.639,840.074,1.000000,653.704,807.143,1.000000,653.726,868.069,1.000000
30,0.966667,653.898,839.418,1.000000,619.319,838.310,1.000000,688.468,840.031,1.000000,653.581,807.193,1.000000,653.686,868.143,1.000000
31,1.000000,653.920,839.466,1.000000,619.433,838.402,1.000000,688.401,840.035,1.000000,653.504,807.258,1.000000,653.727,868.181,1.000000
32,1.033333,654.097,839.425,1.000000,619.593,838.494,1.000000,688.393,840.066,1.000000,653.484,807.316,1.000000,653.760,868.160,1.000000
33,1.066667,653.089,839.240,1.000000,617.000,839.240,1.000000,689.000,839.240,1.000000,653.089,807.000,1.000000,653.089,869.000,1.000000
34,1.100000,653.490,839.634,1.000000,616.685,839.292,1.000000,688.732,840.271,1.000000,653.648,807.652,1.000000,653.130,869.599,1.000000
35,1.133333,653.550,839.735,1.000000,616.851,839.073,1.000000,688.877,840.480,1.000000,653.749,807.773,1.000000,653.214,869.722,1.000000
