frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.134182,0.233065,1.857764,0.777520,0.309277,0.528148,-0.144468,0.045000,gvhmr_incam,533.926,544.243,39.827,533.926,544.243,35.574,579.817,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261729,1.946567,1.857764,-0.088803,0.000000,0,
2,0.041667,-0.132990,0.233115,1.857764,0.778301,0.310409,0.525964,-0.145791,0.045000,gvhmr_incam,534.868,544.283,40.479,534.868,544.283,35.574,579.857,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261832,1.946925,1.857764,-0.089162,0.000000,0,
3,0.083333,-0.132632,0.233038,1.857764,0.779240,0.311469,0.523346,-0.147924,0.045000,gvhmr_incam,535.151,544.222,40.421,535.151,544.222,35.574,579.796,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262126,1.947226,1.857764,-0.089463,0.000000,0,
4,0.125000,-0.132187,0.233007,1.857764,0.781356,0.313345,0.517652,-0.152754,0.045000,gvhmr_incam,535.503,544.197,40.397,535.503,544.197,35.574,579.771,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262189,1.947907,1.857764,-0.090144,0.000000,0,
5,0.166667,-0.131008,0.232809,1.857764,0.784204,0.314933,0.510003,-0.160429,0.045000,gvhmr_incam,536.435,544.041,40.239,536.435,544.041,35.574,579.615,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262216,1.947692,1.857764,-0.089929,0.000000,0,
6,0.208333,-0.129766,0.232537,1.857764,0.787204,0.315955,0.501100,-0.171407,0.045000,gvhmr_incam,537.417,543.826,40.096,537.417,543.826,35.574,579.400,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261825,1.948798,1.857764,-0.091034,0.000000,0,
7,0.250000,-0.128299,0.231801,1.857764,0.789966,0.316070,0.491786,-0.184932,0.045000,gvhmr_incam,538.577,543.244,40.338,538.577,543.244,35.574,578.818,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261223,1.950571,1.857764,-0.092807,0.000000,0,
8,0.291667,-0.126099,0.230461,1.857764,0.792420,0.315068,0.483060,-0.198635,0.045000,gvhmr_incam,540.316,542.185,40.522,540.316,542.185,35.574,577.759,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.260431,1.949435,1.857764,-0.091671,0.000000,0,
9,0.333333,-0.123798,0.228861,1.857764,0.794561,0.312897,0.476476,-0.209140,0.045000,gvhmr_incam,542.135,540.920,41.329,542.135,540.920,35.574,576.494,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.259242,1.948755,1.857764,-0.090991,0.000000,0,
10,0.375000,-0.121383,0.226560,1.857764,0.796044,0.309309,0.474881,-0.212437,0.045000,gvhmr_incam,544.044,539.101,41.144,544.044,539.101,35.574,574.675,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.257865,1.948658,1.857764,-0.090895,0.000000,0,
