frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.134182,0.233065,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,533.926,544.243,39.827,533.926,544.243,35.574,579.817,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261729,1.946567,1.857764,-0.088803,0.000000,0,
2,0.041667,-0.132990,0.233115,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,534.868,544.283,40.479,534.868,544.283,35.574,579.857,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261832,1.946925,1.857764,-0.089162,0.000000,0,
3,0.083333,-0.132632,0.233038,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,535.151,544.222,40.421,535.151,544.222,35.574,579.796,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262126,1.947226,1.857764,-0.089463,0.000000,0,
4,0.125000,-0.132187,0.233007,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,535.503,544.197,40.397,535.503,544.197,35.574,579.771,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262189,1.947907,1.857764,-0.090144,0.000000,0,
5,0.166667,-0.131008,0.232809,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,536.435,544.041,40.239,536.435,544.041,35.574,579.615,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.262216,1.947692,1.857764,-0.089929,0.000000,0,
6,0.208333,-0.129766,0.232537,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,537.417,543.826,40.096,537.417,543.826,35.574,579.400,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261825,1.948798,1.857764,-0.091034,0.000000,0,
7,0.250000,-0.128299,0.231801,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,538.577,543.244,40.338,538.577,543.244,35.574,578.818,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.261223,1.950571,1.857764,-0.092807,0.000000,0,
8,0.291667,-0.126099,0.230461,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,540.316,542.185,40.522,540.316,542.185,35.574,577.759,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.260431,1.949435,1.857764,-0.091671,0.000000,0,
9,0.333333,-0.123798,0.228861,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,542.135,540.920,41.329,542.135,540.920,35.574,576.494,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.259242,1.948755,1.857764,-0.090991,0.000000,0,
10,0.375000,-0.121383,0.226560,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,544.044,539.101,41.144,544.044,539.101,35.574,574.675,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.257865,1.948658,1.857764,-0.090895,0.000000,0,
11,0.416667,-0.118346,0.222765,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,546.445,536.101,41.434,546.445,536.101,35.574,571.675,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.255070,1.949280,1.857764,-0.091516,0.000000,0,
12,0.458333,-0.114445,0.217645,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,549.529,532.053,41.211,549.529,532.053,35.574,567.627,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.249752,1.949702,1.857764,-0.091939,0.000000,0,
13,0.500000,-0.110285,0.211636,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,552.817,527.303,41.644,552.817,527.303,35.574,562.877,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.240327,1.945836,1.857764,-0.088073,0.000000,0,
14,0.541667,-0.105888,0.204573,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,556.293,521.720,42.039,556.293,521.720,35.574,557.294,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.227224,1.942843,1.857764,-0.085079,0.000000,0,
15,0.583333,-0.099752,0.194502,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,561.144,513.758,42.546,561.144,513.758,35.574,549.332,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.213194,1.939857,1.857764,-0.082093,0.000000,0,
16,0.625000,-0.093603,0.182863,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,566.005,504.557,41.703,566.005,504.557,35.574,540.131,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.198517,1.935593,1.857764,-0.077829,0.000000,0,
17,0.666667,-0.086630,0.169134,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,571.517,493.704,43.668,571.517,493.704,35.574,529.278,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.183372,1.934166,1.857764,-0.076403,0.000000,0,
18,0.708333,-0.079761,0.153449,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,576.947,481.305,43.617,576.947,481.305,35.574,516.879,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.167929,1.927942,1.857764,-0.070178,0.000000,0,
19,0.750000,-0.070787,0.136295,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,584.041,467.744,43.188,584.041,467.744,35.574,503.318,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.147550,1.921695,1.857764,-0.063931,0.000000,0,
20,0.791667,-0.061122,0.118682,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,591.682,453.821,43.232,591.682,453.821,35.574,489.395,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.127790,1.913046,1.857764,-0.055282,0.250000,0,
21,0.833333,-0.052177,0.100525,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,598.753,439.467,43.530,598.753,439.467,35.574,475.041,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.107296,1.907164,1.857764,-0.049401,0.375000,0,
22,0.875000,-0.042056,0.079740,1.857764,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,606.754,423.036,44.017,606.754,423.036,35.574,458.610,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.086867,1.899225,1.857764,-0.041461,0.500000,0,tap
23,0.916667,-0.032208,0.059702,1.853676,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,614.483,407.300,44.777,614.483,407.300,35.652,442.952,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.066268,1.892831,1.857764,-0.039154,0.375000,0,
24,0.958333,-0.021497,0.039941,1.850688,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,622.941,391.695,43.886,622.941,391.695,35.710,427.405,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.046952,1.885353,1.857764,-0.034665,0.250000,0,
25,1.000000,-0.011257,0.019954,1.849901,1.000000,0.000000,0.000000,0.000000,0.045000,gvhmr_incam,631.063,375.841,43.578,631.063,375.841,35.725,411.566,612.450,floor,ball_contact_events,0.500000,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.026219,1.880106,1.857764,-0.030205,0.000000,0,
