temporal_metric_status,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,translation_spike_threshold,rotation_spike_threshold_rad,translation_acceleration_max,rotation_acceleration_max,high_speed_event_windows,high_speed_recall,oversmooth_rate,static_tail_drift_m,temporal_failure_intervals,event_frame_count,event_window_frame_count,temporal_accel_at_events,temporal_accel_in_flight,source_pose,source_events
ok,11,0,7,4,0.02,0.05,0.1401873166092552,0.0,19,0.8421052631578947,0.15789473684210525,0.16599145856639733,"[{""start"":62,""end"":62},{""start"":75,""end"":75},{""start"":77,""end"":77},{""start"":193,""end"":193}]",19,125,0.0051949909096546355,0.002169508208223394,samples_known_object/10_football/results/clean_ablation_no_audio/object_pose.csv,samples_known_object/10_football/results/human_audio_semantics/contact_records.csv
