frame,time,human_part,human_side,object_part,object_local_id,expected,observed,persistent,rel_static,min_distance_m,surface_gap_m,penetration_depth_m,contact_confidence,contact_state,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_u,contact_v,contact_depth_offset_m,local_s_drift,source
104,3.433333,foot,right,ball_boundary,boundary_026,1,1,1,0,-1.881291,-1.881291,,0.520977,persistent_anchor,1,1,,,,,,,,,726.000,777.000,-1.881291,,foot_floor_from_anchor_floor_candidates
125,4.133333,foot,right,ball_boundary,boundary_025,1,1,1,0,-1.659613,-1.659613,,0.298996,persistent_anchor,1,1,,,,,,,,,685.000,803.000,-1.659613,,foot_floor_from_anchor_floor_candidates
145,4.800000,foot,left,ball_boundary,boundary_030,1,1,1,0,-2.225793,-2.225793,,0.578503,persistent_anchor,1,1,,,,,,,,,746.000,804.000,-2.225793,,foot_floor_from_anchor_floor_candidates
146,4.833333,foot,left,ball_boundary,boundary_030,1,1,1,0,-2.745536,-2.745536,,0.817277,persistent_anchor,1,1,,,,,,,,,754.000,811.000,-2.745536,,foot_floor_from_anchor_floor_candidates
177,5.866667,foot,right,ball_boundary,boundary_029,1,1,1,0,0.016847,0.016847,,0.597867,persistent_anchor,1,1,,,,,,,,,795.000,674.000,0.016847,,foot_floor_from_anchor_floor_candidates
206,6.833333,floor,,floor_support,boundary_016,1,1,1,0,-0.790454,-0.790454,,0.237228,persistent_anchor,1,1,,,,,,,,,759.000,851.000,-0.790454,,foot_floor_from_anchor_floor_candidates
219,7.266667,floor,,floor_support,boundary_017,1,1,1,0,0.00377,0.00377,,0.503815,persistent_anchor,1,1,,,,,,,,,710.000,854.000,0.003770,,foot_floor_from_anchor_floor_candidates
226,7.500000,floor,,floor_support,boundary_019,1,1,1,0,0.069516,0.069516,,0.942891,persistent_anchor,1,1,,,,,,,,,684.000,858.000,0.069516,,foot_floor_from_anchor_floor_candidates
230,7.633333,floor,,floor_support,boundary_018,1,1,1,0,0.0769,0.0769,,0.879785,persistent_anchor,1,1,,,,,,,,,675.000,862.000,0.076900,,foot_floor_from_anchor_floor_candidates
231,7.666667,floor,,floor_support,boundary_019,1,1,1,0,0.051913,0.051913,,0.929376,persistent_anchor,1,1,,,,,,,,,667.000,864.000,0.051913,,foot_floor_from_anchor_floor_candidates
234,7.766667,floor,,floor_support,boundary_025,1,1,1,0,-0.077555,-0.077555,,0.93558,persistent_anchor,1,1,,,,,,,,,682.000,874.000,-0.077555,,foot_floor_from_anchor_floor_candidates
235,7.800000,floor,,floor_support,boundary_027,1,1,1,0,-0.096893,-0.096893,,0.913334,persistent_anchor,1,1,,,,,,,,,679.000,874.000,-0.096893,,foot_floor_from_anchor_floor_candidates
236,7.833333,floor,,floor_support,boundary_027,1,1,1,0,-0.095375,-0.095375,,0.88563,persistent_anchor,1,1,,,,,,,,,678.000,874.000,-0.095375,,foot_floor_from_anchor_floor_candidates
237,7.866667,floor,,floor_support,boundary_028,1,1,1,0,-0.079817,-0.079817,,0.959488,persistent_anchor,1,1,,,,,,,,,676.000,874.000,-0.079817,,foot_floor_from_anchor_floor_candidates
238,7.900000,floor,,floor_support,boundary_029,1,1,1,0,-0.079616,-0.079616,,0.991838,persistent_anchor,1,1,,,,,,,,,681.000,875.000,-0.079616,,foot_floor_from_anchor_floor_candidates
239,7.933333,floor,,floor_support,boundary_028,1,1,1,0,-0.075924,-0.075924,,0.983922,persistent_anchor,1,1,,,,,,,,,678.000,875.000,-0.075924,,foot_floor_from_anchor_floor_candidates
240,7.966667,floor,,floor_support,boundary_027,1,1,1,0,-0.072969,-0.072969,,0.948104,persistent_anchor,1,1,,,,,,,,,674.000,874.000,-0.072969,,foot_floor_from_anchor_floor_candidates
241,8.000000,floor,,floor_support,boundary_029,1,1,1,0,-0.054251,-0.054251,,0.93414,persistent_anchor,1,1,,,,,,,,,675.000,875.000,-0.054251,,foot_floor_from_anchor_floor_candidates
242,8.033333,floor,,floor_support,boundary_030,1,1,1,0,-0.05913,-0.05913,,0.966385,persistent_anchor,1,1,,,,,,,,,676.000,875.000,-0.059130,,foot_floor_from_anchor_floor_candidates
