frame,time,ball_center_x,ball_center_y,radius,mask_area,source
1,0.000000,654.057,841.010,36.661,3558.5,sam2_mask_circle
2,0.041667,653.720,840.567,36.687,3644.0,sam2_mask_circle
3,0.083333,653.609,840.700,36.730,3638.5,sam2_mask_circle
4,0.125000,653.565,840.754,36.747,3652.5,sam2_mask_circle
5,0.166667,653.410,840.943,36.810,3657.5,sam2_mask_circle
6,0.208333,653.410,840.943,36.810,3648.5,sam2_mask_circle
7,0.250000,653.459,840.953,36.846,3648.5,sam2_mask_circle
8,0.291667,653.414,840.939,36.809,3647.5,sam2_mask_circle
9,0.333333,653.396,841.132,36.746,3644.5,sam2_mask_circle
10,0.375000,653.099,841.510,36.868,3652.5,sam2_mask_circle
11,0.416667,653.988,841.259,36.600,3577.0,sam2_mask_circle
12,0.458333,652.883,841.785,36.960,3664.5,sam2_mask_circle
13,0.500000,653.951,841.300,36.611,3604.5,sam2_mask_circle
14,0.541667,653.951,841.300,36.611,3601.5,sam2_mask_circle
15,0.583333,653.408,841.117,36.741,3652.0,sam2_mask_circle
16,0.625000,653.408,841.117,36.741,3664.0,sam2_mask_circle
17,0.666667,654.171,841.049,36.543,3587.0,sam2_mask_circle
18,0.708333,654.171,841.049,36.543,3587.0,sam2_mask_circle
19,0.750000,654.171,841.049,36.543,3583.0,sam2_mask_circle
20,0.791667,654.171,841.049,36.543,3587.0,sam2_mask_circle
21,0.833333,654.171,841.049,36.543,3594.0,sam2_mask_circle
22,0.875000,654.171,841.049,36.543,3597.0,sam2_mask_circle
23,0.916667,654.171,841.049,36.543,3597.0,sam2_mask_circle
24,0.958333,654.171,841.049,36.543,3591.0,sam2_mask_circle
25,1.000000,654.160,841.189,36.483,3596.0,sam2_mask_circle
26,1.041667,654.149,841.339,36.420,3592.0,sam2_mask_circle
27,1.083333,654.160,841.189,36.483,3590.0,sam2_mask_circle
28,1.125000,654.171,841.049,36.543,3592.0,sam2_mask_circle
29,1.166667,654.149,841.339,36.420,3589.5,sam2_mask_circle
30,1.208333,654.171,841.049,36.543,3594.0,sam2_mask_circle
31,1.250000,654.171,841.049,36.543,3601.5,sam2_mask_circle
32,1.291667,654.171,841.049,36.543,3600.5,sam2_mask_circle
33,1.333333,654.171,841.049,36.543,3606.0,sam2_mask_circle
34,1.375000,654.171,841.049,36.543,3604.0,sam2_mask_circle
35,1.416667,654.171,841.049,36.543,3609.5,sam2_mask_circle
36,1.458333,654.260,841.087,36.627,3620.5,sam2_mask_circle
37,1.500000,653.286,841.429,37.135,3689.0,sam2_mask_circle
38,1.541667,653.082,841.361,36.962,3690.0,sam2_mask_circle
39,1.583333,653.331,841.013,36.821,3661.0,sam2_mask_circle
40,1.625000,654.281,840.922,36.509,3577.0,sam2_mask_circle
41,1.666667,654.351,840.841,36.488,3554.0,sam2_mask_circle
42,1.708333,654.523,840.643,36.438,3585.5,sam2_mask_circle
43,1.750000,652.837,841.771,36.921,3702.0,sam2_mask_circle
44,1.791667,652.838,841.759,36.926,3704.0,sam2_mask_circle
45,1.833333,652.838,841.759,36.926,3713.5,sam2_mask_circle
46,1.875000,652.883,841.776,36.963,3720.0,sam2_mask_circle
47,1.916667,652.883,841.776,36.963,3724.0,sam2_mask_circle
48,1.958333,652.883,841.776,36.963,3723.5,sam2_mask_circle
49,2.000000,652.838,841.759,36.926,3720.0,sam2_mask_circle
50,2.041667,653.609,841.700,36.730,3663.5,sam2_mask_circle
51,2.083333,652.622,842.279,37.332,3708.0,sam2_mask_circle
52,2.125000,683.500,787.000,39.246,3834.0,sam2_mask_circle
53,2.166667,683.500,786.000,39.538,3941.0,sam2_mask_circle
54,2.208333,699.335,711.290,40.400,4580.5,sam2_mask_circle
55,2.250000,712.785,639.858,40.081,4204.5,sam2_mask_circle
56,2.291667,716.340,583.753,40.405,4642.0,sam2_mask_circle
57,2.333333,721.771,532.500,41.269,4781.5,sam2_mask_circle
58,2.375000,726.500,480.000,40.265,4641.5,sam2_mask_circle
59,2.416667,726.232,481.891,40.975,4746.0,sam2_mask_circle
60,2.458333,729.532,437.361,40.830,4801.0,sam2_mask_circle
61,2.500000,732.235,400.765,41.441,4820.5,sam2_mask_circle
62,2.541667,733.662,369.150,40.862,4728.0,sam2_mask_circle
63,2.583333,735.956,343.419,39.108,4557.0,sam2_mask_circle
64,2.625000,735.825,343.862,40.058,4712.0,sam2_mask_circle
65,2.666667,739.166,323.128,40.514,4707.5,sam2_mask_circle
66,2.708333,741.453,305.004,40.347,4734.0,sam2_mask_circle
67,2.750000,741.567,294.581,41.088,4972.0,sam2_mask_circle
68,2.791667,741.385,294.677,40.938,4887.5,sam2_mask_circle
69,2.833333,743.421,291.035,40.444,4799.0,sam2_mask_circle
70,2.875000,744.185,290.257,40.925,4853.5,sam2_mask_circle
71,2.916667,743.982,294.633,40.871,4854.0,sam2_mask_circle
72,2.958333,745.977,303.679,40.632,4892.5,sam2_mask_circle
73,3.000000,747.262,317.777,41.951,5151.0,sam2_mask_circle
74,3.041667,746.684,317.685,40.665,4921.0,sam2_mask_circle
