frame,time,ball_center_x,ball_center_y,radius,mask_area,source
75,3.083333,748.500,336.736,40.984,4847.0,sam2_mask_circle
76,3.125000,748.365,359.395,41.930,5211.0,sam2_mask_circle
77,3.166667,747.893,387.599,41.219,4867.0,sam2_mask_circle
78,3.208333,748.750,420.000,41.552,5111.0,sam2_mask_circle
79,3.250000,748.863,419.963,40.915,4934.5,sam2_mask_circle
80,3.291667,748.944,455.691,40.611,4857.5,sam2_mask_circle
81,3.333333,750.000,495.000,41.401,4832.0,sam2_mask_circle
82,3.375000,748.318,543.000,40.805,4768.0,sam2_mask_circle
83,3.416667,748.849,542.890,41.222,4869.0,sam2_mask_circle
84,3.458333,747.500,592.500,40.577,4711.0,sam2_mask_circle
85,3.500000,748.885,645.940,41.898,4389.0,sam2_mask_circle
86,3.541667,751.629,697.656,41.541,4799.0,sam2_mask_circle
87,3.583333,756.000,719.000,41.110,4173.0,sam2_mask_circle
88,3.625000,748.500,694.067,42.771,5018.5,sam2_mask_circle
89,3.666667,749.030,693.810,41.879,4849.0,sam2_mask_circle
90,3.708333,753.277,671.932,44.855,4756.5,sam2_mask_circle
91,3.750000,746.814,648.220,39.832,3932.5,sam2_mask_circle
92,3.791667,746.605,637.741,42.619,4564.0,sam2_mask_circle
93,3.833333,745.465,626.934,42.917,4906.5,sam2_mask_circle
94,3.875000,745.259,626.741,42.643,4881.5,sam2_mask_circle
95,3.916667,742.471,621.334,41.074,4723.0,sam2_mask_circle
96,3.958333,742.668,624.855,42.194,4757.5,sam2_mask_circle
97,4.000000,740.930,627.647,42.780,4976.5,sam2_mask_circle
98,4.041667,741.290,627.412,41.729,4814.0,sam2_mask_circle
99,4.083333,739.781,635.405,42.466,4855.0,sam2_mask_circle
100,4.125000,739.639,652.516,41.835,4879.0,sam2_mask_circle
101,4.166667,740.500,682.144,42.615,4717.0,sam2_mask_circle
102,4.208333,740.020,707.182,43.127,5091.5,sam2_mask_circle
103,4.250000,738.405,736.833,43.024,5376.5,sam2_mask_circle
104,4.291667,738.746,737.386,42.956,5302.5,sam2_mask_circle
105,4.333333,738.731,707.731,42.900,5065.0,sam2_mask_circle
106,4.375000,738.500,681.000,44.162,4750.0,sam2_mask_circle
107,4.416667,733.500,655.500,42.101,4620.5,sam2_mask_circle
108,4.458333,730.343,637.418,42.891,4957.0,sam2_mask_circle
109,4.500000,730.244,637.682,42.867,4937.0,sam2_mask_circle
110,4.541667,730.268,624.514,44.293,5102.0,sam2_mask_circle
111,4.583333,726.407,610.820,42.412,5058.0,sam2_mask_circle
112,4.625000,724.326,608.742,41.596,4949.0,sam2_mask_circle
113,4.666667,724.383,609.309,42.417,5148.5,sam2_mask_circle
114,4.708333,722.147,610.856,42.237,4970.5,sam2_mask_circle
115,4.750000,720.256,616.711,40.889,4647.0,sam2_mask_circle
116,4.791667,718.500,628.000,40.844,4513.5,sam2_mask_circle
117,4.833333,717.500,629.000,41.003,4554.0,sam2_mask_circle
118,4.875000,713.057,646.540,42.027,4872.0,sam2_mask_circle
119,4.916667,712.000,646.500,42.606,4923.0,sam2_mask_circle
120,4.958333,712.650,666.899,40.314,4355.5,sam2_mask_circle
121,5.000000,709.500,695.500,41.935,4525.0,sam2_mask_circle
122,5.041667,705.953,731.613,42.030,4439.5,sam2_mask_circle
123,5.083333,702.934,767.753,41.431,4704.5,sam2_mask_circle
124,5.125000,702.000,767.000,42.544,4823.5,sam2_mask_circle
125,5.166667,703.783,766.500,41.136,4561.0,sam2_mask_circle
126,5.208333,709.155,730.155,42.230,4621.0,sam2_mask_circle
127,5.250000,709.276,698.888,41.907,4515.0,sam2_mask_circle
128,5.291667,708.870,699.362,42.416,4624.5,sam2_mask_circle
129,5.333333,714.000,668.000,40.608,4427.0,sam2_mask_circle
130,5.375000,717.782,641.891,40.068,4368.0,sam2_mask_circle
131,5.416667,720.029,628.088,40.373,4233.0,sam2_mask_circle
132,5.458333,725.232,617.541,44.064,4935.5,sam2_mask_circle
133,5.500000,724.387,609.743,40.793,4840.0,sam2_mask_circle
134,5.541667,724.270,609.792,41.443,4986.0,sam2_mask_circle
135,5.583333,727.073,609.017,41.171,4799.5,sam2_mask_circle
136,5.625000,731.176,612.728,42.340,5016.5,sam2_mask_circle
137,5.666667,734.552,619.552,42.500,4864.5,sam2_mask_circle
138,5.708333,736.278,632.252,42.896,4958.5,sam2_mask_circle
139,5.750000,736.513,631.887,42.081,4800.5,sam2_mask_circle
140,5.791667,737.888,649.431,40.826,4799.0,sam2_mask_circle
141,5.833333,742.781,672.781,40.105,4366.0,sam2_mask_circle
142,5.875000,744.836,699.909,41.183,4697.5,sam2_mask_circle
143,5.916667,744.162,699.584,41.150,4690.5,sam2_mask_circle
144,5.958333,745.735,730.660,41.744,4877.0,sam2_mask_circle
145,6.000000,747.564,763.406,41.812,4826.5,sam2_mask_circle
146,6.041667,753.000,778.500,39.513,3969.0,sam2_mask_circle
147,6.083333,750.500,750.500,40.355,4450.0,sam2_mask_circle
148,6.125000,748.731,716.382,39.854,4568.0,sam2_mask_circle
149,6.166667,748.731,716.382,39.854,4568.5,sam2_mask_circle
150,6.208333,748.307,684.591,40.735,4540.5,sam2_mask_circle
151,6.250000,752.461,655.561,39.595,4290.0,sam2_mask_circle
152,6.291667,752.505,635.686,40.548,4585.5,sam2_mask_circle
153,6.333333,751.865,621.525,42.936,5018.5,sam2_mask_circle
154,6.375000,751.489,621.494,42.727,5019.5,sam2_mask_circle
155,6.416667,752.160,611.107,43.741,5176.5,sam2_mask_circle
156,6.458333,751.000,602.000,42.638,5156.0,sam2_mask_circle
157,6.500000,751.664,601.844,42.372,5196.5,sam2_mask_circle
158,6.541667,751.500,601.746,42.415,5215.0,sam2_mask_circle
159,6.583333,750.588,606.993,41.387,4855.5,sam2_mask_circle
160,6.625000,750.865,619.003,43.284,4850.0,sam2_mask_circle
161,6.666667,752.500,634.000,43.684,4555.0,sam2_mask_circle
162,6.708333,755.000,653.000,43.864,4524.5,sam2_mask_circle
163,6.750000,749.647,687.358,43.545,5193.0,sam2_mask_circle
164,6.791667,750.076,687.963,43.265,5107.5,sam2_mask_circle
165,6.833333,750.415,721.246,43.074,5210.0,sam2_mask_circle
166,6.875000,748.700,763.392,45.735,5679.0,sam2_mask_circle
167,6.916667,755.672,737.533,43.619,5265.0,sam2_mask_circle
168,6.958333,762.194,704.065,42.849,5177.5,sam2_mask_circle
169,7.000000,762.364,703.524,42.778,5193.0,sam2_mask_circle
170,7.041667,770.594,673.493,41.002,4426.5,sam2_mask_circle
171,7.083333,774.576,651.358,42.581,4942.0,sam2_mask_circle
172,7.125000,780.218,635.980,43.460,5118.0,sam2_mask_circle
173,7.166667,780.765,636.127,43.836,5180.5,sam2_mask_circle
174,7.208333,786.528,630.209,43.348,5304.5,sam2_mask_circle
175,7.250000,792.639,628.384,42.859,5292.0,sam2_mask_circle
176,7.291667,797.913,631.772,45.685,5619.5,sam2_mask_circle
177,7.333333,804.388,634.399,44.450,5223.5,sam2_mask_circle
178,7.375000,803.579,586.467,44.096,5454.5,sam2_mask_circle
179,7.416667,803.749,586.112,44.169,5475.5,sam2_mask_circle
180,7.458333,803.500,539.500,43.983,5193.0,sam2_mask_circle
181,7.500000,801.804,495.196,43.642,5339.5,sam2_mask_circle
182,7.541667,799.346,462.790,43.384,5411.0,sam2_mask_circle
183,7.583333,800.500,434.000,42.956,5374.0,sam2_mask_circle
184,7.625000,799.500,434.000,43.108,5421.5,sam2_mask_circle
185,7.666667,799.662,412.422,42.183,5206.0,sam2_mask_circle
186,7.708333,801.161,393.748,42.449,5223.0,sam2_mask_circle
187,7.750000,798.947,382.982,42.755,5394.0,sam2_mask_circle
188,7.791667,799.015,383.005,42.534,5327.0,sam2_mask_circle
189,7.833333,800.011,379.050,42.684,5281.5,sam2_mask_circle
190,7.875000,800.102,380.658,43.136,5382.5,sam2_mask_circle
191,7.916667,797.201,389.453,42.180,5108.5,sam2_mask_circle
192,7.958333,798.963,401.555,43.307,5238.5,sam2_mask_circle
193,8.000000,798.860,417.711,42.046,5195.0,sam2_mask_circle
194,8.041667,799.009,418.147,42.122,5251.0,sam2_mask_circle
195,8.083333,798.520,418.012,41.609,5119.5,sam2_mask_circle
196,8.125000,797.958,443.128,42.590,5253.5,sam2_mask_circle
197,8.166667,799.678,472.849,42.485,5203.5,sam2_mask_circle
198,8.208333,798.597,509.630,41.526,4971.0,sam2_mask_circle
199,8.250000,798.892,509.365,41.817,5009.0,sam2_mask_circle
200,8.291667,799.000,549.125,43.296,5386.0,sam2_mask_circle
201,8.333333,798.836,597.755,42.524,4833.5,sam2_mask_circle
202,8.375000,803.760,647.717,41.406,4501.0,sam2_mask_circle
203,8.416667,803.434,647.357,40.261,4265.0,sam2_mask_circle
204,8.458333,799.640,709.279,43.414,5444.0,sam2_mask_circle
205,8.500000,799.965,778.275,43.702,5316.0,sam2_mask_circle
206,8.541667,800.427,843.633,42.163,5165.0,sam2_mask_circle
207,8.583333,795.099,830.000,43.321,5402.5,sam2_mask_circle
208,8.625000,790.600,806.539,42.379,5229.0,sam2_mask_circle
209,8.666667,790.141,806.362,42.300,5223.0,sam2_mask_circle
210,8.708333,785.779,791.036,42.359,5137.5,sam2_mask_circle
211,8.750000,778.686,781.396,42.297,5130.5,sam2_mask_circle
212,8.791667,773.536,780.993,42.222,5024.0,sam2_mask_circle
213,8.833333,767.119,786.452,42.618,5184.5,sam2_mask_circle
214,8.875000,768.891,785.551,42.500,5166.5,sam2_mask_circle
215,8.916667,762.854,797.000,41.464,4875.0,sam2_mask_circle
216,8.958333,757.344,817.727,43.241,5098.5,sam2_mask_circle
217,9.000000,751.918,838.216,41.792,4881.5,sam2_mask_circle
218,9.041667,751.752,838.528,42.073,4920.0,sam2_mask_circle
219,9.083333,747.754,841.103,40.976,4802.5,sam2_mask_circle
220,9.125000,744.000,831.833,42.903,5052.0,sam2_mask_circle
221,9.166667,737.341,825.224,40.826,4785.5,sam2_mask_circle
222,9.208333,732.851,825.646,40.881,4889.5,sam2_mask_circle
223,9.250000,728.065,830.935,41.116,4871.5,sam2_mask_circle
224,9.291667,728.027,830.993,41.125,4891.5,sam2_mask_circle
225,9.333333,723.322,842.043,40.570,4426.5,sam2_mask_circle
226,9.375000,720.704,840.921,39.603,4484.0,sam2_mask_circle
227,9.416667,715.983,836.934,40.301,4651.5,sam2_mask_circle
228,9.458333,711.336,838.500,40.912,4804.0,sam2_mask_circle
229,9.500000,711.722,837.944,40.394,4674.5,sam2_mask_circle
230,9.541667,710.162,841.583,40.380,4535.0,sam2_mask_circle
231,9.583333,703.202,845.691,42.780,4742.0,sam2_mask_circle
232,9.625000,700.038,843.721,42.398,4684.0,sam2_mask_circle
233,9.666667,700.038,843.721,42.398,4689.0,sam2_mask_circle
234,9.708333,697.500,843.500,42.101,4602.5,sam2_mask_circle
235,9.750000,695.458,843.440,40.921,4480.0,sam2_mask_circle
236,9.791667,692.508,841.000,39.379,4420.5,sam2_mask_circle
237,9.833333,689.991,840.423,39.259,4434.0,sam2_mask_circle
238,9.875000,687.764,839.349,38.987,4393.0,sam2_mask_circle
239,9.916667,687.764,839.349,38.987,4393.0,sam2_mask_circle
240,9.958333,685.318,839.138,38.901,4308.5,sam2_mask_circle
241,10.000000,682.969,840.145,38.696,4206.0,sam2_mask_circle
242,10.041667,680.368,840.650,39.335,4240.5,sam2_mask_circle
