frame,time,center_x,center_y,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
1,0.000000,653.487,838.931,1.000000,619.000,838.931,1.000000,689.000,838.931,1.000000,653.487,807.000,1.000000,653.487,868.000,1.000000
2,0.041667,653.931,839.418,1.000000,619.271,839.162,1.000000,689.070,839.794,1.000000,654.241,807.460,1.000000,654.341,868.344,1.000000
3,0.083333,653.932,839.535,1.000000,619.065,839.180,1.000000,689.139,839.957,1.000000,654.184,807.519,1.000000,654.316,868.417,1.000000
4,0.125000,653.723,839.386,1.000000,618.853,838.926,1.000000,688.750,839.926,1.000000,653.770,807.479,1.000000,653.898,868.212,1.000000
5,0.166667,653.709,839.440,1.000000,618.809,838.740,1.000000,688.732,839.986,1.000000,653.717,807.483,1.000000,653.774,868.167,1.000000
6,0.208333,653.764,839.390,1.000000,618.909,838.446,1.000000,688.729,840.015,1.000000,653.720,807.461,1.000000,653.769,868.101,1.000000
7,0.250000,653.801,839.415,1.000000,619.020,838.277,1.000000,688.715,840.118,1.000000,653.613,807.442,1.000000,653.723,868.095,1.000000
8,0.291667,653.830,839.386,1.000000,619.187,838.135,1.000000,688.673,840.100,1.000000,653.590,807.394,1.000000,653.712,868.060,1.000000
9,0.333333,653.821,839.360,1.000000,619.350,837.978,1.000000,688.623,840.034,1.000000,653.591,807.301,1.000000,653.626,868.003,1.000000
10,0.375000,653.802,839.318,1.000000,619.484,837.833,1.000000,688.593,840.050,1.000000,653.558,807.272,1.000000,653.516,867.945,1.000000
11,0.416667,653.737,839.374,1.000000,619.375,837.779,1.000000,688.570,840.035,1.000000,653.515,807.280,1.000000,653.410,867.943,1.000000
12,0.458333,653.640,839.409,1.000000,619.414,838.021,1.000000,688.539,840.060,1.000000,653.440,807.382,1.000000,653.379,868.042,1.000000
13,0.500000,653.699,839.451,1.000000,619.465,838.336,1.000000,688.565,840.080,1.000000,653.526,807.454,1.000000,653.566,868.194,1.000000
14,0.541667,653.704,839.439,1.000000,619.480,838.480,1.000000,688.576,840.079,1.000000,653.509,807.463,1.000000,653.703,868.255,1.000000
15,0.583333,653.747,839.448,1.000000,619.602,838.627,1.000000,688.708,840.063,1.000000,653.542,807.487,1.000000,653.892,868.336,1.000000
16,0.625000,653.801,839.452,1.000000,619.598,838.667,1.000000,688.761,840.025,1.000000,653.449,807.428,1.000000,653.992,868.276,1.000000
17,0.666667,653.881,839.493,1.000000,619.706,838.763,1.000000,688.863,840.052,1.000000,653.516,807.449,1.000000,654.127,868.329,1.000000
18,0.708333,653.979,839.541,1.000000,619.799,838.785,1.000000,688.894,840.095,1.000000,653.551,807.432,1.000000,654.213,868.373,1.000000
19,0.750000,653.947,839.609,1.000000,619.762,838.788,1.000000,688.827,840.097,1.000000,653.509,807.405,1.000000,654.170,868.409,1.000000
20,0.791667,654.091,839.627,1.000000,619.912,838.773,1.000000,688.973,840.136,1.000000,653.654,807.366,1.000000,654.269,868.439,1.000000
21,0.833333,654.068,839.503,1.000000,619.834,838.621,1.000000,688.921,840.072,1.000000,653.651,807.212,1.000000,654.096,868.347,1.000000
22,0.875000,653.974,839.416,1.000000,619.710,838.469,1.000000,688.833,840.086,1.000000,653.592,807.117,1.000000,653.920,868.257,1.000000
23,0.916667,653.990,839.516,1.000000,619.696,838.496,1.000000,688.818,840.105,1.000000,653.602,807.139,1.000000,653.890,868.295,1.000000
24,0.958333,653.946,839.404,1.000000,619.604,838.343,1.000000,688.845,840.111,1.000000,653.594,807.071,1.000000,653.826,868.193,1.000000
25,1.000000,653.930,839.426,1.000000,619.551,838.313,1.000000,688.862,840.220,1.000000,653.640,807.160,1.000000,653.830,868.176,1.000000
26,1.041667,653.911,839.406,1.000000,619.471,838.285,1.000000,688.791,840.203,1.000000,653.550,807.209,1.000000,653.795,868.163,1.000000
27,1.083333,653.835,839.380,1.000000,619.336,838.245,1.000000,688.686,840.105,1.000000,653.609,807.142,1.000000,653.700,868.122,1.000000
28,1.125000,653.793,839.440,1.000000,619.285,838.315,1.000000,688.585,840.094,1.000000,653.597,807.183,1.000000,653.650,868.159,1.000000
29,1.166667,653.927,839.357,1.000000,619.364,838.235,1.000000,688.639,840.070,1.000000,653.681,807.143,1.000000,653.703,868.068,1.000000
30,1.208333,653.876,839.415,1.000000,619.320,838.307,1.000000,688.469,840.027,1.000000,653.558,807.193,1.000000,653.663,868.143,1.000000
31,1.250000,653.897,839.463,1.000000,619.434,838.399,1.000000,688.401,840.032,1.000000,653.481,807.258,1.000000,653.705,868.181,1.000000
32,1.291667,654.074,839.422,1.000000,619.593,838.492,1.000000,688.393,840.063,1.000000,653.460,807.316,1.000000,653.737,868.160,1.000000
33,1.333333,653.860,839.272,1.000000,618.000,839.272,1.000000,689.000,839.272,1.000000,653.860,807.000,1.000000,653.860,869.000,1.000000
34,1.375000,654.281,839.667,1.000000,617.781,839.340,1.000000,688.727,840.321,1.000000,654.443,807.652,1.000000,653.868,869.647,1.000000
35,1.416667,654.352,839.767,1.000000,617.915,839.135,1.000000,688.876,840.525,1.000000,654.558,807.772,1.000000,653.966,869.708,1.000000
36,1.458333,654.332,839.608,1.000000,618.038,838.637,1.000000,688.865,840.165,1.000000,654.686,807.501,1.000000,653.805,869.390,1.000000
37,1.500000,654.338,839.508,1.000000,618.322,838.109,1.000000,688.805,839.972,1.000000,654.791,807.376,1.000000,653.788,869.181,1.000000
38,1.541667,654.220,839.588,1.000000,618.497,838.010,1.000000,688.717,840.089,1.000000,654.735,807.458,1.000000,653.694,869.208,1.000000
39,1.583333,654.328,839.490,1.000000,619.598,837.659,1.000000,688.739,840.058,1.000000,654.856,807.265,1.000000,653.634,869.120,1.000000
40,1.625000,654.357,839.499,1.000000,619.890,837.429,0.000000,688.674,840.109,1.000000,654.851,807.292,1.000000,653.635,869.127,1.000000
41,1.666667,654.341,839.457,1.000000,619.992,837.298,0.000000,688.671,840.034,1.000000,654.796,807.326,1.000000,653.676,869.088,1.000000
42,1.708333,654.409,839.402,1.000000,620.243,837.404,0.000000,688.724,839.919,1.000000,654.806,807.295,1.000000,653.816,869.039,1.000000
43,1.750000,654.590,839.292,1.000000,620.292,837.621,0.000000,688.826,839.718,1.000000,654.897,807.241,1.000000,654.108,868.888,1.000000
44,1.791667,654.577,839.166,1.000000,620.029,837.610,0.000000,688.779,839.599,1.000000,654.879,807.263,1.000000,654.241,868.849,1.000000
45,1.833333,654.522,839.238,1.000000,619.996,837.681,0.000000,688.661,839.603,1.000000,654.735,807.424,1.000000,654.292,868.963,1.000000
46,1.875000,654.544,839.253,1.000000,620.083,837.741,0.000000,688.685,839.484,1.000000,654.939,807.332,1.000000,654.321,868.870,1.000000
47,1.916667,654.585,839.323,1.000000,620.061,837.739,0.000000,688.642,839.390,1.000000,654.755,807.364,1.000000,654.258,868.790,1.000000
48,1.958333,654.682,839.281,1.000000,620.254,837.661,0.000000,688.789,839.499,1.000000,654.962,807.399,1.000000,654.457,868.729,1.000000
49,2.000000,654.568,839.342,1.000000,619.978,837.640,0.000000,688.715,839.422,1.000000,654.928,807.461,1.000000,654.450,868.597,1.000000
50,2.041667,654.367,839.123,1.000000,619.967,837.280,0.000000,688.592,839.297,1.000000,655.079,807.331,1.000000,654.557,868.569,1.000000
51,2.083333,654.248,838.647,1.000000,619.501,837.268,0.000000,688.142,839.081,1.000000,654.683,807.633,1.000000,654.396,868.586,1.000000
52,2.125000,683.372,787.750,1.000000,647.802,789.781,0.000000,713.496,793.991,0.000000,682.279,756.197,0.000000,678.333,833.759,1.000000
53,2.166667,682.920,788.018,1.000000,647.517,789.253,0.000000,714.843,792.158,0.000000,682.197,756.923,0.000000,678.101,829.756,1.000000
54,2.208333,701.590,711.062,1.000000,664.730,713.780,0.000000,729.669,720.271,1.000000,701.138,679.582,0.000000,696.233,759.574,1.000000
55,2.250000,712.130,631.345,1.000000,675.514,632.323,0.000000,741.572,640.220,0.000000,712.425,600.047,0.000000,707.332,687.631,1.000000
56,2.291667,717.323,576.827,1.000000,682.061,581.451,0.000000,746.995,581.374,1.000000,716.304,548.725,0.000000,716.229,622.598,1.000000
