frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
1,0.041667,1,-1.396273,0.105448,6.984411,-1.452091,0.160004,6.952596,-1.444311,0.152885,6.861051,-1.492092,0.221616,6.875087,-1.494490,0.237471,6.887212,-1.473236,0.243439,6.905843,-1.451935,0.242989,6.933124,1,-1.552046,0.091608,6.378142,-1.544846,0.164139,6.366777,-1.529707,0.204339,6.293061,-1.525894,0.264016,6.332895,-1.521928,0.274936,6.348190,-1.510629,0.262379,6.365493,-1.500488,0.235534,6.382389
2,0.083333,1,-1.423905,0.108926,6.984448,-1.460250,0.154353,6.945410,-1.446817,0.137696,6.861650,-1.492743,0.205705,6.864866,-1.495367,0.220678,6.873204,-1.475898,0.227119,6.890741,-1.456760,0.229497,6.918659,1,-1.552178,0.091455,6.369665,-1.542843,0.162997,6.359208,-1.527854,0.199622,6.283502,-1.522739,0.261129,6.323312,-1.519263,0.272896,6.337587,-1.508051,0.260851,6.354788,-1.498344,0.234203,6.372014
3,0.125000,1,-1.453110,0.110055,6.983121,-1.476028,0.149570,6.938292,-1.454562,0.129816,6.864414,-1.497600,0.193314,6.856519,-1.500576,0.206371,6.860508,-1.484329,0.211936,6.877124,-1.469215,0.216001,6.906126,1,-1.549339,0.089200,6.358119,-1.538755,0.160755,6.346696,-1.523709,0.191381,6.267869,-1.516394,0.255874,6.307514,-1.513676,0.268969,6.320235,-1.503002,0.257894,6.337355,-1.494048,0.231640,6.355330
4,0.166667,1,-1.471213,0.111059,6.981492,-1.496840,0.151161,6.937437,-1.469256,0.144626,6.870379,-1.508164,0.199177,6.859934,-1.511203,0.209397,6.861902,-1.498557,0.211597,6.878451,-1.487845,0.213704,6.907932,1,-1.543473,0.087730,6.348676,-1.532908,0.157729,6.333209,-1.516594,0.182039,6.251500,-1.507962,0.249936,6.291090,-1.506287,0.264307,6.302485,-1.496963,0.254445,6.319699,-1.488851,0.228705,6.338882
5,0.208333,1,-1.499930,0.110314,6.980626,-1.517329,0.158164,6.942826,-1.489745,0.172432,6.879275,-1.519849,0.217993,6.873184,-1.521722,0.225440,6.875600,-1.511598,0.222847,6.892231,-1.504073,0.221080,6.920527,1,-1.538546,0.084534,6.337108,-1.525910,0.154389,6.321896,-1.505231,0.173207,6.238743,-1.499080,0.245123,6.278406,-1.499173,0.260378,6.289132,-1.492162,0.251709,6.306757,-1.484916,0.226617,6.327786
6,0.250000,1,-1.520163,0.107721,6.978852,-1.533379,0.166223,6.951021,-1.514188,0.195594,6.888770,-1.529713,0.237489,6.888329,-1.529016,0.243872,6.892090,-1.519223,0.237327,6.908092,-1.512434,0.231715,6.934033,1,-1.531222,0.080492,6.328410,-1.518097,0.150945,6.313848,-1.488670,0.163264,6.231216,-1.490372,0.241477,6.269999,-1.493254,0.257250,6.280497,-1.489368,0.249697,6.298904,-1.483199,0.225621,6.322751
7,0.291667,1,-1.536179,0.104694,6.978650,-1.544995,0.171931,6.958729,-1.539217,0.207751,6.895803,-1.540358,0.251947,6.900414,-1.537171,0.259396,6.904852,-1.525760,0.251159,6.919683,-1.516903,0.241571,6.943463,1,-1.521611,0.077559,6.323106,-1.509303,0.147135,6.308533,-1.468849,0.147483,6.227953,-1.481275,0.236954,6.263259,-1.487240,0.253126,6.273648,-1.486659,0.246764,6.293114,-1.481696,0.224333,6.320713
8,0.333333,1,-1.548204,0.102362,6.980279,-1.553235,0.174189,6.963921,-1.558789,0.211625,6.899468,-1.551822,0.260519,6.908894,-1.547582,0.269657,6.912683,-1.534173,0.261501,6.926633,-1.522117,0.247985,6.949024,1,-1.515540,0.075195,6.322946,-1.499192,0.142565,6.304774,-1.450553,0.121667,6.226359,-1.471187,0.229350,6.254891,-1.479034,0.246068,6.265452,-1.480987,0.241146,6.286132,-1.476698,0.221052,6.317913
9,0.375000,1,-1.553807,0.100403,6.981879,-1.557985,0.174044,6.966310,-1.568916,0.211424,6.901088,-1.560240,0.264073,6.914867,-1.556336,0.274189,6.917190,-1.541892,0.266599,6.930965,-1.527631,0.250219,6.952600,1,-1.507880,0.074057,6.324852,-1.488179,0.137572,6.301862,-1.437289,0.089037,6.224688,-1.460551,0.219229,6.244471,-1.468392,0.236706,6.255718,-1.471608,0.233388,6.277656,-1.467110,0.215956,6.313356
10,0.416667,1,-1.555775,0.099799,6.980947,-1.558863,0.173411,6.966938,-1.570640,0.210685,6.902314,-1.563539,0.264950,6.919323,-1.560587,0.275363,6.920392,-1.546192,0.268169,6.934443,-1.531172,0.250259,6.955665,1,-1.501269,0.072781,6.325984,-1.477838,0.133465,6.300245,-1.427819,0.062104,6.224265,-1.450470,0.210313,6.235969,-1.457368,0.228451,6.247974,-1.461114,0.226430,6.270916,-1.456383,0.211213,6.309443
