frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
57,1.866667,724.903,523.836,724.903,523.836,724.903,523.836,cotracker_center_fallback,center,724.903,567.924,567.924,44.088,44.088,cotracker_bottom,,,stage2_contact_policy,5.973300,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.010675,5.973300,5.973300,5.973300,1.000000,0.000000,,,41.269
58,1.900000,732.455,473.137,732.455,473.137,732.455,473.137,cotracker_center_fallback,center,732.455,518.021,518.021,44.884,44.884,cotracker_bottom,,,stage2_contact_policy,5.885127,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.216453,5.885127,5.885127,5.885127,1.000000,0.000000,,,40.327
59,1.933333,733.883,471.808,733.883,471.808,733.883,471.808,cotracker_center_fallback,center,733.883,517.926,517.926,46.118,46.118,cotracker_bottom,,,stage2_contact_policy,6.023747,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.226752,6.023747,6.023747,6.023747,1.000000,0.000000,,,40.116
60,1.966667,736.776,428.165,736.776,428.165,736.776,428.165,cotracker_center_fallback,center,736.776,477.392,477.392,49.227,49.227,cotracker_bottom,,,stage2_contact_policy,6.123530,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.162998,6.123530,6.123530,6.123530,1.000000,0.000000,,,40.442
61,2.000000,739.852,391.241,739.852,391.241,739.852,391.241,cotracker_center_fallback,center,739.852,442.517,442.517,51.276,51.276,cotracker_bottom,,,stage2_contact_policy,6.337594,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.193891,6.337594,6.337594,6.337594,1.000000,0.000000,,,41.441
62,2.033333,739.156,357.469,739.156,357.469,739.156,357.469,cotracker_center_fallback,center,739.156,408.154,408.154,50.685,50.685,cotracker_bottom,,,stage2_contact_policy,6.364119,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.548700,6.364119,6.364119,6.364119,1.000000,0.000000,,,40.316
63,2.066667,740.762,331.639,740.762,331.639,740.762,331.639,cotracker_center_fallback,center,740.762,381.913,381.913,50.274,50.274,cotracker_bottom,,,stage2_contact_policy,6.324986,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.505243,6.324986,6.324986,6.324986,1.000000,0.000000,,,40.055
64,2.100000,740.644,331.136,740.644,331.136,740.644,331.136,cotracker_center_fallback,center,740.644,381.493,381.493,50.357,50.357,cotracker_bottom,,,stage2_contact_policy,6.321988,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.509120,6.321988,6.321988,6.321988,1.000000,0.000000,,,40.055
65,2.133333,739.000,322.000,739.000,322.000,739.000,322.000,cotracker_box_center,center,739.000,360.000,360.000,38.000,38.000,cotracker_bottom,,,stage2_contact_policy,6.316236,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.402125,6.316236,6.316236,6.316236,1.000000,0.000000,,,40.541
66,2.166667,741.410,300.780,741.410,300.780,741.410,300.780,cotracker_center_fallback,center,741.410,345.177,345.177,44.397,44.397,cotracker_bottom,,,stage2_contact_policy,6.305417,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,5.952824,6.305417,6.305417,6.305417,1.000000,0.000000,,,40.449
67,2.200000,742.876,289.768,742.876,289.768,742.876,289.768,cotracker_center_fallback,center,742.876,335.170,335.170,45.402,45.402,cotracker_bottom,,,stage2_contact_policy,6.287615,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.142012,6.287615,6.287615,6.287615,1.000000,0.000000,,,40.717
68,2.233333,743.253,290.267,743.253,290.267,743.253,290.267,cotracker_center_fallback,center,743.253,334.558,334.558,44.291,44.291,cotracker_bottom,,,stage2_contact_policy,6.280913,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.153632,6.280913,6.280913,6.280913,1.000000,0.000000,,,41.214
69,2.266667,743.808,287.364,743.808,287.364,743.808,287.364,cotracker_center_fallback,center,743.808,330.774,330.774,43.410,43.410,cotracker_bottom,,,stage2_contact_policy,6.277381,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,6.472961,6.277381,6.277381,6.277381,1.000000,0.000000,,,40.804
