frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
171,7.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.742505,inactive,hand_floor_from_anchor_floor_candidates
172,7.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.748997,inactive,hand_floor_from_anchor_floor_candidates
173,7.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.759938,inactive,hand_floor_from_anchor_floor_candidates
174,7.208333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.767288,inactive,hand_floor_from_anchor_floor_candidates
175,7.250000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.771414,inactive,hand_floor_from_anchor_floor_candidates
176,7.291667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.782381,inactive,hand_floor_from_anchor_floor_candidates
177,7.333333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.794554,inactive,hand_floor_from_anchor_floor_candidates
178,7.375000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.801487,inactive,hand_floor_from_anchor_floor_candidates
179,7.416667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.822174,inactive,hand_floor_from_anchor_floor_candidates
180,7.458333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.804503,inactive,hand_floor_from_anchor_floor_candidates
181,7.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.784086,inactive,hand_floor_from_anchor_floor_candidates
182,7.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.771428,inactive,hand_floor_from_anchor_floor_candidates
183,7.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.791036,inactive,hand_floor_from_anchor_floor_candidates
184,7.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.785695,inactive,hand_floor_from_anchor_floor_candidates
185,7.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.773796,inactive,hand_floor_from_anchor_floor_candidates
186,7.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.755609,inactive,hand_floor_from_anchor_floor_candidates
187,7.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.738603,inactive,hand_floor_from_anchor_floor_candidates
188,7.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.728308,inactive,hand_floor_from_anchor_floor_candidates
189,7.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.722528,inactive,hand_floor_from_anchor_floor_candidates
190,7.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.747599,inactive,hand_floor_from_anchor_floor_candidates
191,7.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.764953,inactive,hand_floor_from_anchor_floor_candidates
192,7.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.760940,inactive,hand_floor_from_anchor_floor_candidates
193,8.000000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.740745,inactive,hand_floor_from_anchor_floor_candidates
194,8.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.759638,inactive,hand_floor_from_anchor_floor_candidates
195,8.083333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.717648,inactive,hand_floor_from_anchor_floor_candidates
196,8.125000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.733694,inactive,hand_floor_from_anchor_floor_candidates
197,8.166667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.718455,inactive,hand_floor_from_anchor_floor_candidates
198,8.208333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.728597,inactive,hand_floor_from_anchor_floor_candidates
199,8.250000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.740770,inactive,hand_floor_from_anchor_floor_candidates
200,8.291667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.743538,inactive,hand_floor_from_anchor_floor_candidates
201,8.333333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.754385,inactive,hand_floor_from_anchor_floor_candidates
202,8.375000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.776348,inactive,hand_floor_from_anchor_floor_candidates
203,8.416667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.771137,inactive,hand_floor_from_anchor_floor_candidates
204,8.458333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.802026,inactive,hand_floor_from_anchor_floor_candidates
205,8.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.816589,inactive,hand_floor_from_anchor_floor_candidates
206,8.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.831855,inactive,hand_floor_from_anchor_floor_candidates
207,8.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.844125,inactive,hand_floor_from_anchor_floor_candidates
208,8.625000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.829688,inactive,hand_floor_from_anchor_floor_candidates
209,8.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.816898,inactive,hand_floor_from_anchor_floor_candidates
210,8.708333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.762473,inactive,hand_floor_from_anchor_floor_candidates
211,8.750000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.728860,inactive,hand_floor_from_anchor_floor_candidates
212,8.791667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.691985,inactive,hand_floor_from_anchor_floor_candidates
