frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
213,8.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.664765,inactive,hand_floor_from_anchor_floor_candidates
214,8.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.638598,inactive,hand_floor_from_anchor_floor_candidates
215,8.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.765685,inactive,hand_floor_from_anchor_floor_candidates
216,8.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.756107,inactive,hand_floor_from_anchor_floor_candidates
217,9.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.742628,inactive,hand_floor_from_anchor_floor_candidates
218,9.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.741678,inactive,hand_floor_from_anchor_floor_candidates
219,9.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.731090,inactive,hand_floor_from_anchor_floor_candidates
220,9.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.712143,inactive,hand_floor_from_anchor_floor_candidates
221,9.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.700291,inactive,hand_floor_from_anchor_floor_candidates
222,9.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.690259,inactive,hand_floor_from_anchor_floor_candidates
223,9.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.700600,inactive,hand_floor_from_anchor_floor_candidates
224,9.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.718674,inactive,hand_floor_from_anchor_floor_candidates
225,9.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.729990,inactive,hand_floor_from_anchor_floor_candidates
226,9.375000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.612607,inactive,hand_floor_from_anchor_floor_candidates
227,9.416667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.645267,inactive,hand_floor_from_anchor_floor_candidates
228,9.458333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.655636,inactive,hand_floor_from_anchor_floor_candidates
229,9.500000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.672998,inactive,hand_floor_from_anchor_floor_candidates
230,9.541667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.659075,inactive,hand_floor_from_anchor_floor_candidates
231,9.583333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.641945,inactive,hand_floor_from_anchor_floor_candidates
232,9.625000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.616962,inactive,hand_floor_from_anchor_floor_candidates
233,9.666667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.605119,inactive,hand_floor_from_anchor_floor_candidates
234,9.708333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.601948,inactive,hand_floor_from_anchor_floor_candidates
235,9.750000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.600720,inactive,hand_floor_from_anchor_floor_candidates
236,9.791667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.617000,inactive,hand_floor_from_anchor_floor_candidates
237,9.833333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.607900,inactive,hand_floor_from_anchor_floor_candidates
238,9.875000,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.602988,inactive,hand_floor_from_anchor_floor_candidates
239,9.916667,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.561817,inactive,hand_floor_from_anchor_floor_candidates
240,9.958333,left_none_none,none,left,none,0,0,0,0,,,,,,,,,0.501531,inactive,hand_floor_from_anchor_floor_candidates
