frame,observed_mask,rendered_mask,iou,coverage,render_false_coverage,observed_area_px,rendered_area_px
1,samples_known_object/10_football/results/segmentation/masks/00001_mask.png,final_result/evaluation/football/evaluation/render_masks/00001_mask.pgm,0.7525730753396459,1.0,0.24742692466035404,3656.0,4858.0
2,samples_known_object/10_football/results/segmentation/masks/00002_mask.png,final_result/evaluation/football/evaluation/render_masks/00002_mask.pgm,0.770764802631579,1.0,0.22923519736842105,3749.0,4864.0
3,samples_known_object/10_football/results/segmentation/masks/00003_mask.png,final_result/evaluation/football/evaluation/render_masks/00003_mask.pgm,0.7683778234086243,1.0,0.23162217659137577,3742.0,4870.0
4,samples_known_object/10_football/results/segmentation/masks/00004_mask.png,final_result/evaluation/football/evaluation/render_masks/00004_mask.pgm,0.7704480065762433,1.0,0.22955199342375668,3749.0,4866.0
5,samples_known_object/10_football/results/segmentation/masks/00005_mask.png,final_result/evaluation/football/evaluation/render_masks/00005_mask.pgm,0.7696098562628336,1.0,0.23039014373716632,3748.0,4870.0
6,samples_known_object/10_football/results/segmentation/masks/00006_mask.png,final_result/evaluation/football/evaluation/render_masks/00006_mask.pgm,0.7695625385089341,1.0,0.23043746149106592,3747.0,4869.0
7,samples_known_object/10_football/results/segmentation/masks/00007_mask.png,final_result/evaluation/football/evaluation/render_masks/00007_mask.pgm,0.76953125,1.0,0.23046875,3743.0,4864.0
8,samples_known_object/10_football/results/segmentation/masks/00008_mask.png,final_result/evaluation/football/evaluation/render_masks/00008_mask.pgm,0.7672555464256368,1.0,0.23274445357436319,3735.0,4868.0
9,samples_known_object/10_football/results/segmentation/masks/00009_mask.png,final_result/evaluation/football/evaluation/render_masks/00009_mask.pgm,0.767379679144385,1.0,0.232620320855615,3731.0,4862.0
10,samples_known_object/10_football/results/segmentation/masks/00010_mask.png,final_result/evaluation/football/evaluation/render_masks/00010_mask.pgm,0.7686137392019745,1.0,0.23138626079802552,3737.0,4862.0
11,samples_known_object/10_football/results/segmentation/masks/00011_mask.png,final_result/evaluation/football/evaluation/render_masks/00011_mask.pgm,0.7731852765782439,1.0,0.22681472342175613,3760.0,4863.0
12,samples_known_object/10_football/results/segmentation/masks/00012_mask.png,final_result/evaluation/football/evaluation/render_masks/00012_mask.pgm,0.7717569786535303,0.999734113267748,0.22808458222130978,3761.0,4871.0
13,samples_known_object/10_football/results/segmentation/masks/00013_mask.png,final_result/evaluation/football/evaluation/render_masks/00013_mask.pgm,0.7614452884417984,1.0,0.2385547115582016,3709.0,4871.0
14,samples_known_object/10_football/results/segmentation/masks/00014_mask.png,final_result/evaluation/football/evaluation/render_masks/00014_mask.pgm,0.7585711352904948,1.0,0.24142886470950523,3695.0,4871.0
15,samples_known_object/10_football/results/segmentation/masks/00015_mask.png,final_result/evaluation/football/evaluation/render_masks/00015_mask.pgm,0.7714285714285715,1.0,0.22857142857142856,3753.0,4865.0
16,samples_known_object/10_football/results/segmentation/masks/00016_mask.png,final_result/evaluation/football/evaluation/render_masks/00016_mask.pgm,0.7722975750102754,1.0,0.22770242498972462,3758.0,4866.0
17,samples_known_object/10_football/results/segmentation/masks/00017_mask.png,final_result/evaluation/football/evaluation/render_masks/00017_mask.pgm,0.771616348326145,1.0,0.228383651673855,3757.0,4869.0
18,samples_known_object/10_football/results/segmentation/masks/00018_mask.png,final_result/evaluation/football/evaluation/render_masks/00018_mask.pgm,0.7735499794323324,1.0,0.22645002056766764,3761.0,4862.0
19,samples_known_object/10_football/results/segmentation/masks/00019_mask.png,final_result/evaluation/football/evaluation/render_masks/00019_mask.pgm,0.7734182415776499,1.0,0.22658175842235004,3765.0,4868.0
20,samples_known_object/10_football/results/segmentation/masks/00020_mask.png,final_result/evaluation/football/evaluation/render_masks/00020_mask.pgm,0.7742134484885873,1.0,0.22578655151141272,3765.0,4863.0
21,samples_known_object/10_football/results/segmentation/masks/00021_mask.png,final_result/evaluation/football/evaluation/render_masks/00021_mask.pgm,0.776085614323935,1.0,0.22391438567606503,3771.0,4859.0
22,samples_known_object/10_football/results/segmentation/masks/00022_mask.png,final_result/evaluation/football/evaluation/render_masks/00022_mask.pgm,0.7614150555327026,1.0,0.23858494446729742,3702.0,4862.0
23,samples_known_object/10_football/results/segmentation/masks/00023_mask.png,final_result/evaluation/football/evaluation/render_masks/00023_mask.pgm,0.7607399794450154,1.0,0.23926002055498458,3701.0,4865.0
24,samples_known_object/10_football/results/segmentation/masks/00024_mask.png,final_result/evaluation/football/evaluation/render_masks/00024_mask.pgm,0.7751491462662004,1.0,0.22485085373379962,3768.0,4861.0
25,samples_known_object/10_football/results/segmentation/masks/00025_mask.png,final_result/evaluation/football/evaluation/render_masks/00025_mask.pgm,0.7749024440336825,1.0,0.22509755596631753,3773.0,4869.0
26,samples_known_object/10_football/results/segmentation/masks/00026_mask.png,final_result/evaluation/football/evaluation/render_masks/00026_mask.pgm,0.7746507806080526,1.0,0.2253492193919474,3771.0,4868.0
27,samples_known_object/10_football/results/segmentation/masks/00027_mask.png,final_result/evaluation/football/evaluation/render_masks/00027_mask.pgm,0.7751953928424516,1.0,0.22480460715754833,3769.0,4862.0
28,samples_known_object/10_football/results/segmentation/masks/00028_mask.png,final_result/evaluation/football/evaluation/render_masks/00028_mask.pgm,0.7739416358405261,1.0,0.2260583641594739,3766.0,4866.0
29,samples_known_object/10_football/results/segmentation/masks/00029_mask.png,final_result/evaluation/football/evaluation/render_masks/00029_mask.pgm,0.7758124228712464,1.0,0.2241875771287536,3772.0,4862.0
30,samples_known_object/10_football/results/segmentation/masks/00030_mask.png,final_result/evaluation/football/evaluation/render_masks/00030_mask.pgm,0.7753340184994861,1.0,0.22466598150051387,3772.0,4865.0
31,samples_known_object/10_football/results/segmentation/masks/00031_mask.png,final_result/evaluation/football/evaluation/render_masks/00031_mask.pgm,0.7741273100616016,1.0,0.22587268993839835,3770.0,4870.0
32,samples_known_object/10_football/results/segmentation/masks/00032_mask.png,final_result/evaluation/football/evaluation/render_masks/00032_mask.pgm,0.7757239679605669,1.0,0.22427603203943314,3777.0,4869.0
33,samples_known_object/10_football/results/segmentation/masks/00033_mask.png,final_result/evaluation/football/evaluation/render_masks/00033_mask.pgm,0.7769784172661871,1.0,0.22302158273381295,3780.0,4865.0
