temporal_metric_status,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,translation_spike_threshold,rotation_spike_threshold_rad,translation_acceleration_max,rotation_acceleration_max,high_speed_event_windows,high_speed_recall,oversmooth_rate,static_tail_drift_m,temporal_failure_intervals,event_frame_count,event_window_frame_count,temporal_accel_at_events,temporal_accel_in_flight,source_pose,source_events
ok,12,0,10,2,0.11088894583640356,0.05,0.2301153230653644,0.0,19,0.8421052631578947,0.15789473684210525,,"[{""start"":83,""end"":84}]",19,125,0.037737249941270694,0.015933868659536526,samples_known_object/10_football/results/pose6d_object_proxy_anchor_refined/object_pose6d_sharedcam_contactphase_trajectory.csv,samples_known_object/10_football/results/human_audio_semantics/contact_records.csv
