overlay_hard_score,overlay_hard_metric_source,overlay_mask_pair_count,overlay_generated_render_mask_count,overlay_generated_proxy_render_mask_count,overlay_generated_full_geometry_mask_count,overlay_mask_coverage,overlay_render_false_coverage,overlay_vlm_is_primary,overlay_conflict_flag
0.7698439776336286,generated_eval_proxy_render_mask_iou,242,242,242,0,0.9515619533538858,0.20554636291617218,False,
