case,result_name,evaluation_source,final_video,source_video,object_pose_source,gate_trace_source,n_frames,se3_valid,translation_valid_rate,rotation_valid_rate,overlay_hard_score,overlay_hard_metric_source,overlay_mask_pair_count,overlay_generated_render_mask_count,overlay_generated_proxy_render_mask_count,overlay_generated_full_geometry_mask_count,overlay_mask_coverage,overlay_render_false_coverage,contact_frame_ratio,contact_gap_mm,contact_proxy,contact_proxy_source,part_correct_ratio,hoi_contact_pair_rows,hoi_contact_interval_count,hoi_observed_contact_rows,hoi_persistent_contact_rows,contact_anchor_drift_mean,contact_anchor_drift_max,human_part_count,human_part_available_count,human_part_contact_coverage,object_part_count,object_part_available_count,object_part_contact_coverage,penetration_frame_ratio,penetration_depth_mean_mm,penetration_depth_max_mm,floating_rate,tradeoff_score,object_jerk,accel_at_events,accel_in_flight,contact_ratio_audio_windows,jump_count,static_tail_drift_m,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,high_speed_recall,oversmooth_rate,temporal_failure_intervals,gate_impact_status,gate_event_count,gate_active_count,gate_reject_unclear_count,stage_residual_reweight_count,optimizer_reoptimized_frames,optimizer_reweighted_frames,anchor_update_allowed_count,anchor_update_blocked_count,freeze_interpolation_frames,pose_delta_translation_mean_m,pose_delta_translation_max_m,final_pass
football,canonical_final_result,final_result_manifest,final_result/videos/2_football_3d.mp4,video_sample/10_football_video.mp4,samples_known_object/10_football/results/pose6d_object_proxy_anchor_refined/object_pose6d_sharedcam_contactphase_trajectory.csv,samples_known_object/10_football/results/benchmark_vlm_qwen,242,True,1.0,1.0,0.7698439776336286,generated_eval_proxy_render_mask_iou,242,242,242,0,0.9515619533538858,0.20554636291617218,0.062,250.59,0.006658906480686168,contact_gap_mm_exp_decay_sigma_50,0.615,242,11,50,0,,,13,13,0.6666666666666666,3,1,0.3333333333333333,0.0165,19.65,53.55,,0.030549712628638075,0.008458,0.06641,0.0238,0.455,,,12,0,10,2,0.8421052631578947,0.15789473684210525,"[{""start"":83,""end"":84}]",ok,36,36,21,1,242,242,67,175,242,0.03749477354704753,0.16736226048007352,False
