case_name,stage,check_type,pass_gate,repair_action,rerun_stage,allow_continue,residual_reweight,reason
suitcase,stage5,artifact:render_manifest,pass,keep_outputs,0,1,0,render_manifest exists
suitcase,stage5,vlm_gate,pass,no_effective_vlm_gate,0,1,0,no effective VLM rejection/unclear gate
suitcase,stage5,llm_csv:render_manifest,pass,keep_outputs,0,1,0,render manifest exists
suitcase,stage5,llm_csv:render_temporal_consistency,pass,keep_outputs,0,1,0,temporal VLM/machine audit has no mismatch
