frame,raw_render_area_px,visible_object_area_px,raw_overlap_px,raw_overlap_precision,final_changed_area_px,final_overlap_px,final_overlap_precision,clip_to_visible_object,respect_human_occlusion,used_visible_line_fallback
1,2300,,,,12212,,,0,0,0
2,2303,,,,12226,,,0,0,0
3,2267,,,,12193,,,0,0,0
4,2216,,,,12185,,,0,0,0
5,2242,,,,12267,,,0,0,0
6,2348,,,,12441,,,0,0,0
7,2322,,,,12322,,,0,0,0
8,2278,,,,12131,,,0,0,0
9,2411,,,,12172,,,0,0,0
10,2527,,,,12355,,,0,0,0
11,2504,,,,12211,,,0,0,0
12,2520,,,,12433,,,0,0,0
13,2523,,,,12319,,,0,0,0
14,2130,,,,11757,,,0,0,0
15,1549,,,,10944,,,0,0,0
16,1179,,,,10524,,,0,0,0
17,781,,,,10013,,,0,0,0
18,357,,,,9220,,,0,0,0
19,242,,,,9024,,,0,0,0
20,118,,,,8739,,,0,0,0
21,77,,,,8656,,,0,0,0
22,80,,,,8628,,,0,0,0
23,92,,,,8634,,,0,0,0
24,155,,,,8728,,,0,0,0
25,308,,,,9010,,,0,0,0
26,499,,,,9389,,,0,0,0
27,917,,,,10135,,,0,0,0
28,1186,,,,10622,,,0,0,0
29,1497,,,,11142,,,0,0,0
30,1678,,,,11522,,,0,0,0
31,1801,,,,11533,,,0,0,0
32,2159,,,,11772,,,0,0,0
33,2313,,,,11801,,,0,0,0
34,2278,,,,11973,,,0,0,0
35,2330,,,,12180,,,0,0,0
36,2307,,,,12208,,,0,0,0
37,2101,,,,11983,,,0,0,0
38,1635,,,,11350,,,0,0,0
39,1389,,,,10961,,,0,0,0
40,1014,,,,10562,,,0,0,0
41,929,,,,10520,,,0,0,0
42,882,,,,10517,,,0,0,0
43,917,,,,10549,,,0,0,0
44,991,,,,10613,,,0,0,0
45,1145,,,,10796,,,0,0,0
46,1340,,,,11050,,,0,0,0
47,1554,,,,11407,,,0,0,0
48,1702,,,,11671,,,0,0,0
49,1859,,,,11647,,,0,0,0
50,1846,,,,11345,,,0,0,0
51,1861,,,,11638,,,0,0,0
52,1801,,,,11833,,,0,0,0
53,1833,,,,11960,,,0,0,0
54,1522,,,,11325,,,0,0,0
55,1417,,,,11118,,,0,0,0
56,1334,,,,10931,,,0,0,0
57,1310,,,,10882,,,0,0,0
58,1347,,,,10917,,,0,0,0
59,1380,,,,10958,,,0,0,0
60,1528,,,,11278,,,0,0,0
61,1640,,,,11486,,,0,0,0
62,1644,,,,11480,,,0,0,0
63,1844,,,,11632,,,0,0,0
64,2284,,,,12103,,,0,0,0
65,2332,,,,12068,,,0,0,0
