temporal_metric_status,translation_spike_count,rotation_spike_count,event_aligned_spike_count,non_event_spike_count,translation_spike_threshold,rotation_spike_threshold_rad,translation_acceleration_max,rotation_acceleration_max,high_speed_event_windows,high_speed_recall,oversmooth_rate,static_tail_drift_m,temporal_failure_intervals,event_frame_count,event_window_frame_count,temporal_accel_at_events,temporal_accel_in_flight,source_pose,source_events
ok,0,0,0,0,0.02,0.05,0.009544611081311117,0.0,31,0.6774193548387096,0.3225806451612903,0.039946843805237,[],31,183,0.00061435301745387,0.0008597926843516832,samples_known_object/01_basketball/results/clean_ablation_no_audio/object_pose.csv,samples_known_object/01_basketball/results/human_audio_semantics/contact_records.csv
